headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
seien,seyn,v%inf,The Canon's Yeoman's Tale 895,data/oxford_txts/CYT_oxford.txt,"And seyn, that if that they espied° were",BOTH,Infinitive must end in -en or -e,"And seyn, that if that they espied° were",And seyn that if that they espied were,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The General Prologue 48,data/oxford_txts/GP_oxford.txt,And therto hadde he riden (no man ferre ),BOTH,"Weak pt sg must end in -ed, -d, or -t",And therto hadde he riden (no man ferre ),And therto hadde he riden no man ferre,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
twinen,twine,v%pr_3,Troilus and Criseyde; Book V 7,data/oxford_txts/TC5_oxford.txt,Til Lachesis his threed no lenger twine.—,BOTH,Present 3rd sg must end in -th,Til Lachesis his threed no lenger twine.—,Til Lachesis his thred no lenger twyne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
forbeden,forbede,v%pr_3,Troilus and Criseyde; Book II 113,data/oxford_txts/TC2_oxford.txt,"“I? God forbede!” quod she, “Be ye mad?”",BOTH,Present 3rd sg must end in -th,"“I? God forbede!” quod she, “Be ye mad?”",I God forbede quod she Be ye mad,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book III 1127,data/oxford_txts/TC3_oxford.txt,"What, Troilus! wol ye do thus, for shame?”",BOTH,Infinitive must end in -en or -e,"What, Troilus! wol ye do thus, for shame?”",What Troilus wol ye do thus for shame,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%inf,Troilus and Criseyde; Book V 1296,data/oxford_txts/TC5_oxford.txt,“And see now why; for this I dar wel seyn,BOTH,Infinitive must end in -en or -e,“And see now why; for this I dar wel seyn,And se now whi for this I dar wel seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
slen,yslain,v%ppl,The Knight's Tale 2708,data/oxford_txts/KnT_oxford.txt,That of hem alle was ther noon yslain,BOTH,Strong participle must end in -en or -e,That of hem alle was ther noon yslain,That of hem alle was ther noon yslayn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
haven,hadde,v%pt_3,The General Prologue 663,data/oxford_txts/GP_oxford.txt,In daunger hadde he at his owne gise,BOTH,"Weak pt sg must end in -ed, -d, or -t",In daunger hadde he at his owne gise,In daunger hadde he at his owene gise,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Summoner's Tale 2199,data/oxford_txts/SumT_oxford.txt,"As ye han herd biforn, ye woot wel what.",BOTH,Present plural must end in -en or -e,"As ye han herd biforn, ye woot wel what.",As ye han herd biforn ye woot wel what,Present plural must end in -en or -e,Present plural must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book V 977,data/oxford_txts/TC5_oxford.txt,"And other love, as help me now Pallas",BOTH,Present 3rd sg must end in -th,"And other love, as help me now Pallas",And other love as help me now Pallas,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Pardoner's Tale 727,data/oxford_txts/PardT_oxford.txt,"Ne deeth, allas! ne wol nat° han my lif;",BOTH,Infinitive must end in -en or -e,"Ne deeth, allas! ne wol nat° han my lif;",Ne Deeth allas ne wol nat han my lyf,Infinitive must end in -en or -e,Infinitive must end in -en or -e
dien,deide,v%pt_3,The Knight's Tale 2846,data/oxford_txts/KnT_oxford.txt,"“In al this world, that som time he ne deide.",BOTH,"Weak pt sg must end in -ed, -d, or -t","“In al this world, that som time he ne deide.",In al this world that som tyme he ne deyde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Wife of Bath's Prologue 578,data/oxford_txts/WBPro_oxford.txt,"He wolde han slain me as I lay upright,°",BOTH,Infinitive must end in -en or -e,"He wolde han slain me as I lay upright,°",He wolde han slayn me as I lay upright,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,sey,v%pr_pl,The Merchant's Tale 1571,data/oxford_txts/MerT_oxford.txt,"To my purpos; Placebo, what sey ye?”",BOTH,Present plural must end in -en or -e,"To my purpos; Placebo, what sey ye?”",To my purpos Placebo what sey ye,Present plural must end in -en or -e,Present plural must end in -en or -e
witen,woot,v%pr_pl,Troilus and Criseyde; Book IV 1261,data/oxford_txts/TC4_oxford.txt,"“I am a womman, as ful wel ye woot",BOTH,Present plural must end in -en or -e,"“I am a womman, as ful wel ye woot",I am a womman as ful wel ye woot,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hadde,v%pt_3,Troilus and Criseyde; Book V 1026,data/oxford_txts/TC5_oxford.txt,And that she was allone and hadde nede,BOTH,"Weak pt sg must end in -ed, -d, or -t",And that she was allone and hadde nede,And that she was allone and hadde nede,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Canon's Yeoman's Tale 943,data/oxford_txts/CYT_oxford.txt,"Yet is ther heer, though that we han nat al.",BOTH,Present plural must end in -en or -e,"Yet is ther heer, though that we han nat al.",Yet is ther heere though that we han nat al,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%inf,Troilus and Criseyde; Book V 1279,data/oxford_txts/TC5_oxford.txt,How darstow seyn that fals thy lady is,BOTH,Infinitive must end in -en or -e,How darstow seyn that fals thy lady is,How darstow seyn that fals thy lady ys,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,The Reeve's Tale 4083,data/oxford_txts/RvT_oxford.txt,And he that bettre sholde han knit the reine.”°,BOTH,Infinitive must end in -en or -e,And he that bettre sholde han knit the reine.”°,And he that bettre sholde han knyt the reyne,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book II 361,data/oxford_txts/TC2_oxford.txt,"Than ye han doon er this, and more feste",BOTH,Present plural must end in -en or -e,"Than ye han doon er this, and more feste",Than ye han doon er this and moore feste,Present plural must end in -en or -e,Present plural must end in -en or -e
slen,slain,v%ppl,The Knight's Tale 1258,data/oxford_txts/KnT_oxford.txt,That in his hous is of his meinee slain.°,BOTH,Strong participle must end in -en or -e,That in his hous is of his meinee slain.°,That in his hous is of his meynee slayn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
maintenen,maintene,v%pr_3,The Clerk's Tale 1171,data/oxford_txts/ClT_oxford.txt,Whos lif and al hir secte° God maintene,BOTH,Present 3rd sg must end in -th,Whos lif and al hir secte° God maintene,Whos lyf and al hire secte God mayntene,Present 3rd sg must end in -th,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Summoner's Tale 1949,data/oxford_txts/SumT_oxford.txt,"As help me Crist, as I, in fewe° yeres",BOTH,Present 3rd sg must end in -th,"As help me Crist, as I, in fewe° yeres",As help me Crist as I in fewe yeres,Present 3rd sg must end in -th,Present 3rd sg must end in -th
dien,deide,v%pt_3,The Canon's Yeoman's Tale 1351,data/oxford_txts/CYT_oxford.txt,"“For love of God, that for us alle deide",BOTH,"Weak pt sg must end in -ed, -d, or -t","“For love of God, that for us alle deide",For love of God that for us alle deyde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Knight's Tale 942,data/oxford_txts/KnT_oxford.txt,"To do the dede bodies vileinie,°",BOTH,Infinitive must end in -en or -e,"To do the dede bodies vileinie,°",To do the dede bodyes vileynye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Friar's Tale 1633,data/oxford_txts/FriT_oxford.txt,I wolde I hadde thy smok and every clooth!’,BOTH,"Weak pt sg must end in -ed, -d, or -t",I wolde I hadde thy smok and every clooth!’,I wolde I hadde thy smok and every clooth,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Clerk's Tale 1072,data/oxford_txts/ClT_oxford.txt,And folk that otherweyes han seid° of me,BOTH,Present plural must end in -en or -e,And folk that otherweyes han seid° of me,And folk that ootherweys han seyd of me,Present plural must end in -en or -e,Present plural must end in -en or -e
blenden,blent,v%pr_3,The Canon's Yeoman's Tale 1391,data/oxford_txts/CYT_oxford.txt,This multiplying° blent° so many oon,BOTH,Present 3rd sg must end in -th,This multiplying° blent° so many oon,This multiplying blent so many oon,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Franklin's Tale 1535,data/oxford_txts/FranT_oxford.txt,"That ye han maad to me as heerbiforn,°",BOTH,Present plural must end in -en or -e,"That ye han maad to me as heerbiforn,°",That ye han maad to me as heerbiforn,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%inf,The Squire's Tale 435,data/oxford_txts/SqT_oxford.txt,That any foul may in his ledene° seyn,BOTH,Infinitive must end in -en or -e,That any foul may in his ledene° seyn,That any fowel may in his leden seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,House of Fame 1732,data/oxford_txts/HF_oxford.txt,We han don neither that ne this,BOTH,Present plural must end in -en or -e,We han don neither that ne this,We han don neither that ne this,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book III 413,data/oxford_txts/TC3_oxford.txt,"To han for thin, and lat me thanne allone.",BOTH,Infinitive must end in -en or -e,"To han for thin, and lat me thanne allone.",To han for thyn and lat me thanne allone,Infinitive must end in -en or -e,Infinitive must end in -en or -e
slen,slain,v%ppl,The Summoner's Tale 2023,data/oxford_txts/SumT_oxford.txt,"That seide thus, ‘Thou hast thy felaw slain",BOTH,Strong participle must end in -en or -e,"That seide thus, ‘Thou hast thy felaw slain",That seyde thus Thou hast thy felawe slayn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 209,data/oxford_txts/ClT_oxford.txt,"A doghter hadde he, fair ynogh to sighte",BOTH,"Weak pt sg must end in -ed, -d, or -t","A doghter hadde he, fair ynogh to sighte",A doghter hadde he fair ynogh to sighte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,Troilus and Criseyde; Book IV 459,data/oxford_txts/TC4_oxford.txt,"And though I mighte, I wolde not do so.",BOTH,Infinitive must end in -en or -e,"And though I mighte, I wolde not do so.",And though I myght I wolde nat do so,Infinitive must end in -en or -e,Infinitive must end in -en or -e
slen,yslain,v%ppl,The Pardoner's Tale 673,data/oxford_txts/PardT_oxford.txt,"And sodeinly he was yslain tonight,°",BOTH,Strong participle must end in -en or -e,"And sodeinly he was yslain tonight,°",And sodeynly he was yslayn tonyght,Strong participle must end in -en or -e,Strong participle must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book I 907,data/oxford_txts/TC1_oxford.txt,Thee sholde never han tid thus fair a grace;,BOTH,Infinitive must end in -en or -e,Thee sholde never han tid thus fair a grace;,The sholde nevere han tid thus fayr a grace,Infinitive must end in -en or -e,Infinitive must end in -en or -e
biginnen,bigan,v%pt_pl,The Wife of Bath's Prologue 185,data/oxford_txts/WBPro_oxford.txt,"Seid this Pardoner, “as ye bigan",BOTH,Past plural must end in -en or -e,"Seid this Pardoner, “as ye bigan",Seyde this Pardoner as ye bigan,Past plural must end in -en or -e,Past plural must end in -en or -e
loven,loved,v%pt_pl,The Wife of Bath's Prologue 207,data/oxford_txts/WBPro_oxford.txt,"They loved me so wel, by God above",BOTH,Past plural must end in -en or -e,"They loved me so wel, by God above",They loved me so wel by God above,Past plural must end in -en or -e,Past plural must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book IV 1141,data/oxford_txts/TC4_oxford.txt,That nolde han rewed on hir peines smerte.,BOTH,Infinitive must end in -en or -e,That nolde han rewed on hir peines smerte.,That nolde han rewed on hire peynes smerte,Infinitive must end in -en or -e,Infinitive must end in -en or -e
slen,slain,v%ppl,The Nun's Priest's Tale 3022,data/oxford_txts/NPT_oxford.txt,And tolde him every point° how he was slain,BOTH,Strong participle must end in -en or -e,And tolde him every point° how he was slain,And tolde hym every point how he was slayn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
twisten,twiste,v%pr_3,Troilus and Criseyde; Book III 1769,data/oxford_txts/TC3_oxford.txt,"And hertes colde, hem wolde I that he twiste",BOTH,Present 3rd sg must end in -th,"And hertes colde, hem wolde I that he twiste",And hertes colde hem wolde I that he twiste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
clepen,hem,v%inf,Troilus and Criseyde; Book III 317,data/oxford_txts/TC3_oxford.txt,"Swich maner folk; what shal I clepe hem, what",BOTH,Infinitive must end in -en or -e,"Swich maner folk; what shal I clepe hem, what",Swich manere folk what shal I clepe hem what,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Knight's Tale 1020,data/oxford_txts/KnT_oxford.txt,"Out of the tas° the pilours han hem torn,°",BOTH,Present plural must end in -en or -e,"Out of the tas° the pilours han hem torn,°",Out of the taas the pilours han hem torn,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,The Squire's Tale 56,data/oxford_txts/SqT_oxford.txt,Him semed° han geten hem° protecciouns,BOTH,Infinitive must end in -en or -e,Him semed° han geten hem° protecciouns,Hem semed han geten hem protecciouns,Infinitive must end in -en or -e,Infinitive must end in -en or -e
reden,rede,v%pr_3,House of Fame 1067,data/oxford_txts/HF_oxford.txt,And also wis God rede me!,BOTH,Present 3rd sg must end in -th,And also wis God rede me!,And also wis God rede me,Present 3rd sg must end in -th,Present 3rd sg must end in -th
crien,cride,v%pt_3,Troilus and Criseyde; Book IV 1213,data/oxford_txts/TC4_oxford.txt,"And gan to sike, and “Troilus” she cride;",BOTH,"Weak pt sg must end in -ed, -d, or -t","And gan to sike, and “Troilus” she cride;",And gan to sike and Troilus she cride,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Knight's Tale 2874,data/oxford_txts/KnT_oxford.txt,Upon his hondes hadde he gloves white;,BOTH,"Weak pt sg must end in -ed, -d, or -t",Upon his hondes hadde he gloves white;,Upon his hondes hadde he gloves white,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,Troilus and Criseyde; Book V 204,data/oxford_txts/TC5_oxford.txt,And there his sorwes that he spared hadde,BOTH,"Weak pt sg must end in -ed, -d, or -t",And there his sorwes that he spared hadde,And ther his sorwes that he spared hadde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
dien,die,v%pr_3,The Wife of Bath's Prologue 85,data/oxford_txts/WBPro_oxford.txt,"To wedde me, if that my make° die",BOTH,Present 3rd sg must end in -th,"To wedde me, if that my make° die",To wedde me if that my make dye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%pr_pl,The Merchant's Tale 1972,data/oxford_txts/MerT_oxford.txt,"(For alle thing hath time,° as seyn thise clerkes)",BOTH,Present plural must end in -en or -e,"(For alle thing hath time,° as seyn thise clerkes)",For alle thyng hath tyme as seyn thise clerkes,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book V 514,data/oxford_txts/TC5_oxford.txt,And to the chambre hir wey than han they nomen.,BOTH,Present plural must end in -en or -e,And to the chambre hir wey than han they nomen.,And to the chambre hire wey than han they nomen,Present plural must end in -en or -e,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Shipman's Tale 125,data/oxford_txts/ShipT_oxford.txt,"And seide, “Allas, my nece, God forbede",BOTH,Present 3rd sg must end in -th,"And seide, “Allas, my nece, God forbede",And seyde Allas my nece God forbede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
loven,love,v%pr_3,The Knight's Tale 1799,data/oxford_txts/KnT_oxford.txt,"Who may been a fool, but if he love?",BOTH,Present 3rd sg must end in -th,"Who may been a fool, but if he love?",Who may been a fool but if he love,Present 3rd sg must end in -th,Present 3rd sg must end in -th
smerten,smerte,v%pr_3,Troilus and Criseyde; Book V 132,data/oxford_txts/TC5_oxford.txt,"Comaundeth me, how sore that me smerte",BOTH,Present 3rd sg must end in -th,"Comaundeth me, how sore that me smerte",Comaundeth me how soore that me smerte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,House of Fame 243,data/oxford_txts/HF_oxford.txt,"Becam his love, and leet him do",BOTH,Infinitive must end in -en or -e,"Becam his love, and leet him do",Becam hys love and let him doo,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,Book of the Duchess 374,data/oxford_txts/BD_oxford.txt,As to huntinge fel to doon.°,BOTH,Infinitive must end in -en or -e,As to huntinge fel to doon.°,As to huntynge fil to doon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
dien,deide,v%pt_3,The Miller's Tale 3427,data/oxford_txts/MilT_oxford.txt,God shilde° that he deide sodeinly!,BOTH,"Weak pt sg must end in -ed, -d, or -t",God shilde° that he deide sodeinly!,God shilde that he deyde sodeynly,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Troilus and Criseyde; Book V 876,data/oxford_txts/TC5_oxford.txt,“Can I not seyn what may the cause be,BOTH,Infinitive must end in -en or -e,“Can I not seyn what may the cause be,Kan I nat seyn what may the cause be,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,sey,v%pr_pl,The Summoner's Tale 2126,data/oxford_txts/SumT_oxford.txt,"Ye sey me thus, how that I am your brother?”",BOTH,Present plural must end in -en or -e,"Ye sey me thus, how that I am your brother?”",Ye sey me thus how that I am youre brother,Present plural must end in -en or -e,Present plural must end in -en or -e
writen,write,v%pr_3,Troilus and Criseyde; Book II 1026,data/oxford_txts/TC2_oxford.txt,Ne scrivenish or craftily thou it write;,BOTH,Present 3rd sg must end in -th,Ne scrivenish or craftily thou it write;,Ne scryvenyssh or craftyly thow it write,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%inf,Troilus and Criseyde; Book IV 1200,data/oxford_txts/TC4_oxford.txt,Shal never lover seyn that Troilus,BOTH,Infinitive must end in -en or -e,Shal never lover seyn that Troilus,Shal nevere lovere seyn that Troilus,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,Troilus and Criseyde; Book II 1350,data/oxford_txts/TC2_oxford.txt,And aftir swiche answeres as he hadde,BOTH,"Weak pt sg must end in -ed, -d, or -t",And aftir swiche answeres as he hadde,And after swiche answeres as he hadde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,had,v%pt_pl,The Wife of Bath's Prologue 204,data/oxford_txts/WBPro_oxford.txt,They had me yeven° hir land and hir tresoor;°,BOTH,Past plural must end in -en or -e,They had me yeven° hir land and hir tresoor;°,They had me yeven hir lond and hir tresoor,Past plural must end in -en or -e,Past plural must end in -en or -e
helpen,help,v%pr_3,The Friar's Tale 1605,data/oxford_txts/FriT_oxford.txt,So wisly° help me out of care and sinne,BOTH,Present 3rd sg must end in -th,So wisly° help me out of care and sinne,So wisly help me out of care and synne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,Troilus and Criseyde; Book IV 1413,data/oxford_txts/TC4_oxford.txt,And doon my reed withinne a day or tweie,BOTH,Infinitive must end in -en or -e,And doon my reed withinne a day or tweie,And don my red withinne a day or tweye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,Troilus and Criseyde; Book V 1268,data/oxford_txts/TC5_oxford.txt,"What shal I doon, my Pandarus, allas!",BOTH,Infinitive must end in -en or -e,"What shal I doon, my Pandarus, allas!",What shal I don my Pandarus allas,Infinitive must end in -en or -e,Infinitive must end in -en or -e
dreden,dradde,v%pt_3,The Monk's Tale 2212,data/oxford_txts/MkT_oxford.txt,"And he was proud, and nothing God ne dradde,°",BOTH,"Weak pt sg must end in -ed, -d, or -t","And he was proud, and nothing God ne dradde,°",And he was proud and nothyng God ne dradde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%pr_pl,Book of the Duchess 1167,data/oxford_txts/BD_oxford.txt,"But Grekes seyn, Pictagoras,°",BOTH,Present plural must end in -en or -e,"But Grekes seyn, Pictagoras,°",But Grekes seyn Pictagoras,Present plural must end in -en or -e,Present plural must end in -en or -e
birien,bury,v%pr_pl,Book of the Duchess 207,data/oxford_txts/BD_oxford.txt,"Bury my body, for suche a tide°",BOTH,Present plural must end in -en or -e,"Bury my body, for suche a tide°",Bury my body for such a tyde,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hadde,v%pt_3,Troilus and Criseyde; Book V 283,data/oxford_txts/TC5_oxford.txt,Although he on his heed it hadde ysworn,BOTH,"Weak pt sg must end in -ed, -d, or -t",Although he on his heed it hadde ysworn,Although he on his hed it hadde sworn,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Canon's Yeoman's Tale 1209,data/oxford_txts/CYT_oxford.txt,"That is an ingot, if I may han hap.°",BOTH,Infinitive must end in -en or -e,"That is an ingot, if I may han hap.°",That is an ingot if I may han hap,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The General Prologue 447,data/oxford_txts/GP_oxford.txt,Of cloothmaking she hadde swiche an haunt,BOTH,"Weak pt sg must end in -ed, -d, or -t",Of cloothmaking she hadde swiche an haunt,Of cloothmakyng she hadde swich an haunt,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
reven,reft,v%ppl,Troilus and Criseyde; Book V 1260,data/oxford_txts/TC5_oxford.txt,"Who hath me reft Criseyde, al my plesaunce?",BOTH,Strong participle must end in -en or -e,"Who hath me reft Criseyde, al my plesaunce?",Who hath me reft Criseyde al my plesaunce,Strong participle must end in -en or -e,Strong participle must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 107,data/oxford_txts/ClT_oxford.txt,"And al your werk and ever han doon, that we",BOTH,Present plural must end in -en or -e,"And al your werk and ever han doon, that we",And al youre werk and evere han doon that we,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1630,data/oxford_txts/HF_oxford.txt,Of that they han don wel or faire.”,BOTH,Present plural must end in -en or -e,Of that they han don wel or faire.”,Of that they han don wel or fayre,Present plural must end in -en or -e,Present plural must end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 805,data/oxford_txts/WBPro_oxford.txt,"As help me God, I shal thee never smite;°",BOTH,Present 3rd sg must end in -th,"As help me God, I shal thee never smite;°",As help me God I shal thee nevere smyte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Miller's Tale 3709,data/oxford_txts/MilT_oxford.txt,"“As help me God, it wol nat be ‘com pa me,’°",BOTH,Present 3rd sg must end in -th,"“As help me God, it wol nat be ‘com pa me,’°",As help me God it wol nat be com pa me,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book V 1000,data/oxford_txts/TC5_oxford.txt,If that I sholde of any Greek han routhe,BOTH,Infinitive must end in -en or -e,If that I sholde of any Greek han routhe,If that I sholde of any Grek han routhe,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The General Prologue 645,data/oxford_txts/GP_oxford.txt,Thanne hadde he spent al his philosophie;,BOTH,"Weak pt sg must end in -ed, -d, or -t",Thanne hadde he spent al his philosophie;,Thanne hadde he spent al his philosophie,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
witen,woot,v%pr_pl,The Canon's Yeoman's Tale 1001,data/oxford_txts/CYT_oxford.txt,But eek for other mo;° ye woot wel how,BOTH,Present plural must end in -en or -e,But eek for other mo;° ye woot wel how,But eek for othere mo ye woot wel how,Present plural must end in -en or -e,Present plural must end in -en or -e
entenden,entende,v%pr_3,Troilus and Criseyde; Book IV 1649,data/oxford_txts/TC4_oxford.txt,"As I, that alle trouthe in yow entende.",BOTH,Present 3rd sg must end in -th,"As I, that alle trouthe in yow entende.",As I that alle trouthe in yow entende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Nun's Priest's Tale 2978,data/oxford_txts/NPT_oxford.txt,And han wel founden by experience,BOTH,Present plural must end in -en or -e,And han wel founden by experience,And han wel founden by experience,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,The Franklin's Tale 1305,data/oxford_txts/FranT_oxford.txt,That me han holpen° fro my cares colde”:°,BOTH,Present plural must end in -en or -e,That me han holpen° fro my cares colde”:°,That me han holpen fro my cares colde,Present plural must end in -en or -e,Present plural must end in -en or -e
don,doon,v%inf,The Pardoner's Tale 818,data/oxford_txts/PardT_oxford.txt,"What shal we doon, what shal we to him seye?”",BOTH,Infinitive must end in -en or -e,"What shal we doon, what shal we to him seye?”",What shal we doon What shal we to hym seye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,House of Fame 1714,data/oxford_txts/HF_oxford.txt,And wene ye° for to do gode,BOTH,Infinitive must end in -en or -e,And wene ye° for to do gode,And wene ye for to doo good,Infinitive must end in -en or -e,Infinitive must end in -en or -e
outen,out,v%inf,Troilus and Criseyde; Book IV 210,data/oxford_txts/TC4_oxford.txt,And she shal out; thus seiden here and howne.,BOTH,Infinitive must end in -en or -e,And she shal out; thus seiden here and howne.,And she shal out thus seyden here and howne,Infinitive must end in -en or -e,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,Parliament of Fowls 121,data/oxford_txts/PF_oxford.txt,And forth with him unto a gate broghte,BOTH,"Weak pt sg must end in -ed, -d, or -t",And forth with him unto a gate broghte,And forth with hym unto a gate broughte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,sayn,v%pr_pl,The Reeve's Tale 4028,data/oxford_txts/RvT_oxford.txt,"Or els he is a fool, as clerkes sayn.",BOTH,Present plural must end in -en or -e,"Or els he is a fool, as clerkes sayn.",Or elles he is a fool as clerkes sayn,Present plural must end in -en or -e,Present plural must end in -en or -e
trouen,trowe,v%pr_3,The Squire's Tale 607,data/oxford_txts/SqT_oxford.txt,I trowe he hadde thilke text in minde,BOTH,Present 3rd sg must end in -th,I trowe he hadde thilke text in minde,I trowe he hadde thilke text in mynde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%pr_3,The Wife of Bath's Prologue 476,data/oxford_txts/WBPro_oxford.txt,"Lat go, farwel, the devel go therwith!",BOTH,Present 3rd sg must end in -th,"Lat go, farwel, the devel go therwith!",Lat go Farewel The devel go therwith,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Physician's Tale 78,data/oxford_txts/PhyT_oxford.txt,"Or elles ye han falle in freletee,°",BOTH,Present plural must end in -en or -e,"Or elles ye han falle in freletee,°",Or elles ye han falle in freletee,Present plural must end in -en or -e,Present plural must end in -en or -e
stonden,stant,v%pr_3,Troilus and Criseyde; Book IV 1386,data/oxford_txts/TC4_oxford.txt,Whil that this toun stant thus in jupartie.,BOTH,Present 3rd sg must end in -th,Whil that this toun stant thus in jupartie.,Whil that this town stant thus in jupartie,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book V 846,data/oxford_txts/TC5_oxford.txt,And feined him with Calkas han to done;,BOTH,Infinitive must end in -en or -e,And feined him with Calkas han to done;,And feyned hym with Calkas han to doone,Infinitive must end in -en or -e,Infinitive must end in -en or -e
