headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
seien,sayn,v%inf,The Nun's Priest's Tale 3021,data/oxford_txts/NPT_oxford.txt,"My gold caused my mordre, sooth° to sayn’;",BOTH,Infinitive must end in -en or -e,"My gold caused my mordre, sooth° to sayn’;",My gold caused my mordre sooth to sayn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shulen,shal,v%pr_pl,The Shipman's Tale 423,data/oxford_txts/ShipT_oxford.txt,Ye shal my joly° body have to wedde;°,BOTH,Present plural must end in -en or -e,Ye shal my joly° body have to wedde;°,Ye shal my joly body have to wedde,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hath,v%pr_3,The Squire's Tale 138,data/oxford_txts/SqT_oxford.txt,"Hath set hir herte on any maner wight,°",BOTH,Present 3rd sg must end in -eth,"Hath set hir herte on any maner wight,°",Hath set hire herte on any maner wight,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seye,v%pr_3,The Physician's Tale 187,data/oxford_txts/PhyT_oxford.txt,"She nis his doghter nat,° what so he seye;",BOTH,Present 3rd sg must end in -eth,"She nis his doghter nat,° what so he seye;",She nys his doghter nat what so he seye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Franklin's Tale 1364,data/oxford_txts/FranT_oxford.txt,"Hath ther nat many a noble wif, er this",BOTH,Present 3rd sg must end in -eth,"Hath ther nat many a noble wif, er this",Hath ther nat many a noble wyf er this,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book III 74,data/oxford_txts/TC3_oxford.txt,"To me,” quod she, “ey! What is this to seye?",BOTH,Present 3rd sg must end in -eth,"To me,” quod she, “ey! What is this to seye?",To me quod she I What is this to seye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Merchant's Tale 2174,data/oxford_txts/MerT_oxford.txt,This shal be doon tomorwe er sonne reste.°,BOTH,Present 3rd sg must end in -eth,This shal be doon tomorwe er sonne reste.°,This shal be doon tomorwe er sonne reste,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,Troilus and Criseyde; Book I 695,data/oxford_txts/TC1_oxford.txt,"For, and he falle, he hath noon help to rise’;",BOTH,Present 3rd sg must end in -eth,"For, and he falle, he hath noon help to rise’;",For and he falle he hath non helpe to ryse,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book III 433,data/oxford_txts/TC3_oxford.txt,From every wight as fer as is the cloude,BOTH,Present 3rd sg must end in -eth,From every wight as fer as is the cloude,From every wight as fer as is the cloude,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,House of Fame 1921,data/oxford_txts/HF_oxford.txt,That Laborintus cleped° is,BOTH,Present 3rd sg must end in -eth,That Laborintus cleped° is,That Laboryntus cleped ys,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1547,data/oxford_txts/TC2_oxford.txt,That ye han herd Pandare er this devise.,BOTH,Present plural must end in -en or -e,That ye han herd Pandare er this devise.,That ye han herd Pandare er this devyse,Present plural must end in -en or -e,Present plural must end in -en or -e
gon,go,v%inf,House of Fame 236,data/oxford_txts/HF_oxford.txt,And bad him to Cartage go,BOTH,Infinitive must end in -en or -e,And bad him to Cartage go,And bad hym to Cartage goo,Infinitive must end in -en or -e,Infinitive must end in -en or -e
listen,list,v%pr_3,Troilus and Criseyde; Book III 1747,data/oxford_txts/TC3_oxford.txt,"Halt peples joined, as him list hem gie",BOTH,Present 3rd sg must end in -eth,"Halt peples joined, as him list hem gie",Halt peples joyned as hym lest hem gye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
witen,wot,v%pr_3,Troilus and Criseyde; Book I 334,data/oxford_txts/TC1_oxford.txt,"Your hire is quit ayein, ye, God wot how!",BOTH,Present 3rd sg must end in -eth,"Your hire is quit ayein, ye, God wot how!",Youre hire is quyt ayeyn ye God woot how,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
willen,wol,v%pr_3,The Wife of Bath's Tale 1117,data/oxford_txts/WBT_oxford.txt,Crist wol° we claime of° him our gentillesse,BOTH,Present 3rd sg must end in -eth,Crist wol° we claime of° him our gentillesse,Crist wole we clayme of hym oure gentillesse,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
listen,liste,v%pr_3,Troilus and Criseyde; Book II 1183,data/oxford_txts/TC2_oxford.txt,"“I vouche sauf,” quod he, “do what yow liste.”",BOTH,Present 3rd sg must end in -eth,"“I vouche sauf,” quod he, “do what yow liste.”",I vouche sauf quod he Do what you liste,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Clerk's Tale 798,data/oxford_txts/ClT_oxford.txt,Ther is gret servitute in sondry wise.°,BOTH,Present 3rd sg must end in -eth,Ther is gret servitute in sondry wise.°,Ther is greet servitute in sondry wyse,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book V 1307,data/oxford_txts/TC5_oxford.txt,That hir abood the beste is for yow tweie.,BOTH,Present 3rd sg must end in -eth,That hir abood the beste is for yow tweie.,That hire abod the best is for yow twaye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seith,v%pr_3,The Clerk's Tale 634,data/oxford_txts/ClT_oxford.txt,"Swiche wordes seith my peple, out of drede.°",BOTH,Present 3rd sg must end in -eth,"Swiche wordes seith my peple, out of drede.°",Swiche wordes seith my peple out of drede,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book IV 863,data/oxford_txts/TC4_oxford.txt,As is that wight that men on bere binde;,BOTH,Present 3rd sg must end in -eth,As is that wight that men on bere binde;,As is that wight that men on beere bynde,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Canon's Yeoman's Tale 1134,data/oxford_txts/CYT_oxford.txt,"Shal° make al good, for it is cause of al",BOTH,Present 3rd sg must end in -eth,"Shal° make al good, for it is cause of al",Shal make al good for it is cause of al,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%inf,The Merchant's Tale 1627,data/oxford_txts/MerT_oxford.txt,"Which maide, he seide, he wolde han to his wif,°",BOTH,Infinitive must end in -en or -e,"Which maide, he seide, he wolde han to his wif,°",Which mayde he seyde he wolde han to his wyf,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hath,v%pr_3,Troilus and Criseyde; Book II 1454,data/oxford_txts/TC2_oxford.txt,"May seyn no bet, swich hap to him hath she.",BOTH,Present 3rd sg must end in -eth,"May seyn no bet, swich hap to him hath she.",May seyn no bet swich hap to hym hath she,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
gon,goth,v%pr_3,The Prioress' Tale 508,data/oxford_txts/PrT_oxford.txt,"His Ave Marie,° as he goth by the weye.",BOTH,Present 3rd sg must end in -eth,"His Ave Marie,° as he goth by the weye.",His Ave Marie as he goth by the weye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%inf,The Second Nun's Tale 543,data/oxford_txts/SNT_oxford.txt,To han respit three dayes and namo,BOTH,Infinitive must end in -en or -e,To han respit three dayes and namo,To han respit thre dayes and namo,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Friar's Tale 1585,data/oxford_txts/FriT_oxford.txt,"God save you, sir, what is your swete wille?’",BOTH,Present 3rd sg must end in -eth,"God save you, sir, what is your swete wille?’",God save you sire what is youre sweete wille,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
don,do,v%inf,The Franklin's Tale 1337,data/oxford_txts/FranT_oxford.txt,"In yow lith al, to do° me live or deye;—",BOTH,Infinitive must end in -en or -e,"In yow lith al, to do° me live or deye;—",In yow lith al to do me lyve or deye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
moten,mot,v%pr_3,The Manciple's Tale 210,data/oxford_txts/MancT_oxford.txt,The word mot° cosin° be to the werking.°,BOTH,Present 3rd sg must end in -eth,The word mot° cosin° be to the werking.°,The word moot cosyn be to the werkyng,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
breken,breke,v%pr_3,The Nun's Priest's Tale 3388,data/oxford_txts/NPT_oxford.txt,"They ronne so,° hem thoughte° hir herte breke.°",BOTH,Present 3rd sg must end in -eth,"They ronne so,° hem thoughte° hir herte breke.°",They ronne so hem thoughte hir herte breeke,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Miller's Tale 3592,data/oxford_txts/MilT_oxford.txt,"This ordinance is seid, go, God thee spede!°",BOTH,Present 3rd sg must end in -eth,"This ordinance is seid, go, God thee spede!°",This ordinance is seyd Go God thee speede,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,Troilus and Criseyde; Book V 769,data/oxford_txts/TC5_oxford.txt,Shal knotteles throughout hir herte slide;,BOTH,Present 3rd sg must end in -eth,Shal knotteles throughout hir herte slide;,Shal knotteles thorughout hire herte slide,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
don,dooth,v%pr_3,The Squire's Tale 385,data/oxford_txts/SqT_oxford.txt,As rody° and bright as dooth° the yonge sonne,BOTH,Present 3rd sg must end in -eth,As rody° and bright as dooth° the yonge sonne,As rody and bright as dooth the yonge sonne,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
winnen,wan,v%pt_pl,The Franklin's Tale 1401,data/oxford_txts/FranT_oxford.txt,For whan she saugh that Romains wan the toun,BOTH,Past plural must end in -en or -e,For whan she saugh that Romains wan the toun,For whan she saugh that Romayns wan the toun,Past plural must end in -en or -e,Past plural must end in -en or -e
remeven,remoeved,v%pt_pl,The Franklin's Tale 1205,data/oxford_txts/FranT_oxford.txt,And yet remoeved° they never out of the hous,BOTH,Past plural must end in -en or -e,And yet remoeved° they never out of the hous,And yet remoeved they nevere out of the hous,Past plural must end in -en or -e,Past plural must end in -en or -e
shulen,shal,v%pr_3,Troilus and Criseyde; Book IV 472,data/oxford_txts/TC4_oxford.txt,But fro my soule shal Criseydes darte,BOTH,Present 3rd sg must end in -eth,But fro my soule shal Criseydes darte,But fro my soule shal Criseydes darte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book II 855,data/oxford_txts/TC2_oxford.txt,“And whoso seith that for to love is vice,BOTH,Present 3rd sg must end in -eth,“And whoso seith that for to love is vice,And whoso seith that for to love is vice,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
willen,wol,v%pr_3,Troilus and Criseyde; Book V 1137,data/oxford_txts/TC5_oxford.txt,"That er she come, it wol neigh even be.",BOTH,Present 3rd sg must end in -eth,"That er she come, it wol neigh even be.",That er she come it wol neigh even be,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Knight's Tale 1357,data/oxford_txts/KnT_oxford.txt,For seen his lady shal he never mo.,BOTH,Present 3rd sg must end in -eth,For seen his lady shal he never mo.,For seen his lady shal he nevere mo,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Clerk's Tale 427,data/oxford_txts/ClT_oxford.txt,"A prudent man, and that is seyn° ful selde.°",BOTH,Present 3rd sg must end in -eth,"A prudent man, and that is seyn° ful selde.°",A prudent man and that is seyn ful seelde,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%pr_pl,The Second Nun's Tale 484,data/oxford_txts/SNT_oxford.txt,"But thou mayst seyn,° thy princes han thee maked",BOTH,Present plural must end in -en or -e,"But thou mayst seyn,° thy princes han thee maked",But thou mayst seyn thy princes han thee maked,Present plural must end in -en or -e,Present plural must end in -en or -e
witen,woot,v%pr_3,Troilus and Criseyde; Book II 686,data/oxford_txts/TC2_oxford.txt,God woot that wel the soner spedde he.,BOTH,Present 3rd sg must end in -eth,God woot that wel the soner spedde he.,God woot that wel the sonner spedde he,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,be,v%pr_3,Troilus and Criseyde; Book III 1171,data/oxford_txts/TC3_oxford.txt,"Lest she be wrooth, him thoughte his herte deide;",BOTH,Present 3rd sg must end in -eth,"Lest she be wrooth, him thoughte his herte deide;",Lest she be wroth hym thoughte his herte deyde,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
connen,can,v%pr_3,Troilus and Criseyde; Book V 234,data/oxford_txts/TC5_oxford.txt,Who can conforten now your hertes werre?,BOTH,Present 3rd sg must end in -eth,Who can conforten now your hertes werre?,Who kan conforten now youre hertes werre,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
willen,wil,v%pr_pl,Book of the Duchess 782,data/oxford_txts/BD_oxford.txt,Al that men wil therin make,BOTH,Present plural must end in -en or -e,Al that men wil therin make,Al that men wil theryn make,Present plural must end in -en or -e,Present plural must end in -en or -e
gon,go,v%inf,The Friar's Tale 1465,data/oxford_txts/FriT_oxford.txt,Or lik an angel can I ride or go.°,BOTH,Infinitive must end in -en or -e,Or lik an angel can I ride or go.°,Or lyk an angel kan I ryde or go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shulen,shal,v%pr_3,The Second Nun's Tale 230,data/oxford_txts/SNT_oxford.txt,Ne never wight shal seen hem with his yë,BOTH,Present 3rd sg must end in -eth,Ne never wight shal seen hem with his yë,Ne nevere wight shal seen hem with his ye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seith,v%pr_3,Troilus and Criseyde; Book II 855,data/oxford_txts/TC2_oxford.txt,“And whoso seith that for to love is vice,BOTH,Present 3rd sg must end in -eth,“And whoso seith that for to love is vice,And whoso seith that for to love is vice,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Knight's Tale 2995,data/oxford_txts/KnT_oxford.txt,"“Hath stablissed, in this wrecched world adoun",BOTH,Present 3rd sg must end in -eth,"“Hath stablissed, in this wrecched world adoun",Hath stablissed in this wrecched world adoun,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book III 1223,data/oxford_txts/TC3_oxford.txt,"Now is this bet, than bothe two be lorn!",BOTH,Present 3rd sg must end in -eth,"Now is this bet, than bothe two be lorn!",Now is this bet than bothe two be lorn,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,Sir Thopas 788,data/oxford_txts/Thop_oxford.txt,An elf-queen shal my lemman° be,BOTH,Present 3rd sg must end in -eth,An elf-queen shal my lemman° be,An elfqueene shal my lemman be,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
slen,slain,v%ppl,The Summoner's Tale 2023,data/oxford_txts/SumT_oxford.txt,"That seide thus, ‘Thou hast thy felaw slain",BOTH,Strong participle must end in -en or -e,"That seide thus, ‘Thou hast thy felaw slain",That seyde thus Thou hast thy felawe slayn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
don,doth,v%pr_3,Troilus and Criseyde; Book I 340,data/oxford_txts/TC1_oxford.txt,"As doth your lay, and that knowe alle ye;",BOTH,Present 3rd sg must end in -eth,"As doth your lay, and that knowe alle ye;",As doth youre lay and that knowe alle ye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Book of the Duchess 648,data/oxford_txts/BD_oxford.txt,She is pley of enchauntement,BOTH,Present 3rd sg must end in -eth,She is pley of enchauntement,She ys pley of enchauntement,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%pr_pl,The Reeve's Tale 4122,data/oxford_txts/RvT_oxford.txt,"Min hous is streit,° but ye han lerned art;°",BOTH,Present plural must end in -en or -e,"Min hous is streit,° but ye han lerned art;°",Myn hous is streit but ye han lerned art,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,The Friar's Tale 1645,data/oxford_txts/FriT_oxford.txt,"¶“Lordings, I coude han told yow,” quod this Frere",BOTH,Infinitive must end in -en or -e,"¶“Lordings, I coude han told yow,” quod this Frere",Lordynges I koude han toold yow quod this Frere,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hath,v%pr_3,The Nun's Priest's Tale 3118,data/oxford_txts/NPT_oxford.txt,And therfore litel tale° hath he told°,BOTH,Present 3rd sg must end in -eth,And therfore litel tale° hath he told°,And therfore litel tale hath he toold,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
witen,wot,v%pr_3,House of Fame 680,data/oxford_txts/HF_oxford.txt,"That been betid, no man wot why",BOTH,Present 3rd sg must end in -eth,"That been betid, no man wot why",That ben betyd no man wot why,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
listen,list,v%pr_3,House of Fame 640,data/oxford_txts/HF_oxford.txt,Of hem that him list not avaunce.°,BOTH,Present 3rd sg must end in -eth,Of hem that him list not avaunce.°,Of hem that hym lyst not avaunce,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
witen,wot,v%pr_3,Book of the Duchess 1237,data/oxford_txts/BD_oxford.txt,"God wot,° she acounted nat a stre°",BOTH,Present 3rd sg must end in -eth,"God wot,° she acounted nat a stre°",God wot she acounted nat a stree,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
willen,wol,v%pr_pl,The Shipman's Tale 267,data/oxford_txts/ShipT_oxford.txt,That ye me wol comande in any wise,BOTH,Present plural must end in -en or -e,That ye me wol comande in any wise,That ye me wol comande in any wyse,Present plural must end in -en or -e,Present plural must end in -en or -e
wenden,wente,v%pt_3,Troilus and Criseyde; Book IV 1419,data/oxford_txts/TC4_oxford.txt,"And that she starf for wo neigh, whan she wente",BOTH,"Weak pt sg must end in -ed, -d, or -t","And that she starf for wo neigh, whan she wente",And that she starf for wo neigh whan she wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Pardoner's Tale 549,data/oxford_txts/PardT_oxford.txt,"A lecherous thing is win, and dronkenesse",BOTH,Present 3rd sg must end in -eth,"A lecherous thing is win, and dronkenesse",A lecherous thyng is wyn and dronkenesse,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
don,doth,v%pr_3,Troilus and Criseyde; Book IV 487,data/oxford_txts/TC4_oxford.txt,To chaungen hir that doth thee al thy wo?,BOTH,Present 3rd sg must end in -eth,To chaungen hir that doth thee al thy wo?,To chaungen hire that doth the al thi wo,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
willen,wol,v%pr_3,Troilus and Criseyde; Book V 1060,data/oxford_txts/TC5_oxford.txt,"No good word, for thise bokes wol me shende.",BOTH,Present 3rd sg must end in -eth,"No good word, for thise bokes wol me shende.",No good word for thise bokes wol me shende,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Knight's Tale 1851,data/oxford_txts/KnT_oxford.txt,Everich of yow shal bringe an hundred knightes,BOTH,Present 3rd sg must end in -eth,Everich of yow shal bringe an hundred knightes,Everich of you shal brynge an hundred knyghtes,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hadde,v%pt_3,The Nun's Priest's Tale 3069,data/oxford_txts/NPT_oxford.txt,If that the wind ne hadde been° contrarie,BOTH,"Weak pt sg must end in -ed, -d, or -t",If that the wind ne hadde been° contrarie,If that the wynd ne hadde been contrarie,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
durren,dorste,v%pt_3,The Wife of Bath's Tale 969,data/oxford_txts/WBT_oxford.txt,And sith° she dorste° telle it to no man,BOTH,"Weak pt sg must end in -ed, -d, or -t",And sith° she dorste° telle it to no man,And sith she dorste telle it to no man,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hath,v%pr_3,The Summoner's Tale 1972,data/oxford_txts/SumT_oxford.txt,"The hye God, that al this world hath wroght",BOTH,Present 3rd sg must end in -eth,"The hye God, that al this world hath wroght",The hye God that al this world hath wroght,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Merchant's Tale 1420,data/oxford_txts/MerT_oxford.txt,And bet than old boef is the tendre veel.°,BOTH,Present 3rd sg must end in -eth,And bet than old boef is the tendre veel.°,And bet than old boef is the tendre veel,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%inf,The Friar's Tale 1600,data/oxford_txts/FriT_oxford.txt,I shall no profit han therby but lite;,BOTH,Infinitive must end in -en or -e,I shall no profit han therby but lite;,I shal no profit han therby but lite,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_pl,The Knight's Tale 3019,data/oxford_txts/KnT_oxford.txt,"And hath so long a lif, as we may see",BOTH,Present plural must end in -en or -e,"And hath so long a lif, as we may see",And hath so long a lif as we may see,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hath,v%pr_3,The Knight's Tale 2446,data/oxford_txts/KnT_oxford.txt,That he ful sone hath plesed every part.,BOTH,Present 3rd sg must end in -eth,That he ful sone hath plesed every part.,That he ful soone hath plesed every part,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
feinten,feinte,v%pr_3,The Canon's Yeoman's Tale 753,data/oxford_txts/CYT_oxford.txt,I blow the fir til that° min herte feinte.°,BOTH,Present 3rd sg must end in -eth,I blow the fir til that° min herte feinte.°,I blowe the fir til that myn herte feynte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Squire's Tale 187,data/oxford_txts/SqT_oxford.txt,Til that the knight hath taught hem the manere,BOTH,Present 3rd sg must end in -eth,Til that the knight hath taught hem the manere,Til that the knyght hath taught hem the manere,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1451,data/oxford_txts/TC3_oxford.txt,That night and love han stole and faste ywryen,BOTH,Present plural must end in -en or -e,That night and love han stole and faste ywryen,That nyght and love han stole and faste iwryen,Present plural must end in -en or -e,Present plural must end in -en or -e
gon,gooth,v%pr_3,The Squire's Tale 277,data/oxford_txts/SqT_oxford.txt,And on the daunce he gooth° with Canacee.,BOTH,Present 3rd sg must end in -eth,And on the daunce he gooth° with Canacee.,And on the daunce he gooth with Canacee,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
forbeden,forbede,v%pr_3,The Clerk's Tale 136,data/oxford_txts/ClT_oxford.txt,"For if it so bifelle, as God forbede",BOTH,Present 3rd sg must end in -eth,"For if it so bifelle, as God forbede",For if it so bifelle as God forbede,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The General Prologue 246,data/oxford_txts/GP_oxford.txt,"It is nat honeste, it may nat avaunce",BOTH,Present 3rd sg must end in -eth,"It is nat honeste, it may nat avaunce",It is nat honest it may nat avaunce,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book II 749,data/oxford_txts/TC2_oxford.txt,What wonder is though he of me have joye?,BOTH,Present 3rd sg must end in -eth,What wonder is though he of me have joye?,What wonder is though he of me have joye,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
connen,can,v%pr_3,The Merchant's Tale 2016,data/oxford_txts/MerT_oxford.txt,"(For craft° is al, whoso that do it can)",BOTH,Present 3rd sg must end in -eth,"(For craft° is al, whoso that do it can)",For craft is al whoso that do it kan,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Troilus and Criseyde; Book V 133,data/oxford_txts/TC5_oxford.txt,To doon al that may like unto your herte;,BOTH,Present 3rd sg must end in -eth,To doon al that may like unto your herte;,To don al that may like unto youre herte,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,be,v%pr_3,Parliament of Fowls 159,data/oxford_txts/PF_oxford.txt,"Ne by noon, but he Loves servant be;°",BOTH,Present 3rd sg must end in -eth,"Ne by noon, but he Loves servant be;°",Ne by non but he Loves servaunt be,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Wife of Bath's Prologue 765,data/oxford_txts/WBPro_oxford.txt,"¶“Of latter date, of wives hath he red",BOTH,Present 3rd sg must end in -eth,"¶“Of latter date, of wives hath he red",Of latter date of wyves hath he red,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,han,v%pr_pl,The Squire's Tale 256,data/oxford_txts/SqT_oxford.txt,"But for° they° han yknowen it so fern,°",BOTH,Present plural must end in -en or -e,"But for° they° han yknowen it so fern,°",But for they han yknowen it so fern,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Pardoner's Tale 962,data/oxford_txts/PardT_oxford.txt,"“Namore of this, for it is right ynough;°",BOTH,Present 3rd sg must end in -eth,"“Namore of this, for it is right ynough;°",Namoore of this for it is right ynough,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,Troilus and Criseyde; Book IV 970,data/oxford_txts/TC4_oxford.txt,And som men seyn that nedely ther is noon;,BOTH,Present 3rd sg must end in -eth,And som men seyn that nedely ther is noon;,And som men seyn that nedely ther is noon,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
seien,seyn,v%inf,The Squire's Tale 163,data/oxford_txts/SqT_oxford.txt,Ther° he is hurt: this is as muche to seyn,BOTH,Infinitive must end in -en or -e,Ther° he is hurt: this is as muche to seyn,Ther he is hurt this is as muche to seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,Book of the Duchess 1016,data/oxford_txts/BD_oxford.txt,She wrong do wolde to no wight;°,BOTH,Infinitive must end in -en or -e,She wrong do wolde to no wight;°,She wrong do wolde to no wyght,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1147,data/oxford_txts/WBT_oxford.txt,Is nat annexed to possessioun,BOTH,Present 3rd sg must end in -eth,Is nat annexed to possessioun,Is nat annexed to possessioun,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,is,v%pr_3,The Merchant's Tale 1263,data/oxford_txts/MerT_oxford.txt,"“Non other lif,” seide he, “is worth a bene;°",BOTH,Present 3rd sg must end in -eth,"“Non other lif,” seide he, “is worth a bene;°",Noon oother lyf seyde he is worth a bene,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
haven,hath,v%pr_3,The Physician's Tale 20,data/oxford_txts/PhyT_oxford.txt,"Hath maked° me his vicaire general,°",BOTH,Present 3rd sg must end in -eth,"Hath maked° me his vicaire general,°",Hath maked me his vicaire general,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
shulen,shal,v%pr_3,The Wife of Bath's Prologue 653,data/oxford_txts/WBPro_oxford.txt,Man shal nat suffre his wif go roule° aboute;,BOTH,Present 3rd sg must end in -eth,Man shal nat suffre his wif go roule° aboute;,Man shal nat suffre his wyf go roule aboute,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
ben,be,v%pr_3,The Canon's Yeoman's Tale 1293,data/oxford_txts/CYT_oxford.txt,"“Ye,” quod the preest, “sire, I trow° wel ther be.”",BOTH,Present 3rd sg must end in -eth,"“Ye,” quod the preest, “sire, I trow° wel ther be.”",Ye quod the preest sire I trowe wel ther be,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
mouen,may,v%pr_3,Troilus and Criseyde; Book I 147,data/oxford_txts/TC1_oxford.txt,"Whoso that can, may rede hem as they write.",BOTH,Present 3rd sg must end in -eth,"Whoso that can, may rede hem as they write.",Whoso that kan may rede hem as they write,Present 3rd sg must end in -eth,Present 3rd sg must end in -eth
