OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
To lyve and dyen ech of hem for oother,To live and dyen ech of hem for other,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 703,,10,10,To lyve and dyen ech of hem for oother,To live and dyen ech of hem for other,u S u S u S u S uS,u Su S u S u S u S,to@part liven@v1%inf and@conj dien@v%inf ech@pron of@prep hem@pron%pl_obj for@prep other@pron,to@part liven@v1%inf and@conj dien@v%inf ech@pron of@prep hem@pron%pl_obj for@prep other@pron,
As though he were his owene ybore brother.,As though he were his owene yboren brother.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 704,DIFF,10,10,As though he were his owene ybore brother,As though he were his owene yboren brother,u S u Su S uSx ux Sx,u S u Su S uSx ux Sx,as@conj though@conj he@pron1%nom ben@v%pt_3 his@pron1%gen ouen@adj iberen@v1#adj%ppl brother@n,as@conj though@conj he@pron1%nom ben@v%pt_3 his@pron1%gen ouen@adj iberen@v1%ppl brother@n,green
"And up they stirte, al dronken in this rage","And up they sterte° al° dronken, in this rage,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 705,,10,10,And up they stirte al dronken in this rage,And up they sterte al dronken in this rage,u S u Su S ux S u Sx,u S u Su S ux S u Sx,and@conj up@adv thei@pron%pl_nom sterten@v%pt_pl al@adv dronken@ppl#adj in@prep this@gram_adj rage@n,and@conj up@adv thei@pron%pl_nom sterten@v%pt_pl al@adv dronken@ppl#adj in@prep this@gram_adj rage@n,
And forth they goon towardes that village,And forth they goon towardes that village,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 706,,10,10,And forth they goon towardes that village,And forth they goon towardes that village,u S u S uSu S uSx,u S u S uSu S uSx,and@conj forth@adv thei@pron%pl_nom gon@v%pr_pl towardes@prep that@art&gram_adj village@n,and@conj forth@adv thei@pron%pl_nom gon@v%pr_pl towardes@prep that@art&gram_adj village@n,
Of which the taverner hadde spoke biforn.,Of which the taverner had spoke biforn,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 707,,10,10,Of which the taverner hadde spoke biforn,Of which the taverner had spoke biforn,u S u SuS ux Sx uS,u S u SuS u Sx uS,of@prep which@pron the@def_art tavernere@n haven@v%pt_3 speken@v%ppl biforen@adv,of@prep which@pron the@def_art tavernere@n haven@v%pt_3 speken@v%ppl biforen@adv,
And many a grisly ooth thanne han they sworn,And many a grisly ooth than han they sworn,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 708,,10,9,And many a grisly ooth thanne han they sworn,And many a grisly ooth than han they sworn,u S u S u Su S u S,S u S u S u S u S,and@conj mani@gram_adj a@indef_art grisli@adj oth@n thanne@adv haven@v%pr_pl thei@pron%pl_nom sweren@v%ppl,and@conj mani@gram_adj a@indef_art grisli@adj oth@n thanne@adv haven@v%pr_pl thei@pron%pl_nom sweren@v%ppl,
And Cristes blessed body they torente --,And Cristes blessed body they torente°—,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 709,,9,9,And Cristes blessed body they torente,And Cristes blessed body they torente,S uS uS u S uSx,S uS uS u S uSx,and@conj crist@n#propn%gen blessed@ppl#adj bodi@n thei@pron%pl_nom torenden@v%pr_pl --@dash,and@conj crist@n#propn%gen blessed@ppl#adj bodi@n thei@pron%pl_nom torenden@v%pr_pl --@dash,
"Deeth shal be deed, if that they may hym hente!","Deeth shal be deed, if that° they may him hente.°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 710,,9,10,Deeth shal be deed if that they may hym hente,Deeth shal be deed if that they may him hente,S u S u S u S u  Sx,u S u S u S u S u Sx,deth@n#propn shulen@v1%pr_3 ben@v%inf ded@adj if@conj that@part thei@pron%pl_nom mouen@v3%pr_pl him@pron%obj henten@v%inf,deth@n#propn shulen@v1%pr_3 ben@v%inf ded@adj if@conj that@part thei@pron%pl_nom mouen@v3%pr_pl him@pron%obj henten@v%inf,
Whan they han goon nat fully half a mile,¶Whan they han goon nat fully° half a mile,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 711,,9,9,Whan they han goon nat fully half a mile,Whan they han goon nat fully half a mile,S u S u S u S u Sx,S u S u S u S u Sx,whan@adv&conj thei@pron%pl_nom haven@v%pr_pl gon@v%ppl not@adv fulli@adv half@n a@indef_art mile@n1,whan@adv&conj thei@pron%pl_nom haven@v%pr_pl gon@v%ppl not@adv fulli@adv half@n a@indef_art mile@n1,
Right as they wolde han troden over a stile,Right° as they wolde han troden° over a stile,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 712,,10,10,Right as they wolde han troden over a stile,Right as they wolde han troden over a stile,u S u Su S ux Sx u Sx,u S u Su S ux Sx u Sx,righte@adv as@conj thei@pron%pl_nom willen@v%pt_pl haven@v%inf treden@v%ppl over@prep a@indef_art stile@n1,righte@adv as@conj thei@pron%pl_nom willen@v%pt_pl haven@v%inf treden@v%ppl over@prep a@indef_art stile@n1,
An oold man and a povre with hem mette.,An old man and a povre° with hem mette.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 713,,10,10,An oold man and a povre with hem mette,An old man and a povre with hem mette,u S u S u Su S u Sx,u S u S u Su S u Sx,a@indef_art olde@adj man@n and@conj a@indef_art povre@adj with@prep hem@pron%pl_obj meten@v4%pt_3,a@indef_art olde@adj man@n and@conj a@indef_art povre@adj with@prep hem@pron%pl_obj meten@v4%pt_3,
This olde man ful mekely hem grette,"This olde man ful mekely° hem grette,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 714,,0,0,This olde man ful mekely hem grette,This olde man ful mekely hem grette,      ,      ,this@gram_adj olde@adj man@n ful@adv mekli@adv hem@pron%pl_obj greten@v2%pt_3,this@gram_adj olde@adj man@n ful@adv mekli@adv hem@pron%pl_obj greten@v2%pt_3,
"And seyde thus, """"Now, lordes, God yow see!","And seide thus, “Now, lordes, God yow see!”°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 715,,10,10,And seyde thus Now lordes God yow see,And seide thus Now lordes God yow see,u Su S u Su S u S,u Su S u Su S u S,and@conj seien@v1%pt_3 thus@adv nou@adv lord@n%pl god@n1#propn you@pron%pl_obj sen@v1%pr_3,and@conj seien@v1%pt_3 thus@adv nou@adv lord@n%pl god@n1#propn you@pron%pl_obj sen@v1%pr_3,
The proudeste of thise riotoures three,The proudest° of thise riotoures three,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 716,,10,10,The proudeste of thise riotoures three,The proudest of thise riotoures three,u Sux S ux SuSu S,u Su S ux SuSu S,the@def_art proud@adj%sup of@prep these@gram_adj%pl riotour@n%pl thre@num_adj,the@def_art proud@adj%sup of@prep these@gram_adj%pl riotour@n%pl thre@num_adj,
"Answerde agayn, """"What, carl, with sory grace!","Answerde again, “What? Carl,° with sory grace,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 717,,10,10,Answerde agayn What carl with sory grace,Answerde again What Carl with sory grace,uSu Su S u S u Sx,uSu Su S u S u Sx,answeren@v%pt_pl ayen@adv what@interj carl@n with@prep sori@adj grace@n,answeren@v%pt_pl ayen@adv what@interj carl@n with@prep sori@adj grace@n,
Why artow al forwrapped save thy face?,Why artow al forwrapped° save thy face?,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 718,,9,9,Why artow al forwrapped save thy face,Why artow al forwrapped save thy face, Su S uSu Su  Sx, Su S uSu Su  Sx,whi@adv ben@v%pr_2_pron al@adv forwrappen@v%ppl sauf@prep thin@pron%gen face@n,whi@adv ben@v%pr_2_pron al@adv forwrappen@v%ppl sauf@prep thin@pron%gen face@n,
Why lyvestow so longe in so greet age?,Why livestow° so longe in so greet° age?”,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 719,,0,9,Why lyvestow so longe in so greet age,Why livestow so longe in so greet age,       , SuS u Sx u S u Sx,whi@adv liven@v1%pr_2_pron so@adv longe@adv in@prep so@adv gret@adj age@n,whi@adv liven@v1%pr_2_pron so@adv longe@adv in@prep so@adv gret@adj age@n,
This olde man gan looke in his visage,"¶This olde man gan loke in his visage,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 720,,10,10,This olde man gan looke in his visage,This olde man gan loke in his visage,u Su S u Sx u S uSx,u Su S u Sx u S uSx,this@gram_adj olde@adj man@n ginnen@v%pt_3 loken@v2%inf in@prep his@pron1%gen visage@n,this@gram_adj olde@adj man@n ginnen@v%pt_3 loken@v2%inf in@prep his@pron1%gen visage@n,
"And seyde thus: """"For I ne kan nat fynde","And seide thus, “For° I ne can nat finde",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 721,,10,10,And seyde thus For I ne kan nat fynde,And seide thus For I ne can nat finde,u Su S u S u S u S,u Su S u S u S u Sx,and@conj seien@v1%pt_3 thus@adv for@conj ich@pron%nom ne@adv connen@v%pr_1 not@adv finden@v%inf,and@conj seien@v1%pt_3 thus@adv for@conj ich@pron%nom ne@adv connen@v%pr_1 not@adv finden@v%inf,
"A man, though that I walked into Ynde","A man, though that I walked into Inde,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 722,,10,10,A man though that I walked into Ynde,A man though that I walked into Inde,u S u S u Su Su S,u S u S u Su Su Sx,a@indef_art man@n though@conj that@part ich@pron%nom walken@v1%pt_1 in-to@prep inde@n1#propn,a@indef_art man@n though@conj that@part ich@pron%nom walken@v1%pt_1 in-to@prep inde@n1#propn,
Neither in citee ne in no village,Neither in citee nor in no village,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 723,DIFF,10,10,Neither in citee ne in no village,Neither in citee nor in no village,uS u Su S u S uSx,uS u Su S u S uSx,neither@conj in@prep cite@n ne@conj1 in@prep no@gram_adj village@n,neither@conj in@prep cite@n nor@conj ne@conj1 in@prep village@n,green
That wolde chaunge his youthe for myn age;,That wolde chaunge° his youthe for min age;,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 724,,0,10,That wolde chaunge his youthe for myn age,That wolde chaunge his youthe for min age,       ,u Su Su S ux S u Sx,that@pron willen@v%pt_3 chaungen@v%inf his@pron1%gen youth@n for@prep min@pron%gen age@n,that@pron willen@v%pt_3 chaungen@v%inf his@pron1%gen youth@n for@prep min@pron%gen age@n,
And therfore moot I han myn age stille,And therfore moot I han° min age stille,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 725,,9,10,And therfore moot I han myn age stille,And therfore moot I han min age stille,S uSu S u S  ux Sx,u Sux S u S u Su Sx,and@conj ther-fore@adv moten@v2%pr_1 ich@pron%nom haven@v%inf min@pron%gen age@n stille@adv,and@conj ther-fore@adv moten@v2%pr_1 ich@pron%nom haven@v%inf min@pron%gen age@n stille@adv,
As longe tyme as it is Goddes wille.,As longe time as° it is Goddes wille.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 726,,10,10,As longe tyme as it is Goddes wille,As longe time as it is Goddes wille,u Su S u S u Su Sx,u Su Su S u S ux Sx,as@conj long@adj1 time@n as@conj hit@pron ben@v%pr_3 god@n1#propn%gen wille@n,as@conj long@adj1 time@n as@conj hit@pron ben@v%pr_3 god@n1#propn%gen wille@n,
"Ne Deeth, allas, ne wol nat han my lyf.","Ne deeth, allas! ne wol nat° han my lif;",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 727,,0,9,Ne Deeth allas ne wol nat han my lyf,Ne deeth allas ne wol nat han my lif,        ,S u Su S u S u  S,ne@conj1 deth@n#propn alas@interj ne@adv willen@v%pr_3 not@adv haven@v%inf min@pron%gen lif@n,ne@conj1 deth@n#propn alas@interj ne@adv willen@v%pr_3 not@adv haven@v%inf min@pron%gen lif@n,
"Thus walke I, lyk a restelees kaityf","Thus walke I, lik a restelees caitif,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 728,,0,10,Thus walke I lyk a restelees kaityf,Thus walke I lik a restelees caitif,      ,u Su S u S xuS uS,thus@adv walken@v1%pr_1 ich@pron%nom like@prep a@indef_art restles@adj caitif@n,thus@adv walken@v1%pr_1 ich@pron%nom like@prep a@indef_art restles@adj caitif@n,
"And on the ground, which is my moodres gate","And on the ground, which is my modres gate",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 729,,9,9,And on the ground which is my moodres gate,And on the ground which is my modres gate,S u S u S u  Su Sx,S u S u S u  Su Sx,and@conj on@prep the@def_art ground@n which@pron ben@v%pr_3 min@pron%gen moder@n%gen gate@n1,and@conj on@prep the@def_art ground@n which@pron ben@v%pr_3 min@pron%gen moder@n%gen gate@n1,
"I knokke with my staf, bothe erly and late","I knokke with my staf, bothe erly and late",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 730,,10,10,I knokke with my staf bothe erly and late,I knokke with my staf bothe erly and late,u Su S  u Su S u Sx,u Su S  u Su S u Sx,ich@pron%nom knokken@v%pr_1 with@prep min@pron%gen staf@n bothe@num_conj erli@adv and@conj late@adv,ich@pron%nom knokken@v%pr_1 with@prep min@pron%gen staf@n bothe@num_conj erli@adv and@conj late@adv,
"And seye `Leeve mooder, leet me in!","And seye, ‘Leve° moder,° leet me in!",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 731,,10,10,And seye Leeve mooder leet me in,And seye Leve moder leet me in,u Su Su Su S u S,u Su Su Su S u S,and@conj seien@v1%pr_1 lef@adj moder@n leten@v%imp me@pron2%obj in@adv,and@conj seien@v1%pr_1 lef@adj moder@n leten@v%imp me@pron2%obj in@adv,
"Lo how I vanysshe, flessh, and blood, and skyn!","Lo, how I vanish, flesh, and blood, and skin!",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 732,,0,10,Lo how I vanysshe flessh and blood and skyn,Lo how I vanish flesh and blood and skin,        ,u S u Su S u S u S,lo@interj hou@adv&conj ich@pron%nom vanishen@v%pr_1 flesh@n and@conj blod@n1 and@conj skin@n1,lo@interj hou@adv&conj ich@pron%nom vanishen@v%pr_1 flesh@n and@conj blod@n1 and@conj skin@n1,
"Allas, whan shul my bones been at reste?",Allas! whan shul my bones been at reste?,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 733,,9,9,Allas whan shul my bones been at reste,Allas whan shul my bones been at reste,Su S u  Su S u Sx,Su S u  Su S u Sx,alas@interj whan@adv&conj shulen@v1%pr_pl min@pron%gen bon@n1%pl ben@v%inf at@prep reste@n1,alas@interj whan@adv&conj shulen@v1%pr_pl min@pron%gen bon@n1%pl ben@v%inf at@prep reste@n1,
"Mooder, with yow wolde I chaunge my cheste","Moder, with yow wolde I chaunge° my cheste,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 734,,9,9,Mooder with yow wolde I chaunge my cheste,Moder with yow wolde I chaunge my cheste,Su S u Su S ux  Sx,Su S u Su S ux  Sx,moder@n with@prep you@pron%pl_obj willen@v%pt_1 ich@pron%nom chaungen@v%inf min@pron%gen cheste@n,moder@n with@prep you@pron%pl_obj willen@v%pt_1 ich@pron%nom chaungen@v%inf min@pron%gen cheste@n,
That in my chambre longe tyme hath be,That in my chambre longe time hath be,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 735,,9,9,That in my chambre longe tyme hath be,That in my chambre longe time hath be,S u  Su Su S u S,S u  Su Su Sx u S,that@pron in@prep min@pron%gen chaumbre@n long@adj1 time@n haven@v%pr_3 ben@v%ppl,that@pron in@prep min@pron%gen chaumbre@n long@adj1 time@n haven@v%pr_3 ben@v%ppl,
"Ye, for an heyre clowt to wrappe me!'",Ye! for an heire clout° to wrappe me!’,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 736,,10,10,Ye for an heyre clowt to wrappe me,Ye for an heire clout to wrappe me,u S u Su S u Su S,u S u Su S u Su S,ye@adv for@prep a@indef_art here@n2#adj clout@n1 to@part wrappen@v%inf me@pron2%obj,ye@adv for@prep a@indef_art here@n2#adj clout@n1 to@part wrappen@v%inf me@pron2%obj,
But yet to me she wol nat do that grace,"But yet to me she wol nat do that grace,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 737,,10,10,But yet to me she wol nat do that grace,But yet to me she wol nat do that grace,u S u S u S u S u Sx,u S u S u S u S u Sx,but@conj yet@adv to@prep me@pron2%obj she@pron%nom willen@v%pr_3 not@adv don@v1%inf that@art&gram_adj grace@n,but@conj yet@adv to@prep me@pron2%obj she@pron%nom willen@v%pr_3 not@adv don@v1%inf that@art&gram_adj grace@n,
For which ful pale and welked is my face.,For which ful pale and welked° is my face.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 738,,10,10,For which ful pale and welked is my face,For which ful pale and welked is my face,u S u Su S uS u  Sx,u S u Su S uS u  Sx,for@prep which@pron ful@adv pale@adj and@conj welked@adj ben@v%pr_3 min@pron%gen face@n,for@prep which@pron ful@adv pale@adj and@conj welked@adj ben@v%pr_3 min@pron%gen face@n,
"But, sires, to yow it is no curteisye","¶But, sirs, to yow it is no curteisie°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 739,,10,10,But sires to yow it is no curteisye,But sirs to yow it is no curteisie,u Su S u S u S uSx,u S u S u S u SuS,but@conj sire@n%pl to@prep you@pron%pl_obj hit@pron ben@v%pr_3 no@gram_adj courteisie@n,but@conj sire@n%pl to@prep you@pron%pl_obj hit@pron ben@v%pr_3 no@gram_adj courteisie@n,
To speken to an old man vileynye,"To speken to an old man vileinie,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 740,,9,10,To speken to an old man vileynye,To speken to an old man vileinie,S uS u S u S uSx,u Su S u S u SuS,to@part speken@v%inf to@prep a@indef_art olde@adj man@n vileinie@n,to@part speken@v%inf to@prep a@indef_art olde@adj man@n vileinie@n,
But he trespasse in word or elles in dede.,"But° he trespasse° in worde, or elles in dede.",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 741,,10,10,But he trespasse in word or elles in dede,But he trespasse in worde or elles in dede,u S uSu S u S ux S xx,u S uSu S ux S ux S xx,but@conj he@pron1%nom trespassen@v%pr_3 in@prep word@n or@conj elles@adv in@prep dede@n,but@conj he@pron1%nom trespassen@v%pr_3 in@prep word@n or@conj elles@adv in@prep dede@n,
In Hooly Writ ye may yourself wel rede:,In holy writ° ye may yourself wel rede,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 742,,9,9,In Hooly Writ ye may yourself wel rede,In holy writ ye may yourself wel rede,S u S u S uS u Sx,S u S u S uS u Sx,in@prep holi@adj2 writ@n ye@pron%pl_nom mouen@v3%pr_pl yourself@pron wel@adv reden@v1%inf,in@prep holi@adj2 writ@n ye@pron%pl_nom mouen@v3%pr_pl yourself@pron wel@adv reden@v1%inf,
"`Agayns an oold man, hoor upon his heed","‘Agains° an old man, hoor° upon his heed",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 743,,10,10,Agayns an oold man hoor upon his heed,Agains an old man hoor upon his heed,uS u S u S uS u S,uS u S u S uS u S,ayenes@prep a@indef_art olde@adj man@n hor@adj upon@prep his@pron1%gen hed@n1,ayenes@prep a@indef_art olde@adj man@n hor@adj upon@prep his@pron1%gen hed@n1,
Ye sholde arise;' wherfore I yeve yow reed,"Ye sholde arise’°; wherfor I yeve° yow reed,°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 744,,10,10,Ye sholde arise wherfore I yeve yow reed,Ye sholde arise wherfor I yeve yow reed,u Su Sux Sux S ux x S,u Su Sux Su S ux x S,ye@pron%pl_nom shulen@v1%pt_pl arisen@v%inf wher-for@adv ich@pron%nom yeven@v%pr_1 you@pron%pl_obj red@n1,ye@pron%pl_nom shulen@v1%pt_pl arisen@v%inf wher-for@adv ich@pron%nom yeven@v%pr_1 you@pron%pl_obj red@n1,
Ne dooth unto an oold man noon harm now,Ne dooth unto an old man noon harm now,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 745,,10,10,Ne dooth unto an oold man noon harm now,Ne dooth unto an old man noon harm now,u S uS u S u S u S,u S uS u S u S u S,ne@conj1 don@v1%imp unto@prep a@indef_art olde@adj man@n non@gram_adj harm@n nou@adv,ne@conj1 don@v1%imp unto@prep a@indef_art olde@adj man@n non@gram_adj harm@n nou@adv,
Namoore than that ye wolde men did to yow,Namore than ye wold° men did to yow,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 746,DIFF,10,10,Namoore than that ye wolde men did to yow,Namore than ye wold men did to yow,uSu S u S ux S u S x,uSu S u S u S u S,no_more@adv%comp than@conj that@part ye@pron%pl_nom willen@v%pt_pl man@n%pl don@v1%pt_pl to@prep you@pron%pl_obj,no_more@adv%comp than@conj ye@pron%pl_nom willen@v%pt_pl man@n%pl don@v1%pt_pl to@prep you@pron%pl_obj,green
"In age, if that ye so longe abyde.","In age, if that ye so longe abide;°",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 747,,10,10,In age if that ye so longe abyde,In age if that ye so longe abide,u Su S u S u Su Sx,u Su S u S u Sx uSx,in@prep age@n if@conj that@part ye@pron%pl_nom so@adv longe@adv abiden@v%pr_pl,in@prep age@n if@conj that@part ye@pron%pl_nom so@adv longe@adv abiden@v%pr_pl,
"And God be with yow, where ye go or ryde!","And God be with yow, wher° ye go° or ride.",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 748,,10,10,And God be with yow where ye go or ryde,And God be with yow wher ye go or ride,u S u S u Su S u S x,u S u S u S u S u Sx,and@conj god@n1#propn ben@v%pr_3 with@prep you@pron%pl_obj wher@adv&conj ye@pron%pl_nom gon@v%pr_pl or@conj riden@v%pr_pl,and@conj god@n1#propn ben@v%pr_3 with@prep you@pron%pl_obj wher@adv&conj ye@pron%pl_nom gon@v%pr_pl or@conj riden@v%pr_pl,
I moot go thider as I have to go.,I moot go thider° as I have to go.”,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 749,,10,10,I moot go thider as I have to go,I moot go thider as I have to go,u S u Su S u Sx u S,u S u Su S u Sx u S,ich@pron%nom moten@v2%pr_1 gon@v%inf thider@adv as@conj ich@pron%nom haven@v%pr_1 to@part gon@v%inf,ich@pron%nom moten@v2%pr_1 gon@v%inf thider@adv as@conj ich@pron%nom haven@v%pr_1 to@part gon@v%inf,
"Nay, olde cherl, by God, thou shalt nat so","¶“Nay, olde cherl, by God, thou shalt nat so,”",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 750,,0,0,Nay olde cherl by God thou shalt nat so,Nay olde cherl by God thou shalt nat so,        ,        ,nai@interj olde@adj cherl@n bi@prep god@n1#propn thou@pron%nom shulen@v1%pr_2 not@adv so@adv,nai@interj olde@adj cherl@n bi@prep god@n1#propn thou@pron%nom shulen@v1%pr_2 not@adv so@adv,
Seyde this oother hasardour anon;,Seide this other hasardour° anon;,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 751,,9,9,Seyde this oother hasardour anon,Seide this other hasardour anon,Su S u SuS uS,Su S u SuS uS,seien@v1%pt_3 this@gram_adj other@gram_adj hasardour@n an-on@adv,seien@v1%pt_3 this@gram_adj other@gram_adj hasardour@n an-on@adv,
"Thou partest nat so lightly, by Seint John!","“Thou partest° nat so lightly,° by Seint John!",data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 752,,0,0,Thou partest nat so lightly by Seint John,Thou partest nat so lightly by Seint John,       ,       ,thou@pron%nom parten@v%pr_2 not@adv so@adv lightli@adv bi@prep seinte@adj john@n1#propn,thou@pron%nom parten@v%pr_2 not@adv so@adv lightli@adv bi@prep seinte@adj john@n1#propn,
Thou spak right now of thilke traytour Deeth.,Thou spak right now of thilke° traitour Deeth,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 753,,10,10,Thou spak right now of thilke traytour Deeth,Thou spak right now of thilke traitour Deeth,u S u S u Su Su S,u S u S u Su Su S,thou@pron%nom speken@v%pt_2 righte@adv nou@adv of@prep thilke@gram_adj traitour@n deth@n#propn,thou@pron%nom speken@v%pt_2 righte@adv nou@adv of@prep thilke@gram_adj traitour@n deth@n#propn,
That in this contree alle oure freendes sleeth.,That in this contree alle our frendes sleeth.,data/riverside_cats/PardT_riv.cat,data/oxford_txts/PardT_oxford.txt,data/csvs/PardT,The Pardoner's Tale 754,,10,10,That in this contree alle oure freendes sleeth,That in this contree alle our frendes sleeth,u S u Su Su Sx ux S,u S u Su Su S ux S,that@pron in@prep this@gram_adj contree@n al@gram_adj oure@pron%pl_gen frend@n%pl slen@v%pr_3,that@pron in@prep this@gram_adj contree@n al@gram_adj oure@pron%pl_gen frend@n%pl slen@v%pr_3,
