OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
For in hir lyvyng maydens myghten rede,For in hir living° maidens mighten rede,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 107,,0,10,For in hir lyvyng maydens myghten rede,For in hir living maidens mighten rede,      ,u S u Su Su Su Sx,for@conj in@prep hire@pron1%fem_gen livinge@ger maiden@n%pl mouen@v3%pt_pl reden@v1%inf,for@conj in@prep hire@pron1%fem_gen livinge@ger maiden@n%pl mouen@v3%pt_pl reden@v1%inf,
"As in a book, every good word or dede","As in a book, every good word or dede",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 108,,10,10,As in a book every good word or dede,As in a book every good word or dede,u S u S uS u S u Sx,u S u S uS u S u Sx,as@conj in@prep a@indef_art bok@n1 everi@pron_gram_adj god@adj word@n or@conj dede@n,as@conj in@prep a@indef_art bok@n1 everi@pron_gram_adj god@adj word@n or@conj dede@n,
That longeth to a mayden vertuous,That longeth° to a maiden vertuous;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 109,,10,10,That longeth to a mayden vertuous,That longeth to a maiden vertuous,u Su S u Su SuS,u Su S u Su SuS,that@pron longen@v3%pr_3 to@prep a@indef_art maiden@n vertuous@adj,that@pron longen@v3%pr_3 to@prep a@indef_art maiden@n vertuous@adj,
She was so prudent and so bountevous.,She was so prudent and so bounteuous.°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 110,DIFF,10,10,She was so prudent and so bountevous,She was so prudent and so bounteuous,u S u Su S u SuS,u S u Su S u SuS,she@pron%nom ben@v%pt_3 so@adv prudent@adj and@conj so@adv bountevous@adj,she@pron%nom ben@v%pt_3 so@adv prudent@adj and@conj so@adv bountevous@adj,green
For which the fame out sprong on every syde,For which the fame out sprong° on every side,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 111,,10,10,For which the fame out sprong on every syde,For which the fame out sprong on every side,u S u Su S u S uS x,u S u Sx u S u Su Sx,for@prep which@pron the@def_art fame@n1 oute@adv springen@v%pt_3 on@prep everi@pron_gram_adj side@n,for@prep which@pron the@def_art fame@n1 oute@adv springen@v%pt_3 on@prep everi@pron_gram_adj side@n,
Bothe of hir beautee and hir bountee wyde,Bothe of hir beautee and hir bountee° wide;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 112,,10,10,Bothe of hir beautee and hir bountee wyde,Bothe of hir beautee and hir bountee wide,ux S u Su S u Su S,ux S u Su S u Su Sx,bothe@num_conj of@prep hire@pron1%fem_gen beaute@n and@conj hire@pron1%fem_gen bounte@n wid@adj,bothe@num_conj of@prep hire@pron1%fem_gen beaute@n and@conj hire@pron1%fem_gen bounte@n wid@adj,
That thurgh that land they preised hire echone,"That thurgh that land they preised hir echone,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 113,,10,10,That thurgh that land they preised hire echone,That thurgh that land they preised hir echone,u S u S u Su Sx uSx,u S u S u Su S uSx,that@conj thurgh@prep that@art&gram_adj lond@n thei@pron%pl_nom preisen@v%pt_pl hire@pron2%fem_obj ech_on@pron,that@conj thurgh@prep that@art&gram_adj lond@n thei@pron%pl_nom preisen@v%pt_pl hire@pron2%fem_obj ech_on@pron,
"That loved vertu, save Envye allone","That loved vertu, save envie allone",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 114,,10,10,That loved vertu save Envye allone,That loved vertu save envie allone,u Su Su Su Sx uSx,u Su Su Sx uS uSx,that@pron loven@v1%pt_3 vertu@n sauf@prep envie@n al-one@adj,that@pron loven@v1%pt_3 vertu@n sauf@prep envie@n al-one@adj,
That sory is of oother mennes wele,"That sory is of° other mennes wele,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 115,,9,9,That sory is of oother mennes wele,That sory is of other mennes wele,S u S u Su Su Sx,S u S u Su Su Sx,that@pron sori@adj ben@v%pr_3 of@prep other@gram_adj man@n%pl_gen wele@n1,that@pron sori@adj ben@v%pr_3 of@prep other@gram_adj man@n%pl_gen wele@n1,
And glad is of his sorwe and his unheele.,And glad is of his sorwe and his unhele;°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 116,,10,10,And glad is of his sorwe and his unheele,And glad is of his sorwe and his unhele,u S u S u Sx u S uSx,u S u S u Sx u S uSx,and@conj glad@adj ben@v%pr_3 of@prep his@pron1%gen sorwe@n and@conj his@pron1%gen unhele@n,and@conj glad@adj ben@v%pr_3 of@prep his@pron1%gen sorwe@n and@conj his@pron1%gen unhele@n,
(The Doctour maketh this descripcioun.),(The doctour maketh this descripcioun).,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 117,,10,10,The Doctour maketh this descripcioun,The doctour maketh this descripcioun,u Su Su S uSuS,u Su Su S uSuS,the@def_art doctour@n maken@v1%pr_3 this@gram_adj descripcioun@n,the@def_art doctour@n maken@v1%pr_3 this@gram_adj descripcioun@n,
This mayde upon a day wente in the toun,This maide upon a day° wente in the toun,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 118,,10,10,This mayde upon a day wente in the toun,This maide upon a day wente in the toun,u Sx uS u S ux S u S,u Sx uS u S ux S u S,this@gram_adj maide@n upon@prep a@indef_art dai@n wenden@v%pt_3 in@prep the@def_art toun@n,this@gram_adj maide@n upon@prep a@indef_art dai@n wenden@v%pt_3 in@prep the@def_art toun@n,
"Toward a temple, with hire mooder deere","Toward a temple, with hir moder dere",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 119,,10,10,Toward a temple with hire mooder deere,Toward a temple with hir moder dere,uS u Su S ux Su Sx,uS u Su S u Su Sx,towarde@prep a@indef_art temple@n1 with@prep hire@pron1%fem_gen moder@n dere@adj1,towarde@prep a@indef_art temple@n1 with@prep hire@pron1%fem_gen moder@n dere@adj1,
As is of yonge maydens the manere.,As is of yonge maidens the manere.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 120,,10,10,As is of yonge maydens the manere,As is of yonge maidens the manere,u S u Su Su S uSx,u S u Su Su S uSx,as@conj ben@v%pr_3 of@prep yong@adj maiden@n%pl the@def_art manere@n,as@conj ben@v%pr_3 of@prep yong@adj maiden@n%pl the@def_art manere@n,
Now was ther thanne a justice in that toun,Now was ther thanne a justice in that toun,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 121,,10,10,Now was ther thanne a justice in that toun,Now was ther thanne a justice in that toun,u S u Sx u Sux S u S,u S u Sx u Sux S u S,nou@adv ben@v%pt_3 ther@adv thanne@adv a@indef_art justice@n in@prep that@art&gram_adj toun@n,nou@adv ben@v%pt_3 ther@adv thanne@adv a@indef_art justice@n in@prep that@art&gram_adj toun@n,
That governour was of that regioun.,That governour was of that regioun.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 122,,10,10,That governour was of that regioun,That governour was of that regioun,u SuS u S u SuS,u SuS u S u SuS,that@pron governour@n ben@v%pt_3 of@prep that@art&gram_adj regioune@n,that@pron governour@n ben@v%pt_3 of@prep that@art&gram_adj regioune@n,
And so bifel this juge his eyen caste,"And so bifel,° this juge his eyen caste",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 123,,10,10,And so bifel this juge his eyen caste,And so bifel this juge his eyen caste,u S uS u Su S ux Sx,u S uS u Su S ux Sx,and@conj so@adv bifallen@v%pt_3 this@gram_adj juge@n1 his@pron1%gen eie@n1%pl casten@v%pt_3,and@conj so@adv bifallen@v%pt_3 this@gram_adj juge@n1 his@pron1%gen eie@n1%pl casten@v%pt_3,
"Upon this mayde, avysynge hym ful faste","Upon this maide, avisinge him° ful faste,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 124,,0,10,Upon this mayde avysynge hym ful faste,Upon this maide avisinge him ful faste,      ,uS u Sx uSux S u Sx,upon@prep this@gram_adj maide@n avisen@v%prp_abs him@pron%obj ful@adv faste@adv,upon@prep this@gram_adj maide@n avisen@v%prp_abs him@pron%obj ful@adv faste@adv,
As she cam forby ther as this juge stood.,As she cam forby ther° this juge stood.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 125,DIFF,10,9,As she cam forby ther as this juge stood,As she cam forby ther this juge stood,u S u S u S u Su S,S u S u S u Su S,as@conj she@pron%nom comen@v%pt_3 forbi@adv ther@adv as@conj this@gram_adj juge@n1 stonden@v1%pt_3,as@conj she@pron%nom comen@v%pt_3 forbi@adv ther@adv this@gram_adj juge@n1 stonden@v1%pt_3,green
Anon his herte chaunged and his mood,Anon° his herte chaunged and his mood,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 126,,10,10,Anon his herte chaunged and his mood,Anon his herte chaunged and his mood,uS u Su Su S u S,uS u Su Su S u S,an-on@adv his@pron1%gen herte@n chaungen@v%pt_3 and@conj his@pron1%gen mod@n,an-on@adv his@pron1%gen herte@n chaungen@v%pt_3 and@conj his@pron1%gen mod@n,
So was he caught with beautee of this mayde,So was he caught with beautee of this maide;,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 127,,10,10,So was he caught with beautee of this mayde,So was he caught with beautee of this maide,u S u S u Su S u Sx,u S u S u Su S u Sx,so@adv ben@v%pt_3 he@pron1%nom cacchen@v%ppl with@prep beaute@n of@prep this@gram_adj maide@n,so@adv ben@v%pt_3 he@pron1%nom cacchen@v%ppl with@prep beaute@n of@prep this@gram_adj maide@n,
And to hymself ful pryvely he sayde,And to himself ful prively° he saide,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 128,,0,9,And to hymself ful pryvely he sayde,And to himself ful prively he saide,      ,S u Su S uS u Sx,and@conj to@prep him-self@pron ful@adv privelie@adv he@pron1%nom seien@v1%pt_3,and@conj to@prep him-self@pron ful@adv privelie@adv he@pron1%nom seien@v1%pt_3,
"This mayde shal be myn, for any man!","“This maide shal be min, for° any man.”",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 129,,0,0,This mayde shal be myn for any man,This maide shal be min for any man,       ,       ,this@gram_adj maide@n shulen@v1%pr_3 ben@v%inf min@pron%gen for@prep ani@gram_adj man@n,this@gram_adj maide@n shulen@v1%pr_3 ben@v%inf min@pron%gen for@prep ani@gram_adj man@n,
Anon the feend into his herte ran,Anon the feend° into his herte ran,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 130,,10,10,Anon the feend into his herte ran,Anon the feend into his herte ran,uS u S uS u Su S,uS u S uS u Su S,an-on@adv the@def_art fend@n in-to@prep his@pron1%gen herte@n rennen@v1%pt_3,an-on@adv the@def_art fend@n in-to@prep his@pron1%gen herte@n rennen@v1%pt_3,
And taughte hym sodeynly that he by slyghte,"And taughte him sodeinly, that he by slighte°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 131,,0,0,And taughte hym sodeynly that he by slyghte,And taughte him sodeinly that he by slighte,       ,       ,and@conj techen@v%pt_3 him@pron%obj sodeinli@adv that@conj he@pron1%nom bi@prep sleight@n,and@conj techen@v%pt_3 him@pron%obj sodeinli@adv that@conj he@pron1%nom bi@prep sleight@n,
The mayden to his purpos wynne myghte.,The maiden to his purpos° winne mighte.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 132,,9,10,The mayden to his purpos wynne myghte,The maiden to his purpos winne mighte,S uS u S uS u S,u Su S u Su Su Sx,the@def_art maiden@n to@prep his@pron1%gen purpos@n winnen@v%inf mouen@v3%pt_3,the@def_art maiden@n to@prep his@pron1%gen purpos@n winnen@v%inf mouen@v3%pt_3,
"For certes, by no force ne by no meede","For certes, by no force, ne by no mede",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 133,,9,9,For certes by no force ne by no meede,For certes by no force ne by no mede,S uS  u Su S  u Sx,S uS  u Su S  u Sx,for@conj certes@adv bi@prep no@gram_adj force@n ne@conj1 bi@prep no@gram_adj mede@n4,for@conj certes@adv bi@prep no@gram_adj force@n ne@conj1 bi@prep no@gram_adj mede@n4,
"Hym thoughte, he was nat able for to speede;","Him thoughte, he was nat able for to spede;°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 134,,9,10,Hym thoughte he was nat able for to speede,Him thoughte he was nat able for to spede, Su S u S ux S u Sx,u Su S u S ux S u Sx,him@pron%obj thinken@v1%pt_3 he@pron1%nom ben@v%pt_3 not@adv able@adj for@prep#adv to@part speden@v%inf,him@pron%obj thinken@v1%pt_3 he@pron1%nom ben@v%pt_3 not@adv able@adj for@prep#adv to@part speden@v%inf,
"For she was strong of freendes, and eek she","For she was strong of° freendes, and eek she",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 135,,10,10,For she was strong of freendes and eek she,For she was strong of freendes and eek she,u S u S u Su S u S,u S u S u Su S u S,for@conj she@pron%nom ben@v%pt_3 strong@adj of@prep frend@n%pl and@conj ek@adv she@pron%nom,for@conj she@pron%nom ben@v%pt_3 strong@adj of@prep frend@n%pl and@conj ek@adv she@pron%nom,
Confermed was in swich soverayn bountee,"Confermed° was in swich soverain bountee,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 136,,10,10,Confermed was in swich soverayn bountee,Confermed was in swich soverain bountee,uSu S u S uxS uS,uSu S u S uxS uS,confermen@v%ppl ben@v%pt_3 in@prep swich@gram_adj soverain@adj bounte@n,confermen@v%ppl ben@v%pt_3 in@prep swich@gram_adj soverain@adj bounte@n,
That wel he wiste he myghte hire nevere wynne,That wel he wiste° he mighte hir never winne,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 137,,10,10,That wel he wiste he myghte hire nevere wynne,That wel he wiste he mighte hir never winne,u S u Su S x ux Sux S,u S u Su S ux S u Sx,that@conj wel@adv he@pron1%nom witen@v1%pt_3 he@pron1%nom mouen@v3%pt_3 hire@pron2%fem_obj never@adv winnen@v%inf,that@conj wel@adv he@pron1%nom witen@v1%pt_3 he@pron1%nom mouen@v3%pt_3 hire@pron2%fem_obj never@adv winnen@v%inf,
As for to make hire with hir body synne.,As for to° make hir with hir body sinne.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 138,,10,10,As for to make hire with hir body synne,As for to make hir with hir body sinne,u S u Su Su S u S x,u S u Su S u S u Sx,as@conj for@prep#adv to@part maken@v1%inf hire@pron2%fem_obj with@prep hire@pron1%fem_gen bodi@n sinnen@v%inf,as@conj for@prep#adv to@part maken@v1%inf hire@pron2%fem_obj with@prep hire@pron1%fem_gen bodi@n sinnen@v%inf,
"For which, by greet deliberacioun","¶For which, by greet deliberacioun",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 139,,9,9,For which by greet deliberacioun,For which by greet deliberacioun,S u  S uSuSuS,S u  S uSuSuS,for@prep which@pron bi@prep gret@adj deliberacioun@n1,for@prep which@pron bi@prep gret@adj deliberacioun@n1,
"He sente after a cherl, was in the toun","He sente after a cherl,° was in the toun",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 140,,10,10,He sente after a cherl was in the toun,He sente after a cherl was in the toun,u Su Sx u S u S u S,u Su Sx u S u S u S,he@pron1%nom senden@v2%pt_3 after@prep a@indef_art cherl@n ben@v%pt_3 in@prep the@def_art toun@n,he@pron1%nom senden@v2%pt_3 after@prep a@indef_art cherl@n ben@v%pt_3 in@prep the@def_art toun@n,
Which that he knew for subtil and for boold.,Which that he knew for° subtil° and for bold.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 141,,10,10,Which that he knew for subtil and for boold,Which that he knew for subtil and for bold,u S u S u Su S u S,u S u S u Su S u S,which@pron that@pron he@pron1%nom knouen@v%pt_3 for@prep sotil@adj and@conj for@prep bolde@adjas_n,which@pron that@pron he@pron1%nom knouen@v%pt_3 for@prep sotil@adj and@conj for@prep bolde@adjas_n,
This juge unto this cherl his tale hath toold,This juge unto this cherl his tale hath told,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 142,,10,10,This juge unto this cherl his tale hath toold,This juge unto this cherl his tale hath told,u Sx uS u S u Sx u S,u Sx uS u S u Sx u S,this@gram_adj juge@n1 unto@prep this@gram_adj cherl@n his@pron1%gen tale@n haven@v%pr_3 tellen@v%ppl,this@gram_adj juge@n1 unto@prep this@gram_adj cherl@n his@pron1%gen tale@n haven@v%pr_3 tellen@v%ppl,
"In secree wise, and made hym to ensure","In secree wise,° and made him to ensure,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 143,,10,10,In secree wise and made hym to ensure,In secree wise and made him to ensure,u Su Su S ux  S uSx,u Su Su S ux S x uSx,in@prep secre@adj wise@n2 and@conj maken@v1%pt_3 him@pron%obj to@part ensuren@v%inf,in@prep secre@adj wise@n2 and@conj maken@v1%pt_3 him@pron%obj to@part ensuren@v%inf,
He sholde telle it to no creature,He sholde telle it to no creature,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 144,,10,10,He sholde telle it to no creature,He sholde telle it to no creature,u Su Sx u S u SuSx,u Su Sx u S u SuSx,he@pron1%nom shulen@v1%pt_3 tellen@v%inf hit@pron to@prep no@gram_adj creature@n,he@pron1%nom shulen@v1%pt_3 tellen@v%inf hit@pron to@prep no@gram_adj creature@n,
"And if he dide, he sholde lese his heed.","And if he dide, he sholde lese° his heed.",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 145,,10,10,And if he dide he sholde lese his heed,And if he dide he sholde lese his heed,u S u Su S ux Sx u S,u S u Su S ux Sx u S,and@conj if@conj he@pron1%nom don@v1%pt_3 he@pron1%nom shulen@v1%pt_3 lesen@v4%inf his@pron1%gen hed@n1,and@conj if@conj he@pron1%nom don@v1%pt_3 he@pron1%nom shulen@v1%pt_3 lesen@v4%inf his@pron1%gen hed@n1,
Whan that assented was this cursed reed,"Whan that assented° was this cursed reed,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 146,,10,10,Whan that assented was this cursed reed,Whan that assented was this cursed reed,u S uSu S u Su S,u S uSu S u Su S,whan@adv&conj that@part assenten@v%ppl ben@v%pt_3 this@gram_adj cursed@ppl#adj red@n1,whan@adv&conj that@part assenten@v%ppl ben@v%pt_3 this@gram_adj cursed@ppl#adj red@n1,
"Glad was this juge, and maked him greet cheere","Glad was this juge and maked him greet chere,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 147,,10,10,Glad was this juge and maked him greet cheere,Glad was this juge and maked him greet chere,u S u Su S ux S u Sx,u S u Su S uS u S xx,glad@adj ben@v%pt_3 this@gram_adj juge@n1 and@conj maken@v1%pt_3 him@pron%obj gret@adj chere@n1,glad@adj ben@v%pt_3 this@gram_adj juge@n1 and@conj maken@v1%pt_3 him@pron%obj gret@adj chere@n1,
And yaf hym yiftes preciouse and deere.,And yaf° him yiftes preciouse and dere.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 148,,9,10,And yaf hym yiftes preciouse and deere,And yaf him yiftes preciouse and dere,S u  Su SuSx u Sx,u S u Su SuSu S xx,and@conj yeven@v%pt_3 him@pron%obj yifte@n%pl preciouse@adj and@conj dere@adj1,and@conj yeven@v%pt_3 him@pron%obj yifte@n%pl preciouse@adj and@conj dere@adj1,
Whan shapen was al hire conspiracie,Whan shapen° was al hir conspiracie,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 149,,10,10,Whan shapen was al hire conspiracie,Whan shapen was al hir conspiracie,u Su S u Sx uSuS,u Su S u S uSuS,whan@adv&conj shapen@v%ppl ben@v%pt_3 al@gram_adj here@pron%pl_gen conspiracie@n,whan@adv&conj shapen@v%ppl ben@v%pt_3 al@gram_adj here@pron%pl_gen conspiracie@n,
"Fro point to point, how that his lecherie","Fro point to point,° how that his lecherie",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 150,,10,10,Fro point to point how that his lecherie,Fro point to point how that his lecherie,u S u S u S u SuS,u S u S u S u SuS,from@prep pointe@n1 to@prep pointe@n1 hou@adv&conj that@part his@pron1%gen lecherie@n,from@prep pointe@n1 to@prep pointe@n1 hou@adv&conj that@part his@pron1%gen lecherie@n,
Parfourned sholde been ful subtilly,"Parfourned sholde been ful subtilly,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 151,,0,0,Parfourned sholde been ful subtilly,Parfourned sholde been ful subtilly,    ,    ,performen@v%ppl shulen@v1%pt_3 ben@v%inf ful@adv sotilli@adv,performen@v%ppl shulen@v1%pt_3 ben@v%inf ful@adv sotilli@adv,
As ye shul heere it after openly,As ye shul here it after openly,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 152,,10,10,As ye shul heere it after openly,As ye shul here it after openly,u S u Su S uS uS,u S u Su S uS uS,as@conj ye@pron%pl_nom shulen@v1%pr_pl heren@v%inf hit@pron after@adv openli@adv,as@conj ye@pron%pl_nom shulen@v1%pr_pl heren@v%inf hit@pron after@adv openli@adv,
"Hoom gooth the cherl, that highte Claudius.","Hoom gooth the cherl, that highte° Claudius.",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 153,,10,10,Hoom gooth the cherl that highte Claudius,Hoom gooth the cherl that highte Claudius,u S u S u Su SuS,u S u S u Su SuS,hom@adv gon@v%pr_3 the@def_art cherl@n that@pron hoten@v1%pt_3 claudius@n2#propn,hom@adv gon@v%pr_3 the@def_art cherl@n that@pron hoten@v1%pt_3 claudius@n2#propn,
"This false juge, that highte Apius",This false juge that highte Apius,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 154,,10,10,This false juge that highte Apius,This false juge that highte Apius,u Su Su S ux SuS,u Su Su S ux SuS,this@gram_adj fals@adj juge@n1 that@pron hoten@v1%pt_3 apius@n#propn,this@gram_adj fals@adj juge@n1 that@pron hoten@v1%pt_3 apius@n#propn,
"(So was his name, for this is no fable","So was his name (for this is no fable,°",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 155,,10,10,So was his name for this is no fable,So was his name for this is no fable,u S u Su S u S u Sx,u S u Su S u S u Sx,so@adv ben@v%pt_3 his@pron1%gen name@n for@conj this@pron ben@v%pr_3 no@gram_adj fable@n,so@adv ben@v%pt_3 his@pron1%gen name@n for@conj this@pron ben@v%pr_3 no@gram_adj fable@n,
But knowen for historial thyng notable;,But knowen for historial thing° notable,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 156,,10,10,But knowen for historial thyng notable,But knowen for historial thing notable,u Su S uSuS  uSx,u Sx u SuSu S uSx,but@conj knouen@v%ppl for@prep historial@adj thing@n notable@adj,but@conj knouen@v%ppl for@prep historial@adj thing@n notable@adj,
"The sentence of it sooth is, out of doute)","The sentence° of it sooth is, out of doute)",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 157,,10,10,The sentence of it sooth is out of doute,The sentence of it sooth is out of doute,u Sux S u S u S u Sx,u Sux S u S u S u Sx,the@def_art sentence@n of@prep hit@pron soth@adj ben@v%pr_3 oute@adv#prep of@prep doute@n,the@def_art sentence@n of@prep hit@pron soth@adj ben@v%pr_3 oute@adv#prep of@prep doute@n,
This false juge gooth now faste aboute,¶This false juge gooth now faste° aboute°,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 158,,10,10,This false juge gooth now faste aboute,This false juge gooth now faste aboute,u Su Su S u Sx uSx,u Su Su S u Sx uSx,this@gram_adj fals@adj juge@n1 gon@v%pr_3 nou@adv faste@adv abouten@adv,this@gram_adj fals@adj juge@n1 gon@v%pr_3 nou@adv faste@adv abouten@adv,
To hasten his delit al that he may.,To hasten his delit al that he may.,data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 159,,10,10,To hasten his delit al that he may,To hasten his delit al that he may,u Su S uS u S u S,u Su S uS u S u S,to@part hasten@v%inf his@pron1%gen delite@n1 al@gram_adjas_n that@pron he@pron1%nom mouen@v3%pr_3,to@part hasten@v%inf his@pron1%gen delite@n1 al@gram_adjas_n that@pron he@pron1%nom mouen@v3%pr_3,
"And so bifel soone after, on a day","And so bifel sone after, on a day",data/riverside_cats/PhyT_riv.cat,data/oxford_txts/PhyT_oxford.txt,data/csvs/PhyT,The Physician's Tale 160,,10,10,And so bifel soone after on a day,And so bifel sone after on a day,u S uS ux Su S u S,u S uS ux Su S u S,and@conj so@adv bifallen@v%pt_3 sone@adv after@adv on@prep a@indef_art dai@n,and@conj so@adv bifallen@v%pt_3 sone@adv after@adv on@prep a@indef_art dai@n,
