headword,word,tag,line_number,filename,context,text_type
gon,goon,v%pr_pl,The Knight's Tale 2608,data/oxford_txts/KnT_oxford.txt,Out goon the swerdes as the silver brighte.,OXFORD
slen,yslain,v%ppl,The Knight's Tale 2708,data/oxford_txts/KnT_oxford.txt,That of hem alle was ther noon yslain,OXFORD
shulen,shul,v%pr_pl,The Knight's Tale 2796,data/oxford_txts/KnT_oxford.txt,And if that ever ye shul been a wif,OXFORD
gon,goon,v%pr_pl,The Knight's Tale 2963,data/oxford_txts/KnT_oxford.txt,I wol nat tellen eek how that they goon,OXFORD
mouen,may,v%pr_pl,The Knight's Tale 2993,data/oxford_txts/KnT_oxford.txt,"In certein boundes, that they may nat flee;°",OXFORD
mouen,may,v%pr_pl,The Knight's Tale 2998,data/oxford_txts/KnT_oxford.txt,"Over the whiche day they may nat pace,°",OXFORD
mouen,may,v%pr_pl,The Knight's Tale 3003,data/oxford_txts/KnT_oxford.txt,Than may men by this ordre wel discerne,OXFORD
mouen,may,v%pr_pl,The Knight's Tale 3005,data/oxford_txts/KnT_oxford.txt,"Wel may men knowe, but it be° a fool",OXFORD
mouen,may,v%pr_pl,The Knight's Tale 3019,data/oxford_txts/KnT_oxford.txt,"And hath so long a lif, as we may see",OXFORD
gon,goon,v%pr_pl,The Knight's Tale 3022,data/oxford_txts/KnT_oxford.txt,"Under our feet, on which we trede and goon",OXFORD
mouen,may,v%pr_pl,The Knight's Tale 3026,data/oxford_txts/KnT_oxford.txt,Than may ye see that al this thing hath ende.,OXFORD
mouen,may,v%pr_pl,The Knight's Tale 3032,data/oxford_txts/KnT_oxford.txt,"Som in the large feeld,° as men may se;",OXFORD
seien,seyn,v%inf,The Knight's Tale 3034,data/oxford_txts/KnT_oxford.txt,Thanne may I seyn that al this thing moot° deie.,OXFORD
mouen,may,v%pr_pl,The Knight's Tale 3043,data/oxford_txts/KnT_oxford.txt,"And take it wel that we may nat eschue,°",OXFORD
willen,wol,v%pr_pl,The Knight's Tale 3074,data/oxford_txts/KnT_oxford.txt,Ther wol we first amenden and biginne.,OXFORD
leten,let,v%inf,The Friar's Tale 1362,data/oxford_txts/FriT_oxford.txt,"And pile° the man, and let the wenche go.",OXFORD
gon,go,v%inf,The Friar's Tale 1362,data/oxford_txts/FriT_oxford.txt,"And pile° the man, and let the wenche go.",OXFORD
seien,sey,v%inf,The Friar's Tale 1363,data/oxford_txts/FriT_oxford.txt,"¶“Than wolde he sey, ‘Frend, I shal for thy sake",OXFORD
don,do,v%inf,The Friar's Tale 1364,data/oxford_txts/FriT_oxford.txt,Do striken hir out of our lettres blake;,OXFORD
seien,sey,v%inf,The Friar's Tale 1394,data/oxford_txts/FriT_oxford.txt,"Sey that he was a somnour, for° the name.°",OXFORD
don,do,v%pr_pl,The Friar's Tale 1423,data/oxford_txts/FriT_oxford.txt,"But as my brother tel me, how do ye?’",OXFORD
willen,wol,v%pr_pl,The Friar's Tale 1430,data/oxford_txts/FriT_oxford.txt,"For sothe, I take al that men wol me yive;",OXFORD
seien,sey,v%pr_pl,The Friar's Tale 1456,data/oxford_txts/FriT_oxford.txt,"¶“ ‘A,’ quod this somnour, ‘benedicite, what sey ye?",OXFORD
haven,han,v%pr_pl,The Friar's Tale 1459,data/oxford_txts/FriT_oxford.txt,Han ye a figure than determinat°,OXFORD
connen,can,v%pr_pl,The Friar's Tale 1462,data/oxford_txts/FriT_oxford.txt,"But whan us liketh,° we can take us oon",OXFORD
gon,go,v%inf,The Friar's Tale 1465,data/oxford_txts/FriT_oxford.txt,Or lik an angel can I ride or go.°,OXFORD
gon,goon,v%pr_pl,The Friar's Tale 1469,data/oxford_txts/FriT_oxford.txt,"¶“ ‘Why,’ quod this somnour, ‘ride ye thanne or goon",OXFORD
haven,han,v%pr_pl,The Friar's Tale 1489,data/oxford_txts/FriT_oxford.txt,"And somtime, at our prayere,° han we leve°",OXFORD
haven,han,v%pr_pl,The Friar's Tale 1492,data/oxford_txts/FriT_oxford.txt,And somtime han we might of bothe two,OXFORD
maken,mak,v%pr_pl,The Friar's Tale 1505,data/oxford_txts/FriT_oxford.txt,Mak ye yow newe bodies thus alway,OXFORD
willen,wol,v%pr_pl,The Friar's Tale 1511,data/oxford_txts/FriT_oxford.txt,And yet wol som men sey it was nat he;,OXFORD
witen,wit,v%inf,The Friar's Tale 1514,data/oxford_txts/FriT_oxford.txt,Thou wolt algates° wit° how we ben shape;,OXFORD
comen,com,v%inf,The Friar's Tale 1516,data/oxford_txts/FriT_oxford.txt,Com ther thee nedeth nat of me to lere.°,OXFORD
willen,wol,v%pr_pl,The Friar's Tale 1531,data/oxford_txts/FriT_oxford.txt,"Tak thou thy part, what that men wol thee yive",OXFORD
mouen,may,v%pr_pl,The Friar's Tale 1532,data/oxford_txts/FriT_oxford.txt,And I shal min; thus may we bothe live.,OXFORD
shulen,shal,v%pr_pl,The Friar's Tale 1548,data/oxford_txts/FriT_oxford.txt,"¶“This somnour seid, ‘Heer shal we have a pley;’°",OXFORD
mouen,may,v%pr_pl,The Friar's Tale 1567,data/oxford_txts/FriT_oxford.txt,"Heer may ye see, min owne deere brother",OXFORD
gon,go,v%inf,The Friar's Tale 1569,data/oxford_txts/FriT_oxford.txt,Lat us go forth abouten our viage;°,OXFORD
haven,han,v%inf,The Friar's Tale 1576,data/oxford_txts/FriT_oxford.txt,"I wol han twelf pens, though that she be wood,°",OXFORD
winnen,win,v%inf,The Friar's Tale 1580,data/oxford_txts/FriT_oxford.txt,"Win thy cost,° tak heer ensample of me.’",OXFORD
gon,go,v%inf,The Friar's Tale 1593,data/oxford_txts/FriT_oxford.txt,"I may nat go° so fer,’ quod she, ‘ne ride",OXFORD
haven,han,v%inf,The Friar's Tale 1600,data/oxford_txts/FriT_oxford.txt,I shall no profit han therby but lite;,OXFORD
haven,han,v%inf,The Friar's Tale 1645,data/oxford_txts/FriT_oxford.txt,"¶“Lordings, I coude han told yow,” quod this Frere",OXFORD
seien,seyn,v%inf,Parliament of Fowls 35,data/oxford_txts/PF_oxford.txt,Of his sentence° I wol you seyn the grete.°,OXFORD
shulen,shul,v%pr_pl,Parliament of Fowls 83,data/oxford_txts/PF_oxford.txt,Than shul they come unto that blisful place,OXFORD
meten,met,v%inf,Parliament of Fowls 108,data/oxford_txts/PF_oxford.txt,That made me to met° that he stood there;,OXFORD
gon,goon,v%pr_pl,Parliament of Fowls 134,data/oxford_txts/PF_oxford.txt,"“Thorgh me men goon,” than spak that other side",OXFORD
don,do,v%inf,Parliament of Fowls 163,data/oxford_txts/PF_oxford.txt,"Yit that thou canst not do, yit mayst thou see;",OXFORD
bisien,besied,v%pt_pl,Parliament of Fowls 192,data/oxford_txts/PF_oxford.txt,Som besied hem° hir briddes° forth to bringe;,OXFORD
wenden,went,v%pt_pl,Parliament of Fowls 235,data/oxford_txts/PF_oxford.txt,"In kirtels,° al disshevele,° went they there—",OXFORD
mouen,may,v%pr_pl,Parliament of Fowls 311,data/oxford_txts/PF_oxford.txt,"Of every kinde, that men thenke may;",OXFORD
ginnen,gan,v%pt_pl,Parliament of Fowls 312,data/oxford_txts/PF_oxford.txt,And that so huge a noise gan they mak,OXFORD
maken,mak,v%inf,Parliament of Fowls 312,data/oxford_txts/PF_oxford.txt,And that so huge a noise gan they mak,OXFORD
stonden,stond,v%inf,Parliament of Fowls 315,data/oxford_txts/PF_oxford.txt,"For me to stond, so ful was al the place.",OXFORD
seien,seyn,v%inf,Parliament of Fowls 323,data/oxford_txts/PF_oxford.txt,"That is to seyn, the foules of ravine°",OXFORD
haven,han,v%pr_pl,Parliament of Fowls 366,data/oxford_txts/PF_oxford.txt,"That in this world han fethres and stature,°",OXFORD
knouen,know,v%pr_pl,Parliament of Fowls 386,data/oxford_txts/PF_oxford.txt,"Ye know wel how, Seint Valentines day",OXFORD
shulen,shul,v%pr_pl,Parliament of Fowls 400,data/oxford_txts/PF_oxford.txt,"And after him, by order shul ye chese",OXFORD
shulen,shul,v%pr_pl,Parliament of Fowls 402,data/oxford_txts/PF_oxford.txt,"And, as your hap° is, shul ye winne or lese;",OXFORD
don,do,v%inf,Parliament of Fowls 420,data/oxford_txts/PF_oxford.txt,"Do what hir list,° to do me live or sterve.°",OXFORD
seien,sey,v%inf,Parliament of Fowls 503,data/oxford_txts/PF_oxford.txt,And I wol sey my verdit° faire and swithe°,OXFORD
seien,seyn,v%inf,Parliament of Fowls 525,data/oxford_txts/PF_oxford.txt,To seyn the verdit° for you foules alle.”,OXFORD
haven,han,v%pr_pl,Parliament of Fowls 528,data/oxford_txts/PF_oxford.txt,"Han chosen first, by plein eleccioun",OXFORD
quethen,quod,v%pt_pl,Parliament of Fowls 540,data/oxford_txts/PF_oxford.txt,“Al redy!” quod these egles tercels tho.,OXFORD
don,doon,v%pr_pl,Parliament of Fowls 542,data/oxford_txts/PF_oxford.txt,"Ye doon me wrong, my tale° is not ydo!°",OXFORD
thinken,think,v%inf,Parliament of Fowls 548,data/oxford_txts/PF_oxford.txt,Me wolde think how that the worthieste,OXFORD
shulen,shuld,v%pt_pl,Parliament of Fowls 590,data/oxford_txts/PF_oxford.txt,That men shuld loven alwey causeles,OXFORD
don,doon,v%pr_pl,Parliament of Fowls 599,data/oxford_txts/PF_oxford.txt,Thou farest by love as oules doon by light,OXFORD
mouen,may,v%pr_pl,Parliament of Fowls 608,data/oxford_txts/PF_oxford.txt,"This is my reed,° sin they may not acorde;",OXFORD
don,do,v%pr_pl,Parliament of Fowls 651,data/oxford_txts/PF_oxford.txt,"Ye gete no more, although ye do me deie.°",OXFORD
don,do,v%inf,Parliament of Fowls 663,data/oxford_txts/PF_oxford.txt,"For to do wel; for, God wot, quit° is she",OXFORD
ben,wer,v%pt_pl,Parliament of Fowls 678,data/oxford_txts/PF_oxford.txt,The wordes wer swich as ye may heer finde,OXFORD
mouen,may,v%pr_pl,Parliament of Fowls 678,data/oxford_txts/PF_oxford.txt,The wordes wer swich as ye may heer finde,OXFORD
haven,han,v%pr_pl,Parliament of Fowls 687,data/oxford_txts/PF_oxford.txt,“Wel han they cause for to gladen ofte,OXFORD
sweren,sworn,v%ppl,The Squire's Tale 18,data/oxford_txts/SqT_oxford.txt,"He kepte his lay,° to which that he was sworn;",OXFORD
tellen,tel,v%inf,The Squire's Tale 34,data/oxford_txts/SqT_oxford.txt,But for to tel yow al hir beautee,OXFORD
undertaken,undertak,v%inf,The Squire's Tale 36,data/oxford_txts/SqT_oxford.txt,I dar nat undertak so heigh a thing.,OXFORD
don,don,v%inf,The Squire's Tale 46,data/oxford_txts/SqT_oxford.txt,Don crien° thurghout Sarray his citee,OXFORD
haven,han,v%inf,The Squire's Tale 56,data/oxford_txts/SqT_oxford.txt,Him semed° han geten hem° protecciouns,OXFORD
mouen,may,v%pr_pl,The Squire's Tale 143,data/oxford_txts/SqT_oxford.txt,"This mirour and this ring, that ye may see",OXFORD
willen,wol,v%pr_pl,The Squire's Tale 146,data/oxford_txts/SqT_oxford.txt,"¶“The vertu° of the ring, if ye wol here",OXFORD
don,do,v%inf,The Squire's Tale 154,data/oxford_txts/SqT_oxford.txt,"She shal eek knowe, and whom it wol do bote,°",OXFORD
seien,seyn,v%inf,The Squire's Tale 163,data/oxford_txts/SqT_oxford.txt,Ther° he is hurt: this is as muche to seyn,OXFORD
seien,seyn,v%inf,The Squire's Tale 175,data/oxford_txts/SqT_oxford.txt,"This is to seyn, the swerd and the mirour",OXFORD
connen,can,v%pr_pl,The Squire's Tale 185,data/oxford_txts/SqT_oxford.txt,"And cause° why, for they can nat the craft.°",OXFORD
demen,demed,v%pt_pl,The Squire's Tale 202,data/oxford_txts/SqT_oxford.txt,Diverse folk diversely they demed;°,OXFORD
haven,han,v%pr_pl,The Squire's Tale 236,data/oxford_txts/SqT_oxford.txt,¶And othere folk han wondred on the swerd,OXFORD
mouen,may,v%pr_pl,The Squire's Tale 241,data/oxford_txts/SqT_oxford.txt,Right in swich wise as men may with the swerd,OXFORD
haven,han,v%pr_pl,The Squire's Tale 242,data/oxford_txts/SqT_oxford.txt,Of which right now ye han yourselven herd.,OXFORD
heren,herd,v%pt_pl,The Squire's Tale 249,data/oxford_txts/SqT_oxford.txt,"Of craft of ringes° herd they never non,°",OXFORD
seien,seyn,v%pr_pl,The Squire's Tale 252,data/oxford_txts/SqT_oxford.txt,"Thus seyn the peple, and drawen hem apart.°",OXFORD
haven,han,v%pr_pl,The Squire's Tale 256,data/oxford_txts/SqT_oxford.txt,"But for° they° han yknowen it so fern,°",OXFORD
haven,han,v%inf,The Squire's Tale 280,data/oxford_txts/SqT_oxford.txt,He moste han knowen love and his° servise,OXFORD
don,doon,v%inf,The Squire's Tale 323,data/oxford_txts/SqT_oxford.txt,And he wol doun descende and doon your wille;,OXFORD
gon,goon,v%inf,The Squire's Tale 327,data/oxford_txts/SqT_oxford.txt,"Or, if yow liste bidde him thennes° goon",OXFORD
seien,seyn,v%inf,The Squire's Tale 332,data/oxford_txts/SqT_oxford.txt,In swich a gise° as I shal to yow seyn,OXFORD
haven,han,v%inf,The Squire's Tale 349,data/oxford_txts/SqT_oxford.txt,That muchel° drink and labour wolde han reste;,OXFORD
gon,gon,v%inf,The Squire's Tale 364,data/oxford_txts/SqT_oxford.txt,"To gon to reste, sone after it was eve;",OXFORD
willen,wil,v%pr_pl,The Squire's Tale 378,data/oxford_txts/SqT_oxford.txt,"And seide, “Madame, whider° wil ye goon",OXFORD
gon,goon,v%inf,The Squire's Tale 378,data/oxford_txts/SqT_oxford.txt,"And seide, “Madame, whider° wil ye goon",OXFORD
haven,han,v%inf,The Squire's Tale 421,data/oxford_txts/SqT_oxford.txt,"That nolde° han wept, if that he wepe coude",OXFORD
seien,seyn,v%inf,The Squire's Tale 435,data/oxford_txts/SqT_oxford.txt,That any foul may in his ledene° seyn,OXFORD
haven,han,v%inf,The Squire's Tale 510,data/oxford_txts/SqT_oxford.txt,"That no wight coude han wend° he coude feine,°",OXFORD
witen,woot,v%pr_pl,The Squire's Tale 519,data/oxford_txts/SqT_oxford.txt,"And under is the corps,° swich as ye woot",OXFORD
seien,seyn,v%inf,The Squire's Tale 532,data/oxford_txts/SqT_oxford.txt,"This is to seyn, that, after° his desert,°",OXFORD
seien,seyn,v%inf,The Squire's Tale 569,data/oxford_txts/SqT_oxford.txt,"This is to seyn, my wil obeyed his wil",OXFORD
seien,seyn,v%inf,The Squire's Tale 590,data/oxford_txts/SqT_oxford.txt,"Withinne a litel while, sooth to seyn;",OXFORD
gon,go,v%inf,The Squire's Tale 591,data/oxford_txts/SqT_oxford.txt,And reson wolde° eek that he moste go,OXFORD
seien,sey,v%inf,The Squire's Tale 600,data/oxford_txts/SqT_oxford.txt,"Who can sey bet than he, who can do werse?",OXFORD
don,do,v%inf,The Squire's Tale 600,data/oxford_txts/SqT_oxford.txt,"Who can sey bet than he, who can do werse?",OXFORD
seien,seyn,v%pr_pl,The Squire's Tale 609,data/oxford_txts/SqT_oxford.txt,"Gladeth himself’; thus seyn men, as I gesse;",OXFORD
don,doon,v%pr_pl,The Squire's Tale 611,data/oxford_txts/SqT_oxford.txt,As briddes doon that men in cages fede.,OXFORD
mouen,might,v%pt_pl,The Squire's Tale 634,data/oxford_txts/SqT_oxford.txt,They niste° how they might the faucon glade.°,OXFORD
seien,seyn,v%inf,The Squire's Tale 653,data/oxford_txts/SqT_oxford.txt,Til it come eft° to purpos° for to seyn,OXFORD
gon,gon,v%pr_pl,The Nun's Priest's Tale 2852,data/oxford_txts/NPT_oxford.txt,On messdayes° that in the chirche gon;°,OXFORD
haven,han,v%inf,The Nun's Priest's Tale 2900,data/oxford_txts/NPT_oxford.txt,"Was lik° an hound, and wolde han maad areste",OXFORD
haven,han,v%pr_pl,The Nun's Priest's Tale 2910,data/oxford_txts/NPT_oxford.txt,Now han ye lost min herte and al my love;,OXFORD
haven,han,v%inf,The Nun's Priest's Tale 2914,data/oxford_txts/NPT_oxford.txt,"To han housbondes hardy,° wise, and free,°",OXFORD
durren,dorst,v%pt_pl,The Nun's Priest's Tale 2918,data/oxford_txts/NPT_oxford.txt,How dorst ye° seyn for shame unto your love,OXFORD
seien,seyn,v%inf,The Nun's Priest's Tale 2918,data/oxford_txts/NPT_oxford.txt,How dorst ye° seyn for shame unto your love,OXFORD
connen,con,v%pr_pl,The Nun's Priest's Tale 2921,data/oxford_txts/NPT_oxford.txt,Allas! and con ye been° agast of swevenis?°,OXFORD
haven,han,v%pr_pl,The Nun's Priest's Tale 2926,data/oxford_txts/NPT_oxford.txt,"Certes this dreem, which ye han met° tonight",OXFORD
shulen,shul,v%pr_pl,The Nun's Priest's Tale 2947,data/oxford_txts/NPT_oxford.txt,"Ye purge° yow; and for ye shul nat tarie,°",OXFORD
shulen,shul,v%pr_pl,The Nun's Priest's Tale 2950,data/oxford_txts/NPT_oxford.txt,"That shul ben for your hele,° and for your prow;°",OXFORD
finden,find,v%pr_pl,The Nun's Priest's Tale 2957,data/oxford_txts/NPT_oxford.txt,Ne find yow nat repleet° of humours hote;,OXFORD
seien,say,v%inf,The Nun's Priest's Tale 2969,data/oxford_txts/NPT_oxford.txt,Dredeth no dreem; I can say yow namore.”,OXFORD
haven,han,v%pr_pl,The Nun's Priest's Tale 2978,data/oxford_txts/NPT_oxford.txt,And han wel founden by experience,OXFORD
seien,sayn,v%inf,The Nun's Priest's Tale 3021,data/oxford_txts/NPT_oxford.txt,"My gold caused my mordre, sooth° to sayn’;",OXFORD
slen,slain,v%ppl,The Nun's Priest's Tale 3022,data/oxford_txts/NPT_oxford.txt,And tolde him every point° how he was slain,OXFORD
haven,han,v%pr_pl,The Nun's Priest's Tale 3038,data/oxford_txts/NPT_oxford.txt,As ye han herd the dede man devise;°,OXFORD
seien,sayn,v%inf,The Nun's Priest's Tale 3046,data/oxford_txts/NPT_oxford.txt,What sholde I more unto this tale sayn?,OXFORD
haven,han,v%pr_pl,The Nun's Priest's Tale 3059,data/oxford_txts/NPT_oxford.txt,"Han hent° the carter, and so sore him pined,°",OXFORD
mouen,may,v%pr_pl,The Nun's Priest's Tale 3063,data/oxford_txts/NPT_oxford.txt,¶“Heer may men seen that dremes been to drede.°,OXFORD
haven,han,v%inf,The Nun's Priest's Tale 3067,data/oxford_txts/NPT_oxford.txt,Two men that wolde han passed over see,OXFORD
don,do,v%inf,The Nun's Priest's Tale 3089,data/oxford_txts/NPT_oxford.txt,That I wol lette° for to do my thinges.°,OXFORD
haven,had,v%pt_pl,The Nun's Priest's Tale 3121,data/oxford_txts/NPT_oxford.txt,"That ye had rad° his legende, as have I.",OXFORD
shulen,shul,v%pr_pl,The Nun's Priest's Tale 3130,data/oxford_txts/NPT_oxford.txt,"Reed eek of° Joseph, and ther shul ye see",OXFORD
don,doon,v%pr_pl,The Nun's Priest's Tale 3224,data/oxford_txts/NPT_oxford.txt,As gladly° doon thise homicides alle,OXFORD
don,do,v%inf,The Nun's Priest's Tale 3247,data/oxford_txts/NPT_oxford.txt,"To do that same thing, or do it noght",OXFORD
haven,han,v%inf,The Nun's Priest's Tale 3251,data/oxford_txts/NPT_oxford.txt,I wol not han to do of° swich matere;,OXFORD
mouen,may,v%pr_pl,The Nun's Priest's Tale 3252,data/oxford_txts/NPT_oxford.txt,"My tale is of a cok, as ye may here",OXFORD
gon,go,v%inf,The Nun's Priest's Tale 3258,data/oxford_txts/NPT_oxford.txt,And made Adam fro paradis to go,OXFORD
mouen,may,v%pr_pl,The Nun's Priest's Tale 3264,data/oxford_txts/NPT_oxford.txt,And what thay seyn of wommen ye may here.,OXFORD
haven,han,v%inf,The Nun's Priest's Tale 3283,data/oxford_txts/NPT_oxford.txt,"He wolde han fled, but that° the fox anon",OXFORD
willen,wol,v%pr_pl,The Nun's Priest's Tale 3284,data/oxford_txts/NPT_oxford.txt,"Seid, “Gentil sire, allas! Wher wol ye gon?",OXFORD
gon,gon,v%inf,The Nun's Priest's Tale 3284,data/oxford_txts/NPT_oxford.txt,"Seid, “Gentil sire, allas! Wher wol ye gon?",OXFORD
connen,con,v%pr_pl,The Nun's Priest's Tale 3321,data/oxford_txts/NPT_oxford.txt,"Let see, con ye° your fader countrefete?”°",OXFORD
slen,slain,v%ppl,The Nun's Priest's Tale 3348,data/oxford_txts/NPT_oxford.txt,"That, whan thy worthy king Richard was slain",OXFORD
slen,slain,v%ppl,The Nun's Priest's Tale 3352,data/oxford_txts/NPT_oxford.txt,(For on a Friday soothly° slain was he.),OXFORD
haven,had,v%pt_pl,The Nun's Priest's Tale 3361,data/oxford_txts/NPT_oxford.txt,Whan they had seyn° of Chauntecleer the sighte.,OXFORD
slen,slain,v%ppl,The Nun's Priest's Tale 3373,data/oxford_txts/NPT_oxford.txt,Withouten gilt this Nero hath hem slain.,OXFORD
gon,goon,v%inf,The Nun's Priest's Tale 3378,data/oxford_txts/NPT_oxford.txt,"And sien° the fox toward the grove goon,°",OXFORD
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3381,data/oxford_txts/NPT_oxford.txt,"Ha, ha, the fox!” and after him they ran",OXFORD
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3385,data/oxford_txts/NPT_oxford.txt,"Ran cow and calf, and eek the verray° hogges",OXFORD
poupen,pouped,v%pt_pl,The Nun's Priest's Tale 3399,data/oxford_txts/NPT_oxford.txt,"Of horn, of boon,° in which they blewe and pouped,°",OXFORD
houpen,houped,v%pt_pl,The Nun's Priest's Tale 3400,data/oxford_txts/NPT_oxford.txt,And therwithal thay skriked° and they houped;°,OXFORD
seien,sey,v%inf,The Nun's Priest's Tale 3425,data/oxford_txts/NPT_oxford.txt,"I shal sey sooth° to yow, God help me so.”",OXFORD
don,do,v%inf,The Nun's Priest's Tale 3430,data/oxford_txts/NPT_oxford.txt,Do me to° singe and winke with min yë.°,OXFORD
don,doon,v%inf,The Wife of Bath's Tale 881,data/oxford_txts/WBT_oxford.txt,And he ne wol doon hem but dishonour.,OXFORD
haven,han,v%inf,The Wife of Bath's Tale 892,data/oxford_txts/WBT_oxford.txt,"By cours of lawe, and sholde han lost his heed",OXFORD
chesen,chees,v%inf,The Wife of Bath's Tale 898,data/oxford_txts/WBT_oxford.txt,"To chees,° whether she wolde him save or spille.°",OXFORD
gon,gon,v%inf,The Wife of Bath's Tale 908,data/oxford_txts/WBT_oxford.txt,Yet wol I yeve thee leve° for to gon,OXFORD
don,do,v%inf,The Wife of Bath's Tale 936,data/oxford_txts/WBT_oxford.txt,"For to be free, and do right as us lest,°",OXFORD
willen,wol,v%pr_pl,The Wife of Bath's Tale 944,data/oxford_txts/WBT_oxford.txt,"We wol° been holden° wise, and clene of sinne.°",OXFORD
seien,seyn,v%pr_pl,The Wife of Bath's Tale 945,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, that greet delit han we",OXFORD
haven,han,v%pr_pl,The Wife of Bath's Tale 945,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, that greet delit han we",OXFORD
don,do,v%inf,The Wife of Bath's Tale 962,data/oxford_txts/WBT_oxford.txt,She nolde do that vileinie or sinne,OXFORD
haven,han,v%inf,The Wife of Bath's Tale 963,data/oxford_txts/WBT_oxford.txt,To make hir housbonde han so foul a name;,OXFORD
mouen,may,v%pr_pl,The Wife of Bath's Tale 979,data/oxford_txts/WBT_oxford.txt,"Heer may ye se, thogh we a time abide,°",OXFORD
connen,can,v%pr_pl,The Wife of Bath's Tale 980,data/oxford_txts/WBT_oxford.txt,"Yet out it moot,° we can no conseil° hide;",OXFORD
willen,wol,v%pr_pl,The Wife of Bath's Tale 981,data/oxford_txts/WBT_oxford.txt,The remenant of the tale if ye wol heere,OXFORD
comen,com,v%inf,The Wife of Bath's Tale 984,data/oxford_txts/WBT_oxford.txt,Whan that he saugh he might nat com therby,OXFORD
comen,com,v%ppl,The Wife of Bath's Tale 988,data/oxford_txts/WBT_oxford.txt,"The day was com that hoomward moste he tourne,°",OXFORD
seien,seyn,v%inf,The Wife of Bath's Tale 1006,data/oxford_txts/WBT_oxford.txt,"“I nam but deed,° but if° that I can seyn",OXFORD
connen,coud,v%pt_pl,The Wife of Bath's Tale 1008,data/oxford_txts/WBT_oxford.txt,"Coud ye me wisse,° I wold wel quit your hire.”°",OXFORD
quiten,quit,v%inf,The Wife of Bath's Tale 1008,data/oxford_txts/WBT_oxford.txt,"Coud ye me wisse,° I wold wel quit your hire.”°",OXFORD
seien,sey,v%inf,The Wife of Bath's Tale 1019,data/oxford_txts/WBT_oxford.txt,"That dar sey nay, of that I shal thee teche;",OXFORD
gon,go,v%inf,The Wife of Bath's Tale 1020,data/oxford_txts/WBT_oxford.txt,Lat us go forth withouten lenger speche.”,OXFORD
contrarien,contraried,v%pt_pl,The Wife of Bath's Tale 1044,data/oxford_txts/WBT_oxford.txt,"Ne widwe, that contraried° that he saide",OXFORD
gon,go,v%inf,The Wife of Bath's Tale 1061,data/oxford_txts/WBT_oxford.txt,"Tak al my good,° and lat my body go.”",OXFORD
seien,sey,v%inf,The Wife of Bath's Tale 1073,data/oxford_txts/WBT_oxford.txt,"¶Now wolden som men sey, paraventure",OXFORD
don,do,v%inf,The Wife of Bath's Tale 1115,data/oxford_txts/WBT_oxford.txt,To do the gentil dedes that he can,OXFORD
claimen,claim,v%pr_pl,The Wife of Bath's Tale 1120,data/oxford_txts/WBT_oxford.txt,"For which we claim to been of heigh parage,°",OXFORD
don,do,v%inf,The Wife of Bath's Tale 1138,data/oxford_txts/WBT_oxford.txt,They mighte do no vileinie or vice.,OXFORD
shitten,shet,v%inf,The Wife of Bath's Tale 1141,data/oxford_txts/WBT_oxford.txt,And lat men shet the dores and go thenne;°,OXFORD
gon,go,v%inf,The Wife of Bath's Tale 1141,data/oxford_txts/WBT_oxford.txt,And lat men shet the dores and go thenne;°,OXFORD
mouen,may,v%pr_pl,The Wife of Bath's Tale 1146,data/oxford_txts/WBT_oxford.txt,"¶“ ‘Heer may ye see wel, how that genterie°",OXFORD
mouen,may,v%pr_pl,The Wife of Bath's Tale 1150,data/oxford_txts/WBT_oxford.txt,"For, God it woot,° men may wel often finde",OXFORD
don,do,v%inf,The Wife of Bath's Tale 1151,data/oxford_txts/WBT_oxford.txt,A lordes son do shame and vileinie;,OXFORD
haven,han,v%inf,The Wife of Bath's Tale 1152,data/oxford_txts/WBT_oxford.txt,And he that wol han pris of° his gentrie,OXFORD
don,do,v%inf,The Wife of Bath's Tale 1155,data/oxford_txts/WBT_oxford.txt,And nil° himselven do no gentil dedis,OXFORD
shulen,shul,v%pr_pl,The Wife of Bath's Tale 1169,data/oxford_txts/WBT_oxford.txt,"Ther shul ye seen expres° that it no drede is,°",OXFORD
graunten,grant,v%inf,The Wife of Bath's Tale 1174,data/oxford_txts/WBT_oxford.txt,Grant me grace to liven vertuously.,OXFORD
seien,seyn,v%inf,The Wife of Bath's Tale 1184,data/oxford_txts/WBT_oxford.txt,This wol Senek and other clerkes seyn.,OXFORD
haven,han,v%inf,The Wife of Bath's Tale 1188,data/oxford_txts/WBT_oxford.txt,For he wolde han that° is nat in his might.,OXFORD
seien,seyn,v%pr_pl,The Wife of Bath's Tale 1210,data/oxford_txts/WBT_oxford.txt,"Seyn that men sholde an old wight° doon favour,°",OXFORD
don,doon,v%inf,The Wife of Bath's Tale 1210,data/oxford_txts/WBT_oxford.txt,"Seyn that men sholde an old wight° doon favour,°",OXFORD
seien,sey,v%pr_pl,The Wife of Bath's Tale 1213,data/oxford_txts/WBT_oxford.txt,"¶“Now ther° ye sey, that I am foul and old",OXFORD
ful-fillen,fulfill,v%inf,The Wife of Bath's Tale 1218,data/oxford_txts/WBT_oxford.txt,I shal fulfill your worldly° appetit.,OXFORD
haven,han,v%inf,The Wife of Bath's Tale 1220,data/oxford_txts/WBT_oxford.txt,To han me foul and old til that I deie,OXFORD
