headword,word,tag,line_number,filename,context,text_type,reason
haven,hadde,v%pt_1,The Nun's Priest's Tale 3120,data/oxford_txts/NPT_oxford.txt,"By God, I hadde lever° than my sherte",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,had,v%pt_pl,The Nun's Priest's Tale 3121,data/oxford_txts/NPT_oxford.txt,"That ye had rad° his legende, as have I.",OXFORD,Past plural must end in -en or -e
writen,writ,v%pr_3,The Nun's Priest's Tale 3123,data/oxford_txts/NPT_oxford.txt,"Macrobeus, that writ° the avisioun",OXFORD,Present 3rd sg must end in -th
shulen,shul,v%pr_pl,The Nun's Priest's Tale 3130,data/oxford_txts/NPT_oxford.txt,"Reed eek of° Joseph, and ther shul ye see",OXFORD,Present plural must end in -en or -e
willen,wol,v%pr_3,The Nun's Priest's Tale 3136,data/oxford_txts/NPT_oxford.txt,"Whoso wol seken actes° of sondry° remes,°",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Nun's Priest's Tale 3137,data/oxford_txts/NPT_oxford.txt,May rede of dremes many a wonder thing.,OXFORD,Present 3rd sg must end in -th
wenden,wente,v%pt_3,The Nun's Priest's Tale 3147,data/oxford_txts/NPT_oxford.txt,He wente for to fighte nathelees,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Nun's Priest's Tale 3150,data/oxford_txts/NPT_oxford.txt,"And eek it is ny day, I may nat dwelle.°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3165,data/oxford_txts/NPT_oxford.txt,"Madame, the sentence° of this Latin is—",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3166,data/oxford_txts/NPT_oxford.txt,Womman is mannes joye and al his blis.,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3169,data/oxford_txts/NPT_oxford.txt,"For that° our perche is maad so narwe, alas!",OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Nun's Priest's Tale 3194,data/oxford_txts/NPT_oxford.txt,That in the signe of Taurus hadde yronne°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Nun's Priest's Tale 3198,data/oxford_txts/NPT_oxford.txt,"“The sonne,” he saide, “is clomben° up on hevene",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3203,data/oxford_txts/NPT_oxford.txt,Ful is min herte of revel° and solas.”°,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3205,data/oxford_txts/NPT_oxford.txt,For ever the latter ende of joye is wo.,OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_3,The Nun's Priest's Tale 3206,data/oxford_txts/NPT_oxford.txt,God woot that worldly joye is sone ago;°,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3206,data/oxford_txts/NPT_oxford.txt,God woot that worldly joye is sone ago;°,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3212,data/oxford_txts/NPT_oxford.txt,As is the book of Launcelot de Lake,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Nun's Priest's Tale 3216,data/oxford_txts/NPT_oxford.txt,That in the grove hadde woned° yeres three,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%pr_pl,The Nun's Priest's Tale 3224,data/oxford_txts/NPT_oxford.txt,As gladly° doon thise homicides alle,OXFORD,Present plural must end in -en or -e
ben,be,v%pr_3,The Nun's Priest's Tale 3230,data/oxford_txts/NPT_oxford.txt,"O Chauntecleer, acursed be that morwe,°",OXFORD,Present 3rd sg must end in -th
moten,mot,v%pr_3,The Nun's Priest's Tale 3234,data/oxford_txts/NPT_oxford.txt,¶But what that God forwoot° mot nedes° be,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3236,data/oxford_txts/NPT_oxford.txt,"Witnesse on° him, that any perfit° clerk is",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3237,data/oxford_txts/NPT_oxford.txt,That in scole is gret altercacioun°,OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,The Nun's Priest's Tale 3241,data/oxford_txts/NPT_oxford.txt,As can the holy doctour Augustin,OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,The Nun's Priest's Tale 3246,data/oxford_txts/NPT_oxford.txt,"Or elles, if free chois be graunted me",OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Nun's Priest's Tale 3247,data/oxford_txts/NPT_oxford.txt,"To do that same thing, or do it noght",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Nun's Priest's Tale 3251,data/oxford_txts/NPT_oxford.txt,I wol not han to do of° swich matere;,OXFORD,Infinitive must end in -en or -e
mouen,may,v%pr_pl,The Nun's Priest's Tale 3252,data/oxford_txts/NPT_oxford.txt,"My tale is of a cok, as ye may here",OXFORD,Present plural must end in -en or -e
gon,go,v%inf,The Nun's Priest's Tale 3258,data/oxford_txts/NPT_oxford.txt,And made Adam fro paradis to go,OXFORD,Infinitive must end in -en or -e
mouen,may,v%pr_pl,The Nun's Priest's Tale 3264,data/oxford_txts/NPT_oxford.txt,And what thay seyn of wommen ye may here.,OXFORD,Present plural must end in -en or -e
sterten,sterte,v%pt_3,The Nun's Priest's Tale 3277,data/oxford_txts/NPT_oxford.txt,"But cride anon, “cok, cok,” and up he sterte,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Nun's Priest's Tale 3283,data/oxford_txts/NPT_oxford.txt,"He wolde han fled, but that° the fox anon",OXFORD,Infinitive must end in -en or -e
willen,wol,v%pr_pl,The Nun's Priest's Tale 3284,data/oxford_txts/NPT_oxford.txt,"Seid, “Gentil sire, allas! Wher wol ye gon?",OXFORD,Present plural must end in -en or -e
gon,gon,v%inf,The Nun's Priest's Tale 3284,data/oxford_txts/NPT_oxford.txt,"Seid, “Gentil sire, allas! Wher wol ye gon?",OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_3,The Nun's Priest's Tale 3294,data/oxford_txts/NPT_oxford.txt,"Than had Boece, or any that can singe.",OXFORD,Present 3rd sg must end in -th
heren,herde,v%pt_1,The Nun's Priest's Tale 3301,data/oxford_txts/NPT_oxford.txt,"Save° yow, I herde never man so singe",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
connen,con,v%pr_pl,The Nun's Priest's Tale 3321,data/oxford_txts/NPT_oxford.txt,"Let see, con ye° your fader countrefete?”°",OXFORD,Present plural must end in -en or -e
henten,hente,v%pt_3,The Nun's Priest's Tale 3335,data/oxford_txts/NPT_oxford.txt,And by the gargat° hente° Chauntecleer,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
slen,slain,v%ppl,The Nun's Priest's Tale 3348,data/oxford_txts/NPT_oxford.txt,"That, whan thy worthy king Richard was slain",OXFORD,Strong participle must end in -en or -e
slen,slain,v%ppl,The Nun's Priest's Tale 3352,data/oxford_txts/NPT_oxford.txt,(For on a Friday soothly° slain was he.),OXFORD,Strong participle must end in -en or -e
haven,had,v%pt_pl,The Nun's Priest's Tale 3361,data/oxford_txts/NPT_oxford.txt,Whan they had seyn° of Chauntecleer the sighte.,OXFORD,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3364,data/oxford_txts/NPT_oxford.txt,Whan that hir housbond hadde lost his lif,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
sterten,sterte,v%pt_3,The Nun's Priest's Tale 3367,data/oxford_txts/NPT_oxford.txt,"That wilfully into the fir she sterte,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
brennen,brende,v%pt_3,The Nun's Priest's Tale 3368,data/oxford_txts/NPT_oxford.txt,And brende° hirselven with a stedfast° herte.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
brennen,brende,v%pt_3,The Nun's Priest's Tale 3370,data/oxford_txts/NPT_oxford.txt,"As, whan that Nero brende° the citee",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
slen,slain,v%ppl,The Nun's Priest's Tale 3373,data/oxford_txts/NPT_oxford.txt,Withouten gilt this Nero hath hem slain.,OXFORD,Strong participle must end in -en or -e
gon,goon,v%inf,The Nun's Priest's Tale 3378,data/oxford_txts/NPT_oxford.txt,"And sien° the fox toward the grove goon,°",OXFORD,Infinitive must end in -en or -e
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3381,data/oxford_txts/NPT_oxford.txt,"Ha, ha, the fox!” and after him they ran",OXFORD,Past plural must end in -en or -e
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3385,data/oxford_txts/NPT_oxford.txt,"Ran cow and calf, and eek the verray° hogges",OXFORD,Past plural must end in -en or -e
breken,breke,v%pr_3,The Nun's Priest's Tale 3388,data/oxford_txts/NPT_oxford.txt,"They ronne so,° hem thoughte° hir herte breke.°",OXFORD,Present 3rd sg must end in -th
poupen,pouped,v%pt_pl,The Nun's Priest's Tale 3399,data/oxford_txts/NPT_oxford.txt,"Of horn, of boon,° in which they blewe and pouped,°",OXFORD,Past plural must end in -en or -e
houpen,houped,v%pt_pl,The Nun's Priest's Tale 3400,data/oxford_txts/NPT_oxford.txt,And therwithal thay skriked° and they houped;°,OXFORD,Past plural must end in -en or -e
helpen,helpe,v%pr_3,The Nun's Priest's Tale 3408,data/oxford_txts/NPT_oxford.txt,Yet sholde° I seyn (as wis God helpe° me),OXFORD,Present 3rd sg must end in -th
fallen,falle,v%pr_3,The Nun's Priest's Tale 3410,data/oxford_txts/NPT_oxford.txt,A verray° pestilence° upon yow falle!,OXFORD,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Nun's Priest's Tale 3412,data/oxford_txts/NPT_oxford.txt,"Maugree your heed,° the cok shal heer abide;°",OXFORD,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Nun's Priest's Tale 3414,data/oxford_txts/NPT_oxford.txt,"¶The fox answerde, “In feith, it shal be don,”—",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Nun's Priest's Tale 3425,data/oxford_txts/NPT_oxford.txt,"I shal sey sooth° to yow, God help me so.”",OXFORD,Infinitive must end in -en or -e
helpen,help,v%pr_3,The Nun's Priest's Tale 3425,data/oxford_txts/NPT_oxford.txt,"I shal sey sooth° to yow, God help me so.”",OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Nun's Priest's Tale 3430,data/oxford_txts/NPT_oxford.txt,Do me to° singe and winke with min yë.°,OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Nun's Priest's Tale 3434,data/oxford_txts/NPT_oxford.txt,"That is so undiscreet of° governaunce,°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3436,data/oxford_txts/NPT_oxford.txt,"Lo, swich it is for to be recchelees,°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3441,data/oxford_txts/NPT_oxford.txt,"For Seint Paul seith, that al that writen is",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3442,data/oxford_txts/NPT_oxford.txt,"To° our doctrine it is ywrite,° ywis.°",OXFORD,Present 3rd sg must end in -th
ben,be,v%pr_3,The Nun's Priest's Tale 3444,data/oxford_txts/NPT_oxford.txt,"Now, goode God, if that it be° thy wille",OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,The Wife of Bath's Tale 864,data/oxford_txts/WBT_oxford.txt,But now can no man see none elves mo.,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 880,data/oxford_txts/WBT_oxford.txt,Ther is noon other incubus° but he,OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Wife of Bath's Tale 881,data/oxford_txts/WBT_oxford.txt,And he ne wol doon hem but dishonour.,OXFORD,Present 3rd sg must end in -th
don,doon,v%inf,The Wife of Bath's Tale 881,data/oxford_txts/WBT_oxford.txt,And he ne wol doon hem but dishonour.,OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 892,data/oxford_txts/WBT_oxford.txt,"By cours of lawe, and sholde han lost his heed",OXFORD,Infinitive must end in -en or -e
chesen,chees,v%inf,The Wife of Bath's Tale 898,data/oxford_txts/WBT_oxford.txt,"To chees,° whether she wolde him save or spille.°",OXFORD,Infinitive must end in -en or -e
gon,gon,v%inf,The Wife of Bath's Tale 908,data/oxford_txts/WBT_oxford.txt,Yet wol I yeve thee leve° for to gon,OXFORD,Infinitive must end in -en or -e
mouen,may,v%pr_3,The Wife of Bath's Tale 914,data/oxford_txts/WBT_oxford.txt,But what! he may nat do al as him liketh.°,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 936,data/oxford_txts/WBT_oxford.txt,"For to be free, and do right as us lest,°",OXFORD,Infinitive must end in -en or -e
listen,lest,v%pr_3,The Wife of Bath's Tale 936,data/oxford_txts/WBT_oxford.txt,"For to be free, and do right as us lest,°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 939,data/oxford_txts/WBT_oxford.txt,"For trewely, ther is noon of us alle",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Wife of Bath's Tale 940,data/oxford_txts/WBT_oxford.txt,"If any wight° wol clawe us on the galle,°",OXFORD,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Wife of Bath's Tale 942,data/oxford_txts/WBT_oxford.txt,"Assay, and he shal finde it that so dooth.",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Wife of Bath's Tale 944,data/oxford_txts/WBT_oxford.txt,"We wol° been holden° wise, and clene of sinne.°",OXFORD,Present plural must end in -en or -e
seien,seyn,v%pr_pl,The Wife of Bath's Tale 945,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, that greet delit han we",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Tale 945,data/oxford_txts/WBT_oxford.txt,"¶And somme seyn, that greet delit han we",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 949,data/oxford_txts/WBT_oxford.txt,But that tale is nat worth a rake-stele;°,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 962,data/oxford_txts/WBT_oxford.txt,She nolde do that vileinie or sinne,OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 963,data/oxford_txts/WBT_oxford.txt,To make hir housbonde han so foul a name;,OXFORD,Infinitive must end in -en or -e
dien,dide,v%pt_3,The Wife of Bath's Tale 965,data/oxford_txts/WBT_oxford.txt,"But nathelees, hir thoughte° that she dide,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
durren,dorste,v%pt_3,The Wife of Bath's Tale 969,data/oxford_txts/WBT_oxford.txt,And sith° she dorste° telle it to no man,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Wife of Bath's Tale 977,data/oxford_txts/WBT_oxford.txt,"Now is min herte all hool, now is it oute;",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_pl,The Wife of Bath's Tale 979,data/oxford_txts/WBT_oxford.txt,"Heer may ye se, thogh we a time abide,°",OXFORD,Present plural must end in -en or -e
moten,moot,v%pr_3,The Wife of Bath's Tale 980,data/oxford_txts/WBT_oxford.txt,"Yet out it moot,° we can no conseil° hide;",OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_pl,The Wife of Bath's Tale 980,data/oxford_txts/WBT_oxford.txt,"Yet out it moot,° we can no conseil° hide;",OXFORD,Present plural must end in -en or -e
willen,wol,v%pr_pl,The Wife of Bath's Tale 981,data/oxford_txts/WBT_oxford.txt,The remenant of the tale if ye wol heere,OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 983,data/oxford_txts/WBT_oxford.txt,"¶This knight, of which my tale is specially",OXFORD,Present 3rd sg must end in -th
comen,com,v%inf,The Wife of Bath's Tale 984,data/oxford_txts/WBT_oxford.txt,Whan that he saugh he might nat com therby,OXFORD,Infinitive must end in -en or -e
comen,com,v%ppl,The Wife of Bath's Tale 988,data/oxford_txts/WBT_oxford.txt,"The day was com that hoomward moste he tourne,°",OXFORD,Strong participle must end in -en or -e
mouen,may,v%pr_3,The Wife of Bath's Tale 999,data/oxford_txts/WBT_oxford.txt,A fouler wight° ther may no man devise.°,OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Wife of Bath's Tale 1003,data/oxford_txts/WBT_oxford.txt,Paraventure it may the bettre be;,OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_3,The Wife of Bath's Tale 1004,data/oxford_txts/WBT_oxford.txt,"Thise olde folk can muchel thing,”° quod she.",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Wife of Bath's Tale 1006,data/oxford_txts/WBT_oxford.txt,"“I nam but deed,° but if° that I can seyn",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1007,data/oxford_txts/WBT_oxford.txt,What thing it is that wommen most desire;,OXFORD,Present 3rd sg must end in -th
connen,coud,v%pt_pl,The Wife of Bath's Tale 1008,data/oxford_txts/WBT_oxford.txt,"Coud ye me wisse,° I wold wel quit your hire.”°",OXFORD,Past plural must end in -en or -e
quiten,quit,v%inf,The Wife of Bath's Tale 1008,data/oxford_txts/WBT_oxford.txt,"Coud ye me wisse,° I wold wel quit your hire.”°",OXFORD,Infinitive must end in -en or -e
ben,be,v%pr_3,The Wife of Bath's Tale 1012,data/oxford_txts/WBT_oxford.txt,And I wol telle it yow er it be night.”,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1015,data/oxford_txts/WBT_oxford.txt,"Thy lif is sauf, for I wol stonde therby",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Wife of Bath's Tale 1016,data/oxford_txts/WBT_oxford.txt,"Upon my lif, the queen wol seye as I.°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1017,data/oxford_txts/WBT_oxford.txt,Lat see which is the proudeste of hem alle,OXFORD,Present 3rd sg must end in -th
durren,dar,v%pr_3,The Wife of Bath's Tale 1019,data/oxford_txts/WBT_oxford.txt,"That dar sey nay, of that I shal thee teche;",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Wife of Bath's Tale 1019,data/oxford_txts/WBT_oxford.txt,"That dar sey nay, of that I shal thee teche;",OXFORD,Infinitive must end in -en or -e
gon,go,v%inf,The Wife of Bath's Tale 1020,data/oxford_txts/WBT_oxford.txt,Lat us go forth withouten lenger speche.”,OXFORD,Infinitive must end in -en or -e
answeren,answerde,v%pt_3,The Wife of Bath's Tale 1035,data/oxford_txts/WBT_oxford.txt,But to his questioun anon° answerde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,The Wife of Bath's Tale 1036,data/oxford_txts/WBT_oxford.txt,"With manly vois, that al the court it herde:",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Wife of Bath's Tale 1041,data/oxford_txts/WBT_oxford.txt,"This is your most desir, thogh ye me kille.",OXFORD,Present 3rd sg must end in -th
contrarien,contraried,v%pt_pl,The Wife of Bath's Tale 1044,data/oxford_txts/WBT_oxford.txt,"Ne widwe, that contraried° that he saide",OXFORD,Past plural must end in -en or -e
departen,departe,v%pr_3,The Wife of Bath's Tale 1049,data/oxford_txts/WBT_oxford.txt,"Er that your court departe, do me right.°",OXFORD,Present 3rd sg must end in -th
techen,taughte,v%pt_1,The Wife of Bath's Tale 1050,data/oxford_txts/WBT_oxford.txt,I taughte this answere unto the knight;,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
gon,go,v%inf,The Wife of Bath's Tale 1061,data/oxford_txts/WBT_oxford.txt,"Tak al my good,° and lat my body go.”",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1065,data/oxford_txts/WBT_oxford.txt,"That under erthe is grave, or lith above",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Wife of Bath's Tale 1073,data/oxford_txts/WBT_oxford.txt,"¶Now wolden som men sey, paraventure",OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1089,data/oxford_txts/WBT_oxford.txt,Is this the lawe of king Arthures hous?,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1096,data/oxford_txts/WBT_oxford.txt,"What is my gilt? for Goddes love, tel it",OXFORD,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Wife of Bath's Tale 1097,data/oxford_txts/WBT_oxford.txt,"And it shal been amended, if I may.”",OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Wife of Bath's Tale 1099,data/oxford_txts/WBT_oxford.txt,It wol nat been amended never mo!,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1102,data/oxford_txts/WBT_oxford.txt,"That litel wonder is, thogh I walwe and winde.°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1104,data/oxford_txts/WBT_oxford.txt,"¶“Is this,” quod she, “the cause of your unreste?”",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1105,data/oxford_txts/WBT_oxford.txt,"“Ye, certainly,” quod he, “no wonder is.”",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1110,data/oxford_txts/WBT_oxford.txt,As is descended out of old richesse,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1112,data/oxford_txts/WBT_oxford.txt,Swich arrogance is nat worth an hen.,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1113,data/oxford_txts/WBT_oxford.txt,Lok who that is most vertuous alway,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 1115,data/oxford_txts/WBT_oxford.txt,To do the gentil dedes that he can,OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_3,The Wife of Bath's Tale 1115,data/oxford_txts/WBT_oxford.txt,To do the gentil dedes that he can,OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Wife of Bath's Tale 1117,data/oxford_txts/WBT_oxford.txt,Crist wol° we claime of° him our gentillesse,OXFORD,Present 3rd sg must end in -th
claimen,claim,v%pr_pl,The Wife of Bath's Tale 1120,data/oxford_txts/WBT_oxford.txt,"For which we claim to been of heigh parage,°",OXFORD,Present plural must end in -en or -e
connen,can,v%pr_3,The Wife of Bath's Tale 1125,data/oxford_txts/WBT_oxford.txt,¶“Wel can the wise poete of Florence,OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1127,data/oxford_txts/WBT_oxford.txt,Lo in swich maner rim° is Dantes tale:,OXFORD,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Wife of Bath's Tale 1130,data/oxford_txts/WBT_oxford.txt,Wol that of him° we claime our gentillesse’;,OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Wife of Bath's Tale 1132,data/oxford_txts/WBT_oxford.txt,"But temporel° thing, that man may hurte° and maime.°",OXFORD,Present 3rd sg must end in -th
witen,wot,v%pr_3,The Wife of Bath's Tale 1133,data/oxford_txts/WBT_oxford.txt,¶“ ‘Eek every wight° wot° this as wel as I,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 1138,data/oxford_txts/WBT_oxford.txt,They mighte do no vileinie or vice.,OXFORD,Infinitive must end in -en or -e
shitten,shet,v%inf,The Wife of Bath's Tale 1141,data/oxford_txts/WBT_oxford.txt,And lat men shet the dores and go thenne;°,OXFORD,Infinitive must end in -en or -e
gon,go,v%inf,The Wife of Bath's Tale 1141,data/oxford_txts/WBT_oxford.txt,And lat men shet the dores and go thenne;°,OXFORD,Infinitive must end in -en or -e
willen,wol,v%pr_3,The Wife of Bath's Tale 1142,data/oxford_txts/WBT_oxford.txt,"Yet wol the fir as faire lie° and brenne,°",OXFORD,Present 3rd sg must end in -th
dien,die,v%pr_3,The Wife of Bath's Tale 1145,data/oxford_txts/WBT_oxford.txt,"Up peril of my lif, til that it die.",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_pl,The Wife of Bath's Tale 1146,data/oxford_txts/WBT_oxford.txt,"¶“ ‘Heer may ye see wel, how that genterie°",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1147,data/oxford_txts/WBT_oxford.txt,Is nat annexed to possessioun,OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_3,The Wife of Bath's Tale 1150,data/oxford_txts/WBT_oxford.txt,"For, God it woot,° men may wel often finde",OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_pl,The Wife of Bath's Tale 1150,data/oxford_txts/WBT_oxford.txt,"For, God it woot,° men may wel often finde",OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Wife of Bath's Tale 1151,data/oxford_txts/WBT_oxford.txt,A lordes son do shame and vileinie;,OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 1152,data/oxford_txts/WBT_oxford.txt,And he that wol han pris of° his gentrie,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Tale 1154,data/oxford_txts/WBT_oxford.txt,And hadde hise eldres noble and vertuous,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Wife of Bath's Tale 1155,data/oxford_txts/WBT_oxford.txt,And nil° himselven do no gentil dedis,OXFORD,Infinitive must end in -en or -e
ben,be,v%pr_3,The Wife of Bath's Tale 1157,data/oxford_txts/WBT_oxford.txt,"He nis nat gentil, be he duk or erl;",OXFORD,Present 3rd sg must end in -th
shulen,shul,v%pr_pl,The Wife of Bath's Tale 1169,data/oxford_txts/WBT_oxford.txt,"Ther shul ye seen expres° that it no drede is,°",OXFORD,Present plural must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1169,data/oxford_txts/WBT_oxford.txt,"Ther shul ye seen expres° that it no drede is,°",OXFORD,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Tale 1170,data/oxford_txts/WBT_oxford.txt,That he is gentil that doth gentil dedis;,OXFORD,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Wife of Bath's Tale 1173,data/oxford_txts/WBT_oxford.txt,"Yet may the hye God, and so hope I",OXFORD,Present 3rd sg must end in -th
graunten,grant,v%inf,The Wife of Bath's Tale 1174,data/oxford_txts/WBT_oxford.txt,Grant me grace to liven vertuously.,OXFORD,Infinitive must end in -en or -e
willen,wol,v%pr_3,The Wife of Bath's Tale 1184,data/oxford_txts/WBT_oxford.txt,This wol Senek and other clerkes seyn.,OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Wife of Bath's Tale 1184,data/oxford_txts/WBT_oxford.txt,This wol Senek and other clerkes seyn.,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Tale 1186,data/oxford_txts/WBT_oxford.txt,"I holde° him riche, al° hadde he nat a sherte.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Wife of Bath's Tale 1188,data/oxford_txts/WBT_oxford.txt,For he wolde han that° is nat in his might.,OXFORD,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Tale 1188,data/oxford_txts/WBT_oxford.txt,For he wolde han that° is nat in his might.,OXFORD,Present 3rd sg must end in -th
