headword,word,tag,line_number,filename,context,text_type,reason
loven,loved,v%pt_pl,The Wife of Bath's Prologue 207,data/oxford_txts/WBPro_oxford.txt,"They loved me so wel, by God above",OXFORD,Past plural must end in -en or -e
haven,hadde,v%pt_1,The Wife of Bath's Prologue 211,data/oxford_txts/WBPro_oxford.txt,But sith° I hadde hem hoolly° in min hond,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,had,v%pt_pl,The Wife of Bath's Prologue 212,data/oxford_txts/WBPro_oxford.txt,And sith they had me yeven° all hir lond,OXFORD,Past plural must end in -en or -e
setten,sette,v%pt_1,The Wife of Bath's Prologue 215,data/oxford_txts/WBPro_oxford.txt,"I sette hem so awerke, by my fey,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
bringen,bring,v%inf,The Wife of Bath's Prologue 221,data/oxford_txts/WBPro_oxford.txt,To bring me gaye thinges fro the faire.,OXFORD,Infinitive must end in -en or -e
chiden,chidde,v%pt_1,The Wife of Bath's Prologue 223,data/oxford_txts/WBPro_oxford.txt,"For God it woot,° I chidde° hem spitously.°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
rounen,rown,v%pr_pl,The Wife of Bath's Prologue 241,data/oxford_txts/WBPro_oxford.txt,What rown° ye with our maide? benedicite!°,OXFORD,Present plural must end in -en or -e
loken,lok,v%inf,The Wife of Bath's Prologue 317,data/oxford_txts/WBPro_oxford.txt,"I trow,° thou woldest lok° me in thy chiste!",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Wife of Bath's Prologue 341,data/oxford_txts/WBPro_oxford.txt,And sey thise wordes in the apostles name,OXFORD,Infinitive must end in -en or -e
appareillen,apparail,v%inf,The Wife of Bath's Prologue 343,data/oxford_txts/WBPro_oxford.txt,"Ye wommen shul apparail yow,” quod he",OXFORD,Infinitive must end in -en or -e
kepen,keep,v%inf,The Wife of Bath's Prologue 360,data/oxford_txts/WBPro_oxford.txt,"In feith, he shal nat keep me but me lest;°",OXFORD,Infinitive must end in -en or -e
grinden,grint,v%pr_3,The Wife of Bath's Prologue 389,data/oxford_txts/WBPro_oxford.txt,"Whoso that first to mille comth, first grint;°",OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Prologue 408,data/oxford_txts/WBPro_oxford.txt,Ther wolde I chide and do hem no plesaunce;,OXFORD,Infinitive must end in -en or -e
quiten,quitte,v%pt_1,The Wife of Bath's Prologue 422,data/oxford_txts/WBPro_oxford.txt,"For by my trouthe, I quitte° hem word for word.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
helpen,help,v%pr_3,The Wife of Bath's Prologue 423,data/oxford_txts/WBPro_oxford.txt,As help me verray God omnipotent,OXFORD,Present 3rd sg must end in -th
moten,most,v%pt_pl,The Wife of Bath's Prologue 427,data/oxford_txts/WBPro_oxford.txt,"That they most yeve it up,° as for the beste;",OXFORD,Past plural must end in -en or -e
haven,had,v%pt_pl,The Wife of Bath's Prologue 428,data/oxford_txts/WBPro_oxford.txt,Or elles had we never been in reste.,OXFORD,Past plural must end in -en or -e
ba,ba,v%inf,The Wife of Bath's Prologue 433,data/oxford_txts/WBPro_oxford.txt,"Com neer, my spouse, lat me ba° thy cheke!",OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_pl,The Wife of Bath's Prologue 437,data/oxford_txts/WBPro_oxford.txt,"Suffreth° alwey, sin ye so wel can preche;",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Prologue 454,data/oxford_txts/WBPro_oxford.txt,"This is to seyn, he hadde a paramour;°",OXFORD,Infinitive must end in -en or -e
gon,go,v%pr_3,The Wife of Bath's Prologue 476,data/oxford_txts/WBPro_oxford.txt,"Lat go, farwel, the devel go therwith!",OXFORD,Present 3rd sg must end in -th
twisten,twiste,v%pt_1,The Wife of Bath's Prologue 494,data/oxford_txts/WBPro_oxford.txt,"In many wise, how sore° I him twiste.°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
faren,far,v%inf,The Wife of Bath's Prologue 501,data/oxford_txts/WBPro_oxford.txt,"Lat him far wel, God yeve his soule reste",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Prologue 510,data/oxford_txts/WBPro_oxford.txt,"Whan that he wolde han my bele chose,°",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Prologue 535,data/oxford_txts/WBPro_oxford.txt,Or doon a thing that sholde han cost his lif,OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Prologue 538,data/oxford_txts/WBPro_oxford.txt,I wolde han told his conseil every del.,OXFORD,Infinitive must end in -en or -e
wenden,wente,v%pt_1,The Wife of Bath's Prologue 544,data/oxford_txts/WBPro_oxford.txt,(So often times I to my gossib wente,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_1,The Wife of Bath's Prologue 549,data/oxford_txts/WBPro_oxford.txt,"And I myself, into the feldes wente.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
walken,walked,v%pt_pl,The Wife of Bath's Prologue 564,data/oxford_txts/WBPro_oxford.txt,"I sey, that in the feeldes walked we",OXFORD,Past plural must end in -en or -e
haven,had,v%pt_pl,The Wife of Bath's Prologue 565,data/oxford_txts/WBPro_oxford.txt,"Til trewely we had swich daliance,°",OXFORD,Past plural must end in -en or -e
failen,faille,v%pr_3,The Wife of Bath's Prologue 574,data/oxford_txts/WBPro_oxford.txt,"And if that faille, thanne is al ydo.°",OXFORD,Present 3rd sg must end in -th
techen,taughte,v%pt_3,The Wife of Bath's Prologue 576,data/oxford_txts/WBPro_oxford.txt,My dame° taughte me that soutiltee.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Wife of Bath's Prologue 578,data/oxford_txts/WBPro_oxford.txt,"He wolde han slain me as I lay upright,°",OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Wife of Bath's Prologue 578,data/oxford_txts/WBPro_oxford.txt,"He wolde han slain me as I lay upright,°",OXFORD,Strong participle must end in -en or -e
don,do,v%inf,The Wife of Bath's Prologue 580,data/oxford_txts/WBPro_oxford.txt,But yet I hope that ye shal do me good;,OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Prologue 585,data/oxford_txts/WBPro_oxford.txt,"¶“But now sir, lat me see, what I shal seyn?",OXFORD,Infinitive must end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 596,data/oxford_txts/WBPro_oxford.txt,"As help me God, whan that I saugh him go",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Wife of Bath's Prologue 601,data/oxford_txts/WBPro_oxford.txt,"And I was fourty, if I shal sey sooth;",OXFORD,Infinitive must end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 605,data/oxford_txts/WBPro_oxford.txt,"As help me God, I was a lusty oon",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Wife of Bath's Prologue 654,data/oxford_txts/WBPro_oxford.txt,"Than wolde he sey right thus, withouten doute",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Wife of Bath's Prologue 666,data/oxford_txts/WBPro_oxford.txt,"¶“Now wol I sey yow sooth, by Seint Thomas",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Prologue 694,data/oxford_txts/WBPro_oxford.txt,"As clerkes han withinne hir oratories,°",OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Wife of Bath's Prologue 707,data/oxford_txts/WBPro_oxford.txt,"The clerk, whan he is old, and may noght do",OXFORD,Infinitive must end in -en or -e
sitten,sit,v%pr_3,The Wife of Bath's Prologue 709,data/oxford_txts/WBPro_oxford.txt,"Than sit he doun, and writ in his dotage",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Wife of Bath's Prologue 731,data/oxford_txts/WBPro_oxford.txt,"He wiped his heed, namore dorste° he seyn",OXFORD,Infinitive must end in -en or -e
stinten,stinte,v%pr_3,The Wife of Bath's Prologue 732,data/oxford_txts/WBPro_oxford.txt,"But ‘Er that thonder° stinte,° comth a rein.’",OXFORD,Present 3rd sg must end in -th
hongen,hanged,v%pt_pl,The Wife of Bath's Prologue 761,data/oxford_txts/WBPro_oxford.txt,Hanged hemself for° herte despitous.°,OXFORD,Past plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Prologue 766,data/oxford_txts/WBPro_oxford.txt,That somme han slain hir housbonds in hir bed,OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Prologue 769,data/oxford_txts/WBPro_oxford.txt,And somme han drive nailes in hir brain,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Wife of Bath's Prologue 798,data/oxford_txts/WBPro_oxford.txt,"He was agast,° and wolde han fled his way",OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Wife of Bath's Prologue 800,data/oxford_txts/WBPro_oxford.txt,"‘O! hastow slain me, false theef?’° I seide",OXFORD,Strong participle must end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 805,data/oxford_txts/WBPro_oxford.txt,"As help me God, I shal thee never smite;°",OXFORD,Present 3rd sg must end in -th
haven,han,v%inf,The Wife of Bath's Prologue 814,data/oxford_txts/WBPro_oxford.txt,To han the governance of hous and lond,OXFORD,Infinitive must end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 823,data/oxford_txts/WBPro_oxford.txt,"God help me so, I was to him as kinde",OXFORD,Present 3rd sg must end in -th
seien,sey,v%inf,The Wife of Bath's Prologue 828,data/oxford_txts/WBPro_oxford.txt,"Now wol I sey my tale, if ye wol here.”",OXFORD,Infinitive must end in -en or -e
sitten,sit,v%inf,The Wife of Bath's Prologue 838,data/oxford_txts/WBPro_oxford.txt,"What! amble,° or trotte, or pees,° or go sit doun;",OXFORD,Infinitive must end in -en or -e
crien,cride,v%pt_3,The Wife of Bath's Prologue 850,data/oxford_txts/WBPro_oxford.txt,¶Our Hoste cride “Pees! and that anoon!”°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Reeve's Tale 3942,data/oxford_txts/RvT_oxford.txt,"¶A wif he hadde, ycomen of noble kin;",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Reeve's Tale 3955,data/oxford_txts/RvT_oxford.txt,And Simkin hadde hosen° of the same.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_3,The Reeve's Tale 3957,data/oxford_txts/RvT_oxford.txt,Was noon so hardy° that wente by the weye,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
faren,fares,v%pr_pl,The Reeve's Tale 4023,data/oxford_txts/RvT_oxford.txt,How fares thy faire doghter and thy wif?”,OXFORD,Present plural must end in -en or -e
haven,has,v%pr_3,The Reeve's Tale 4026,data/oxford_txts/RvT_oxford.txt,"“Simond,” quod John, “by God, nede has na peer;°",OXFORD,Present 3rd sg must end in -th
seien,sayn,v%pr_pl,The Reeve's Tale 4028,data/oxford_txts/RvT_oxford.txt,"Or els he is a fool, as clerkes sayn.",OXFORD,Present plural must end in -en or -e
don,doon,v%inf,The Reeve's Tale 4035,data/oxford_txts/RvT_oxford.txt,What wol ye doon whil that it is in hande?”°,OXFORD,Infinitive must end in -en or -e
waggen,wagges,v%pr_3,The Reeve's Tale 4039,data/oxford_txts/RvT_oxford.txt,How that the hoper wagges til and fra.”°,OXFORD,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,The Reeve's Tale 4040,data/oxford_txts/RvT_oxford.txt,"¶Alein answerde, “John, and wiltow swa,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
fallen,falles,v%pr_3,The Reeve's Tale 4042,data/oxford_txts/RvT_oxford.txt,And se how that the mele falles doun,OXFORD,Present 3rd sg must end in -th
ben,ar,v%pr_pl,The Reeve's Tale 4045,data/oxford_txts/RvT_oxford.txt,I is as ille a miller as ar ye.”°,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Reeve's Tale 4083,data/oxford_txts/RvT_oxford.txt,And he that bettre sholde han knit the reine.”°,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Reeve's Tale 4090,data/oxford_txts/RvT_oxford.txt,¶This sely° clerkes han ful faste yronne,OXFORD,Present plural must end in -en or -e
stelen,stoln,v%ppl,The Reeve's Tale 4111,data/oxford_txts/RvT_oxford.txt,"Our corn is stoln, men wil us foles calle",OXFORD,Strong participle must end in -en or -e
mouen,might,v%pt_pl,The Reeve's Tale 4117,data/oxford_txts/RvT_oxford.txt,"For it was night, and forther might they noght;",OXFORD,Past plural must end in -en or -e
bisechen,bisoght,v%pt_pl,The Reeve's Tale 4118,data/oxford_txts/RvT_oxford.txt,"But, for the love of God, they him bisoght",OXFORD,Past plural must end in -en or -e
haven,han,v%pr_pl,The Reeve's Tale 4122,data/oxford_txts/RvT_oxford.txt,"Min hous is streit,° but ye han lerned art;°",OXFORD,Present plural must end in -en or -e
connen,kan,v%pr_pl,The Reeve's Tale 4123,data/oxford_txts/RvT_oxford.txt,Ye kan by argumentes make a place,OXFORD,Present plural must end in -en or -e
taken,taa,v%inf,The Reeve's Tale 4130,data/oxford_txts/RvT_oxford.txt,"Slik° as he finds, or taa° slik as he bringes.",OXFORD,Infinitive must end in -en or -e
bringen,bringes,v%pr_3,The Reeve's Tale 4130,data/oxford_txts/RvT_oxford.txt,"Slik° as he finds, or taa° slik as he bringes.",OXFORD,Present 3rd sg must end in -th
fallen,falle,v%pr_3,The Reeve's Tale 4172,data/oxford_txts/RvT_oxford.txt,A wilde fir° upon thair bodies falle!°,OXFORD,Present 3rd sg must end in -th
tiden,tides,v%pr_3,The Reeve's Tale 4175,data/oxford_txts/RvT_oxford.txt,This lange night ther tides° me na reste;,OXFORD,Present 3rd sg must end in -th
haven,has,v%pr_3,The Reeve's Tale 4179,data/oxford_txts/RvT_oxford.txt,Som esement° has lawe yshapen us;°,OXFORD,Present 3rd sg must end in -th
seien,sayes,v%pr_3,The Reeve's Tale 4180,data/oxford_txts/RvT_oxford.txt,"For John, ther is a law that sayes thus",OXFORD,Present 3rd sg must end in -th
stelen,stoln,v%ppl,The Reeve's Tale 4183,data/oxford_txts/RvT_oxford.txt,"Our corn is stoln, soothly, it is na nay",OXFORD,Strong participle must end in -en or -e
crepen,crepte,v%pt_3,The Reeve's Tale 4193,data/oxford_txts/RvT_oxford.txt,"And up he rist, and by the wenche he crepte.",OXFORD,Strong pt sg must not end in -en or -e
slepen,slepte,v%pt_3,The Reeve's Tale 4194,data/oxford_txts/RvT_oxford.txt,"This wenche lay upright,° and faste slepte",OXFORD,Strong pt sg must not end in -en or -e
seien,sein,v%inf,The Reeve's Tale 4197,data/oxford_txts/RvT_oxford.txt,"And shortly for to sein, they were aton;°",OXFORD,Infinitive must end in -en or -e
seien,sein,v%inf,The Reeve's Tale 4202,data/oxford_txts/RvT_oxford.txt,Now may I sein that I is but an ape.°,OXFORD,Infinitive must end in -en or -e
haven,has,v%pr_3,The Reeve's Tale 4203,data/oxford_txts/RvT_oxford.txt,Yet has my felaw somwhat for his harm;,OXFORD,Present 3rd sg must end in -th
haven,has,v%pr_3,The Reeve's Tale 4204,data/oxford_txts/RvT_oxford.txt,He has the milleris doghter in his arm.,OXFORD,Present 3rd sg must end in -th
wenden,wente,v%pt_3,The Reeve's Tale 4211,data/oxford_txts/RvT_oxford.txt,And up he roos and softely he wente,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
henten,hente,v%pt_3,The Reeve's Tale 4212,data/oxford_txts/RvT_oxford.txt,"Unto the cradle and in his hand it hente,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Reeve's Tale 4227,data/oxford_txts/RvT_oxford.txt,"And lith° ful stille, and wolde han caught a sleep.",OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Reeve's Tale 4230,data/oxford_txts/RvT_oxford.txt,So mirie a fit° ne hadde she nat ful yore;°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Reeve's Tale 4232,data/oxford_txts/RvT_oxford.txt,This joly lif han thise two clerkes lad°,OXFORD,Present plural must end in -en or -e
kepen,kepe,v%pr_3,The Reeve's Tale 4247,data/oxford_txts/RvT_oxford.txt,"And, goode lemman, God thee save and kepe!”°",OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Knight's Tale 864,data/oxford_txts/KnT_oxford.txt,Ful many a riche contree hadde he wonne;,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
wedden,weddede,v%pt_3,The Knight's Tale 868,data/oxford_txts/KnT_oxford.txt,And weddede the quene Ipolita,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,The Knight's Tale 902,data/oxford_txts/KnT_oxford.txt,That herde swich another weimentinge;°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Knight's Tale 913,data/oxford_txts/KnT_oxford.txt,When° she hadde swowned° with a deedly chere,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Knight's Tale 929,data/oxford_txts/KnT_oxford.txt,We han ben waitinge al this fourtenight;,OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Knight's Tale 942,data/oxford_txts/KnT_oxford.txt,"To do the dede bodies vileinie,°",OXFORD,Infinitive must end in -en or -e
sterten,sterte,v%pt_3,The Knight's Tale 952,data/oxford_txts/KnT_oxford.txt,¶This gentil duk doun from his courser° sterte,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,The Knight's Tale 953,data/oxford_txts/KnT_oxford.txt,"With herte pitous, whan he herde hem speke.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
henten,hente,v%pt_3,The Knight's Tale 957,data/oxford_txts/KnT_oxford.txt,"And in his armes he hem alle up hente,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Knight's Tale 960,data/oxford_txts/KnT_oxford.txt,He wolde doon so ferforthly his might,OXFORD,Infinitive must end in -en or -e
riden,rit,v%pr_3,The Knight's Tale 981,data/oxford_txts/KnT_oxford.txt,"Thus rit this duk, thus rit this conquerour",OXFORD,Present 3rd sg must end in -th
riden,rit,v%pr_3,The Knight's Tale 981,data/oxford_txts/KnT_oxford.txt,"Thus rit this duk, thus rit this conquerour",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Knight's Tale 1020,data/oxford_txts/KnT_oxford.txt,"Out of the tas° the pilours han hem torn,°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Knight's Tale 1021,data/oxford_txts/KnT_oxford.txt,And han hem caried softe unto the tente,OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Knight's Tale 1040,data/oxford_txts/KnT_oxford.txt,"Er it were day, as was hir wone° to do",OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Knight's Tale 1047,data/oxford_txts/KnT_oxford.txt,"To doon honour to May, and for to rise.",OXFORD,Infinitive must end in -en or -e
heren,herde,v%pt_3,The Knight's Tale 1123,data/oxford_txts/KnT_oxford.txt,"¶This Palamon, whan he tho° wordes herde",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Knight's Tale 1124,data/oxford_txts/KnT_oxford.txt,"Dispitously° he loked, and answerde:",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
helpen,help,v%pr_3,The Knight's Tale 1127,data/oxford_txts/KnT_oxford.txt,"God help me so, me list ful ivel° pleye.”",OXFORD,Present 3rd sg must end in -th
withseien,withseyn,v%inf,The Knight's Tale 1140,data/oxford_txts/KnT_oxford.txt,I wot° right wel thou darst° it nat withseyn.°,OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Knight's Tale 1151,data/oxford_txts/KnT_oxford.txt,"Or elles artow fals, I dar wel seyn.”",OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Knight's Tale 1188,data/oxford_txts/KnT_oxford.txt,If that I hadde leiser° for to seye;,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Knight's Tale 1195,data/oxford_txts/KnT_oxford.txt,"And for to pleye, as he was wont to do",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Knight's Tale 1198,data/oxford_txts/KnT_oxford.txt,"So wel they loved, as olde bokes seyn",OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Knight's Tale 1233,data/oxford_txts/KnT_oxford.txt,Wolde han suffised° right ynough° for me.,OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_pl,The Knight's Tale 1254,data/oxford_txts/KnT_oxford.txt,Wel bettre than they can hemself devise?°,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Knight's Tale 1255,data/oxford_txts/KnT_oxford.txt,Som man desireth for to han richesse,OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Knight's Tale 1258,data/oxford_txts/KnT_oxford.txt,That in his hous is of his meinee slain.°,OXFORD,Strong participle must end in -en or -e
haven,have,v%pr_3,The Knight's Tale 1321,data/oxford_txts/KnT_oxford.txt,Though in this world he have care and wo:,OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Knight's Tale 1341,data/oxford_txts/KnT_oxford.txt,"For shortly for to seyn, this Palamoun",OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_pl,The Knight's Tale 1353,data/oxford_txts/KnT_oxford.txt,"Now demeth° as yow liste, ye that can",OXFORD,Present plural must end in -en or -e
heren,herde,v%pt_3,The Knight's Tale 1367,data/oxford_txts/KnT_oxford.txt,And if he herde song or instrument,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
faren,ferde,v%pt_3,The Knight's Tale 1372,data/oxford_txts/KnT_oxford.txt,"And in his gere,° for al the world he ferde°",OXFORD,Strong pt sg must not end in -en or -e
sterten,sterte,v%pt_3,The Knight's Tale 1393,data/oxford_txts/KnT_oxford.txt,¶And with that word Arcite wook and sterte.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
smerten,smerte,v%pr_3,The Knight's Tale 1394,data/oxford_txts/KnT_oxford.txt,"“Now trewely, how° sore that me smerte,”°",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Knight's Tale 1417,data/oxford_txts/KnT_oxford.txt,¶And shortly of this matere for to seyn,OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Knight's Tale 1425,data/oxford_txts/KnT_oxford.txt,To doon that any wight° can him devise.°,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Knight's Tale 1445,data/oxford_txts/KnT_oxford.txt,That no man wondred how that he it hadde.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%pr_pl,The Knight's Tale 1463,data/oxford_txts/KnT_oxford.txt,The thridde° night (as olde bokes seyn,OXFORD,Present plural must end in -en or -e
sterten,sterte,v%pt_3,The Knight's Tale 1514,data/oxford_txts/KnT_oxford.txt,"Into the grove ful hastily he sterte,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
sterten,sterte,v%pt_3,The Knight's Tale 1573,data/oxford_txts/KnT_oxford.txt,A longe time; and after he up sterte.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
mishappen,mishappe,v%pr_3,The Knight's Tale 1646,data/oxford_txts/KnT_oxford.txt,"Or he mot sleen me, if that me mishappe.”°",OXFORD,Present 3rd sg must end in -th
knouen,knewe,v%pt_3,The Knight's Tale 1648,data/oxford_txts/KnT_oxford.txt,As fer as everich of hem other knewe.,OXFORD,Strong pt sg must not end in -en or -e
answeren,answerde,v%pt_3,The Knight's Tale 1714,data/oxford_txts/KnT_oxford.txt,¶This Palamon answerde hastily,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Knight's Tale 1741,data/oxford_txts/KnT_oxford.txt,For bothe han we deserved to be slain.”,OXFORD,Present plural must end in -en or -e
slen,slain,v%ppl,The Knight's Tale 1741,data/oxford_txts/KnT_oxford.txt,For bothe han we deserved to be slain.”,OXFORD,Strong participle must end in -en or -e
sterten,sterte,v%pt_3,The Knight's Tale 1762,data/oxford_txts/KnT_oxford.txt,"And though he first for ire quook and sterte,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Knight's Tale 1793,data/oxford_txts/KnT_oxford.txt,And mighte han lived in Thebes royally,OXFORD,Infinitive must end in -en or -e
loven,love,v%pr_3,The Knight's Tale 1799,data/oxford_txts/KnT_oxford.txt,"Who may been a fool, but if he love?",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Knight's Tale 1807,data/oxford_txts/KnT_oxford.txt,"That she, for whom they han this jolitee,°",OXFORD,Present plural must end in -en or -e
witen,woot,v%pr_pl,The Knight's Tale 1835,data/oxford_txts/KnT_oxford.txt,"Ye woot yourself, she may not wedden two",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Knight's Tale 1857,data/oxford_txts/KnT_oxford.txt,"This is to seyn, that whether he or thou",OXFORD,Infinitive must end in -en or -e
reuen,rewe,v%pr_3,The Knight's Tale 1863,data/oxford_txts/KnT_oxford.txt,"And God so wisly on my soule rewe,°",OXFORD,Present 3rd sg must end in -th
costen,coste,v%pt_3,The Knight's Tale 1908,data/oxford_txts/KnT_oxford.txt,That coste largely of gold a fother.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Knight's Tale 1959,data/oxford_txts/KnT_oxford.txt,A citole° in hir right hand hadde she,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Knight's Tale 1964,data/oxford_txts/KnT_oxford.txt,Upon his shuldres winges hadde he two;,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
tellen,tell,v%inf,The Knight's Tale 1967,data/oxford_txts/KnT_oxford.txt,¶Why sholde I noght as wel eek tell yow al,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Knight's Tale 2153,data/oxford_txts/KnT_oxford.txt,An hundred lordes hadde he in his route,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Knight's Tale 2179,data/oxford_txts/KnT_oxford.txt,An hundred lordes hadde he with him there,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Knight's Tale 2194,data/oxford_txts/KnT_oxford.txt,"To esen° hem, and doon hem al honour",OXFORD,Infinitive must end in -en or -e
heren,herde,v%pt_3,The Knight's Tale 2210,data/oxford_txts/KnT_oxford.txt,When Palamon the larke herde singe,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,don,v%inf,The Knight's Tale 2253,data/oxford_txts/KnT_oxford.txt,"I wol don sacrifice, and fires bete.°",OXFORD,Infinitive must end in -en or -e
beren,bere,v%pr_3,The Knight's Tale 2256,data/oxford_txts/KnT_oxford.txt,That Arcita me thurgh the herte bere.°,OXFORD,Present 3rd sg must end in -th
abien,aboughte,v%pt_3,The Knight's Tale 2303,data/oxford_txts/KnT_oxford.txt,That Attheon aboughte° cruelly.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
connen,can,v%pr_pl,The Knight's Tale 2312,data/oxford_txts/KnT_oxford.txt,"Now help me, lady, sith° ye may and can",OXFORD,Present plural must end in -en or -e
