headword,word,line_number,filename,context,is_elided,is_final,source_csv
huge,huge,The Knight's Tale 2951,data/oxford_txts/KnT_oxford.txt,Ne how the Grekes with an huge route°,False,False,KnT_gui_complete.csv
ouen,owne,The Knight's Tale 3077,data/oxford_txts/KnT_oxford.txt,"That gentil Palamon, your owne knight",False,False,KnT_gui_complete.csv
povre,povre,The Knight's Tale 3085,data/oxford_txts/KnT_oxford.txt,"And, though° he were a povre bacheler,°",False,False,KnT_gui_complete.csv
noble,noble,The Miller's Prologue 3111,data/oxford_txts/MilPro_oxford.txt,That he ne seide it was a noble storie,False,False,MilPro_gui_complete.csv
noble,noble,The Miller's Prologue 3126,data/oxford_txts/MilPro_oxford.txt,"“I can° a noble tale for the nones,°",False,False,MilPro_gui_complete.csv
lef,leve,The Miller's Prologue 3151,data/oxford_txts/MilPro_oxford.txt,"And seide, “Leve° brother Osewold",False,False,MilPro_gui_complete.csv
ripe,ripe,Prologue to the Manciple's Tale 83,data/oxford_txts/MancPro_oxford.txt,"A draught of win, ye, of a ripe grape",False,False,MancPro_gui_complete.csv
fers,ferse,Anelida and Arcite 1,data/oxford_txts/Anelida_oxford.txt,"Thou ferse° god of armes, Mars the rede",False,False,Anelida_gui_complete.csv
noble,noble,Anelida and Arcite 13,data/oxford_txts/Anelida_oxford.txt,As it hath freten mony a noble storie,False,False,Anelida_gui_complete.csv
proud,proude,Anelida and Arcite 192,data/oxford_txts/Anelida_oxford.txt,"But lest that he wer proude, she held him lowe;",False,False,Anelida_gui_complete.csv
tame,tame,Anelida and Arcite 315,data/oxford_txts/Anelida_oxford.txt,Is that a tame° best that is ay fein°,False,False,Anelida_gui_complete.csv
ofte,ofte,The Physician's Tale 62,data/oxford_txts/PhyT_oxford.txt,"She hath ful ofte time sik hir feined,°",False,False,PhyT_gui_complete.csv
olde,olde,The Physician's Tale 72,data/oxford_txts/PhyT_oxford.txt,"¶And ye maistresses° in your olde lif,°",False,False,PhyT_gui_complete.csv
secre,secree,The Physician's Tale 143,data/oxford_txts/PhyT_oxford.txt,"In secree wise,° and made him to ensure,°",False,False,PhyT_gui_complete.csv
povre,povre,The Physician's Tale 179,data/oxford_txts/PhyT_oxford.txt,Sheweth° your povre servant Claudius,False,False,PhyT_gui_complete.csv
dere,dere,The Physician's Tale 231,data/oxford_txts/PhyT_oxford.txt,"¶“O mercy, dere fader,” quod this maide",False,False,PhyT_gui_complete.csv
god,gode,The Physician's Tale 235,data/oxford_txts/PhyT_oxford.txt,"And seide, “Gode fader, shal I die?",False,False,PhyT_gui_complete.csv
dere,dere,The Physician's Tale 237,data/oxford_txts/PhyT_oxford.txt,"“No, certes, dere doghter min,” quod he.",False,False,PhyT_gui_complete.csv
prive,privee,The Physician's Tale 281,data/oxford_txts/PhyT_oxford.txt,"Of° wikked lif, though it so privee° be",False,False,PhyT_gui_complete.csv
ofte,ofte,52,oxford_txts/GP.txt,Ful ofte time he had the bord bigonne,False,False,GP_gui_complete.csv
god,goode,74,oxford_txts/GP.txt,His hors were goode but he was nat gay,False,False,GP_gui_complete.csv
tender,tendre,150,oxford_txts/GP.txt,And al was conscience and tendre herte,False,False,GP_gui_complete.csv
deinte,deintee,168,oxford_txts/GP.txt,Ful many a deintee hors hadde he in stable,False,False,GP_gui_complete.csv
noble,noble,214,oxford_txts/GP.txt,Unto his ordre he was a noble post,False,False,GP_gui_complete.csv
double,double,264,oxford_txts/GP.txt,Of double worsted was his semicope,False,False,GP_gui_complete.csv
lene,lene,289,oxford_txts/GP.txt,As lene was his hors as is a rake,False,False,GP_gui_complete.csv
simple,simple,321,oxford_txts/GP.txt,Al was fee simple to him in effect,False,False,GP_gui_complete.csv
medle,medlee,330,oxford_txts/GP.txt,He rood but hoomly in a medlee cote,False,False,GP_gui_complete.csv
ouen,owne,338,oxford_txts/GP.txt,For he was Epicurus owne sone,False,False,GP_gui_complete.csv
ofte,ofte,358,oxford_txts/GP.txt,Ful ofte time he was knight of the shire,False,False,GP_gui_complete.csv
nice,nice,400,oxford_txts/GP.txt,Of nice conscience took he no keep,False,False,GP_gui_complete.csv
neue,newe,430,oxford_txts/GP.txt,Hir frendshipe nas nat newe to biginne,False,False,GP_gui_complete.csv
straunge,straunge,466,oxford_txts/GP.txt,She hadde passed many a straunge strem,False,False,GP_gui_complete.csv
povre,povre,480,oxford_txts/GP.txt,And was a povre Parson of a toun,False,False,GP_gui_complete.csv
riche,riche,481,oxford_txts/GP.txt,But riche he was of holy thoght and werk,False,False,GP_gui_complete.csv
clene,clene,506,oxford_txts/GP.txt,A shiten shepherde and a clene sheep,False,False,GP_gui_complete.csv
treu,trewe,533,oxford_txts/GP.txt,A trewe swinkere and a good was he,False,False,GP_gui_complete.csv
povre,povre,539,oxford_txts/GP.txt,For Cristes sake for every povre wight,False,False,GP_gui_complete.csv
thikke,thikke,551,oxford_txts/GP.txt,He was shortsholdred brood a thikke knarre,False,False,GP_gui_complete.csv
long,longe,593,oxford_txts/GP.txt,Ful longe were his legges and ful lene,False,False,GP_gui_complete.csv
povre,povre,704,oxford_txts/GP.txt,A povre person dwelling upon lond,False,False,GP_gui_complete.csv
large,large,755,oxford_txts/GP.txt,A large man he was with eyen stepe,False,False,GP_gui_complete.csv
long,longe,786,oxford_txts/GP.txt,Our counseil was nat longe for to seche,False,False,GP_gui_complete.csv
straunge,strange,The Man of Law's Tale 178,data/oxford_txts/MLT_oxford.txt,For whan they came from any strange place,False,False,MLT_gui_complete.csv
straunge,strange,The Man of Law's Tale 268,data/oxford_txts/MLT_oxford.txt,That shal be sent to strange nacioun,False,False,MLT_gui_complete.csv
wrecche,wrecche,The Man of Law's Tale 285,data/oxford_txts/MLT_oxford.txt,"I, wrecche womman, no fors° though I spille.°",False,False,MLT_gui_complete.csv
tender,tendre,The Man of Law's Tale 292,data/oxford_txts/MLT_oxford.txt,Nas° herd swich tendre weping for pitee,False,False,MLT_gui_complete.csv
fair,faire,The Man of Law's Tale 316,data/oxford_txts/MLT_oxford.txt,To shippe is brought this woful faire maide,False,False,MLT_gui_complete.csv
riche,riche,The Man of Law's Tale 393,data/oxford_txts/MLT_oxford.txt,"Gret was the prees,° and riche was th’array",False,False,MLT_gui_complete.csv
softe,softe,The Man of Law's Tale 399,data/oxford_txts/MLT_oxford.txt,A softe pas° solempnely they ride.,False,False,MLT_gui_complete.csv
wilde,wilde,The Man of Law's Tale 506,data/oxford_txts/MLT_oxford.txt,"Thurghout our wilde see, til, atte laste",False,False,MLT_gui_complete.csv
long,longe,The Man of Law's Tale 536,data/oxford_txts/MLT_oxford.txt,And Custance hath so longe sojourned there,False,False,MLT_gui_complete.csv
fals,false,The Man of Law's Tale 640,data/oxford_txts/MLT_oxford.txt,"Fro false blame, and thou, merciful maide,°",False,False,MLT_gui_complete.csv
pale,pale,The Man of Law's Tale 822,data/oxford_txts/MLT_oxford.txt,"And Custance, with a deedly pale face",False,False,MLT_gui_complete.csv
fair,faire,The Man of Law's Tale 851,data/oxford_txts/MLT_oxford.txt,"Thou glorie of wommanhede, thou faire may,°",False,False,MLT_gui_complete.csv
bright,brighte,The Man of Law's Tale 852,data/oxford_txts/MLT_oxford.txt,"Thou haven° of refut,° brighte sterre° of day",False,False,MLT_gui_complete.csv
dere,dere,The Man of Law's Tale 858,data/oxford_txts/MLT_oxford.txt,"O mercy, dere constable!” quod she;",False,False,MLT_gui_complete.csv
long,longe,The Man of Law's Tale 870,data/oxford_txts/MLT_oxford.txt,"Habundantly for hir, ful longe space",False,False,MLT_gui_complete.csv
long,longe,The Man of Law's Tale 979,data/oxford_txts/MLT_oxford.txt,And longe time dwelled she in that place,False,False,MLT_gui_complete.csv
yong,yonge,The Man of Law's Tale 1105,data/oxford_txts/MLT_oxford.txt,"“Fader,” quod she, “your yonge child Custance",False,False,MLT_gui_complete.csv
god,gode,The Man of Law's Tale 1111,data/oxford_txts/MLT_oxford.txt,"Now, Gode fader, mercy I yow crie",False,False,MLT_gui_complete.csv
long,longe,Book of the Duchess 20,data/oxford_txts/BD_oxford.txt,Not longe time to endure,False,False,BD_gui_complete.csv
olde,olde,Book of the Duchess 53,data/oxford_txts/BD_oxford.txt,"That clerkes° had, in olde time",False,False,BD_gui_complete.csv
long,longe,Book of the Duchess 79,data/oxford_txts/BD_oxford.txt,"Hom, for it was a longe terme.",False,False,BD_gui_complete.csv
swete,swete,Book of the Duchess 108,data/oxford_txts/BD_oxford.txt,"¶“A mercy, swete ladi dere!”",False,False,BD_gui_complete.csv
long,longe,Book of the Duchess 217,data/oxford_txts/BD_oxford.txt,It were to longe for to dwelle;,False,False,BD_gui_complete.csv
pure,pure,Book of the Duchess 259,data/oxford_txts/BD_oxford.txt,I wol do peint° with pure golde,False,False,BD_gui_complete.csv
glad,gladde,Book of the Duchess 338,data/oxford_txts/BD_oxford.txt,With many gladde° gilde° stremes;,False,False,BD_gui_complete.csv
cler,clere,Book of the Duchess 340,data/oxford_txts/BD_oxford.txt,"Blew, bright, clere was the aire",False,False,BD_gui_complete.csv
prive,prive,Book of the Duchess 382,data/oxford_txts/BD_oxford.txt,Fro al the hounds a prive° way.,False,False,BD_gui_complete.csv
smothe,smothe,Book of the Duchess 394,data/oxford_txts/BD_oxford.txt,And leide al smothe° doun his heres.°,False,False,BD_gui_complete.csv
grene,grene,Book of the Duchess 398,data/oxford_txts/BD_oxford.txt,Doun by a floury grene went°,False,False,BD_gui_complete.csv
huge,huge,Book of the Duchess 447,data/oxford_txts/BD_oxford.txt,"To an oke,° an huge tree.",False,False,BD_gui_complete.csv
pure,pure,Book of the Duchess 490,data/oxford_txts/BD_oxford.txt,"The blood was fled, for pure drede,°",False,False,BD_gui_complete.csv
god,goode,Book of the Duchess 560,data/oxford_txts/BD_oxford.txt,"“Graunt mercy, goode frend,” quod he",False,False,BD_gui_complete.csv
fals,false,Book of the Duchess 637,data/oxford_txts/BD_oxford.txt,That is a false flatering beste;,False,False,BD_gui_complete.csv
fals,false,Book of the Duchess 734,data/oxford_txts/BD_oxford.txt,Was false whiche° a fool she was!,False,False,BD_gui_complete.csv
whit,white,Book of the Duchess 780,data/oxford_txts/BD_oxford.txt,As a white walle or a table;,False,False,BD_gui_complete.csv
noble,noble,Book of the Duchess 834,data/oxford_txts/BD_oxford.txt,So noble porte and meintenaunce.°,False,False,BD_gui_complete.csv
god,goode,Book of the Duchess 860,data/oxford_txts/BD_oxford.txt,"Debonair, goode, glade, and sadde,°",False,False,BD_gui_complete.csv
pure,pure,Book of the Duchess 870,data/oxford_txts/BD_oxford.txt,It was hir owne pure lokinge,False,False,BD_gui_complete.csv
sobre,sobre,Book of the Duchess 880,data/oxford_txts/BD_oxford.txt,She nas to sobre° ne to glad;,False,False,BD_gui_complete.csv
god,goode,Book of the Duchess 891,data/oxford_txts/BD_oxford.txt,"But goode folk, over al other",False,False,BD_gui_complete.csv
softe,softe,Book of the Duchess 919,data/oxford_txts/BD_oxford.txt,¶“And which° a goodly softe speche,False,False,BD_gui_complete.csv
rounde,rounde,Book of the Duchess 946,data/oxford_txts/BD_oxford.txt,"Semed a rounde toure of ivoire,°",False,False,BD_gui_complete.csv
god,goode,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BD_gui_complete.csv
fair,faire,Book of the Duchess 948,data/oxford_txts/BD_oxford.txt,"¶“And goode faire White she hete,°",False,False,BD_gui_complete.csv
yong,yonge,Book of the Duchess 1090,data/oxford_txts/BD_oxford.txt,"I was right yonge, soth to say",False,False,BD_gui_complete.csv
long,longe,Book of the Duchess 1148,data/oxford_txts/BD_oxford.txt,"Noght longe time, leve° hit wel.",False,False,BD_gui_complete.csv
ofte,ofte,Book of the Duchess 1158,data/oxford_txts/BD_oxford.txt,And ofte time I songe hem loude;,False,False,BD_gui_complete.csv
muche,moche,Book of the Duchess 1197,data/oxford_txts/BD_oxford.txt,"So moche beaute, trewely",False,False,BD_gui_complete.csv
pure,pure,Book of the Duchess 1209,data/oxford_txts/BD_oxford.txt,"In my tale, for pure fere",False,False,BD_gui_complete.csv
pure,pure,Book of the Duchess 1212,data/oxford_txts/BD_oxford.txt,Softe° and quaking for pure drede,False,False,BD_gui_complete.csv
pure,pure,Book of the Duchess 1251,data/oxford_txts/BD_oxford.txt,"For pure fear, but stale away;",False,False,BD_gui_complete.csv
riche,riche,Book of the Duchess 1319,data/oxford_txts/BD_oxford.txt,By Seint Johan! on a riche hille,False,False,BD_gui_complete.csv
lef,leve,The Summoner's Tale 1751,data/oxford_txts/SumT_oxford.txt,"A dagon° of your blanket,° leve° dame",False,False,SumT_gui_complete.csv
dere,dere,The Summoner's Tale 1752,data/oxford_txts/SumT_oxford.txt,"Our suster dere, lo! here I write your name;",False,False,SumT_gui_complete.csv
gret,grete,The Summoner's Tale 1813,data/oxford_txts/SumT_oxford.txt,"But of your grete goodness, by your leve",False,False,SumT_gui_complete.csv
softe,softe,The Summoner's Tale 1840,data/oxford_txts/SumT_oxford.txt,"And of your softe breed nat but° a shivere,°",False,False,SumT_gui_complete.csv
sobre,sobre,The Summoner's Tale 1902,data/oxford_txts/SumT_oxford.txt,But° they be sobre that° for the peple preye,False,False,SumT_gui_complete.csv
humble,humble,The Summoner's Tale 1936,data/oxford_txts/SumT_oxford.txt,But we that humble been and chast and pore,False,False,SumT_gui_complete.csv
chaste,chaste,The Summoner's Tale 1940,data/oxford_txts/SumT_oxford.txt,Of charitable and chaste bisy freres,False,False,SumT_gui_complete.csv
ouen,owne,The Summoner's Tale 1977,data/oxford_txts/SumT_oxford.txt,And for to builden Cristes owne chirche.,False,False,SumT_gui_complete.csv
muche,muche,The Summoner's Tale 2011,data/oxford_txts/SumT_oxford.txt,I coude of ire sey so muche sorwe,False,False,SumT_gui_complete.csv
povre,poure,The Summoner's Tale 2076,data/oxford_txts/SumT_oxford.txt,But if° it be unto a poure man.,False,False,SumT_gui_complete.csv
povre,poure,The Summoner's Tale 2077,data/oxford_txts/SumT_oxford.txt,To a poure man men sholde hise vices telle,False,False,SumT_gui_complete.csv
lef,leve,The Summoner's Tale 2089,data/oxford_txts/SumT_oxford.txt,"¶“Now Thomas, leve brother, lef° thin ire;°",False,False,SumT_gui_complete.csv
wilde,wilde,The Summoner's Tale 2160,data/oxford_txts/SumT_oxford.txt,He looked as it° were a wilde boor;,False,False,SumT_gui_complete.csv
large,large,The Summoner's Tale 2188,data/oxford_txts/SumT_oxford.txt,Neither in market n’in° your large halle.”,False,False,SumT_gui_complete.csv
proud,proude,The Summoner's Tale 2227,data/oxford_txts/SumT_oxford.txt,"O nice° proude cherl, I shrewe° his face!",False,False,SumT_gui_complete.csv
hard,harde,The Summoner's Tale 2228,data/oxford_txts/SumT_oxford.txt,"Lo, sires,” quod the lord, “with harde grace,°",False,False,SumT_gui_complete.csv
noble,noble,The Summoner's Tale 2265,data/oxford_txts/SumT_oxford.txt,"Your noble confessour, ther God him save,°",False,False,SumT_gui_complete.csv
neue,newe,The Summoner's Tale 2293,data/oxford_txts/SumT_oxford.txt,And Jankin hath ywonne a newe goune.—,False,False,SumT_gui_complete.csv
swete,swete,Troilus and Criseyde; Book V 63,data/oxford_txts/TC5_oxford.txt,Whan she forgoth hir owene swete herte?,False,False,TC5_gui_complete.csv
huge,huge,Troilus and Criseyde; Book V 65,data/oxford_txts/TC5_oxford.txt,"With hauke on hond, and with an huge route",False,False,TC5_gui_complete.csv
fresh,fresshe,Troilus and Criseyde; Book V 244,data/oxford_txts/TC5_oxford.txt,Shal been your fresshe wommanliche face,False,False,TC5_gui_complete.csv
pale,pale,Troilus and Criseyde; Book V 275,data/oxford_txts/TC5_oxford.txt,Although ful pale ywaxen was the mone;,False,False,TC5_gui_complete.csv
lef,leve,Troilus and Criseyde; Book V 307,data/oxford_txts/TC5_oxford.txt,"My swerd, min helm, and, leve brother dere",False,False,TC5_gui_complete.csv
fin,fine,Troilus and Criseyde; Book V 421,data/oxford_txts/TC5_oxford.txt,“But sin of fine force I moot arise,False,False,TC5_gui_complete.csv
deinte,deintee,Troilus and Criseyde; Book V 438,data/oxford_txts/TC5_oxford.txt,"That deintee was, al coste it greet richesse",False,False,TC5_gui_complete.csv
olde,olde,Troilus and Criseyde; Book V 470,data/oxford_txts/TC5_oxford.txt,"The lettres eek, that she of olde time",False,False,TC5_gui_complete.csv
lef,leve,Troilus and Criseyde; Book V 477,data/oxford_txts/TC5_oxford.txt,"And seide, “Leve brother Pandarus",False,False,TC5_gui_complete.csv
pale,pale,Troilus and Criseyde; Book V 536,data/oxford_txts/TC5_oxford.txt,For which with chaunged deedlich pale face,False,False,TC5_gui_complete.csv
god,goode,Troilus and Criseyde; Book V 572,data/oxford_txts/TC5_oxford.txt,"‘Now goode swete, love me wel, I preye.’",False,False,TC5_gui_complete.csv
softe,softe,Troilus and Criseyde; Book V 636,data/oxford_txts/TC5_oxford.txt,"With softe vois he, of his lady dere",False,False,TC5_gui_complete.csv
pale,pale,Troilus and Criseyde; Book V 708,data/oxford_txts/TC5_oxford.txt,Ful pale ywaxen was hir brighte face,False,False,TC5_gui_complete.csv
wise,wise,Troilus and Criseyde; Book V 790,data/oxford_txts/TC5_oxford.txt,For wise folk in bokes it expresse,False,False,TC5_gui_complete.csv
sterne,sterne,Troilus and Criseyde; Book V 801,data/oxford_txts/TC5_oxford.txt,With sterne vois and mighty limes square,False,False,TC5_gui_complete.csv
mene,mene,Troilus and Criseyde; Book V 806,data/oxford_txts/TC5_oxford.txt,Criseyde mene was of hir stature,False,False,TC5_gui_complete.csv
sobre,sobre,Troilus and Criseyde; Book V 820,data/oxford_txts/TC5_oxford.txt,"She sobre was, eek simple, and wis withal",False,False,TC5_gui_complete.csv
fresh,fresshe,Troilus and Criseyde; Book V 830,data/oxford_txts/TC5_oxford.txt,"Yong, fresshe, strong, and hardy as lioun;",False,False,TC5_gui_complete.csv
ethe,ethe,Troilus and Criseyde; Book V 850,data/oxford_txts/TC5_oxford.txt,And he was ethe ynough to maken dwelle.,False,False,TC5_gui_complete.csv
long,longe,Troilus and Criseyde; Book V 851,data/oxford_txts/TC5_oxford.txt,"And after this, withouten longe lette",False,False,TC5_gui_complete.csv
wise,wise,Troilus and Criseyde; Book V 904,data/oxford_txts/TC5_oxford.txt,“What wene ye your wise fader wolde,False,False,TC5_gui_complete.csv
bright,brighte,Troilus and Criseyde; Book V 1022,data/oxford_txts/TC5_oxford.txt,Inwith hir fadres faire brighte tente.,False,False,TC5_gui_complete.csv
bai,baye,Troilus and Criseyde; Book V 1038,data/oxford_txts/TC5_oxford.txt,That she him yaf the faire baye stede,False,False,TC5_gui_complete.csv
neue,newe,Troilus and Criseyde; Book V 1148,data/oxford_txts/TC5_oxford.txt,"Almost, ywis, al newe was my care.",False,False,TC5_gui_complete.csv
wod,wode,Troilus and Criseyde; Book V 1213,data/oxford_txts/TC5_oxford.txt,Which that men clepeth wode Jalousie,False,False,TC5_gui_complete.csv
feble,feble,Troilus and Criseyde; Book V 1222,data/oxford_txts/TC5_oxford.txt,"And feble, that he walketh by potente;",False,False,TC5_gui_complete.csv
fast,faste,Troilus and Criseyde; Book V 1235,data/oxford_txts/TC5_oxford.txt,That in a forest faste he welk to wepe,False,False,TC5_gui_complete.csv
gret,grete,Troilus and Criseyde; Book V 1250,data/oxford_txts/TC5_oxford.txt,"The blisful goddes, through hir grete might",False,False,TC5_gui_complete.csv
neue,newe,Troilus and Criseyde; Book V 1255,data/oxford_txts/TC5_oxford.txt,"What newe lust, what beaute, what science",False,False,TC5_gui_complete.csv
juste,juste,Troilus and Criseyde; Book V 1256,data/oxford_txts/TC5_oxford.txt,What wratthe of juste cause have ye to me?,False,False,TC5_gui_complete.csv
neue,newe,Troilus and Criseyde; Book V 1269,data/oxford_txts/TC5_oxford.txt,I fele now so sharpe a newe peine,False,False,TC5_gui_complete.csv
noble,noble,Troilus and Criseyde; Book V 1323,data/oxford_txts/TC5_oxford.txt,Me recomaunde unto your noble grace.,False,False,TC5_gui_complete.csv
long,longe,Troilus and Criseyde; Book V 1325,data/oxford_txts/TC5_oxford.txt,As ye wel knowe how longe time agoon,False,False,TC5_gui_complete.csv
swete,swete,Troilus and Criseyde; Book V 1344,data/oxford_txts/TC5_oxford.txt,"Foryeve it me, min owene swete herte.",False,False,TC5_gui_complete.csv
dere,dere,Troilus and Criseyde; Book V 1401,data/oxford_txts/TC5_oxford.txt,"“Ywis, min owene dere herte trewe",False,False,TC5_gui_complete.csv
fair,faire,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False,TC5_gui_complete.csv
fresh,fresshe,Troilus and Criseyde; Book V 1412,data/oxford_txts/TC5_oxford.txt,"And fareth wel, goodly faire fresshe may",False,False,TC5_gui_complete.csv
ofte,ofte,Troilus and Criseyde; Book V 1576,data/oxford_txts/TC5_oxford.txt,And ofte time he was in purpos grete,False,False,TC5_gui_complete.csv
ofte,ofte,Troilus and Criseyde; Book V 1583,data/oxford_txts/TC5_oxford.txt,To hir he wroot yet ofte time al newe,False,False,TC5_gui_complete.csv
neue,newe,Troilus and Criseyde; Book V 1689,data/oxford_txts/TC5_oxford.txt,"To feffe with your newe love,” quod he",False,False,TC5_gui_complete.csv
swete,swete,Troilus and Criseyde; Book V 1720,data/oxford_txts/TC5_oxford.txt,"But trewely, Criseyde, swete may",False,False,TC5_gui_complete.csv
noble,noble,Troilus and Criseyde; Book V 1752,data/oxford_txts/TC5_oxford.txt,"Of Troilus, this ilke noble knight",False,False,TC5_gui_complete.csv
ofte,ofte,Troilus and Criseyde; Book V 1758,data/oxford_txts/TC5_oxford.txt,"And ofte time, I finde that they mette",False,False,TC5_gui_complete.csv
fals,false,Troilus and Criseyde; Book V 1781,data/oxford_txts/TC5_oxford.txt,"Through false folk; God yeve hem sorwe, amen!",False,False,TC5_gui_complete.csv
gret,grete,Troilus and Criseyde; Book V 1782,data/oxford_txts/TC5_oxford.txt,That with hir grete wit and subtiltee,False,False,TC5_gui_complete.csv
olde,olde,Troilus and Criseyde; Book V 1854,data/oxford_txts/TC5_oxford.txt,"Lo here, the forme of olde clerkes speche",False,False,TC5_gui_complete.csv
rude,rude,Prologue to the Nun's Priest's Tale 2808,data/oxford_txts/NPPro_oxford.txt,"¶Than spak our Host, with rude° speche and bold",False,False,NPPro_gui_complete.csv
blithe,blithe,Prologue to the Nun's Priest's Tale 2812,data/oxford_txts/NPPro_oxford.txt,"Be blithe,° though thou ride upon a jade.°",False,False,NPPro_gui_complete.csv
grene,grene,Parliament of Fowls 184,data/oxford_txts/PF_oxford.txt,"Upon a river, in a grene mede,°",False,False,PF_gui_complete.csv
neue,newe,Parliament of Fowls 250,data/oxford_txts/PF_oxford.txt,Of newe flaume; and wel aspied I thenne,False,False,PF_gui_complete.csv
prive,privee,Parliament of Fowls 260,data/oxford_txts/PF_oxford.txt,"And in a privee corner, in disporte,°",False,False,PF_gui_complete.csv
secre,secree,Parliament of Fowls 395,data/oxford_txts/PF_oxford.txt,"The wise and worthy, secree,° trewe as stel",False,False,PF_gui_complete.csv
red,rede,Parliament of Fowls 442,data/oxford_txts/PF_oxford.txt,"Right as the fresshe, rede rose newe",False,False,PF_gui_complete.csv
long,longe,Parliament of Fowls 661,data/oxford_txts/PF_oxford.txt,A yeer is not so longe to endure,False,False,PF_gui_complete.csv
yong,yonge,The Pardoner's Tale 464,data/oxford_txts/PardT_oxford.txt,"Of yonge folk, that haunteden° folie",False,False,PardT_gui_complete.csv
deinte,deintee,The Pardoner's Tale 520,data/oxford_txts/PardT_oxford.txt,To gete a glotoun deintee° mete° and drinke!,False,False,PardT_gui_complete.csv
fals,false,The Pardoner's Tale 632,data/oxford_txts/PardT_oxford.txt,And false swering is yet more reprevable.°,False,False,PardT_gui_complete.csv
heigh,heighe,The Pardoner's Tale 640,data/oxford_txts/PardT_oxford.txt,Of heighe Goddes hestes° honurable,False,False,PardT_gui_complete.csv
prive,privee,The Pardoner's Tale 675,data/oxford_txts/PardT_oxford.txt,"Ther cam a privee° theef, men clepeth° Deeth",False,False,PardT_gui_complete.csv
povre,povre,The Pardoner's Tale 713,data/oxford_txts/PardT_oxford.txt,An old man and a povre° with hem mette.,False,False,PardT_gui_complete.csv
long,longe,The Pardoner's Tale 726,data/oxford_txts/PardT_oxford.txt,As longe time as° it is Goddes wille.,False,False,PardT_gui_complete.csv
lef,leve,The Pardoner's Tale 731,data/oxford_txts/PardT_oxford.txt,"And seye, ‘Leve° moder,° leet me in!",False,False,PardT_gui_complete.csv
long,longe,The Pardoner's Tale 735,data/oxford_txts/PardT_oxford.txt,That in my chambre longe time hath be,False,False,PardT_gui_complete.csv
yong,yonge,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False,PardT_gui_complete.csv
fals,false,The Pardoner's Tale 759,data/oxford_txts/PardT_oxford.txt,"To sleen us yonge folk, thou false theef!”°",False,False,PardT_gui_complete.csv
ouen,owene,The Pardoner's Tale 790,data/oxford_txts/PardT_oxford.txt,And for our owene tresor doon us honge.°,False,False,PardT_gui_complete.csv
ouen,owene,The Pardoner's Tale 834,data/oxford_txts/PardT_oxford.txt,And pleye at dees right at our owene wille.”,False,False,PardT_gui_complete.csv
clene,clene,The Pardoner's Tale 873,data/oxford_txts/PardT_oxford.txt,The thridde° he kepte clene for his drinke.,False,False,PardT_gui_complete.csv
noble,noble,The Reeve's Tale 3942,data/oxford_txts/RvT_oxford.txt,"¶A wif he hadde, ycomen of noble kin;",False,False,RvT_gui_complete.csv
propre,propre,The Reeve's Tale 3972,data/oxford_txts/RvT_oxford.txt,In cradel it lay and was a propre page.°,False,False,RvT_gui_complete.csv
straunge,straunge,The Reeve's Tale 3980,data/oxford_txts/RvT_oxford.txt,And straunge° he made it of° hir mariage.,False,False,RvT_gui_complete.csv
yong,yonge,The Reeve's Tale 4002,data/oxford_txts/RvT_oxford.txt,¶Than were ther yonge povre scolers two,False,False,RvT_gui_complete.csv
pale,pale,The Reeve's Tale 4150,data/oxford_txts/RvT_oxford.txt,"Ful pale he was for dronken,° and nat reed.",False,False,RvT_gui_complete.csv
wilde,wilde,The Reeve's Tale 4172,data/oxford_txts/RvT_oxford.txt,A wilde fir° upon thair bodies falle!°,False,False,RvT_gui_complete.csv
swete,swete,The Reeve's Tale 4236,data/oxford_txts/RvT_oxford.txt,"And seide, “Far wel, Malin, swete wight!°",False,False,RvT_gui_complete.csv
dere,dere,The Reeve's Tale 4240,data/oxford_txts/RvT_oxford.txt,"“Now dere lemman,”° quod she, “go, far wel!",False,False,RvT_gui_complete.csv
god,goode,The Reeve's Tale 4247,data/oxford_txts/RvT_oxford.txt,"And, goode lemman, God thee save and kepe!”°",False,False,RvT_gui_complete.csv
noble,noble,The Reeve's Tale 4263,data/oxford_txts/RvT_oxford.txt,"For Cristes saule,° and heer a noble game.",False,False,RvT_gui_complete.csv
fals,false,The Reeve's Tale 4268,data/oxford_txts/RvT_oxford.txt,"¶“Ye, false harlot,”° quod the millere, “hast?",False,False,RvT_gui_complete.csv
fals,false,The Reeve's Tale 4269,data/oxford_txts/RvT_oxford.txt,A! false traitour! false clerk!” quod he,False,False,RvT_gui_complete.csv
lite,lite,The Reeve's Tale 4283,data/oxford_txts/RvT_oxford.txt,For she was falle aslepe a lite wight°,False,False,RvT_gui_complete.csv
povre,povre,The Nun's Priest's Tale 2821,data/oxford_txts/NPT_oxford.txt,"¶A povre widwe, somdel° stape° in age",False,False,NPT_gui_complete.csv
narwe,narwe,The Nun's Priest's Tale 2822,data/oxford_txts/NPT_oxford.txt,Was whilom° dwelling in a narwe° cotage,False,False,NPT_gui_complete.csv
