headword,forms,following_rules,violating_rules,total,compliance_pct
portraiinge,['portreying'],0,1,1,0.0
posen,['pose'],3,0,3,100.0
poupen,['pouped'],1,1,2,50.0
prauncen,['praunce'],1,0,1,100.0
prechen,"['preche', 'prechen', 'prechest', 'preched']",18,0,18,100.0
prechinge,['preching'],0,6,6,0.0
preferren,['preferre'],1,0,1,100.0
preiinge,['preyinge'],1,0,1,100.0
preisen,"['preisen', 'praise', 'preiseth', 'preised', 'preise']",23,2,25,92.0
preisinge,"['preising', 'hir', 'preisinge']",1,5,6,16.67
prenten,['prenten'],1,0,1,100.0
presenten,"['presente', 'present', 'presenteth', 'presented']",5,1,6,83.33
presentinge,['presenting'],0,1,1,0.0
pressen,"['preesseth', 'pressen', 'prese', 'presse', 'presseth']",8,0,8,100.0
presumen,"['presumed', 'presume']",1,1,2,50.0
pretenden,['pretende'],1,0,1,100.0
preven,"['preve', 'proveth', 'preveth', 'proved', 'ypreved', 'preved', 'prove']",30,1,31,96.77
prien,"['prien', 'pri', 'prie']",6,0,6,100.0
priken,"['prighte', 'priken', 'prik', 'priketh', 'prikke', 'prike', 'priked']",19,0,19,100.0
prikinge,"['prikinge', 'priking']",2,2,4,50.0
priven,['prived'],1,0,1,100.0
proceden,"['procede', 'proceden', 'precede']",7,0,7,100.0
profiten,['profite'],1,0,1,100.0
profren,"['profreth', 'profre', 'profred']",12,0,12,100.0
proinen,['proineth'],1,0,1,100.0
prollen,['prolle'],1,0,1,100.0
pronouncen,"['pronounced', 'pronounce']",3,0,3,100.0
proverben,['proverbed'],1,0,1,100.0
publishen,"['publiced', 'publisshed']",3,0,3,100.0
pullen,"['pullen', 'pulled', 'pulle', 'ypulled']",13,0,13,100.0
punishen,"['punice', 'ypunisshed']",2,0,2,100.0
punishinge,['punisshinge'],1,0,1,100.0
purchasen,"['purchased', 'purchacen', 'purchace']",7,0,7,100.0
purchasinge,['purchasing'],0,2,2,0.0
purposen,"['purposed', 'purposen']",2,0,2,100.0
purveien,"['purveith', 'purveied', 'purveie', 'purveye', 'purveyed']",13,0,13,100.0
purveiinge,['purveyinge'],2,0,2,100.0
pushen,['posseth'],1,0,1,100.0
putten,"['putte', 'pit', 'put', 'putten', 'yput', 'putteth']",75,4,79,94.94
quaken,"['quake', 'quaked', 'quaketh', 'quook']",23,0,23,100.0
quakinge,['quaking'],0,1,1,0.0
quappen,['quappe'],3,0,3,100.0
queken,['quek'],0,2,2,0.0
quemen,"['queme', 'quemen']",2,0,2,100.0
quenchen,"['queinte', 'queint', 'quenchen', 'quenche', 'yqueint']",12,0,12,100.0
quethen,"['quod', 'him', 'quoth']",682,3,685,99.56
quiken,"['quiken', 'quiked', 'quike']",7,0,7,100.0
quiten,"['quitte', 'quiten', 'quit', 'quite', 'quiteth']",32,1,33,96.97
ragen,['rage'],3,0,3,100.0
rakelen,['rakle'],1,0,1,100.0
ransaken,['ransake'],1,0,1,100.0
ravinge,['raving'],0,1,1,0.0
ravishen,"['ravisshed', 'ravisshe', 'ravisshen']",9,0,9,100.0
ravishinge,['ravisshing'],0,2,2,0.0
rebellinge,['rebelling'],0,1,1,0.0
rebounden,['rebounde'],1,0,1,100.0
receiven,"['receiven', 'receive', 'receiveth', 'received', 'resceived']",25,0,25,100.0
reclaimen,['reclaime'],1,0,1,100.0
reclaiminge,['reclaiming'],0,1,1,0.0
recomforten,"['recomforte', 'reconforte']",2,0,2,100.0
recommaunden,"['recomaundeth', 'recomandeth', 'recomaunde']",7,0,7,100.0
recommenden,['recomende'],2,0,2,100.0
recorden,['recorde'],6,0,6,100.0
redoutinge,['redoutinge'],1,0,1,100.0
redressen,"['redressed', 'redressen', 'redresse']",9,0,9,100.0
referren,"['refere', 'refereth']",2,0,2,100.0
refreiden,"['refreiden', 'refreide']",2,0,2,100.0
refreshen,"['refresshen', 'refresshed', 'refresshe']",6,0,6,100.0
refusen,['refuseden'],1,0,1,100.0
regnen,"['regned', 'regneth', 'regne', 'regnest']",7,0,7,100.0
rehersen,"['rehercen', 'reherce', 'rehersen', 'rehersed', 'reherse']",29,0,29,100.0
rehersinge,['rehersing'],0,2,2,0.0
rejoisen,"['rejoisen', 'rejoise', 'rejoised']",5,0,5,100.0
rejoisinge,['rejoisinge'],1,0,1,100.0
rekenen,"['yrekened', 'reken', 'rekne', 'rekene']",16,0,16,100.0
rekeninge,"['withoute', 'rekening', 'rekeninge']",3,1,4,75.0
relenten,['relente'],1,0,1,100.0
releven,"['releved', 'releve']",4,0,4,100.0
remembren,"['remembreth', 'remembren', 'remembred', 'remembre']",13,0,13,100.0
remeven,"['remoeved', 'remeve', 'remoeve', 'remoeven']",3,1,4,75.0
remorden,['remorde'],1,0,1,100.0
remuen,['remewed'],1,0,1,100.0
repairen,"['repaire', 'repeire', 'repaireth', 'repeireth', 'repaired']",10,0,10,100.0
repelen,['repeled'],2,0,2,100.0
repenten,"['repented', 'repent', 'repenten', 'repenteth', 'repente']",18,0,18,100.0
repentinge,"['repenting', 'repentinge']",1,1,2,50.0
reporten,"['reporte', 'reporten', 'reporteth', 'reported']",5,0,5,100.0
reprehenden,['reprehende'],1,0,1,100.0
repressen,"['represseth', 'repressed']",3,0,3,100.0
repreven,"['repreveth', 'repreve']",8,0,8,100.0
requeren,"['requered', 'requere', 'requeren', 'required']",8,0,8,100.0
rescouen,"['rescowed', 'rescowe']",3,0,3,100.0
reserven,['reserved'],1,0,1,100.0
resignen,"['resine', 'resigne']",4,0,4,100.0
resouninge,['resoninge'],1,0,1,100.0
respiten,"['respite', 'respiten']",2,0,2,100.0
restoren,"['restored', 'restore']",7,0,7,100.0
restreinen,"['restreine', 'restraine']",10,0,10,100.0
returnen,"['retorned', 'retourne', 'retorneth', 'returne', 'retorne']",10,0,10,100.0
returning,['retourninge'],1,0,1,100.0
reulen,"['reulen', 'reule', 'reuled', 'ruled', 'reuleth', 'rewlen']",7,0,7,100.0
reven,"['raft', 'yraft', 'rafte', 'reve', 'reft', 'reveth', 'reven', 'refte']",22,0,22,100.0
revesten,['revesten'],1,0,1,100.0
revoken,['revoken'],1,0,1,100.0
riden,"['rit', 'rideth', 'ride', 'riden', 'rood', 'ridest']",137,0,137,100.0
riming,['riming'],0,1,1,0.0
risen,"['rise', 'risen', 'rist', 'riseth', 'roos']",86,0,86,100.0
robben,['robbe'],1,0,1,100.0
rokken,['rokken'],1,0,1,100.0
romen,"['romeden', 'rometh', 'romed', 'romen', 'rome']",20,1,21,95.24
rosten,"['rosted', 'roste']",2,0,2,100.0
rouken,['rouketh'],1,0,1,100.0
rounden,['rounded'],1,0,1,100.0
rounen,"['roune', 'rouned', 'rowned', 'rownen', 'rowne', 'rown']",8,1,9,88.89
rubben,['rubbeth'],2,0,2,100.0
ruggen,['roggeth'],1,0,1,100.0
rumbelen,"['romblen', 'rombled']",3,0,3,100.0
rumbelinge,['rumblinge'],1,0,1,100.0
rusen,['rused'],1,0,1,100.0
rusten,['ruste'],2,0,2,100.0
sacrificen,['sacrifise'],2,0,2,100.0
sacrifien,['sacrifie'],1,0,1,100.0
sakken,['sakked'],1,0,1,100.0
saluen,"['salueth', 'saleweth', 'saluwe', 'saluth', 'salue', 'salewed']",12,0,12,100.0
saluinge,['saluing'],0,1,1,0.0
saven,"['save', 'saven', 'saveth', 'saved', 'savedest', 'her']",93,1,94,98.94
savouren,['savour'],0,1,1,0.0
scalden,['scalded'],1,0,1,100.0
scarmuching,['scarmishing'],0,1,1,0.0
scateren,['scatered'],1,0,1,100.0
sclaundren,['sclaundre'],2,0,2,100.0
scoleien,['scoleye'],1,0,1,100.0
scornen,"['scorne', 'scorneth', 'scorned', 'scornen']",7,0,7,100.0
scorninge,['scorning'],0,1,1,0.0
sechen,"['soughten', 'seche', 'soght', 'seken', 'seketh', 'soghten', 'sechen', 'souhte', 'seke', 'soghte', 'seek', 'soughte']",72,1,73,98.63
seden,['sede'],1,0,1,100.0
seilen,"['sailed', 'saile', 'sailen', 'saille', 'yseiled', 'saileth', 'seiled']",20,1,21,95.24
seinge,['seinge'],1,0,1,100.0
seisen,"['sesed', 'sese']",2,0,2,100.0
selen,"['seleth', 'seled']",2,0,2,100.0
sellen,"['selle', 'sellen', 'solde']",18,0,18,100.0
seminge,['seminge'],3,0,3,100.0
sengen,['senge'],1,0,1,100.0
serchen,['serchen'],1,0,1,100.0
sermounen,['sermone'],1,0,1,100.0
sermouninge,['sermoning'],0,4,4,0.0
setlen,['ysatled'],1,0,1,100.0
setten,"['setten', 'yset', 'sette', 'set']",141,2,143,98.6
shadwen,['shadwed'],1,0,1,100.0
shaken,"['shook', 'shake', 'shaketh', 'shaken']",12,0,12,100.0
shamen,"['shame', 'shamed', 'shamen']",3,0,3,100.0
shapen,"['shopen', 'shape', 'shoop', 'shoope', 'shapen', 'shapeth']",68,0,68,100.0
sharpen,['sharpeth'],1,0,1,100.0
shaven,"['shave', 'yshave']",5,0,5,100.0
shavinge,['shaving'],0,1,1,0.0
sheden,"['shedde', 'shadde']",2,0,2,100.0
shelden,['shilde'],13,0,13,100.0
shenden,"['shent', 'shendeth', 'shende', 'shenden', 'shente']",24,0,24,100.0
sheren,"['shorn', 'yshorn', 'shere', 'yshore']",4,0,4,100.0
sheringe,['shering'],0,1,1,0.0
sheten,['shete'],2,0,2,100.0
sheuinge,['shewinge'],1,0,1,100.0
shiften,['shifte'],2,0,2,100.0
shimeringe,['shimering'],0,1,1,0.0
shinen,"['shoon', 'shone', 'shine', 'shinede', 'shineth', 'shinen', 'shon']",34,0,34,100.0
shininge,['shining'],0,1,1,0.0
shitten,"['shette', 'shet', 'shetten', 'yshette']",22,1,23,95.65
shiveren,['shiveren'],1,0,1,100.0
shorten,"['short', 'shorte']",4,0,4,100.0
shouten,['shoute'],2,0,2,100.0
shoutinge,"['shoutinge', 'shouting', 'showting']",1,2,3,33.33
shouven,"['shof', 'shove', 'yshove', 'shoof']",7,0,7,100.0
shouvinge,['showving'],0,1,1,0.0
shreden,['shredde'],1,0,1,100.0
shreuen,"['shrew', 'shrewe']",6,0,6,100.0
shrinen,['shrined'],1,0,1,100.0
shrinken,['shrinke'],1,0,1,100.0
shriven,"['shriven', 'schriven', 'shrive']",4,0,4,100.0
siften,['sifted'],1,0,1,100.0
sighen,['sighed'],2,0,2,100.0
signifien,"['signifide', 'signified', 'signifie']",5,0,5,100.0
sikeren,['sikered'],1,0,1,100.0
sikinge,['sikinge'],1,0,1,100.0
singen,"['singeth', 'songo', 'singest', 'sing', 'singen', 'and', 'songe', 'ysonge', 'singe', 'songen', 'ysongen', 'sang', 'song']",129,4,133,96.99
singinge,"['singinge', 'singing']",1,4,5,20.0
sinken,"['sonken', 'sinke', 'sinken']",17,0,17,100.0
sinnen,['sinne'],1,0,1,100.0
sippen,['sippe'],1,0,1,100.0
sitten,"['sit', 'satte', 'sitte', 'set', 'sette', 'sate', 'sitten', 'sat', 'sete', 'seet', 'sitteth', 'seten']",152,2,154,98.7
sittinge,['sitting'],0,4,4,0.0
skinken,['skinketh'],1,0,1,100.0
skippen,"['skippen', 'skippe', 'skipte']",6,0,6,100.0
skriken,"['skriked', 'shright', 'shrighte']",6,1,7,85.71
skrikinge,['shriking'],0,1,1,0.0
slen,"['slow', 'sleeth', 'sleest', 'slowe', 'sle', 'slawen', 'slein', 'yslawe', 'slee', 'yslain', 'slough', 'sleen', 'slen', 'slawe', 'slaine', 'slain']",219,1,220,99.55
slepen,"['slepten', 'slepen', 'slepe', 'sleep', 'slepeth', 'slepte', 'slept']",88,3,91,96.7
slepinge,"['slepinge', 'sleping']",2,4,6,33.33
sliden,"['slide', 'slit']",7,0,7,100.0
slingen,['slong'],1,0,1,100.0
slinken,['slinke'],1,0,1,100.0
slippen,['slippe'],1,0,1,100.0
slitten,['slitte'],2,0,2,100.0
slomberinge,['slomberinge'],1,0,1,100.0
smellen,"['smellest', 'smelle', 'smellen']",4,0,4,100.0
smellinge,['smellinge'],1,0,1,100.0
smerten,"['smerte', 'smerteth', 'smert']",26,0,26,100.0
smilen,"['smilen', 'smile', 'smiled', 'smileth']",10,0,10,100.0
smilinge,['smiling'],0,1,1,0.0
smiten,"['smitted', 'smiten', 'smitest', 'smitten', 'smoot', 'smite', 'smiteth', 'smit']",43,1,44,97.73
smithen,['smithed'],1,0,1,100.0
sneuen,['snewed'],1,0,1,100.0
snibben,['snibben'],1,0,1,100.0
sobbinge,"['sobbing', 'sobbinge']",1,1,2,50.0
socouren,['socouren'],1,0,1,100.0
softenen,['softneth'],1,0,1,100.0
sojournen,"['sojorne', 'sojorneth', 'sojurne', 'sojourned', 'sojourne', 'soyourne']",13,0,13,100.0
solasen,['solace'],2,0,2,100.0
somnen,"['somne', 'somoned', 'sompne']",5,0,5,100.0
sorwen,"['sorwe', 'sorwen', 'sorwest', 'sorweth', 'sorwed']",11,0,11,100.0
sorwinge,['sorwinge'],1,0,1,100.0
souken,"['souked', 'souke']",2,0,2,100.0
soulen,['sowled'],1,0,1,100.0
sounen,"['sownen', 'sowne', 'souneth', 'sowneth', 'soune', 'sounen', 'souned']",11,2,13,84.62
sparen,"['spared', 'sparen', 'spare', 'yspared']",19,1,20,95.0
speden,"['spedden', 'speede', 'sped', 'spede', 'spedde']",46,0,46,100.0
speken,"['spaken', 'speke', 'spek', 'speken', 'speketh', 'spake', 'spak', 'spoken', 'spoke', 'spekest']",350,1,351,99.72
spekinge,"['spekinge', 'speking']",1,3,4,25.0
spenden,"['spent', 'spente', 'spende', 'spenden', 'spendeth', 'spended']",24,0,24,100.0
speuen,['spouted'],1,0,1,100.0
spillen,"['spilt', 'spille']",19,0,19,100.0
spinnen,"['sponne', 'span']",2,0,2,100.0
spinninge,['spinning'],0,1,1,0.0
spotten,['spotted'],1,0,1,100.0
spousen,['spoused'],1,0,1,100.0
spreden,"['spredeth', 'spreden', 'spradde', 'sprad', 'sprede']",17,0,17,100.0
sprengen,['spreind'],1,0,1,100.0
springen,"['spronge', 'outspringe', 'springen', 'springeth', 'sprang', 'springe', 'sprong']",29,0,29,100.0
spurnen,"['sporneth', 'spurne', 'sporned']",3,0,3,100.0
squieren,['squiereth'],1,0,1,100.0
stablishen,['stablissed'],1,0,1,100.0
stakeren,['stakereth'],1,0,1,100.0
stalken,"['stalketh', 'stalke', 'stalked']",6,0,6,100.0
stampen,['stampe'],1,0,1,100.0
staren,['stare'],5,0,5,100.0
stelen,"['stelen', 'stolen', 'staale', 'stal', 'stoln', 'stole', 'steleth', 'stele', 'stale']",38,0,38,100.0
stellifien,['stellifie'],1,0,1,100.0
stemen,['stemed'],1,0,1,100.0
steppen,['stapen'],1,0,1,100.0
sterten,"['sterte', 'sterten', 'ystert', 'stert', 'stirt', 'stirte']",50,0,50,100.0
sterven,"['starf', 'sterve', 'storven', 'sterven']",55,0,55,100.0
stiken,"['stiken', 'stak', 'ystiked', 'stiketh', 'sticketh', 'stiked', 'stikked']",12,0,12,100.0
stingen,"['stongen', 'stinge', 'stingeth']",7,0,7,100.0
stinken,"['stinken', 'stank', 'stinketh']",4,0,4,100.0
stinten,"['stente', 'stinte', 'stenten', 'stinten', 'stinteth', 'stint', 'stent', 'stinted']",60,0,60,100.0
stiren,"['stired', 'stere']",4,0,4,100.0
stomblen,['stomblen'],1,0,1,100.0
stoppen,"['stopped', 'stoppen']",3,0,3,100.0
storen,['store'],1,0,1,100.0
stoupen,"['stoupeth', 'stoupen', 'stoupe']",4,0,4,100.0
stranglinge,['strangling'],0,2,2,0.0
strecchen,"['strecche', 'streccheth', 'straughte']",8,0,8,100.0
stremen,['stremeden'],1,0,1,100.0
strengthen,['strengthen'],1,0,1,100.0
strepen,"['strepen', 'strepeth', 'strepe']",7,0,7,100.0
streuen,"['strawe', 'strawen']",2,0,2,100.0
striken,['striken'],1,0,1,100.0
striven,"['strof', 'stroof', 'striveth', 'strive']",11,0,11,100.0
strivinge,['striving'],0,2,2,0.0
strogelen,"['strogelest', 'strugle']",3,0,3,100.0
strogelinge,['strugling'],0,1,1,0.0
stroken,"['stroke', 'stroketh']",4,0,4,100.0
strouten,['strouted'],1,0,1,100.0
studien,"['studieth', 'studie']",3,0,3,100.0
studiinge,['studying'],0,2,2,0.0
subliminge,['subliming'],0,1,1,0.0
submitten,['submitted'],1,0,1,100.0
succeden,"['succedeth', 'succede']",2,0,2,100.0
sufferen,"['suffre', 'suffren', 'suffrest', 'ysuffred', 'suffred', 'suffreth']",59,2,61,96.72
suffisen,"['suffised', 'suffiseth', 'sufficeth', 'suffise', 'suffisen']",44,0,44,100.0
suffren,['suffrede'],1,0,1,100.0
sugren,['sucred'],1,0,1,100.0
supposen,"['supposed', 'suppose']",14,0,14,100.0
supposinge,"['supposinge', 'supposing']",1,1,2,50.0
surmounten,"['surmountede', 'surmounteth', 'sourmounteth']",3,0,3,100.0
sustenen,['sustene'],11,0,11,100.0
swappen,"['swapte', 'swappe']",3,0,3,100.0
swarmen,"['swarmeden', 'swarmeth', 'swarmen']",3,0,3,100.0
swellen,"['swal', 'swelleth', 'swelle']",5,0,5,100.0
swelten,['swelte'],4,0,4,100.0
swepen,"['swepe', 'ysweped', 'sweep']",2,1,3,66.67
sweren,"['sworen', 'swoor', 'swer', 'swore', 'ysworn', 'swereth', 'yswore', 'swor', 'sweren', 'swere', 'sworn']",115,3,118,97.46
sweringe,['swering'],0,6,6,0.0
swimmen,"['swimmen', 'swimme', 'swommen']",5,0,5,100.0
swinken,"['swinken', 'swinke', 'yswonke', 'swonken']",10,0,10,100.0
swiven,"['swived', 'swive']",6,0,6,100.0
swolwen,"['swolwe', 'swelwe']",2,0,2,100.0
swounen,"['swouned', 'swowneth', 'swowne', 'swowned']",13,0,13,100.0
swouninge,"['swowning', 'swowninge']",1,2,3,33.33
tabouren,['tabouren'],1,0,1,100.0
taillinge,['taillinge'],1,0,1,100.0
taken,"['toke', 'taken', 'wol', 'take', 'tooke', 'took', 'taketh', 'takth', 'taak', 'tak', 'tok', 'ytake', 'taa']",357,6,363,98.35
talen,"['talen', 'tale']",3,0,3,100.0
talken,['talke'],1,0,1,100.0
talkinge,['talking'],0,1,1,0.0
tapeten,['tapite'],1,0,1,100.0
tasten,"['taste', 'tasted']",2,0,2,100.0
techen,"['teche', 'taughte', 'taught', 'techen', 'techeth']",52,0,52,100.0
techinge,['teching'],0,2,2,0.0
teien,['yteid'],1,0,1,100.0
tellen,"['tellen', 'telles', 'ytold', 'tolden', 'telle', 'tell', 'tald', 'telleth', 'tolde', 'told', 'thus', 'tel']",572,16,588,97.28
tempren,"['tempred', 'tempreth']",3,0,3,100.0
tempten,"['tempteth', 'tempted', 'tempte']",9,0,9,100.0
terminen,['termine'],1,0,1,100.0
thakken,"['thakketh', 'thakked']",2,0,2,100.0
thanken,"['thanken', 'thonketh', 'ythonked', 'thank', 'thonken', 'thonke', 'thonked', 'thanke', 'thanketh', 'ythanked', 'thanked']",67,0,67,100.0
then,['thee'],14,0,14,100.0
thirlen,"['thirled', 'thirleth']",4,0,4,100.0
thirsten,"['thursted', 'thursteth', 'thurst']",4,0,4,100.0
tholen,['tholed'],1,0,1,100.0
thrallen,"['thrallen', 'thralle']",2,0,2,100.0
threpen,['threpe'],1,0,1,100.0
threshen,['thresshe'],1,0,1,100.0
thresten,"['thraste', 'thriste', 'threste']",6,0,6,100.0
thringen,"['throng', 'thringe']",3,0,3,100.0
thriven,"['thrive', 'thriven']",21,0,21,100.0
thurven,"['thar', 'dorste', 'thurfte']",10,0,10,100.0
tiden,"['tiden', 'tit', 'tides', 'tid']",6,0,6,100.0
tikelen,"['tikled', 'tikleth']",2,0,2,100.0
tirven,"['terved', 'terve']",2,0,2,100.0
titering,['titering'],0,1,1,0.0
to-shiveren,['toshivered'],1,0,1,100.0
tobreken,"['tobroke', 'tobreketh']",2,0,2,100.0
tobresten,"['tobreste', 'tobrosten']",5,0,5,100.0
tocleven,['tocleve'],1,0,1,100.0
todashen,['todasshed'],1,0,1,100.0
toheuen,"['tohewen', 'tohewe']",4,0,4,100.0
tokninge,"['tokening', 'tokninge', 'tokning']",1,3,4,25.0
tomelten,['tomelte'],1,0,1,100.0
torasen,['torace'],1,0,1,100.0
torenden,"['torende', 'torente', 'torent']",9,0,9,100.0
tormenten,"['tormente', 'tormenteth', 'turmente', 'tormented']",6,0,6,100.0
tormentinge,['tormentinge'],1,0,1,100.0
toscateren,['toscatered'],1,0,1,100.0
toshaken,['toshake'],1,0,1,100.0
toshreden,['toshrede'],1,0,1,100.0
tosterten,['tosterte'],1,0,1,100.0
toswinken,['toswinke'],1,0,1,100.0
toteren,"['totar', 'totere']",2,0,2,100.0
touchen,"['touch', 'toucheth', 'touched', 'touchen', 'touche', 'touchede']",17,1,18,94.44
tourneiinge,"['tourneyinge', 'turneyinge']",2,0,2,100.0
tracen,['trace'],1,0,1,100.0
traien,['trayed'],1,0,1,100.0
traishen,['traisen'],1,0,1,100.0
transfiguren,['transfigure'],1,0,1,100.0
translaten,"['translated', 'translaten']",4,0,4,100.0
transmeuen,"['transmuwed', 'transmuwen']",2,0,2,100.0
travailen,['travaille'],1,0,1,100.0
treden,"['trad', 'trede', 'tret', 'troden']",5,0,5,100.0
trespassen,"['trespace', 'trespasse']",5,0,5,100.0
trespassinge,['trespassinge'],1,0,1,100.0
treten,"['treten', 'trete']",15,0,15,100.0
tricen,['trice'],1,0,1,100.0
triklen,['trikled'],0,1,1,0.0
trippen,['trippe'],2,0,2,100.0
trompen,['tromped'],1,0,1,100.0
trotten,['trotteth'],1,0,1,100.0
troublen,['troublen'],1,0,1,100.0
trouen,"['troweth', 'trow', 'trowest', 'trowen', 'trowed', 'trowe']",105,3,108,97.22
trussen,['trussed'],1,0,1,100.0
trusten,"['trusten', 'triste', 'trusted', 'tristest', 'truste', 'trusteth']",37,0,37,100.0
tuken,['tukked'],1,0,1,100.0
turnen,"['torne', 'turnede', 'turned', 'tourne', 'turn', 'tornest', 'torneth', 'torned', 'turnen', 'tourned', 'tornede', 'turne', 'yturned', 'turneth', 'tornen']",81,3,84,96.43
turninge,['turning'],0,1,1,0.0
twicchen,"['twight', 'twighte']",3,0,3,100.0
twinen,['twine'],1,0,1,100.0
twinklen,['twinkled'],0,1,1,0.0
twinninge,['twinninge'],1,0,1,100.0
twisten,['twiste'],6,0,6,100.0
umbreiden,['umbreide'],1,0,1,100.0
unarmen,['unarmed'],1,0,1,100.0
unbinden,"['unbounden', 'unbinde']",4,0,4,100.0
unbirien,['unburied'],1,0,1,100.0
unbodien,['unbodie'],1,0,1,100.0
unbokelen,['unbokele'],1,0,1,100.0
unclosen,"['unclosed', 'unclose']",3,0,3,100.0
uncouplen,['uncouple'],1,0,1,100.0
uncouplinge,['uncouplinge'],1,0,1,100.0
undernimen,['undernom'],1,0,1,100.0
underpicchen,['underpighte'],1,0,1,100.0
undersporen,['underspore'],1,0,1,100.0
understonden,"['understoode', 'understonde', 'understondeth', 'understode', 'understood', 'understond']",36,1,37,97.3
understondinge,"['understonding', 'understondinge']",1,1,2,50.0
undertaken,"['undertaketh', 'undertake', 'undertak', 'undertook']",16,1,17,94.12
undon,"['undo', 'undide', 'undon', 'undoth']",3,1,4,75.0
unfeteren,['unfettre'],1,0,1,100.0
unfolden,['unfolde'],1,0,1,100.0
unhorsen,['unhorsed'],1,0,1,100.0
unknouen,"['unknowen', 'unknowe']",5,0,5,100.0
unloven,['unloven'],1,0,1,100.0
unpinnen,['unpinne'],1,0,1,100.0
unshethen,['unshethe'],1,0,1,100.0
unshitten,['unshette'],1,0,1,100.0
unswellen,['unswelle'],2,0,2,100.0
unwreien,['unwrie'],1,0,1,100.0
upbreiden,['upbreide'],2,0,2,100.0
upcasten,['upcaste'],1,0,1,100.0
updrauen,['updrow'],1,0,1,100.0
upheven,['uphaf'],1,0,1,100.0
upreisen,['upreised'],1,0,1,100.0
uprennen,['upronne'],1,0,1,100.0
uprisen,"['uprist', 'upriseth']",5,0,5,100.0
upsterten,"['upsterte', 'upstirte']",4,0,4,100.0
uptaken,['uptaken'],1,0,1,100.0
upyelden,['upyolden'],1,0,1,100.0
usen,"['usedest', 'useden', 'used', 'useth', 'usen', 'use']",23,3,26,88.46
vanishen,"['vanishe', 'vanish', 'vanisshed', 'vanished']",6,0,6,100.0
vanishinge,['vanisshinge'],1,0,1,100.0
varien,['varien'],1,0,1,100.0
venquishen,"['venquisshed', 'venquisseth']",4,0,4,100.0
ventosinge,['ventusinge'],1,0,1,100.0
verifien,['verifie'],1,0,1,100.0
vernishen,['vernisshed'],1,0,1,100.0
visagen,['visage'],1,0,1,100.0
visiten,"['visited', 'visite']",8,0,8,100.0
visitinge,['visitinge'],1,0,1,100.0
vitailen,"['vitailled', 'vitaile']",3,0,3,100.0
voiden,"['yvoided', 'voided', 'voiden', 'voide']",12,1,13,92.31
vouchen,"['vouchen', 'vouchesauf', 'vouche', 'vouched']",7,0,7,100.0
vouchen_sauf,['vouchesauf'],2,15,17,11.76
waden,"['wade', 'waden']",4,0,4,100.0
waggen,['wagges'],1,0,1,100.0
wagginge,['wagginge'],1,0,1,100.0
waimentinge,"['weimentinge', 'waimenting', 'waimentinge']",3,1,4,75.0
waiten,"['waiten', 'waiteth', 'waitede', 'waite', 'waited']",21,0,21,100.0
waitinge,['waiting'],0,1,1,0.0
waken,"['awook', 'waketh', 'waked', 'wook', 'wake']",35,0,35,100.0
wakinge,['wakinge'],2,0,2,100.0
waknen,['wakned'],1,0,1,100.0
walkinge,"['walking', 'walkinge']",1,2,3,33.33
walwen,"['weileth', 'walwe', 'walweth']",6,0,6,100.0
wandringe,['wandring'],0,1,1,0.0
wanen,"['wane', 'wanie']",4,0,4,100.0
wanten,"['wanteth', 'wante']",4,0,4,100.0
wantinge,['wanting'],0,1,1,0.0
waranten,['warante'],1,0,1,100.0
warien,"['warie', 'warien']",3,0,3,100.0
warishen,"['warished', 'warisshed', 'warice']",5,0,5,100.0
warmen,['warmen'],1,0,1,100.0
washen,"['wessh', 'wesshen', 'wasshe', 'wesh', 'wasshen']",8,0,8,100.0
wasten,"['wasted', 'wasten', 'waste', 'wasteth']",13,0,13,100.0
watringe,['watering'],0,1,1,0.0
wedden,"['weddede', 'wedden', 'wedded', 'have', 'wed', 'ywedded', 'wedde']",72,1,73,98.63
weddinge,"['weddinge', 'wedding']",2,13,15,13.33
weiken,['waiken'],1,0,1,100.0
weilen,"['wailed', 'wailleth', 'waille', 'wailest', 'waileth', 'waile']",14,0,14,100.0
weilinge,['wailing'],0,2,2,0.0
welcomen,"['welcomed', 'welcometh']",2,0,2,100.0
welden,"['welden', 'welde', 'welded', 'welte']",6,0,6,100.0
wellen,['welle'],2,0,2,100.0
wenden,"['wendeth', 'wenten', 'wende', 'wente', 'wenden', 'went', 'wendest']",262,1,263,99.62
wendinge,['wending'],0,3,3,0.0
weninge,['weninge'],1,0,1,100.0
wepen,"['wopen', 'wepe', 'weepe', 'weep', 'wepte', 'wepen', 'wepten', 'wepeth', 'wept']",112,0,112,100.0
wepinge,"['weping', 'wepinge']",4,12,16,25.0
werien,['werieth'],1,0,1,100.0
werken,"['wroght', 'werketh', 'werke', 'wroghten', 'worcheth', 'werkes', 'wroghte', 'wroughten', 'hem', 'wrouhte', 'wirche', 'wroughte', 'wrought', 'werchen', 'werche', 'werken', 'ywrought', 'wroughtest']",110,1,111,99.1
werkinge,"['wirking', 'worching', 'werkinge', 'werking']",1,8,9,11.11
wernen,"['werne', 'warne']",6,0,6,100.0
werreien,"['werreyed', 'werreien', 'werreied', 'werreyest', 'werreie']",6,0,6,100.0
westren,['westren'],1,0,1,100.0
weten,"['wete', 'ywet', 'wette']",3,0,3,100.0
whetten,['whette'],1,0,1,100.0
whinen,['whine'],1,0,1,100.0
whirlen,"['whirle', 'whirleth']",3,0,3,100.0
