headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
seien,seyn,v%pr_pl,The Merchant's Tale 1551,data/oxford_txts/MerT_oxford.txt,Seyn that I have the moste stedefast° wif,BOTH,Present plural must end in -en or -e,Seyn that I have the moste stedefast° wif,Seyn that I have the mooste stedefast wyf,Present plural must end in -en or -e,Present plural must end in -en or -e
amenden,amende,v%pr_3,Troilus and Criseyde; Book II 1731,data/oxford_txts/TC2_oxford.txt,"And in what plit oon is, God him amende!",BOTH,Present 3rd sg must end in -th,"And in what plit oon is, God him amende!",And in what plit oon is God hym amende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,The Second Nun's Tale 392,data/oxford_txts/SNT_oxford.txt,Men ladde hem forth to doon the sacrifise.,BOTH,Infinitive must end in -en or -e,Men ladde hem forth to doon the sacrifise.,Men ledde hem forth to doon the sacrefise,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 189,data/oxford_txts/ShipT_oxford.txt,If that yow list° to doon that° I yow praye.,BOTH,Infinitive must end in -en or -e,If that yow list° to doon that° I yow praye.,If that yow list to doon that I yow praye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,The Merchant's Tale 2131,data/oxford_txts/MerT_oxford.txt,Ther° no wight coude han founde out swich a sleighte.°,BOTH,Infinitive must end in -en or -e,Ther° no wight coude han founde out swich a sleighte.°,Ther no wight koude han founde out swich a sleighte,Infinitive must end in -en or -e,Infinitive must end in -en or -e
connen,can,v%pr_3,Troilus and Criseyde; Book II 206,data/oxford_txts/TC2_oxford.txt,"And wher him list, best felawshipe can",BOTH,Present 3rd sg must end in -th,"And wher him list, best felawshipe can",And wher hym lest best felawshipe kan,Present 3rd sg must end in -th,Present 3rd sg must end in -th
spenden,spente,v%pt_3,The Knight's Tale 1444,data/oxford_txts/KnT_oxford.txt,But honestly° and slyly° he it spente,BOTH,"Weak pt sg must end in -ed, -d, or -t",But honestly° and slyly° he it spente,But honestly and slyly he it spente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_3,House of Fame 1258,data/oxford_txts/HF_oxford.txt,By no way may recovered be.,BOTH,Present 3rd sg must end in -th,By no way may recovered be.,Be no way may recovered be,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book IV 920,data/oxford_txts/TC4_oxford.txt,"To han this fare, he sholde not come here",BOTH,Infinitive must end in -en or -e,"To han this fare, he sholde not come here",To han this fare he sholde nat come here,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 192,data/oxford_txts/ShipT_oxford.txt,"That I may doon, right as° yow list° devise.",BOTH,Infinitive must end in -en or -e,"That I may doon, right as° yow list° devise.",That I may doon right as yow list devise,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,The Merchant's Tale 1791,data/oxford_txts/MerT_oxford.txt,Entendeth° for to do thee vileinie.°,BOTH,Infinitive must end in -en or -e,Entendeth° for to do thee vileinie.°,Entendeth for to do thee vileynye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
tellen,tolde,v%pt_3,Troilus and Criseyde; Book II 966,data/oxford_txts/TC2_oxford.txt,"As ye han herd bifore, al he him tolde.",BOTH,"Weak pt sg must end in -ed, -d, or -t","As ye han herd bifore, al he him tolde.",As ye han herd byfore al he hym tolde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
don,doon,v%pr_pl,The Knight's Tale 1531,data/oxford_txts/KnT_oxford.txt,"As doon thise loveres in hir queinte geres,°",BOTH,Present plural must end in -en or -e,"As doon thise loveres in hir queinte geres,°",As doon thise loveres in hir queynte geres,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Knight's Tale 2457,data/oxford_txts/KnT_oxford.txt,Min is the prison in the derke cote;°,BOTH,Present 3rd sg must end in -th,Min is the prison in the derke cote;°,Myn is the prison in the derke cote,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1449,data/oxford_txts/HF_oxford.txt,"Is, lo, the metal of Saturne",BOTH,Present 3rd sg must end in -th,"Is, lo, the metal of Saturne",Ys loo the metal of Saturne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 946,data/oxford_txts/TC3_oxford.txt,"“That is wel seid,” quod he, “my nece dere",BOTH,Present 3rd sg must end in -th,"“That is wel seid,” quod he, “my nece dere",That is wel seyd quod he my nece deere,Present 3rd sg must end in -th,Present 3rd sg must end in -th
senden,sende,v%pr_3,House of Fame 90,data/oxford_txts/HF_oxford.txt,And sende hem al that may hem plese,BOTH,Present 3rd sg must end in -th,And sende hem al that may hem plese,And sende hem al that may hem plese,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book IV 250,data/oxford_txts/TC4_oxford.txt,"“O deeth, allas! why niltow do me deye?",BOTH,Infinitive must end in -en or -e,"“O deeth, allas! why niltow do me deye?",O deth allas why nyltow do me deye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Summoner's Tale 2272,data/oxford_txts/SumT_oxford.txt,"By preve° which that is demonstratif,°",BOTH,Present 3rd sg must end in -th,"By preve° which that is demonstratif,°",By preeve which that is demonstratif,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Clerk's Tale 669,data/oxford_txts/ClT_oxford.txt,"His eyen two, and wondreth that she may°",BOTH,Present 3rd sg must end in -th,"His eyen two, and wondreth that she may°",His eyen two and wondreth that she may,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Merchant's Tale 1901,data/oxford_txts/MerT_oxford.txt,"Is he ay sik,° or how may this bitide?”°",BOTH,Present 3rd sg must end in -th,"Is he ay sik,° or how may this bitide?”°",Is he ay syk or how may this bityde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book III 1612,data/oxford_txts/TC3_oxford.txt,For which to thee obliged be for ay,BOTH,Present 3rd sg must end in -th,For which to thee obliged be for ay,For which to the obliged be for ay,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Troilus and Criseyde; Book I 92,data/oxford_txts/TC1_oxford.txt,"Now hadde Calkas left, in this meschaunce",BOTH,"Weak pt sg must end in -ed, -d, or -t","Now hadde Calkas left, in this meschaunce",Now hadde Calkas left in this meschaunce,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Knight's Tale 1964,data/oxford_txts/KnT_oxford.txt,Upon his shuldres winges hadde he two;,BOTH,"Weak pt sg must end in -ed, -d, or -t",Upon his shuldres winges hadde he two;,Upon his shuldres wynges hadde he two,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
tellen,tel,v%inf,Book of the Duchess 1130,data/oxford_txts/BD_oxford.txt,But wold ye tel me the manere,BOTH,Infinitive must end in -en or -e,But wold ye tel me the manere,But wolde ye tel me the manere,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book I 401,data/oxford_txts/TC1_oxford.txt,"And if love is, what thing and whiche is he?",BOTH,Present 3rd sg must end in -th,"And if love is, what thing and whiche is he?",And if love is what thing and which is he,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book II 1526,data/oxford_txts/TC2_oxford.txt,Thy grace she shal fully ther conferme.”,BOTH,Present 3rd sg must end in -th,Thy grace she shal fully ther conferme.”,Thi grace she shal fully ther conferme,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 1732,data/oxford_txts/KnT_oxford.txt,For sith the day is come that I shal die,BOTH,Present 3rd sg must end in -th,For sith the day is come that I shal die,For sith the day is come that I shal dye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
brennen,brente,v%pt_3,The Knight's Tale 2403,data/oxford_txts/KnT_oxford.txt,For thilke fir that whilom brente° thee,BOTH,"Weak pt sg must end in -ed, -d, or -t",For thilke fir that whilom brente° thee,For thilke fyr that whilom brente thee,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,House of Fame 2078,data/oxford_txts/HF_oxford.txt,As fir is wont to quikke° and go,BOTH,Present 3rd sg must end in -th,As fir is wont to quikke° and go,As fyr ys wont to quyke and goo,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 1355,data/oxford_txts/MerT_oxford.txt,For thanne his lif is set in sikernesse;°,BOTH,Present 3rd sg must end in -th,For thanne his lif is set in sikernesse;°,For thanne his lyf is set in sikernesse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,House of Fame 1225,data/oxford_txts/HF_oxford.txt,As han thise litel herde-gromes°,BOTH,Present plural must end in -en or -e,As han thise litel herde-gromes°,As han thise lytel herdegromes,Present plural must end in -en or -e,Present plural must end in -en or -e
agreen,agree,v%pr_3,Troilus and Criseyde; Book I 409,data/oxford_txts/TC1_oxford.txt,"If harme agree me, wherto pleine I thenne?",BOTH,Present 3rd sg must end in -th,"If harme agree me, wherto pleine I thenne?",If harm agree me wherto pleyne I thenne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
connen,can,v%pr_3,The Monk's Tale 2139,data/oxford_txts/MkT_oxford.txt,Ful wis is he that can himselven knowe.,BOTH,Present 3rd sg must end in -th,Ful wis is he that can himselven knowe.,Ful wys is he that kan hymselven knowe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Wife of Bath's Prologue 179,data/oxford_txts/WBPro_oxford.txt,For I shal telle ensamples mo than ten.,BOTH,Present 3rd sg must end in -th,For I shal telle ensamples mo than ten.,For I shal telle ensamples mo than ten,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,The Franklin's Tale 831,data/oxford_txts/FranT_oxford.txt,Til som figure therinne emprented° be.,BOTH,Present 3rd sg must end in -th,Til som figure therinne emprented° be.,Til som figure therinne emprented be,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Wife of Bath's Prologue 45,data/oxford_txts/WBPro_oxford.txt,"Welcom the sixte, whan that ever he shal.",BOTH,Present 3rd sg must end in -th,"Welcom the sixte, whan that ever he shal.",Welcome the sixte whan that evere he shal,Present 3rd sg must end in -th,Present 3rd sg must end in -th
witen,woot,v%pr_3,The Knight's Tale 1809,data/oxford_txts/KnT_oxford.txt,"She woot° namore of al this hote fare,°",BOTH,Present 3rd sg must end in -th,"She woot° namore of al this hote fare,°",She woot namoore of al this hoote fare,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Book of the Duchess 1180,data/oxford_txts/BD_oxford.txt,"My lady, that is so faire and bright!”—",BOTH,Present 3rd sg must end in -th,"My lady, that is so faire and bright!”—",My lady that is so fair and bryght,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%inf,The Clerk's Tale 311,data/oxford_txts/ClT_oxford.txt,"And al that liketh me, I dar wel seyn",BOTH,Infinitive must end in -en or -e,"And al that liketh me, I dar wel seyn",And al that liketh me I dar wel seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Miller's Tale 3392,data/oxford_txts/MilT_oxford.txt,"Men seyn right thus, “Alwey the nye slie°",BOTH,Present plural must end in -en or -e,"Men seyn right thus, “Alwey the nye slie°",Men seyn right thus Alwey the nye slye,Present plural must end in -en or -e,Present plural must end in -en or -e
hiden,hidde,v%pt_1,The Squire's Tale 595,data/oxford_txts/SqT_oxford.txt,"As I best mighte,° I hidde fro him my sorwe",BOTH,"Weak pt sg must end in -ed, -d, or -t","As I best mighte,° I hidde fro him my sorwe",As I best myghte I hidde fro hym my sorwe,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Wife of Bath's Tale 1190,data/oxford_txts/WBT_oxford.txt,"Is riche, although ye holde him but a knave.°",BOTH,Present 3rd sg must end in -th,"Is riche, although ye holde him but a knave.°",Is riche although ye holde hym but a knave,Present 3rd sg must end in -th,Present 3rd sg must end in -th
techen,taughte,v%pt_3,The Manciple's Tale 317,data/oxford_txts/MancT_oxford.txt,"But nathelees, thus taughte me my dame:",BOTH,"Weak pt sg must end in -ed, -d, or -t","But nathelees, thus taughte me my dame:",But nathelees thus taughte me my dame,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
aspien,aspide,v%pt_3,Troilus and Criseyde; Book V 539,data/oxford_txts/TC5_oxford.txt,That no wight of his contenaunce aspide.,BOTH,"Weak pt sg must end in -ed, -d, or -t",That no wight of his contenaunce aspide.,That no wight of his contenance espide,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
listen,list,v%pr_3,The Shipman's Tale 189,data/oxford_txts/ShipT_oxford.txt,If that yow list° to doon that° I yow praye.,BOTH,Present 3rd sg must end in -th,If that yow list° to doon that° I yow praye.,If that yow list to doon that I yow praye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,arn,v%pr_pl,Troilus and Criseyde; Book V 1374,data/oxford_txts/TC5_oxford.txt,Of sorweful teres salte arn waxen welles;,BOTH,Present plural must end in -en or -e,Of sorweful teres salte arn waxen welles;,Of sorwful teris salte arn waxen welles,Present plural must end in -en or -e,Present plural must end in -en or -e
mouen,may,v%pr_3,Troilus and Criseyde; Book IV 258,data/oxford_txts/TC4_oxford.txt,"That wondir is, the body may suffise",BOTH,Present 3rd sg must end in -th,"That wondir is, the body may suffise",That wonder is the body may suffise,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,Troilus and Criseyde; Book I 147,data/oxford_txts/TC1_oxford.txt,"Whoso that can, may rede hem as they write.",BOTH,Present 3rd sg must end in -th,"Whoso that can, may rede hem as they write.",Whoso that kan may rede hem as they write,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Nun's Priest's Tale 3054,data/oxford_txts/NPT_oxford.txt,"To God, that° is so just and resonable",BOTH,Present 3rd sg must end in -th,"To God, that° is so just and resonable",To God that is so just and resonable,Present 3rd sg must end in -th,Present 3rd sg must end in -th
letten,lette,v%pt_3,House of Fame 2070,data/oxford_txts/HF_oxford.txt,"With the thridde; and, er he lette°",BOTH,"Weak pt sg must end in -ed, -d, or -t","With the thridde; and, er he lette°",With the thridde and or he lette,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_3,Book of the Duchess 964,data/oxford_txts/BD_oxford.txt,That every man may take of light,BOTH,Present 3rd sg must end in -th,That every man may take of light,That every man may take of lyght,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,list,v%pr_3,Parliament of Fowls 622,data/oxford_txts/PF_oxford.txt,"Of whom hir list,° whoso be wrooth or blithe",BOTH,Present 3rd sg must end in -th,"Of whom hir list,° whoso be wrooth or blithe",Of whom hire lest whoso be wroth or blythe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,sayes,v%pr_3,The Reeve's Tale 4180,data/oxford_txts/RvT_oxford.txt,"For John, ther is a law that sayes thus",BOTH,Present 3rd sg must end in -th,"For John, ther is a law that sayes thus",For John ther is a lawe that says thus,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,The Summoner's Tale 2048,data/oxford_txts/SumT_oxford.txt,"¶“ ‘A lord is lost, if he be vicious;°",BOTH,Present 3rd sg must end in -th,"¶“ ‘A lord is lost, if he be vicious;°",A lord is lost if he be vicius,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book II 147,data/oxford_txts/TC2_oxford.txt,"Nor axen more, that may do yow disese.”",BOTH,Infinitive must end in -en or -e,"Nor axen more, that may do yow disese.”",Nor axen more that may do yow disese,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Canon's Yeoman's Tale 1018,data/oxford_txts/CYT_oxford.txt,And spending silver hadde he right ynow.°,BOTH,"Weak pt sg must end in -ed, -d, or -t",And spending silver hadde he right ynow.°,And spendyng silver hadde he right ynow,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,be,v%pr_3,The Merchant's Tale 1462,data/oxford_txts/MerT_oxford.txt,That blosmeth er° that fruit ywoxen be;°,BOTH,Present 3rd sg must end in -th,That blosmeth er° that fruit ywoxen be;°,That blosmeth er that fruyt ywoxen bee,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book V 54,data/oxford_txts/TC5_oxford.txt,"Sholde han ben slain; lo, this was al his care.",BOTH,Infinitive must end in -en or -e,"Sholde han ben slain; lo, this was al his care.",Sholde han ben slayn lo this was al his care,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,The Knight's Tale 1793,data/oxford_txts/KnT_oxford.txt,And mighte han lived in Thebes royally,BOTH,Infinitive must end in -en or -e,And mighte han lived in Thebes royally,And myghte han lyved in Thebes roially,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shulen,shal,v%pr_3,The Wife of Bath's Prologue 232,data/oxford_txts/WBPro_oxford.txt,"Shal beren him on hond° the cow° is wood,°",BOTH,Present 3rd sg must end in -th,"Shal beren him on hond° the cow° is wood,°",Shal beren hym on honde the cow is wood,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_pl,Troilus and Criseyde; Book II 311,data/oxford_txts/TC2_oxford.txt,For bothe I am agast what ye wol seye,BOTH,Present plural must end in -en or -e,For bothe I am agast what ye wol seye,For both I am agast what ye wol seye,Present plural must end in -en or -e,Present plural must end in -en or -e
chiden,chidde,v%pt_1,The Wife of Bath's Prologue 223,data/oxford_txts/WBPro_oxford.txt,"For God it woot,° I chidde° hem spitously.°",BOTH,"Weak pt sg must end in -ed, -d, or -t","For God it woot,° I chidde° hem spitously.°",For God it woot I chidde hem spitously,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
connen,can,v%pr_3,Troilus and Criseyde; Book II 1315,data/oxford_txts/TC2_oxford.txt,The which can helen thee of thin accesse,BOTH,Present 3rd sg must end in -th,The which can helen thee of thin accesse,The which kan helen the of thyn accesse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Shipman's Tale 216,data/oxford_txts/ShipT_oxford.txt,How longe time wol ye rekene° and caste°,BOTH,Present plural must end in -en or -e,How longe time wol ye rekene° and caste°,How longe tyme wol ye rekene and caste,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shal,v%pr_3,The Franklin's Tale 1418,data/oxford_txts/FranT_oxford.txt,"Ther shal no wight defoulen, if I may.’",BOTH,Present 3rd sg must end in -th,"Ther shal no wight defoulen, if I may.’",Ther shal no wight defoulen if I may,Present 3rd sg must end in -th,Present 3rd sg must end in -th
moten,mot,v%pr_3,Troilus and Criseyde; Book IV 17,data/oxford_txts/TC4_oxford.txt,Mot hennesforth ben matere of my book,BOTH,Present 3rd sg must end in -th,Mot hennesforth ben matere of my book,Moot hennesforth ben matere of my book,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1074,data/oxford_txts/HF_oxford.txt,Whan any speche ycomen is,BOTH,Present 3rd sg must end in -th,Whan any speche ycomen is,Whan any speche ycomen ys,Present 3rd sg must end in -th,Present 3rd sg must end in -th
maken,make,v%pr_3,The Merchant's Tale 1619,data/oxford_txts/MerT_oxford.txt,That noon of hem none argumentes make,BOTH,Present 3rd sg must end in -th,That noon of hem none argumentes make,That noon of hem none argumentes make,Present 3rd sg must end in -th,Present 3rd sg must end in -th
connen,can,v%pr_3,Troilus and Criseyde; Book IV 1472,data/oxford_txts/TC4_oxford.txt,"To been a wif, and as he can wel preche",BOTH,Present 3rd sg must end in -th,"To been a wif, and as he can wel preche",To ben a wif and as he kan wel preche,Present 3rd sg must end in -th,Present 3rd sg must end in -th
yeven,yeve,v%pr_3,Troilus and Criseyde; Book III 1385,data/oxford_txts/TC3_oxford.txt,"And live in wo, ther God yeve hem mischaunce",BOTH,Present 3rd sg must end in -th,"And live in wo, ther God yeve hem mischaunce",And lyve in wo ther God yeve hem meschaunce,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shitten,shette,v%pt_3,Troilus and Criseyde; Book III 726,data/oxford_txts/TC3_oxford.txt,"O Phebus, thenk whan Dane hirselven shette",BOTH,"Weak pt sg must end in -ed, -d, or -t","O Phebus, thenk whan Dane hirselven shette",O Phebus thynk whan Dane hireselven shette,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Nun's Priest's Tale 3251,data/oxford_txts/NPT_oxford.txt,I wol not han to do of° swich matere;,BOTH,Infinitive must end in -en or -e,I wol not han to do of° swich matere;,I wol nat han to do of swich mateere,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_3,The Merchant's Tale 1670,data/oxford_txts/MerT_oxford.txt,Paraunter° she may be your purgatorie!,BOTH,Present 3rd sg must end in -th,Paraunter° she may be your purgatorie!,Paraunter she may be youre purgatorie,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book IV 1683,data/oxford_txts/TC4_oxford.txt,"But Juppiter, that of his might may do",BOTH,Infinitive must end in -en or -e,"But Juppiter, that of his might may do",But Juppiter that of his myght may do,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_1,Troilus and Criseyde; Book IV 336,data/oxford_txts/TC4_oxford.txt,"That I thee hadde, where I wolde, in Troye!”",BOTH,"Weak pt sg must end in -ed, -d, or -t","That I thee hadde, where I wolde, in Troye!”",That I the hadde wher I wolde in Troie,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 280,data/oxford_txts/ClT_oxford.txt,She wolde fain han sein som of that sighte.,BOTH,Infinitive must end in -en or -e,She wolde fain han sein som of that sighte.,She wolde fayn han seyn som of that sighte,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 953,data/oxford_txts/CYT_oxford.txt,"And but° I do, sirs, lat me han the wite;°",BOTH,Infinitive must end in -en or -e,"And but° I do, sirs, lat me han the wite;°",And but I do sires lat me han the wite,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_3,Troilus and Criseyde; Book II 1454,data/oxford_txts/TC2_oxford.txt,"May seyn no bet, swich hap to him hath she.",BOTH,Present 3rd sg must end in -th,"May seyn no bet, swich hap to him hath she.",May seyn no bet swich hap to hym hath she,Present 3rd sg must end in -th,Present 3rd sg must end in -th
bringen,bringes,v%pr_3,The Reeve's Tale 4130,data/oxford_txts/RvT_oxford.txt,"Slik° as he finds, or taa° slik as he bringes.",BOTH,Present 3rd sg must end in -th,"Slik° as he finds, or taa° slik as he bringes.",Slyk as he fyndes or taa slyk as he brynges,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,lest,v%pr_3,Troilus and Criseyde; Book II 1051,data/oxford_txts/TC2_oxford.txt,"To that Pandare answerde, “If thee lest",BOTH,Present 3rd sg must end in -th,"To that Pandare answerde, “If thee lest",To that Pandare answered If the lest,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Second Nun's Tale 327,data/oxford_txts/SNT_oxford.txt,And al that wroght is with a skilful° thoght,BOTH,Present 3rd sg must end in -th,And al that wroght is with a skilful° thoght,And al that wroght is with a skilful thoght,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Knight's Tale 2795,data/oxford_txts/KnT_oxford.txt,"That serveth yow, and wol don al his lif.",BOTH,Present 3rd sg must end in -th,"That serveth yow, and wol don al his lif.",That serveth yow and wol doon al his lyf,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,The Knight's Tale 2321,data/oxford_txts/KnT_oxford.txt,"Be queint,° or turned in another place;",BOTH,Present 3rd sg must end in -th,"Be queint,° or turned in another place;",Be queynt or turned in another place,Present 3rd sg must end in -th,Present 3rd sg must end in -th
senden,sende,v%pr_3,The Summoner's Tale 1946,data/oxford_txts/SumT_oxford.txt,"To Crist, that he thee sende hele° and might,°",BOTH,Present 3rd sg must end in -th,"To Crist, that he thee sende hele° and might,°",To Crist that he thee sende heele and myght,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Merchant's Tale 1991,data/oxford_txts/MerT_oxford.txt,Which° wolde han lete him sterven° in the place,BOTH,Infinitive must end in -en or -e,Which° wolde han lete him sterven° in the place,Which wolde han lat hym sterven in the place,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book II 392,data/oxford_txts/TC2_oxford.txt,As love for love is skilful guerdoninge.,BOTH,Present 3rd sg must end in -th,As love for love is skilful guerdoninge.,As love for love is skilful guerdonynge,Present 3rd sg must end in -th,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,The Miller's Tale 3843,data/oxford_txts/MilT_oxford.txt,For what so° that this carpenter answerde,BOTH,"Weak pt sg must end in -ed, -d, or -t",For what so° that this carpenter answerde,For what so that this carpenter answerde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Merchant's Tale 1506,data/oxford_txts/MerT_oxford.txt,Ye han yourselven shewed° heer today,BOTH,Present plural must end in -en or -e,Ye han yourselven shewed° heer today,Ye han youreselven shewed heer today,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Physician's Tale 69,data/oxford_txts/PhyT_oxford.txt,"Which is ful perilous, and hath ben yore.°",BOTH,Present 3rd sg must end in -th,"Which is ful perilous, and hath ben yore.°",Which is ful perilous and hath been yoore,Present 3rd sg must end in -th,Present 3rd sg must end in -th
dwellen,dwelte,v%pt_3,Book of the Duchess 82,data/oxford_txts/BD_oxford.txt,It was not wel he dwelte so,BOTH,"Weak pt sg must end in -ed, -d, or -t",It was not wel he dwelte so,It was not wele he dwelte so,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,herd,v%pr_pl,Troilus and Criseyde; Book IV 807,data/oxford_txts/TC4_oxford.txt,"Was to Criseyde, as ye han herd devise",BOTH,Present plural must end in -en or -e,"Was to Criseyde, as ye han herd devise",Was to Criseyde as ye han herd devyse,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Prologue 2,data/oxford_txts/WBPro_oxford.txt,"Were in this world, is right inogh° for me",BOTH,Present 3rd sg must end in -th,"Were in this world, is right inogh° for me",Were in this world is right ynogh for me,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,goon,v%pr_pl,The Knight's Tale 2963,data/oxford_txts/KnT_oxford.txt,I wol nat tellen eek how that they goon,BOTH,Present plural must end in -en or -e,I wol nat tellen eek how that they goon,I wol nat tellen eek how that they goon,Present plural must end in -en or -e,Present plural must end in -en or -e
