headword,word,line_number,filename,context,is_elided,is_final,text_type,oxford_context,riverside_context
bright,brighte,The Knight's Tale 1958,data/oxford_txts/KnT_oxford.txt,"With wawes° grene, and brighte as any glas.°",True,False,BOTH,"With wawes° grene, and brighte as any glas.°",With wawes grene and brighte as any glas
whit,white,House of Fame 2116,data/oxford_txts/HF_oxford.txt,"As dooth the faire, white mone",False,False,BOTH,"As dooth the faire, white mone",As doth the faire white mone
fals,false,The Reeve's Tale 4268,data/oxford_txts/RvT_oxford.txt,"¶“Ye, false harlot,”° quod the millere, “hast?",False,False,BOTH,"¶“Ye, false harlot,”° quod the millere, “hast?",Ye false harlot quod the millere hast
olde,olde,The Summoner's Tale 1725,data/oxford_txts/SumT_oxford.txt,"Hir freendes soules, as wel olde as yonge",True,False,BOTH,"Hir freendes soules, as wel olde as yonge",Hir freendes soules as wel olde as yonge
muche,moche,House of Fame 1748,data/oxford_txts/HF_oxford.txt,Hit shal don us as moche gode,False,False,BOTH,Hit shal don us as moche gode,Hyt shal doon us as moche good
neue,newe,The Clerk's Tale 841,data/oxford_txts/ClT_oxford.txt,"And of your newe wif, God of his grace",False,False,BOTH,"And of your newe wif, God of his grace",And of youre newe wyf God of his grace
wise,wise,Troilus and Criseyde; Book II 917,data/oxford_txts/TC2_oxford.txt,"Reherce it nedeth nought, for ye ben wise.",False,True,BOTH,"Reherce it nedeth nought, for ye ben wise.",Reherce it nedeth nought for ye ben wise
loue,lowe,The Knight's Tale 1369,data/oxford_txts/KnT_oxford.txt,"So feble eek were his spirits, and so lowe",False,True,BOTH,"So feble eek were his spirits, and so lowe",So feble eek were his spiritz and so lowe
wroth,wrothe,The Knight's Tale 1840,data/oxford_txts/KnT_oxford.txt,"Al be° ye never so jelous, ne so wrothe.",False,True,BOTH,"Al be° ye never so jelous, ne so wrothe.",Al be ye never so jalouse ne so wrothe
mad,madde,Troilus and Criseyde; Book V 206,data/oxford_txts/TC5_oxford.txt,And in his throwes frenetik and madde,False,True,BOTH,And in his throwes frenetik and madde,And in his throwes frenetik and madde
red,rede,The Canon's Yeoman's Tale 1095,data/oxford_txts/CYT_oxford.txt,For shame of him my chekes wexen° rede;,False,True,BOTH,For shame of him my chekes wexen° rede;,For shame of hym my chekes wexen rede
god,goode,Troilus and Criseyde; Book II 1203,data/oxford_txts/TC2_oxford.txt,"“Now, goode nece, be it never so lite",False,False,BOTH,"“Now, goode nece, be it never so lite",Now goode nece be it nevere so lite
wroth,wrothe,Troilus and Criseyde; Book IV 122,data/oxford_txts/TC4_oxford.txt,Ben with the folk of Troye alwey so wrothe,False,True,BOTH,Ben with the folk of Troye alwey so wrothe,Ben with the folk of Troie alwey so wrothe
ouen,owne,Troilus and Criseyde; Book I 51,data/oxford_txts/TC1_oxford.txt,As though I were hir owne brother dere.,False,False,BOTH,As though I were hir owne brother dere.,As though I were hire owne brother dere
wise,wise,The Wife of Bath's Prologue 229,data/oxford_txts/WBPro_oxford.txt,I sey nat this by wives that ben wise,False,True,BOTH,I sey nat this by wives that ben wise,I sey nat this by wyves that been wyse
neue,newe,The Clerk's Tale 1005,data/oxford_txts/ClT_oxford.txt,To han a newe lady of hir toun.,False,False,BOTH,To han a newe lady of hir toun.,To han a newe lady of hir toun
smal,smale,The Reeve's Tale 4323,data/oxford_txts/RvT_oxford.txt,Save al this compaignie grete and smale!,False,True,BOTH,Save al this compaignie grete and smale!,Save al this compaignye grete and smale
fair,faire,The Wife of Bath's Prologue 598,data/oxford_txts/WBPro_oxford.txt,Of legges and of feet so clene° and faire,False,True,BOTH,Of legges and of feet so clene° and faire,Of legges and of feet so clene and faire
olde,olde,The Wife of Bath's Prologue 331,data/oxford_txts/WBPro_oxford.txt,"For certein, olde dotard, by your leve,°",False,False,BOTH,"For certein, olde dotard, by your leve,°",For certeyn olde dotard by youre leve
fresh,fresshe,Troilus and Criseyde; Book III 26,data/oxford_txts/TC3_oxford.txt,"Ye do hem corteis be, fresshe and benigne",True,False,BOTH,"Ye do hem corteis be, fresshe and benigne",Ye do hem corteys be fresshe and benigne
wise,wise,Troilus and Criseyde; Book V 904,data/oxford_txts/TC5_oxford.txt,“What wene ye your wise fader wolde,False,False,BOTH,“What wene ye your wise fader wolde,What Wene ye youre wise fader wolde
god,goode,Book of the Duchess 560,data/oxford_txts/BD_oxford.txt,"“Graunt mercy, goode frend,” quod he",False,False,BOTH,"“Graunt mercy, goode frend,” quod he",Graunt mercy goode frend quod he
fresh,fresshe,Troilus and Criseyde; Book III 1296,data/oxford_txts/TC3_oxford.txt,"For certes, fresshe wommanliche wif",False,False,BOTH,"For certes, fresshe wommanliche wif",For certes fresshe wommanliche wif
bitter,bittre,Troilus and Criseyde; Book III 1215,data/oxford_txts/TC3_oxford.txt,Ful bittre drink; and for to han gladnesse,False,False,BOTH,Ful bittre drink; and for to han gladnesse,Ful bittre drynke and for to han gladnesse
wise,wise,The Shipman's Tale 176,data/oxford_txts/ShipT_oxford.txt,"Hardy,° and wise, and riche, and therto° free,°",True,False,BOTH,"Hardy,° and wise, and riche, and therto° free,°",Hardy and wise and riche and therto free
wise,wise,House of Fame 1756,data/oxford_txts/HF_oxford.txt,"Worthy, wise, and gode also",True,False,BOTH,"Worthy, wise, and gode also",Worthy wise and goode also
cler,clere,Book of the Duchess 340,data/oxford_txts/BD_oxford.txt,"Blew, bright, clere was the aire",False,False,BOTH,"Blew, bright, clere was the aire",Blew bryght clere was the ayr
gret,grete,The Knight's Tale 2892,data/oxford_txts/KnT_oxford.txt,"Upon thise stedes, that weren grete and white",True,False,BOTH,"Upon thise stedes, that weren grete and white",Upon thise steedes that weren grete and white
god,goode,The General Prologue 74,data/oxford_txts/GP_oxford.txt,"His hors were goode, but he was nat gay.",False,False,BOTH,"His hors were goode, but he was nat gay.",His hors were goode but he was nat gay
domb,dombe,The Second Nun's Tale 286,data/oxford_txts/SNT_oxford.txt,"For they been dombe,° and therto they been deve,°",True,False,BOTH,"For they been dombe,° and therto they been deve,°",For they been dombe and therto they been deve
ded,dede,Troilus and Criseyde; Book II 52,data/oxford_txts/TC2_oxford.txt,"Ben quike again, that winter dede made",False,False,BOTH,"Ben quike again, that winter dede made",Ben quike agayn that wynter dede made
smal,smale,The Friar's Tale 1426,data/oxford_txts/FriT_oxford.txt,My wages been ful streite° and ful smale.,False,True,BOTH,My wages been ful streite° and ful smale.,My wages been ful streite and ful smale
ded,dede,Troilus and Criseyde; Book IV 1516,data/oxford_txts/TC4_oxford.txt,Til into time that we shul ben dede;,False,True,BOTH,Til into time that we shul ben dede;,Til into tyme that we shal ben dede
glad,gladde,Book of the Duchess 338,data/oxford_txts/BD_oxford.txt,With many gladde° gilde° stremes;,False,False,BOTH,With many gladde° gilde° stremes;,With many glade gilde stremes
olde,olde,The Merchant's Tale 2149,data/oxford_txts/MerT_oxford.txt,¶Swiche olde lewed° wordes used he;,False,False,BOTH,¶Swiche olde lewed° wordes used he;,Swiche olde lewed wordes used he
roughe,rowe,Troilus and Criseyde; Book I 206,data/oxford_txts/TC1_oxford.txt,At which the god of love gan loken rowe,False,True,BOTH,At which the god of love gan loken rowe,At which the God of Love gan loken rowe
whit,white,The Knight's Tale 2892,data/oxford_txts/KnT_oxford.txt,"Upon thise stedes, that weren grete and white",False,True,BOTH,"Upon thise stedes, that weren grete and white",Upon thise steedes that weren grete and white
god,goode,The Wife of Bath's Prologue 196,data/oxford_txts/WBPro_oxford.txt,As three of hem were goode and two were badde.,True,False,BOTH,As three of hem were goode and two were badde.,As thre of hem were goode and two were badde
olde,olde,The Wife of Bath's Tale 1263,data/oxford_txts/WBT_oxford.txt,And olde and angry nigards° of dispence,True,False,BOTH,And olde and angry nigards° of dispence,And olde and angry nygardes of dispence
dep,depe,The Squire's Tale 155,data/oxford_txts/SqT_oxford.txt,Al be his woundes never so° depe and wide.,True,False,BOTH,Al be his woundes never so° depe and wide.,Al be his woundes never so depe and wyde
gret,grete,The Canon's Yeoman's Tale 1404,data/oxford_txts/CYT_oxford.txt,And empten° also grete and hevy purses,True,False,BOTH,And empten° also grete and hevy purses,And empten also grete and hevye purses
wise,wise,Troilus and Criseyde; Book III 327,data/oxford_txts/TC3_oxford.txt,"For wel wot I, in wise folk, that vice",False,False,BOTH,"For wel wot I, in wise folk, that vice",For wel woot I in wise folk that vice
sore,sore,The Knight's Tale 2804,data/oxford_txts/KnT_oxford.txt,That dwelled in his herte sik° and sore,False,True,BOTH,That dwelled in his herte sik° and sore,That dwelled in his herte syk and soore
ouen,owne,The Summoner's Tale 1977,data/oxford_txts/SumT_oxford.txt,And for to builden Cristes owne chirche.,False,False,BOTH,And for to builden Cristes owne chirche.,And for to buylden Cristes owene chirche
fair,faire,The Merchant's Tale 1955,data/oxford_txts/MerT_oxford.txt,¶Who studieth° now but faire fresshe May?,False,False,BOTH,¶Who studieth° now but faire fresshe May?,Who studieth now but faire fresshe May
fals,false,The Nun's Priest's Tale 3228,data/oxford_txts/NPT_oxford.txt,"False dissimilour,° O Greek Sinon",False,False,BOTH,"False dissimilour,° O Greek Sinon",False dissymulour o Greek Synon
smal,smale,The Miller's Tale 3208,data/oxford_txts/MilT_oxford.txt,His Almageste° and bookes grete and smale,False,True,BOTH,His Almageste° and bookes grete and smale,His Almageste and bookes grete and smale
long,longe,The Knight's Tale 1573,data/oxford_txts/KnT_oxford.txt,A longe time; and after he up sterte.,False,False,BOTH,A longe time; and after he up sterte.,A longe tyme and after he up sterte
long,longe,Book of the Duchess 1148,data/oxford_txts/BD_oxford.txt,"Noght longe time, leve° hit wel.",False,False,BOTH,"Noght longe time, leve° hit wel.",Noght longe tyme leve hyt wel
fals,false,The Manciple's Tale 360,data/oxford_txts/MancT_oxford.txt,"Of tidinges,° whether they ben false or trewe.",True,False,BOTH,"Of tidinges,° whether they ben false or trewe.",Of tidynges wheither they been false or trewe
yong,yonge,The Reeve's Tale 4002,data/oxford_txts/RvT_oxford.txt,¶Than were ther yonge povre scolers two,False,False,BOTH,¶Than were ther yonge povre scolers two,Thanne were ther yonge povre scolers two
fals,false,The Merchant's Tale 1785,data/oxford_txts/MerT_oxford.txt,"O servant traitour, false hoomly° hewe,°",False,False,BOTH,"O servant traitour, false hoomly° hewe,°",O servant traytour false hoomly hewe
olde,olde,The Wife of Bath's Prologue 242,data/oxford_txts/WBPro_oxford.txt,"Sir olde lechour, lat thy japes° be!",False,False,BOTH,"Sir olde lechour, lat thy japes° be!",Sire olde lecchour lat thy japes be
long,longe,House of Fame 1287,data/oxford_txts/HF_oxford.txt,And eft° ymused longe while,False,False,BOTH,And eft° ymused longe while,And eft imused longe while
long,longe,The Pardoner's Tale 735,data/oxford_txts/PardT_oxford.txt,That in my chambre longe time hath be,False,False,BOTH,That in my chambre longe time hath be,That in my chambre longe tyme hath be
long,longe,Book of the Duchess 775,data/oxford_txts/BD_oxford.txt,"¶“And this was longe, and many a yere",True,False,BOTH,"¶“And this was longe, and many a yere",And this was longe and many a yer
wid,wide,The General Prologue 28,data/oxford_txts/GP_oxford.txt,The chambres and the stables weren wide,False,True,BOTH,The chambres and the stables weren wide,The chambres and the stables weren wyde
wise,wise,House of Fame 1438,data/oxford_txts/HF_oxford.txt,"Wise and worthy for to nevene,°",True,False,BOTH,"Wise and worthy for to nevene,°",Wise and worthy for to nevene
prive,privee,The Miller's Tale 3201,data/oxford_txts/MilT_oxford.txt,"And therto he was sleigh° and ful privee,°",False,True,BOTH,"And therto he was sleigh° and ful privee,°",And therto he was sleigh and ful privee
god,gode,Troilus and Criseyde; Book III 975,data/oxford_txts/TC3_oxford.txt,"Now doth him sitte, gode nece dere",False,False,BOTH,"Now doth him sitte, gode nece dere",Now doth hym sitte goode nece deere
muche,muche,The Squire's Tale 586,data/oxford_txts/SqT_oxford.txt,That he had felt as muche harm as I,False,False,BOTH,That he had felt as muche harm as I,That he had felt as muche harm as I
wise,wise,Troilus and Criseyde; Book V 790,data/oxford_txts/TC5_oxford.txt,For wise folk in bokes it expresse,False,False,BOTH,For wise folk in bokes it expresse,For wise folk in bookes it expresse
loue,lowe,The Miller's Tale 3696,data/oxford_txts/MilT_oxford.txt,"Unto his brest it raughte,° it was so lowe;",False,True,BOTH,"Unto his brest it raughte,° it was so lowe;",Unto his brest it raughte it was so lowe
gret,grete,The Pardoner's Tale 472,data/oxford_txts/PardT_oxford.txt,Hir othes° been so grete and so dampnable,True,False,BOTH,Hir othes° been so grete and so dampnable,Hir othes been so grete and so dampnable
wroth,wrothe,The Clerk's Tale 437,data/oxford_txts/ClT_oxford.txt,"Were wrothe,° she wold bringen hem atoon;°",False,False,BOTH,"Were wrothe,° she wold bringen hem atoon;°",Were wrothe she wolde bryngen hem aton
neue,newe,The Clerk's Tale 942,data/oxford_txts/ClT_oxford.txt,"Was couth° eek, that a newe markisesse",False,False,BOTH,"Was couth° eek, that a newe markisesse",Was kouth eek that a newe markysesse
yong,yonge,The Squire's Tale 88,data/oxford_txts/SqT_oxford.txt,Ful bisily° they waiten° yonge and olde.,True,False,BOTH,Ful bisily° they waiten° yonge and olde.,Ful bisily they wayten yonge and olde
long,longe,Troilus and Criseyde; Book II 507,data/oxford_txts/TC2_oxford.txt,"This other day, nought gon ful longe while",False,False,BOTH,"This other day, nought gon ful longe while",This other day naught gon ful longe while
queinte,queinte,The Wife of Bath's Prologue 516,data/oxford_txts/WBPro_oxford.txt,In this matere a queinte° fantasie;,False,False,BOTH,In this matere a queinte° fantasie;,In this matere a queynte fantasye
ded,dede,Troilus and Criseyde; Book IV 626,data/oxford_txts/TC4_oxford.txt,Shulle in a strete as dogges liggen dede,False,True,BOTH,Shulle in a strete as dogges liggen dede,Shulle in a strete as dogges liggen dede
glad,gladde,The Friar's Tale 1348,data/oxford_txts/FriT_oxford.txt,And they were gladde for to fille his purs,False,False,BOTH,And they were gladde for to fille his purs,And they were glade for to fille his purs
muche,muche,The Knight's Tale 1359,data/oxford_txts/KnT_oxford.txt,So muche sorwe had never creature,False,False,BOTH,So muche sorwe had never creature,So muche sorwe hadde nevere creature
proud,proude,Troilus and Criseyde; Book I 225,data/oxford_txts/TC1_oxford.txt,So ferde it by this fers and proude knight;,False,False,BOTH,So ferde it by this fers and proude knight;,So ferde it by this fierse and proude knyght
olde,olde,The Wife of Bath's Tale 1004,data/oxford_txts/WBT_oxford.txt,"Thise olde folk can muchel thing,”° quod she.",False,False,BOTH,"Thise olde folk can muchel thing,”° quod she.",Thise olde folk kan muchel thyng quod she
ded,dede,Troilus and Criseyde; Book II 539,data/oxford_txts/TC2_oxford.txt,That men hem wrien with asshen pale and dede.’,False,True,BOTH,That men hem wrien with asshen pale and dede.’,That men hem wrien with asshen pale and dede
olde,olde,The Friar's Tale 1582,data/oxford_txts/FriT_oxford.txt,"‘Com out,’ quod he, ‘thou olde viritrate!",False,False,BOTH,"‘Com out,’ quod he, ‘thou olde viritrate!",Com out quod he thou olde virytrate
long,longe,The Knight's Tale 2136,data/oxford_txts/KnT_oxford.txt,"His shuldres brode, his armes rounde and longe.",False,True,BOTH,"His shuldres brode, his armes rounde and longe.",His shuldres brode his armes rounde and longe
long,longe,The General Prologue 591,data/oxford_txts/GP_oxford.txt,"Ful longe were his legges, and ful lene",False,False,BOTH,"Ful longe were his legges, and ful lene",Ful longe were his legges and ful lene
bright,brighte,The Pardoner's Tale 839,data/oxford_txts/PardT_oxford.txt,The beautee of thise florins newe and brighte.,False,True,BOTH,The beautee of thise florins newe and brighte.,The beautee of thise floryns newe and brighte
long,longe,The Clerk's Tale 442,data/oxford_txts/ClT_oxford.txt,Nat longe time after that this Grisild,False,False,BOTH,Nat longe time after that this Grisild,Nat longe tyme after that this Grisild
ille,ille,The Reeve's Tale 4045,data/oxford_txts/RvT_oxford.txt,I is as ille a miller as ar ye.”°,True,False,BOTH,I is as ille a miller as ar ye.”°,I is as ille a millere as ar ye
prive,privee,The Wife of Bath's Prologue 620,data/oxford_txts/WBPro_oxford.txt,And also in another privee place.,False,False,BOTH,And also in another privee place.,And also in another privee place
stoute,stoute,The Knight's Tale 2154,data/oxford_txts/KnT_oxford.txt,Armed ful wel with hertes sterne and stoute.,False,True,BOTH,Armed ful wel with hertes sterne and stoute.,Armed ful wel with hertes stierne and stoute
strong,stronge,Troilus and Criseyde; Book III 1390,data/oxford_txts/TC3_oxford.txt,And therto dronken hadde as hoot and stronge,False,True,BOTH,And therto dronken hadde as hoot and stronge,And therto dronken hadde as hoot and stronge
gret,grete,House of Fame 1753,data/oxford_txts/HF_oxford.txt,At regard° of our grete ese.,True,False,BOTH,At regard° of our grete ese.,At regard of oure grete ese
wet,wete,The Knight's Tale 2901,data/oxford_txts/KnT_oxford.txt,"With slakke pas,° and eyen rede and wete",False,True,BOTH,"With slakke pas,° and eyen rede and wete",With slakke paas and eyen rede and wete
neue,newe,Troilus and Criseyde; Book V 1255,data/oxford_txts/TC5_oxford.txt,"What newe lust, what beaute, what science",False,False,BOTH,"What newe lust, what beaute, what science",What newe lust what beaute what science
blak,blake,The Miller's Tale 3246,data/oxford_txts/MilT_oxford.txt,"And tho° were bent, and blake as any sloo.°",True,False,BOTH,"And tho° were bent, and blake as any sloo.°",And tho were bent and blake as any sloo
ded,dede,Troilus and Criseyde; Book IV 1092,data/oxford_txts/TC4_oxford.txt,That in thin heed thin eyen semen dede?,False,True,BOTH,That in thin heed thin eyen semen dede?,That in thyn hed thyne eyen semen dede
ouen,owne,The Miller's Tale 3588,data/oxford_txts/MilT_oxford.txt,For it is Goddes owne heste° dere.,False,False,BOTH,For it is Goddes owne heste° dere.,For it is Goddes owene heeste deere
wid,wide,The General Prologue 557,data/oxford_txts/GP_oxford.txt,His nose-thirles blake were and wide.,False,True,BOTH,His nose-thirles blake were and wide.,His nosethirles blake were and wyde
neue,newe,The Prioress' Tale 584,data/oxford_txts/PrT_oxford.txt,"Biforn this lamb, and singe a song al newe",False,True,BOTH,"Biforn this lamb, and singe a song al newe",Biforn this Lamb and synge a song al newe
lef,leve,The Pardoner's Tale 731,data/oxford_txts/PardT_oxford.txt,"And seye, ‘Leve° moder,° leet me in!",False,False,BOTH,"And seye, ‘Leve° moder,° leet me in!",And seye Leeve mooder leet me in
ouen,owne,The Clerk's Tale 652,data/oxford_txts/ClT_oxford.txt,"Ye been our lord, doth with your owne thing",False,False,BOTH,"Ye been our lord, doth with your owne thing",Ye been oure lord dooth with youre owene thyng
whit,white,The Knight's Tale 1053,data/oxford_txts/KnT_oxford.txt,"She gadereth floures, party° white and rede",True,False,BOTH,"She gadereth floures, party° white and rede",She gadereth floures party white and rede
blind,blinde,Troilus and Criseyde; Book I 202,data/oxford_txts/TC1_oxford.txt,O verrey foles! nice and blinde be ye;,False,False,BOTH,O verrey foles! nice and blinde be ye;,O veray fooles nyce and blynde be ye
derk,derke,The Franklin's Tale 1074,data/oxford_txts/FranT_oxford.txt,Into hir owne derke regioun,False,False,BOTH,Into hir owne derke regioun,Into hir owene dirke regioun
muche,muche,The Knight's Tale 1808,data/oxford_txts/KnT_oxford.txt,Can° hem therfor as muche thank as me;,False,False,BOTH,Can° hem therfor as muche thank as me;,Kan hem therfore as muche thank as me
red,rede,The General Prologue 90,data/oxford_txts/GP_oxford.txt,"Al ful of fresshe floures, white and rede.",False,True,BOTH,"Al ful of fresshe floures, white and rede.",Al ful of fresshe floures whyte and reede
ouen,owene,The Pardoner's Tale 790,data/oxford_txts/PardT_oxford.txt,And for our owene tresor doon us honge.°,False,False,BOTH,And for our owene tresor doon us honge.°,And for oure owene tresor doon us honge
juste,juste,Troilus and Criseyde; Book V 1256,data/oxford_txts/TC5_oxford.txt,What wratthe of juste cause have ye to me?,False,False,BOTH,What wratthe of juste cause have ye to me?,What wratthe of juste cause have ye to me
fair,faire,The Wife of Bath's Prologue 296,data/oxford_txts/WBPro_oxford.txt,And clep° me “faire dame” in every place;,False,False,BOTH,And clep° me “faire dame” in every place;,And clepe me faire dame in every place
prive,privee,The Physician's Tale 281,data/oxford_txts/PhyT_oxford.txt,"Of° wikked lif, though it so privee° be",False,False,BOTH,"Of° wikked lif, though it so privee° be",Of wikked lyf though it so pryvee be
muche,moche,House of Fame 971,data/oxford_txts/HF_oxford.txt,Moche is thy might and thy noblesse!”,True,False,BOTH,Moche is thy might and thy noblesse!”,Moche ys thy myght and thy noblesse
prive,privee,Sir Thopas 801,data/oxford_txts/Thop_oxford.txt,"That he fond, in a privee° woon,°",False,False,BOTH,"That he fond, in a privee° woon,°",That he foond in a pryve woon
yong,yonge,Troilus and Criseyde; Book III 293,data/oxford_txts/TC3_oxford.txt,Han ever yet proverbed to us yonge,False,True,BOTH,Han ever yet proverbed to us yonge,Han evere yet proverbed to us yonge
sad,sadde,The Clerk's Tale 1002,data/oxford_txts/ClT_oxford.txt,Thus seiden sadde folk° in that citee,False,False,BOTH,Thus seiden sadde folk° in that citee,Thus seyden sadde folk in that citee
neue,newe,The General Prologue 365,data/oxford_txts/GP_oxford.txt,Ful fresh and newe hir gere apiked was;,True,False,BOTH,Ful fresh and newe hir gere apiked was;,Ful fressh and newe hir geere apiked was
cold,colde,The Nun's Priest's Tale 3256,data/oxford_txts/NPT_oxford.txt,Wommennes counseils been ful ofte colde;°,False,True,BOTH,Wommennes counseils been ful ofte colde;°,Wommennes conseils been ful ofte colde
