headword,word,tag,line_number,filename,context,text_type
witen,woot,v%pr_pl,The Canon's Yeoman's Tale 1001,data/riverside_cats/CYT_riv.cat,But eek for othere mo ye woot wel how,RIVERSIDE
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 1006,data/riverside_cats/CYT_riv.cat,Save oonly this if ye wol herkne me,RIVERSIDE
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1053,data/riverside_cats/CYT_riv.cat,Syn ye so goodlich han been unto me,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1059,data/riverside_cats/CYT_riv.cat,Taketh good heede ye shul wel seen at ye,RIVERSIDE
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 1061,data/riverside_cats/CYT_riv.cat,Ye quod the preest ye sire and wol ye so,RIVERSIDE
gon,go,v%inf,The Canon's Yeoman's Tale 1082,data/riverside_cats/CYT_riv.cat,Wherfore to go to the conclusion,RIVERSIDE
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1099,data/riverside_cats/CYT_riv.cat,Of metals whiche ye han herd me reherce,RIVERSIDE
gon,gon,v%inf,The Canon's Yeoman's Tale 1102,data/riverside_cats/CYT_riv.cat,Sire quod he to the preest lat youre man gon,RIVERSIDE
shulen,shal,v%pr_pl,The Canon's Yeoman's Tale 1105,data/riverside_cats/CYT_riv.cat,And whan he comth as faste shal ye see,RIVERSIDE
gon,go,v%inf,The Canon's Yeoman's Tale 1115,data/riverside_cats/CYT_riv.cat,That he anon myghte go to his werkynge,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1125,data/riverside_cats/CYT_riv.cat,For ye shul seen heer by experience,RIVERSIDE
gon,gon,v%pr_pl,The Canon's Yeoman's Tale 1143,data/riverside_cats/CYT_riv.cat,And to hire labour spedily they gon,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1155,data/riverside_cats/CYT_riv.cat,Shul werche al thyng which that shal heer be do,RIVERSIDE
haven,han,v%inf,The Canon's Yeoman's Tale 1209,data/riverside_cats/CYT_riv.cat,That is an ingot if I may han hap,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1211,data/riverside_cats/CYT_riv.cat,Ful of water and ye shul se wel thanne,RIVERSIDE
haven,han,v%inf,The Canon's Yeoman's Tale 1213,data/riverside_cats/CYT_riv.cat,And yet for ye shul han no mysbileeve,RIVERSIDE
gon,go,v%inf,The Canon's Yeoman's Tale 1216,data/riverside_cats/CYT_riv.cat,But go with yow and come with yow ageyn,RIVERSIDE
seien,seyn,v%inf,The Canon's Yeoman's Tale 1217,data/riverside_cats/CYT_riv.cat,The chambre dore shortly for to seyn,RIVERSIDE
vouchen_sauf,vouchesauf,v%pr_pl,The Canon's Yeoman's Tale 1246,data/riverside_cats/CYT_riv.cat,But and ye vouchesauf to techen me,RIVERSIDE
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 1250,data/riverside_cats/CYT_riv.cat,The seconde tyme that ye may taken heede,RIVERSIDE
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1256,data/riverside_cats/CYT_riv.cat,And do therwith as ye han doon er this,RIVERSIDE
willen,wol,v%pr_pl,The Canon's Yeoman's Tale 1283,data/riverside_cats/CYT_riv.cat,Now good sires what wol ye bet than wel,RIVERSIDE
seien,seyn,v%inf,The Canon's Yeoman's Tale 1285,data/riverside_cats/CYT_riv.cat,Supposynge noght but treuthe sooth to seyn,RIVERSIDE
gon,gon,v%inf,The Canon's Yeoman's Tale 1331,data/riverside_cats/CYT_riv.cat,And thanne seyde the chanoun Lat us gon,RIVERSIDE
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1332,data/riverside_cats/CYT_riv.cat,With thise thre teynes whiche that we han wroght,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1361,data/riverside_cats/CYT_riv.cat,Ye shul paye fourty pound so God me save,RIVERSIDE
haven,han,v%inf,The Canon's Yeoman's Tale 1368,data/riverside_cats/CYT_riv.cat,Sire preest he seyde I kepe han no loos,RIVERSIDE
haven,han,v%inf,The Canon's Yeoman's Tale 1372,data/riverside_cats/CYT_riv.cat,By God they wolden han so greet envye,RIVERSIDE
seien,sey,v%pr_pl,The Canon's Yeoman's Tale 1375,data/riverside_cats/CYT_riv.cat,God it forbeede quod the preest what sey ye,RIVERSIDE
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 1395,data/riverside_cats/CYT_riv.cat,In this craft that men kan nat come therby,RIVERSIDE
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1399,data/riverside_cats/CYT_riv.cat,But to hir purpos shul they nevere atteyne,RIVERSIDE
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1407,data/riverside_cats/CYT_riv.cat,O fy for shame They that han been brent,RIVERSIDE
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 1408,data/riverside_cats/CYT_riv.cat,Allas kan they nat flee the fires heete,RIVERSIDE
gon,goon,v%inf,The Canon's Yeoman's Tale 1416,data/riverside_cats/CYT_riv.cat,As for to goon bisides in the weye,RIVERSIDE
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 1418,data/riverside_cats/CYT_riv.cat,If that youre eyen kan nat seen aright,RIVERSIDE
mouen,may,v%pr_pl,The Canon's Yeoman's Tale 1422,data/riverside_cats/CYT_riv.cat,But wasten al that ye may rape and renne,RIVERSIDE
don,doon,v%pr_pl,The Canon's Yeoman's Tale 1425,data/riverside_cats/CYT_riv.cat,For if ye doon youre thrift is goon ful clene,RIVERSIDE
slen,slayn,v%ppl,The Canon's Yeoman's Tale 1436,data/riverside_cats/CYT_riv.cat,Ne dyeth nat but if that he be slayn,RIVERSIDE
seien,sayn,v%inf,The Canon's Yeoman's Tale 1437,data/riverside_cats/CYT_riv.cat,With his brother and that is for to sayn,RIVERSIDE
sweren,sworn,v%ppl,The Canon's Yeoman's Tale 1464,data/riverside_cats/CYT_riv.cat,The philosophres sworn were everychoon,RIVERSIDE
gon,goon,v%inf,The Canon's Yeoman's Tale 1475,data/riverside_cats/CYT_riv.cat,I rede as for the beste lete it goon,RIVERSIDE
gon,gon,v%inf,The Second Nun's Tale 141,data/riverside_cats/SNT_riv.cat,The nyght cam and to bedde moste she gon,RIVERSIDE
shulen,shul,v%pr_pl,The Second Nun's Tale 170,data/riverside_cats/SNT_riv.cat,If that yow list the angel shul ye see,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 179,data/riverside_cats/SNT_riv.cat,And whan that ye Seint Urban han biholde,RIVERSIDE
shulen,shul,v%pr_pl,The Second Nun's Tale 182,data/riverside_cats/SNT_riv.cat,Thanne shul ye se that angel er ye twynne,RIVERSIDE
haven,han,v%inf,The Second Nun's Tale 234,data/riverside_cats/SNT_riv.cat,Sey what thee list and thou shalt han thy boone,RIVERSIDE
haven,han,v%inf,The Second Nun's Tale 237,data/riverside_cats/SNT_riv.cat,I pray yow that my brother may han grace,RIVERSIDE
gon,go,v%inf,The Second Nun's Tale 250,data/riverside_cats/SNT_riv.cat,The savour myghte in me no depper go,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 253,data/riverside_cats/SNT_riv.cat,Valerian seyde Two corones han we,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 255,data/riverside_cats/SNT_riv.cat,Whiche that thyne eyen han no myght to see,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 262,data/riverside_cats/SNT_riv.cat,In dremes quod Valerian han we be,RIVERSIDE
mouen,may,v%pr_pl,The Second Nun's Tale 294,data/riverside_cats/SNT_riv.cat,And after that she seyde as ye may heere,RIVERSIDE
shulen,shul,v%pr_pl,The Second Nun's Tale 318,data/riverside_cats/SNT_riv.cat,Algate ybrend in this world shul we be,RIVERSIDE
mouen,may,v%pr_pl,The Second Nun's Tale 332,data/riverside_cats/SNT_riv.cat,That ther was oother lyf ther men may wone,RIVERSIDE
mouen,may,v%pr_pl,The Second Nun's Tale 341,data/riverside_cats/SNT_riv.cat,Thre persones may ther right wel bee,RIVERSIDE
don,doon,v%inf,The Second Nun's Tale 346,data/riverside_cats/SNT_riv.cat,To doon mankynde pleyn remissioun,RIVERSIDE
seien,seyn,v%inf,The Second Nun's Tale 358,data/riverside_cats/SNT_riv.cat,It were ful hard by ordre for to seyn,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 386,data/riverside_cats/SNT_riv.cat,Ye han for sothe ydoon a greet bataille,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 387,data/riverside_cats/SNT_riv.cat,Youre cours is doon youre feith han ye conserved,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 389,data/riverside_cats/SNT_riv.cat,The rightful Juge which that ye han served,RIVERSIDE
don,doon,v%inf,The Second Nun's Tale 392,data/riverside_cats/SNT_riv.cat,Men ledde hem forth to doon the sacrefise,RIVERSIDE
don,doon,v%inf,The Second Nun's Tale 413,data/riverside_cats/SNT_riv.cat,Doon sacrifice and Juppiter encense,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 428,data/riverside_cats/SNT_riv.cat,Ye han bigonne youre questioun folily,RIVERSIDE
asken,axed,v%pt_pl,The Second Nun's Tale 430,data/riverside_cats/SNT_riv.cat,In o demande ye axed lewedly,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 445,data/riverside_cats/SNT_riv.cat,Han thus comanded and maad ordinaunce,RIVERSIDE
haven,han,v%inf,The Second Nun's Tale 446,data/riverside_cats/SNT_riv.cat,That every Cristen wight shal han penaunce,RIVERSIDE
don,do,v%inf,The Second Nun's Tale 459,data/riverside_cats/SNT_riv.cat,Do sacrifice or Cristendom reneye,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 470,data/riverside_cats/SNT_riv.cat,Han noght oure myghty princes to me yiven,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 480,data/riverside_cats/SNT_riv.cat,Thou seyst thy princes han thee yeven myght,RIVERSIDE
seien,seyn,v%inf,The Second Nun's Tale 484,data/riverside_cats/SNT_riv.cat,But thou mayst seyn thy princes han thee maked,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 484,data/riverside_cats/SNT_riv.cat,But thou mayst seyn thy princes han thee maked,RIVERSIDE
don,doon,v%inf,The Second Nun's Tale 530,data/riverside_cats/SNT_riv.cat,That no man sholde doon man swich penaunce,RIVERSIDE
don,do,v%inf,The Second Nun's Tale 532,data/riverside_cats/SNT_riv.cat,This tormentour ne dorste do namoore,RIVERSIDE
haven,han,v%pr_pl,The Second Nun's Tale 536,data/riverside_cats/SNT_riv.cat,With sheetes han the blood ful faire yhent,RIVERSIDE
haven,han,v%inf,The Second Nun's Tale 543,data/riverside_cats/SNT_riv.cat,To han respit thre dayes and namo,RIVERSIDE
don,do,v%inf,The Second Nun's Tale 545,data/riverside_cats/SNT_riv.cat,Thise soules lo and that I myghte do werche,RIVERSIDE
don,doon,v%pr_pl,The Second Nun's Tale 553,data/riverside_cats/SNT_riv.cat,Men doon to Crist and to his seint servyse,RIVERSIDE
slen,sleyn,v%ppl,Book of the Duchess 26,data/riverside_cats/BD_riv.cat,Hath sleyn my spirit of quyknesse,RIVERSIDE
don,doo,v%inf,Book of the Duchess 29,data/riverside_cats/BD_riv.cat,So I not what is best to doo,RIVERSIDE
loven,loved,v%pt_pl,Book of the Duchess 56,data/riverside_cats/BD_riv.cat,While men loved the lawe of kinde,RIVERSIDE
haven,had,v%pt_pl,Book of the Duchess 172,data/riverside_cats/BD_riv.cat,They had good leyser for to route,RIVERSIDE
lien,lay,v%pt_pl,Book of the Duchess 176,data/riverside_cats/BD_riv.cat,And somme lay naked in her bed,RIVERSIDE
gon,goon,v%inf,Book of the Duchess 187,data/riverside_cats/BD_riv.cat,Juno bad thow shuldest goon,RIVERSIDE
don,doon,v%inf,Book of the Duchess 188,data/riverside_cats/BD_riv.cat,And tolde hym what he shulde doon,RIVERSIDE
gon,goon,v%inf,Book of the Duchess 193,data/riverside_cats/BD_riv.cat,Out of hys slep and gan to goon,RIVERSIDE
don,doon,v%inf,Book of the Duchess 194,data/riverside_cats/BD_riv.cat,And dyde as he had bede hym doon,RIVERSIDE
shulen,shul,v%pr_pl,Book of the Duchess 205,data/riverside_cats/BD_riv.cat,Ye shul me never on lyve yse,RIVERSIDE
birien,bury,v%pr_pl,Book of the Duchess 207,data/riverside_cats/BD_riv.cat,Bury my body for such a tyde,RIVERSIDE
don,do,v%inf,Book of the Duchess 259,data/riverside_cats/BD_riv.cat,I wol do peynte with pure gold,RIVERSIDE
don,do,v%inf,Book of the Duchess 268,data/riverside_cats/BD_riv.cat,That ys hys goddesse I shal soo do,RIVERSIDE
fortunen,fortuned,v%pt_pl,Book of the Duchess 288,data/riverside_cats/BD_riv.cat,Suche marvayles fortuned than,RIVERSIDE
waken,waked,v%ppl,Book of the Duchess 294,data/riverside_cats/BD_riv.cat,And loked forth for I was waked,RIVERSIDE
singen,song,v%pt_pl,Book of the Duchess 304,data/riverside_cats/BD_riv.cat,Had herd for som of hem song lowe,RIVERSIDE
sparen,spared,v%pt_pl,Book of the Duchess 320,data/riverside_cats/BD_riv.cat,They ne spared not her throtes,RIVERSIDE
seien,seyn,v%inf,Book of the Duchess 321,data/riverside_cats/BD_riv.cat,And sooth to seyn my chambre was,RIVERSIDE
hien,hyed,v%pt_pl,Book of the Duchess 363,data/riverside_cats/BD_riv.cat,And hyed hem to the forest faste,RIVERSIDE
gon,go,v%pr_pl,Book of the Duchess 371,data/riverside_cats/BD_riv.cat,Go we faste and gan to ryde,RIVERSIDE
don,doon,v%inf,Book of the Duchess 374,data/riverside_cats/BD_riv.cat,As to huntynge fil to doon,RIVERSIDE
haven,had,v%pt_pl,Book of the Duchess 404,data/riverside_cats/BD_riv.cat,Had mad her dwellynge ther I trowe,RIVERSIDE
mouen,may,v%pr_pl,Book of the Duchess 485,data/riverside_cats/BD_riv.cat,So good that men may wel se,RIVERSIDE
lien,lay,v%pt_pl,Book of the Duchess 508,data/riverside_cats/BD_riv.cat,And lay so colde upon hys herte,RIVERSIDE
seien,sayn,v%inf,Book of the Duchess 514,data/riverside_cats/BD_riv.cat,But at the last to sayn ryght soth,RIVERSIDE
seien,seyn,v%inf,Book of the Duchess 520,data/riverside_cats/BD_riv.cat,I herde the not to seyn the soth,RIVERSIDE
willen,wol,v%pr_pl,Book of the Duchess 546,data/riverside_cats/BD_riv.cat,But sir oo thyng wol ye here,RIVERSIDE
seien,seyn,v%inf,Book of the Duchess 596,data/riverside_cats/BD_riv.cat,May seyn he hath met with sorwe,RIVERSIDE
tellen,tel,v%inf,Book of the Duchess 598,data/riverside_cats/BD_riv.cat,Allas and I wol tel the why,RIVERSIDE
pleien,pley,v%inf,Book of the Duchess 662,data/riverside_cats/BD_riv.cat,Ful craftier to pley she was,RIVERSIDE
tellen,tel,v%inf,Book of the Duchess 710,data/riverside_cats/BD_riv.cat,And whan I herde hym tel thys tale,RIVERSIDE
don,doo,v%inf,Book of the Duchess 719,data/riverside_cats/BD_riv.cat,Of noght that Fortune koude doo,RIVERSIDE
haven,had,v%pt_pl,Book of the Duchess 723,data/riverside_cats/BD_riv.cat,Thogh ye had lost the ferses twelve,RIVERSIDE
mortheren,mordred,v%pt_pl,Book of the Duchess 724,data/riverside_cats/BD_riv.cat,And ye for sorwe mordred yourselve,RIVERSIDE
willen,wil,v%pr_pl,Book of the Duchess 782,data/riverside_cats/BD_riv.cat,Al that men wil theryn make,RIVERSIDE
haven,had,v%pt_pl,Book of the Duchess 809,data/riverside_cats/BD_riv.cat,Had seen togedres in oo place,RIVERSIDE
wenen,soo,v%pt_pl,Book of the Duchess 867,data/riverside_cats/BD_riv.cat,Have mercy fooles wenden soo,RIVERSIDE
don,do,v%inf,Book of the Duchess 892,data/riverside_cats/BD_riv.cat,She loved as man may do hys brother,RIVERSIDE
seien,sayn,v%inf,Book of the Duchess 904,data/riverside_cats/BD_riv.cat,But thus moche dar I sayn that she,RIVERSIDE
haven,had,v%pt_pl,Book of the Duchess 975,data/riverside_cats/BD_riv.cat,Thogh they had stonden in a rowe,RIVERSIDE
haven,had,v%pt_pl,Book of the Duchess 977,data/riverside_cats/BD_riv.cat,For wherso men had pleyd or waked,RIVERSIDE
waken,waked,v%ppl,Book of the Duchess 977,data/riverside_cats/BD_riv.cat,For wherso men had pleyd or waked,RIVERSIDE
don,do,v%inf,Book of the Duchess 1013,data/riverside_cats/BD_riv.cat,She used gladly to do wel,RIVERSIDE
don,do,v%inf,Book of the Duchess 1016,data/riverside_cats/BD_riv.cat,She wrong do wolde to no wyght,RIVERSIDE
bidden,byd,v%inf,Book of the Duchess 1027,data/riverside_cats/BD_riv.cat,And byd hym faste anoon that he,RIVERSIDE
seien,seyn,v%inf,Book of the Duchess 1031,data/riverside_cats/BD_riv.cat,That I may of yow here seyn,RIVERSIDE
seien,say,v%inf,Book of the Duchess 1090,data/riverside_cats/BD_riv.cat,I was ryght yong soth to say,RIVERSIDE
haven,han,v%pr_pl,Book of the Duchess 1127,data/riverside_cats/BD_riv.cat,Ye han wel told me herebefore,RIVERSIDE
tellen,tel,v%inf,Book of the Duchess 1130,data/riverside_cats/BD_riv.cat,But wolde ye tel me the manere,RIVERSIDE
seien,seyn,v%pr_pl,Book of the Duchess 1167,data/riverside_cats/BD_riv.cat,But Grekes seyn Pictagoras,RIVERSIDE
seien,say,v%inf,Book of the Duchess 1181,data/riverside_cats/BD_riv.cat,Now have I told thee soth to say,RIVERSIDE
don,do,v%inf,Book of the Duchess 1191,data/riverside_cats/BD_riv.cat,Allas what shal I thanne do,RIVERSIDE
seien,seyn,v%inf,Book of the Duchess 1221,data/riverside_cats/BD_riv.cat,So at the laste soth to seyn,RIVERSIDE
seien,say,v%inf,Book of the Duchess 1250,data/riverside_cats/BD_riv.cat,I durste no more say thertoo,RIVERSIDE
ben,wern,v%pt_pl,Book of the Duchess 1289,data/riverside_cats/BD_riv.cat,Oure hertes wern so evene a payre,RIVERSIDE
sufferen,suffred,v%pt_pl,Book of the Duchess 1292,data/riverside_cats/BD_riv.cat,For sothe ylyche they suffred thoo,RIVERSIDE
liven,lyved,v%pt_pl,Book of the Duchess 1296,data/riverside_cats/BD_riv.cat,And thus we lyved ful many a yere,RIVERSIDE
ginnen,gan,v%pt_pl,Book of the Duchess 1312,data/riverside_cats/BD_riv.cat,They gan to strake forth al was doon,RIVERSIDE
putten,put,v%inf,Book of the Duchess 1332,data/riverside_cats/BD_riv.cat,Fonde to put this sweven in ryme,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book I 19,data/riverside_cats/TC1_riv.cat,But natheles if this may don gladnesse,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 25,data/riverside_cats/TC1_riv.cat,That ye han felt and on the adversite,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 27,data/riverside_cats/TC1_riv.cat,Han felt that Love dorste yow displese,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 28,data/riverside_cats/TC1_riv.cat,Or ye han wonne hym with to gret an ese,RIVERSIDE
preien,prey,v%inf,Troilus and Criseyde; Book I 48,data/riverside_cats/TC1_riv.cat,To prey for hem that Loves servauntz be,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book I 53,data/riverside_cats/TC1_riv.cat,For now wil I gon streght to my matere,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book I 54,data/riverside_cats/TC1_riv.cat,In which ye may the double sorwes here,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book I 75,data/riverside_cats/TC1_riv.cat,He caste anon out of the town to go,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book I 117,data/riverside_cats/TC1_riv.cat,And seyde Lat youre fadres treson gon,RIVERSIDE
gon,goon,v%inf,Troilus and Criseyde; Book I 133,data/riverside_cats/TC1_riv.cat,I rede it naught therfore I late it goon,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 241,data/riverside_cats/TC1_riv.cat,Men reden nat that folk han gretter wit,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 242,data/riverside_cats/TC1_riv.cat,Than they that han be most with love ynome,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 247,data/riverside_cats/TC1_riv.cat,For alderwisest han therwith ben plesed,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 248,data/riverside_cats/TC1_riv.cat,And they that han ben aldermost in wo,RIVERSIDE
don,doon,v%inf,Troilus and Criseyde; Book I 356,data/riverside_cats/TC1_riv.cat,For wo was hym that what to doon he nyste,RIVERSIDE
gon,gon,v%inf,Troilus and Criseyde; Book I 357,data/riverside_cats/TC1_riv.cat,But bad his folk to gon wher that hem liste,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 424,data/riverside_cats/TC1_riv.cat,Yow thanke I lord that han me brought to this,RIVERSIDE
don,do,v%pr_pl,Troilus and Criseyde; Book I 426,data/riverside_cats/TC1_riv.cat,She be I not which that ye do me serve,RIVERSIDE
seien,sey,v%inf,Troilus and Criseyde; Book I 451,data/riverside_cats/TC1_riv.cat,But were he fer or ner I dar sey this,RIVERSIDE
seien,seyn,v%inf,Troilus and Criseyde; Book I 514,data/riverside_cats/TC1_riv.cat,Laughen in scorn and seyn Loo ther goth he,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 553,data/riverside_cats/TC1_riv.cat,Han now thus soone Grekes maad yow leene,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book I 600,data/riverside_cats/TC1_riv.cat,And wel woot I thow mayst do me no reste,RIVERSIDE
gon,goo,v%inf,Troilus and Criseyde; Book I 628,data/riverside_cats/TC1_riv.cat,I have myself ek seyn a blynd man goo,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book I 644,data/riverside_cats/TC1_riv.cat,As men may se and so the wyse it demeth,RIVERSIDE
sen,say,v%pt_pl,Troilus and Criseyde; Book I 656,data/riverside_cats/TC1_riv.cat,Yee say the lettre that she wrot I gesse,RIVERSIDE
techen,us,v%pr_pl,Troilus and Criseyde; Book I 698,data/riverside_cats/TC1_riv.cat,To wynnen love as techen us the wyse,RIVERSIDE
don,don,v%pr_pl,Troilus and Criseyde; Book I 705,data/riverside_cats/TC1_riv.cat,As don thise foles that hire sorwes eche,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 706,data/riverside_cats/TC1_riv.cat,With sorwe whan thei han mysaventure,RIVERSIDE
seien,seyn,v%pr_pl,Troilus and Criseyde; Book I 708,data/riverside_cats/TC1_riv.cat,Men seyn to wrecche is consolacioun,RIVERSIDE
mouen,may,v%pr_pl,Troilus and Criseyde; Book I 756,data/riverside_cats/TC1_riv.cat,For thy proverbes may me naught availle,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book I 769,data/riverside_cats/TC1_riv.cat,And hire bysoughte on the to han som routhe,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 802,data/riverside_cats/TC1_riv.cat,For Grekes han biseged us iwys,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book I 828,data/riverside_cats/TC1_riv.cat,And seyde Allas What is me best to do,RIVERSIDE
gon,go,v%inf,Troilus and Criseyde; Book I 838,data/riverside_cats/TC1_riv.cat,Ne al the men that riden konne or go,RIVERSIDE
overgon,overgon,v%inf,Troilus and Criseyde; Book I 846,data/riverside_cats/TC1_riv.cat,That as hire joies moten overgon,RIVERSIDE
don,don,v%inf,Troilus and Criseyde; Book I 852,data/riverside_cats/TC1_riv.cat,Right as thyselven list wol don by the,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book I 872,data/riverside_cats/TC1_riv.cat,As though men sholde han led hym into helle,RIVERSIDE
sweren,sworn,v%ppl,Troilus and Criseyde; Book I 906,data/riverside_cats/TC1_riv.cat,For by my trouthe in love I dorste have sworn,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book I 907,data/riverside_cats/TC1_riv.cat,The sholde nevere han tid thus fayr a grace,RIVERSIDE
haven,han,v%pr_pl,Troilus and Criseyde; Book I 920,data/riverside_cats/TC1_riv.cat,And som han feyned ofte tyme and told,RIVERSIDE
haven,han,v%inf,Troilus and Criseyde; Book I 922,data/riverside_cats/TC1_riv.cat,And thus they wolde han brought hemself alofte,RIVERSIDE
don,do,v%inf,Troilus and Criseyde; Book I 989,data/riverside_cats/TC1_riv.cat,To peyne me to do yow this servyse,RIVERSIDE
seien,seyn,v%inf,The Wife of Bath's Prologue 20,data/riverside_cats/WBPro_riv.cat,What that he mente therby I kan nat seyn,RIVERSIDE
mouen,may,v%pr_pl,The Wife of Bath's Prologue 26,data/riverside_cats/WBPro_riv.cat,Men may devyne and glosen up and doun,RIVERSIDE
gon,go,v%inf,The Wife of Bath's Prologue 108,data/riverside_cats/WBPro_riv.cat,Bad nat every wight he sholde go selle,RIVERSIDE
liven,lyved,v%pt_pl,The Wife of Bath's Prologue 141,data/riverside_cats/WBPro_riv.cat,Yet lyved they evere in parfit chastitee,RIVERSIDE
biginnen,bigan,v%pt_pl,The Wife of Bath's Prologue 185,data/riverside_cats/WBPro_riv.cat,Seyde this Pardoner as ye bigan,RIVERSIDE
witen,woot,v%pr_pl,The Wife of Bath's Prologue 200,data/riverside_cats/WBPro_riv.cat,Ye woot wel what I meene of this pardee,RIVERSIDE
haven,had,v%pt_pl,The Wife of Bath's Prologue 204,data/riverside_cats/WBPro_riv.cat,They had me yeven hir lond and hir tresoor,RIVERSIDE
don,do,v%inf,The Wife of Bath's Prologue 205,data/riverside_cats/WBPro_riv.cat,Me neded nat do lenger diligence,RIVERSIDE
don,doon,v%inf,The Wife of Bath's Prologue 206,data/riverside_cats/WBPro_riv.cat,To wynne hir love or doon hem reverence,RIVERSIDE
loven,loved,v%pt_pl,The Wife of Bath's Prologue 207,data/riverside_cats/WBPro_riv.cat,They loved me so wel by God above,RIVERSIDE
mouen,may,v%pr_pl,The Wife of Bath's Prologue 263,data/riverside_cats/WBPro_riv.cat,Thou seyst men may nat kepe a castel wal,RIVERSIDE
willen,wol,v%pr_pl,The Wife of Bath's Prologue 283,data/riverside_cats/WBPro_riv.cat,Til we be fast and thanne we wol hem shewe,RIVERSIDE
forgon,forgo,v%inf,The Wife of Bath's Prologue 315,data/riverside_cats/WBPro_riv.cat,That oon thou shalt forgo maugree thyne yen,RIVERSIDE
gon,goon,v%pr_pl,The Wife of Bath's Prologue 322,data/riverside_cats/WBPro_riv.cat,Wher that we goon we wol ben at oure large,RIVERSIDE
willen,wol,v%pr_pl,The Wife of Bath's Prologue 322,data/riverside_cats/WBPro_riv.cat,Wher that we goon we wol ben at oure large,RIVERSIDE
mouen,may,v%pr_pl,The Wife of Bath's Prologue 369,data/riverside_cats/WBPro_riv.cat,That ye may likne youre parables to,RIVERSIDE
don,do,v%inf,The Wife of Bath's Prologue 408,data/riverside_cats/WBPro_riv.cat,Ther wolde I chide and do hem no plesaunce,RIVERSIDE
mouen,may,v%pr_pl,The Wife of Bath's Prologue 415,data/riverside_cats/WBPro_riv.cat,With empty hand men may none haukes lure,RIVERSIDE
ba,ba,v%inf,The Wife of Bath's Prologue 433,data/riverside_cats/WBPro_riv.cat,Com neer my spouse lat me ba thy cheke,RIVERSIDE
connen,kan,v%pr_pl,The Wife of Bath's Prologue 437,data/riverside_cats/WBPro_riv.cat,Suffreth alwey syn ye so wel kan preche,RIVERSIDE
don,do,v%pr_pl,The Wife of Bath's Prologue 438,data/riverside_cats/WBPro_riv.cat,And but ye do certein we shal yow teche,RIVERSIDE
