LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book IV 870,"Bitrent, in sothfast tokninge of hir peine",bitrenden@v%pr_3 in@prep sothfast@adj tokninge@ger of@prep hire@pron1%fem_gen peine@n,uS u Su Sux S u Sx
Troilus and Criseyde; Book IV 871,That to biholde it was a dedly thing,that@conj to@part biholden@v%inf hit@pron ben@v%pt_3 a@indef_art dedli@adj thing@n,u S uSx u S u Su S
Troilus and Criseyde; Book IV 872,For which Pandare mighte not restreine,for@prep which@pron pandare@n#propn mouen@v3%pt_3 not@adv restreinen@v%inf,u S uSu Su S uSx
Troilus and Criseyde; Book IV 873,The teres from his eyen for to reine.,the@def_art tere@n%pl from@prep his@pron1%gen eie@n1%pl for@prep#adv to@part reinen@v1%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 874,"But nathelees, as he best mighte, he seide",but@conj no-the-lesse@adv as@conj he@pron1%nom best@adv%sup mouen@v3%pt_3 he@pron1%nom seien@v1%pt_3,u SuS u S u Sx u Sx
Troilus and Criseyde; Book IV 875,From Troilus thise wordes to Criseyde.,from@prep troilus@n#propn these@gram_adj%pl word@n%pl to@prep criseyde@n#propn,u SuS ux Su S uSx
Troilus and Criseyde; Book IV 876,"“Lo, nece, I trowe ye han herd al how",lo@interj nece@n ich@pron%nom trouen@v%pr_1 ye@pron%pl_nom haven@v%pr_pl heren@v%ppl al@adv hou@adv&conj,u Sx u Su S u S u S
Troilus and Criseyde; Book IV 877,"The king, with othere lordes, for the beste",the@def_art king@n with@prep other@gram_adj lord@n%pl for@prep the@def_art best@adjas_n%sup,u S u Sux Su S u Sx
Troilus and Criseyde; Book IV 878,Hath mad eschaunge of Antenor and yow,haven@v%pr_3 maken@v1%ppl eschaunge@n of@prep antenor@n#propn and@conj you@pron%pl_obj,u S uSx u SuS u S
Troilus and Criseyde; Book IV 879,That cause is of this sorwe and this unreste.,that@pron cause@n ben@v%pr_3 of@prep this@gram_adj sorwe@n and@conj this@gram_adj unreste@n,u Sx u S u Sx u S uSx
Troilus and Criseyde; Book IV 880,But how this cas doth Troilus moleste,but@conj hou@adv&conj this@gram_adj cas@n don@v1%pr_3 troilus@n#propn moleste@n,u S u S u SuS uSx
Troilus and Criseyde; Book IV 881,That may non erthely mannes tonge seye;,that@pron mouen@v3%pr_3 non@gram_adj ertheli@adj man@n%gen tonge@n2 seien@v1%inf --@dash,u S u SuS uS ux S
Troilus and Criseyde; Book IV 882,For verray wo his wit is al aweye.,for@conj verrei@adj wo@n his@pron1%gen wit@n ben@v%pr_3 al@adv awei@adv,       
Troilus and Criseyde; Book IV 883,"“For which we han so sorwed, he and I",for@prep which@pron we@pron%pl_nom haven@v%pr_pl so@adv sorwen@v%ppl he@pron1%nom and@conj ich@pron%nom,u S u S u Su S u S
Troilus and Criseyde; Book IV 884,That into litel bothe it hadde us slawe;,that@conj in-to@prep litel@n bothe@num_adj hit@pron haven@v%pt_3 us@pron%pl_obj slen@v%ppl,u Su Su Sx u Sx u Sx
Troilus and Criseyde; Book IV 885,"But thurgh my conseil this day, finally",but@conj thurgh@prep min@pron%gen counseil@n this@gram_adj dai@n finalli@adv,u S u Su S u SuS
Troilus and Criseyde; Book IV 886,He somwhat is fro weping now withdrawe.,he@pron1%nom som-what@adv ben@v%pr_3 from@prep wepinge@ger nou@adv withdrauen@v%ppl,u Su S u Su S uSx
Troilus and Criseyde; Book IV 887,And semeth me that he desireth fawe,and@conj semen@v2%pr_3 me@pron2%obj that@conj he@pron1%nom desiren@v%pr_3 fain@adv,u Su S u S uSu Sx
Troilus and Criseyde; Book IV 888,"With yow to been al night, for to devise",with@prep you@pron%pl_obj to@part ben@v%inf al@gram_adj night@n for@prep#adv to@part devisen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book IV 889,"Remede in this, if ther were any wise.",remedie@n in@prep this@pron if@conj ther@adv ben@v%pt_3 ani@gram_adj wise@n2,uSx u S u S ux Su Sx
Troilus and Criseyde; Book IV 890,"This, short and pleine, th’effect of my message",this@pron%contr shorte@adv and@conj plaine@adj the@def_art effect@n of@prep min@pron%gen message@n1,u S u Sx  uS u S uSx
Troilus and Criseyde; Book IV 891,As ferforth as my wit can comprehende.,as@conj fer-forth@adv as@conj min@pron%gen wit@n connen@v%pr_3 comprehenden@v%inf,u Su S u S u SuSx
Troilus and Criseyde; Book IV 892,"For ye, that been of torment in swich rage",for@conj ye@pron%pl_nom that@pron ben@v%pr_pl of@prep torment@n in@prep swich@gram_adj rage@n,u S u S u Su S u Sx
Troilus and Criseyde; Book IV 893,May to no long prologe as now entende;,mouen@v3%pr_pl to@prep no@gram_adj long@adj1 prologe@n as@conj nou@adv entenden@v%inf,u S u S uSx u S uSx
Troilus and Criseyde; Book IV 894,And herupon ye may answere him sende.,and@conj her-upon@adv ye@pron%pl_nom mouen@v3%pr_pl answere@n him@pron%obj senden@v2%inf,u SuS u S uSx u Sx
Troilus and Criseyde; Book IV 895,"And, for the love of God, my nece dere",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn min@pron%gen nece@n dere@adj1,u S u Sx u S u Su Sx
Troilus and Criseyde; Book IV 896,So leef this wo er Troilus be here.”,so@adv leven@v1%imp this@gram_adj wo@n er@conj1 troilus@n#propn ben@v%pr_3 her@adv,u S u S u SuS u Sx
Troilus and Criseyde; Book IV 897,"“Gret is my wo,” quod she, and sighte sore",gret@adj ben@v%pr_3 min@pron%gen wo@n quethen@v%pt_3 she@pron%nom and@conj siken@v2%pt_3 sore@adv,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 898,As she that feleth dedly sharp distresse;,as@conj she@pron%nom that@pron felen@v1%pr_3 dedli@adv sharp@adj distresse@n,u S u Su Su S uSx
Troilus and Criseyde; Book IV 899,“But yet to me his sorwe is muchel more,but@conj yet@adv to@prep me@pron2%obj his@pron1%gen sorwe@n ben@v%pr_3 muchel@adj more@adj%comp,u S u S u Sx u Su Sx
Troilus and Criseyde; Book IV 900,"That love him bet than he himself, I gesse.",that@pron loven@v1%pr_3 him@pron%obj bet@adv%comp than@conj he@pron1%nom him-self@pron ich@pron%nom gessen@v%pr_1,u Sx u S u S uS u Sx
Troilus and Criseyde; Book IV 901,Allas! for me hath he swich hevinesse?,alas@interj for@prep me@pron2%obj haven@v%pr_3 he@pron1%nom swich@gram_adj hevinesse@n,uS u S u S u SuSx
Troilus and Criseyde; Book IV 902,Can he for me so pitously compleine?,connen@v%pr_3 he@pron1%nom for@prep me@pron2%obj so@adv pitousli@adv compleinen@v%inf,u S u S u SuS uSx
Troilus and Criseyde; Book IV 903,"Ywis, this sorwe doubleth al my peine.",iwis@adv al@gram_adj sorwe@n doublen@v%pr_3 al@gram_adj min@pron%gen peine@n,uS u Su Su S u Sx
Troilus and Criseyde; Book IV 904,"“Grevous to me, God wot, is for to twinne,”",grevous@adj to@prep me@pron2%obj god@n1#propn witen@v1%pr_3 ben@v%pr_3 for@prep#adv to@part twinnen@v1%inf,uS u S u S u S u Sx
Troilus and Criseyde; Book IV 905,"Quod she, “but yet it harder is to me",quethen@v%pt_3 she@pron%nom but@conj yet@adv hit@pron hard@adj%comp ben@v%pr_3 to@prep me@pron2%obj,u S u S u Su S u S
Troilus and Criseyde; Book IV 906,To seen that sorwe which that he is inne;,to@part sen@v1%inf that@art&gram_adj sorwe@n which@pron that@pron he@pron1%nom ben@v%pr_3 inne@prep,u S u Su S u S u Sx
Troilus and Criseyde; Book IV 907,"For wel wot I, it wol my bane be;",for@conj wel@adv witen@v1%pr_1 ich@pron%nom hit@pron willen@v%pr_3 min@pron%gen bane@n ben@v%inf,u S u S u S u Su S
Troilus and Criseyde; Book IV 908,"And deie I wol in certain,” tho quod she;",and@conj dien@v%inf ich@pron%nom willen@v%pr_1 in@prep certain@n tho@adv quethen@v%pt_3 she@pron%nom,u S u S u Su S u S
Troilus and Criseyde; Book IV 909,"“But bidde him come, er deeth, that thus me threteth",but@conj bidden@v%imp him@pron%obj comen@v%inf er@conj1 deth@n that@pron thus@adv me@pron2%obj threten@v1%pr_3,u Sx u Sx u S u S x uS
Troilus and Criseyde; Book IV 910,"Drive out that goost, which in min herte beteth.”",driven@v%inf oute@adv that@art&gram_adj gost@n which@pron in@prep min@pron%gen herte@n beten@v1%pr_3,ux S u S u S u Sx uS
Troilus and Criseyde; Book IV 911,"Thise wordes seid, she on hir armes two",these@gram_adj%pl word@n%pl seien@v1%ppl she@pron%nom on@prep hire@pron1%fem_gen arm@n%pl two@num_adj,ux Su S u S u Su S
Troilus and Criseyde; Book IV 912,"Fil gruf, and gan to wepe pitously.",fallen@v%pt_3 gruffe@adv and@conj ginnen@v%pt_3 to@part wepen@v%inf pitousli@adv,u S u S u Su SuS
Troilus and Criseyde; Book IV 913,"Quod Pandarus, “Allas! why do ye so",quethen@v%pt_3 pandare@n#propn alas@interj whi@adv don@v1%pr_pl ye@pron%pl_nom so@adv,u SuS uS u S u S
Troilus and Criseyde; Book IV 914,Sin wel ye wot the time is faste by,sin@conj wel@adv ye@pron%pl_nom witen@v1%pr_pl the@def_art time@n ben@v%pr_3 faste@adv bi@adv,u S u S u Sx u Su S
Troilus and Criseyde; Book IV 915,That he shal come? Aris up hastely,that@conj he@pron1%nom shulen@v1%pr_3 comen@v%inf arisen@v%imp up@adv hastilie@adv,u S u Sx uS u SuS
Troilus and Criseyde; Book IV 916,That he yow nat biwopen thus ne finde,that@conj he@pron1%nom you@pron%pl_obj not@adv biwepen@v%ppl_abs thus@adv ne@adv finden@v%pr_3,u S u S uSu S u Sx
Troilus and Criseyde; Book IV 917,But ye wol han him wood out of his minde!,but@conj ye@pron%pl_nom willen@v%pr_pl haven@v%inf him@pron%obj wod@adj oute@adv#prep of@prep his@pron1%gen minde@n1,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 918,“For wiste he that ye ferde in this manere,for@conj witen@v1%pt_3 he@pron1%nom that@conj ye@pron%pl_nom faren@v%pt_pl in@prep this@gram_adj manere@n,u Sx u S u Sx u S uSx
Troilus and Criseyde; Book IV 919,He wolde himselve slee; and if I wende,he@pron1%nom willen@v%pt_3 him-self@pron slen@v%inf and@conj if@conj ich@pron%nom wenen@v2%pt_1,u Sx uSu S u S u Sx
Troilus and Criseyde; Book IV 920,"To han this fare, he sholde not come here",to@part haven@v%inf this@gram_adj fare@n1 he@pron1%nom shulen@v1%pt_3 not@adv comen@v%inf her@adv,u S u Sx u Sx u Su Sx
Troilus and Criseyde; Book IV 921,For al the good that Priam may despende.,for@prep al@gram_adj the@def_art god@n2 that@pron priam@n#propn mouen@v3%pr_3 dispenden@v%inf,u S u S u Su S uSx
Troilus and Criseyde; Book IV 922,For to what fin he wolde anoon pretende,for@conj to@prep what@gram_adj fin@n2 he@pron1%nom willen@v%pt_3 an-on@adv pretenden@v%inf,u S u S u Sx uS uSx
Troilus and Criseyde; Book IV 923,That knowe I wel; and forthi yet I seye,that@pron knouen@v%pr_1 ich@pron%nom wel@adv and@conj for-thi@adv&conj yet@adv ich@pron%nom seien@v1%pr_1,u Sx u S u Su S u S
Troilus and Criseyde; Book IV 924,"So leef this sorwe, or platly he wol deie.",so@adv leven@v1%imp this@gram_adj sorwe@n or@conj platlie@adv he@pron1%nom willen@v%pr_3 dien@v%inf,u S u Sx u Su S u S
Troilus and Criseyde; Book IV 925,“And shapeth yow his sorwe for to abregge,and@conj shapen@v%imp you@pron%pl_obj his@pron1%gen sorwe@n for@prep#adv to@part abreggen@v%inf,u Su S u Sx u S uSx
Troilus and Criseyde; Book IV 926,"And nought encresse, leve nece swete;",and@conj nought@adv encresen@v%inf lef@adj nece@n swete@adj,u S uSu Su Su Sx
Troilus and Criseyde; Book IV 927,Beth rather to him cause of flat than egge,ben@v%imp rathere@adv%comp to@prep him@pron%obj cause@n of@prep flat@n1 than@conj egge@n2,u Su S u Sx u S u Sx
Troilus and Criseyde; Book IV 928,And with som wisdom ye his sorwes bete.,and@conj with@prep som@gram_adj wisdom@n ye@pron%pl_nom his@pron1%gen sorwe@n%pl beten@v2%pr_pl,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 929,What helpeth it to wepen ful a strete,what@pron helpen@v%pr_3 hit@pron to@part wepen@v%inf ful@adj a@indef_art strete@n2,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 930,Or though ye bothe in salte teres dreinte?,or@conj though@conj ye@pron%pl_nom bothe@num_adj in@prep salt@adj tere@n%pl drenchen@v%pr_pl,u S u Sx u Su Su Sx
Troilus and Criseyde; Book IV 931,Bet is a time of cure ay than of pleinte.,bet@adj%comp ben@v%pr_3 a@indef_art time@n of@prep cure@n1 ai@adv than@conj of@prep pleinte@n,u S u Sx u Sx u S u Sx
Troilus and Criseyde; Book IV 932,I mene thus; whan I him hider bringe,ich@pron%nom menen@v1%pr_1 thus@adv whan@adv&conj ich@pron%nom him@pron%obj hider@adv bringen@v%pr_1,u Su S u S u Su Sx
Troilus and Criseyde; Book IV 933,"Sin ye ben wise, and bothe of oon assent",sin@conj ye@pron%pl_nom ben@v%pr_pl wise@adj and@conj bothe@num_adj of@prep on@num_adj assent@n,u S u Sx u Sx u S uS
Troilus and Criseyde; Book IV 934,So shapeth how distourbe your goinge,so@adv shapen@v%imp hou@adv&conj distourben@v%inf your@pron%pl_gen goinge@ger,     
Troilus and Criseyde; Book IV 935,"Or come ayen, sone after ye be went.",or@conj comen@v%inf ayen@adv sone@adv after@conj ye@pron%pl_nom ben@v%pr_pl wenden@v%ppl,u Sx uS ux Su S u S
Troilus and Criseyde; Book IV 936,Wommen ben wise in short avisement;,womman@n ben@v%pr_pl wise@adj in@prep short@adj avisement@n,uS u Sx u S uSuS
Troilus and Criseyde; Book IV 937,And lat sen how your wit shal now availe;,and@conj leten@v%imp sen@v1%inf hou@adv&conj your@pron%pl_gen wit@n shulen@v1%pr_3 nou@adv availen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book IV 938,"And what that I may helpe, it shal not faile.”",and@conj what@pron that@pron ich@pron%nom mouen@v3%pr_1 helpen@v%inf hit@pron shulen@v1%pr_3 not@adv failen@v%inf,u S u S u Sx u S u Sx
Troilus and Criseyde; Book IV 939,"“Go,” quod Criseyde, “and uncle, trewely",gon@v%imp quethen@v%pt_3 criseyde@n#propn and@conj uncle@n treuli@adv,u S uSx u Su SuS
Troilus and Criseyde; Book IV 940,"I shal don al my might, me to restreine",ich@pron%nom shulen@v1%pr_1 don@v1%inf al@gram_adj min@pron%gen might@n me@pron2%obj to@part restreinen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book IV 941,"From weping in his sight, and bisily",from@prep wepinge@ger in@prep his@pron1%gen sighte@n and@conj bisili@adv,u Su S u S u SuS
Troilus and Criseyde; Book IV 942,"Him for to glade, I shal don al my peine",him@pron%obj for@prep#adv to@part gladen@v%inf ich@pron%nom shulen@v1%pr_1 don@v1%inf al@gram_adj min@pron%gen peine@n,u S u Sx u S u S u Sx
Troilus and Criseyde; Book IV 943,And in min herte seken every veine;,and@conj in@prep min@pron%gen herte@n sechen@v%inf everi@pron_gram_adj veine@n,u S u Sx uS uSu Sx
Troilus and Criseyde; Book IV 944,If to this soor ther may be founden salve,if@conj to@prep this@gram_adj sore@n1 ther@adv mouen@v3%pr_3 ben@v%inf finden@v%ppl salve@n1,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 945,"It shal not lakken, certain, on min halve.”",hit@pron shulen@v1%pr_3 not@adv lakken@v%inf certain@adv on@prep min@pron%gen half@n,u S u Su Su S u Sx
Troilus and Criseyde; Book IV 946,"Goth Pandarus, and Troilus he soughte",gon@v%pr_3 pandare@n#propn and@conj troilus@n#propn he@pron1%nom sechen@v%pt_3,u SuS u SuS u Sx
Troilus and Criseyde; Book IV 947,Til in a temple he fond him allone,til@conj in@prep a@indef_art temple@n1 he@pron1%nom finden@v%pt_3 him@pron%obj al-one@adj,u S u Su S u S uSx
Troilus and Criseyde; Book IV 948,As he that of his lif no lenger roughte;,as@conj he@pron1%nom that@pron of@prep his@pron1%gen lif@n no@adv lengere@adv%comp recchen@v2%pt_3,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 949,But to the pitouse goddes everichone,but@conj to@prep the@def_art pitous@adj god@n1%pl everich-on@pron,u S u Sux Su SxuSx
Troilus and Criseyde; Book IV 950,"Ful tendrely he preide, and made his mone",ful@adv tenderli@adv he@pron1%nom preien@v1%pt_3 and@conj maken@v1%pt_3 his@pron1%gen mon@n1,u SuS u Sx u Sx u Sx
Troilus and Criseyde; Book IV 951,To doon him sone out of this world to pace;,to@part don@v1%inf him@pron%obj sone@adv oute@adv#prep of@prep this@gram_adj world@n to@part passen@v%inf,u S u Sx u S u S u Sx
Troilus and Criseyde; Book IV 952,For wel he thought ther was non other grace.,for@conj wel@adv he@pron1%nom thinken@v2%pt_3 ther@adv ben@v%pt_3 non@gram_adj other@gram_adj grace@n,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 953,"And shortly, al the sothe for to seye",and@conj shortli@adv al@gram_adj the@def_art soth@n for@prep#adv to@part seien@v1%inf,u Su S u Su S u S
Troilus and Criseyde; Book IV 954,He was so fallen in despeir that day,he@pron1%nom ben@v%pt_3 so@adv fallen@v%ppl in@prep despeir@n that@art&gram_adj dai@n,u S u Su S uS u S
Troilus and Criseyde; Book IV 955,That outrely he shoop him for to deie.,that@conj outreli@adv he@pron1%nom shapen@v%pt_3 him@pron%obj for@prep#adv to@part dien@v%inf,u SuS u S u S u S
Troilus and Criseyde; Book IV 956,For right thus was his argument alwey:,for@conj righte@adv thus@adv ben@v%pt_3 his@pron1%gen argument@n al-wei@adv,u S u S u SuS uS
Troilus and Criseyde; Book IV 957,"He seide, he nas but loren, wailawey!",he@pron1%nom seien@v1%pt_3 he@pron1%nom ben@v%pt_3_neg but@conj lesen@v4%ppl weilawai@interj,u Sx u S u Su SuS
Troilus and Criseyde; Book IV 958,"“For al that comth, comth by necessitee;",for@conj al@gram_adjas_n that@pron comen@v%pr_3 comen@v%pr_3 bi@prep necessite@n,u S u S u S uSuS
Troilus and Criseyde; Book IV 959,"Thus to be lorn, it is my destinee.",thus@adv to@part ben@v%inf lesen@v4%ppl hit@pron ben@v%pr_3 min@pron%gen destine@n,u S u S u S u SuS
Troilus and Criseyde; Book IV 960,"“For certainly, this wot I wel,” he seide",for@conj certainli@adv this@pron witen@v1%pr_1 ich@pron%nom wel@adv he@pron1%nom seien@v1%pt_3,u SuS u S u S u Sx
Troilus and Criseyde; Book IV 961,“That forsight of divine purveiaunce,that@conj fore-sight@n of@prep divine@adj purveiaunce@n,u Su S uSu SuSx
Troilus and Criseyde; Book IV 962,Hath seyn alwey me to forgon Criseyde,haven@v%pr_3 sen@v1%ppl al-wei@adv me@pron2%obj to@part forgon@v%inf criseyde@n#propn,u S uS u S uS uSx
Troilus and Criseyde; Book IV 963,"Sin God seeth every thing, out of doutaunce",sin@conj god@n1#propn sen@v1%pr_3 everi@pron_gram_adj thing@n oute@adv#prep of@prep doutaunce@n,u S u Sxu S u S uSx
Troilus and Criseyde; Book IV 964,"And hem desponeth, thourgh his ordenaunce",and@conj hem@pron%pl_obj disponen@v%pr_3 thurgh@prep his@pron1%gen ordinaunce@n,u S uSu S u SuSx
Troilus and Criseyde; Book IV 965,In hir merites sothly for to be,in@prep here@pron%pl_gen merite@n%pl sothli@adv for@prep#adv to@part ben@v%inf,u S uSu Su S u S
Troilus and Criseyde; Book IV 966,As they shul comen by predestinee.,as@conj thei@pron%pl_nom shulen@v1%pr_pl comen@v%inf bi@prep predestine@n,u S u Su S uSuS
Troilus and Criseyde; Book IV 967,"“But nathelees, allas! whom shal I leve?",but@conj no-the-lesse@adv alas@interj whom@pron%obj shulen@v1%pr_1 ich@pron%nom leven@v4%inf,u SuS uS u S u Sx
Troilus and Criseyde; Book IV 968,For ther ben grete clerkes many oon,for@conj ther@adv ben@v%pr_pl gret@adj clerk@n%pl mani@gram_adj on@pron,u S u Su Su Su S
Troilus and Criseyde; Book IV 969,That destinee thorugh argumentes preve;,that@pron destine@n thurgh@prep argument@n%pl preven@v%pr_pl,u SuS uS uSux Sx
Troilus and Criseyde; Book IV 970,And som men seyn that nedely ther is noon;,and@conj som@gram_adj man@n%pl seien@v1%pr_pl that@conj nedeli@adv2 ther@adv ben@v%pr_3 non@pron,u S u S u xSu S u S
Troilus and Criseyde; Book IV 971,But that free chois is yeven us everichoon.,but@conj that@conj fre@adj chois@n ben@v%pr_3 yeven@v%ppl us@pron%pl_obj everich-on@pron,u S u S u Sx u SxuS
Troilus and Criseyde; Book IV 972,"O, welaway! so sleie arn clerkes olde",o@interj weilawai@interj so@adv sleigh@adj ben@v%pr_pl clerk@n%pl olde@adj,u SuS u S u Su Sx
Troilus and Criseyde; Book IV 973,That I not whos opinion I may holde.,that@conj ich@pron%nom witen@v1%pr_1_neg whos@pron%gen opinioun@n ich@pron%nom mouen@v3%pr_1 holden@v1%inf,u S u S uSu S u Sx
Troilus and Criseyde; Book IV 974,"“For som men seyn, if God seth al biforn",for@conj som@gram_adj man@n%pl seien@v1%pr_pl if@conj god@n1#propn sen@v1%pr_3 al@gram_adjas_n biforen@adv --@dash,u S u S u S u S uS
Troilus and Criseyde; Book IV 975,"Ne God may not deceived ben, pardee",ne@conj1 god@n1#propn mouen@v3%pr_3 not@adv deceiven@v%ppl ben@v%inf parde@interj --@dash,u S u S uSu S uS
Troilus and Criseyde; Book IV 976,"Than moot it fallen, though men hadde it sworn",thanne@adv moten@v2%pr_3 hit@pron fallen@v%inf though@conj man@n%pl haven@v%pt_pl hit@pron sweren@v%ppl,u S u Su S u Sx u S
Troilus and Criseyde; Book IV 977,That purveiaunce hath seyn bifore to be.,that@pron purveiaunce@n haven@v%pr_3 sen@v1%ppl biforen@adv to@part ben@v%inf,u SuSx u S uSx u S
Troilus and Criseyde; Book IV 978,"Wherfor I seye, that from eterne if he",wher-for@adv ich@pron%nom seien@v1%pr_1 that@conj from@prep eterne@adj if@conj he@pron1%nom,uS u S u S uSx u S
Troilus and Criseyde; Book IV 979,Hath wist biforn our thought eek as our dede,haven@v%pr_3 witen@v1%ppl biforen@adv oure@pron%pl_gen thought@n ek@adv as@conj oure@pron%pl_gen dede@n,u S uS u S u S u Sx
Troilus and Criseyde; Book IV 980,"We have no free chois, as these clerkes rede.",we@pron%pl_nom haven@v%pr_pl no@gram_adj fre@adj chois@n as@conj these@gram_adj%pl clerk@n%pl reden@v1%pr_pl,u Sx u S u S ux Su Sx
Troilus and Criseyde; Book IV 981,“For other thought nor other dede also,for@conj other@gram_adj thought@n nor@conj other@gram_adj dede@n also@adv,u Su S u Su Sx uS
Troilus and Criseyde; Book IV 982,"Might never be, but swich as purveiaunce",mouen@v3%pt_3 never@adv ben@v%inf but@conj swich@gram_adj as@conj purveiaunce@n,u Su S u S u SuSx
Troilus and Criseyde; Book IV 983,Which may not ben deceived never mo,which@pron mouen@v3%pr_3 not@adv ben@v%inf deceiven@v%ppl never@adv mo@adv%comp,u S u S uSu Su S
Troilus and Criseyde; Book IV 984,"Hath feled biforn, withouten ignoraunce.",haven@v%pr_3 felen@v1%ppl biforen@adv withouten@prep ignoraunce@n,u Su Su Sux SuSx
Troilus and Criseyde; Book IV 985,For if ther mighte been a variaunce,for@conj if@conj ther@adv mouen@v3%pt_3 ben@v%inf a@indef_art variaunce@n,u S u Su S u SuSx
Troilus and Criseyde; Book IV 986,To writhen out fro Goddes purveyinge,to@part writhen@v%inf oute@adv from@prep god@n1#propn%gen purveiinge@ger,u Su S u Su SuSx
Troilus and Criseyde; Book IV 987,Ther nere no prescience of thing cominge;,ther@adv ben@v%pt_3_neg no@gram_adj prescience@n of@prep thing@n comen@v#adj%prp,u Sx u SuSx u S uSx
Troilus and Criseyde; Book IV 988,“But it were rather an opinioun,but@conj hit@pron ben@v%pt_3 rathere@adv%comp a@indef_art opinioun@n,u S ux Su S uSuS
Troilus and Criseyde; Book IV 989,"Uncertein, and no stedfast forseinge;",uncertain@adj and@conj no@gram_adj sted-fast@adj fore-seing@ger,SuS u S uS uSx
Troilus and Criseyde; Book IV 990,"And certes, that were an abusioun",and@conj certes@adv that@pron ben@v%pt_3 a@indef_art abusioun@n,u Su S ux S uSuS
Troilus and Criseyde; Book IV 991,That God shuld han no parfit cleer witinge,that@conj god@n1#propn shulen@v1%pt_3 haven@v%inf no@gram_adj parfit@adj cler@adj wittinge@ger1,u S u S u Su S uSx
Troilus and Criseyde; Book IV 992,More than we men that han doutous weninge.,more@adv%comp than@conj we@pron%pl_nom man@n%pl that@pron haven@v%pr_pl doutous@adj weninge@ger,ux S u S u S uS uSx
Troilus and Criseyde; Book IV 993,But swich an errour upon God to gesse,but@conj swich@gram_adj a@indef_art errour@n1 upon@prep god@n1#propn to@part gessen@v%inf,u S u Su Su S u Sx
Troilus and Criseyde; Book IV 994,"Were fals and foul, and wikked corsednesse.",ben@v%pt_3 fals@adj and@conj foul@adj and@conj wikked@adj cursednesse@n,ux S u S u Su SuSx
Troilus and Criseyde; Book IV 995,“Eek this is an opinioun of somme,ek@adv this@pron ben@v%pr_3 a@indef_art opinioun@n of@prep som@pron,u S u S uSuS u Sx
Troilus and Criseyde; Book IV 996,That han hir top ful heighe and smothe yshore;,that@pron haven@v%pr_pl here@pron%pl_gen top@n1 ful@adv heighe@adv and@conj smothe@adj sheren@v%ppl,u S u S u Sx u Sx uSx
Troilus and Criseyde; Book IV 997,"They seyn right thus, that thing is not to come",thei@pron%pl_nom seien@v1%pr_pl righte@adv thus@adv that@art&gram_adj thing@n ben@v%pr_3 not@adv to@part comen@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 998,For that the prescience hath seyn bifore,for@conj that@part the@def_art prescience@n haven@v%pr_3 sen@v1%ppl biforen@adv,u S u SuSx u S uSx
Troilus and Criseyde; Book IV 999,"That it shal come; but they seyn, that therfore",that@part hit@pron shulen@v1%pr_3 comen@v%inf but@conj thei@pron%pl_nom seien@v1%pr_pl that@conj ther-fore@adv,u S u Sx u S u S uSx
Troilus and Criseyde; Book IV 1000,"That it shal come, therfore the purveiaunce",that@conj hit@pron shulen@v1%pr_3 comen@v%inf ther-fore@adv the@def_art purveiaunce@n,u S u Sx uSx u SuSx
Troilus and Criseyde; Book IV 1001,Wot it biforn withouten ignoraunce;,witen@v1%pr_3 hit@pron biforen@adv withouten@prep ignoraunce@n,u S uS uSu SuSx
Troilus and Criseyde; Book IV 1002,“And in this manere this necessitee,and@conj in@prep this@gram_adj manere@n this@gram_adj necessite@n,u S u Sux S uSuS
Troilus and Criseyde; Book IV 1003,Retorneth in his part contrarie again.,returnen@v%pr_3 in@prep his@pron1%gen part@n contrarie@adj ayen@adv,uSx u S u SuS uS
Troilus and Criseyde; Book IV 1004,For needfully bihoveth it not to be,for@conj nedefulli@adv bihoven@v%pr_3 hit@pron not@adv to@part ben@v%inf,u SuS uSx u S u S
Troilus and Criseyde; Book IV 1005,That thilke thinges fallen in certain,that@conj thilke@gram_adj thing@n%pl fallen@v%pr_pl in@prep certain@n,u Su Su Su S uS
Troilus and Criseyde; Book IV 1006,"That ben purveied; but nedely, as they seyn",that@pron ben@v%pr_pl purveien@v%ppl but@conj nedeli@adv2 as@conj thei@pron%pl_nom seien@v1%pr_pl,u S uSu S xux S u S
Troilus and Criseyde; Book IV 1007,"Bihoveth it that thinges, whiche that falle",bihoven@v%pr_3 hit@pron that@conj thing@n%pl which@pron that@pron fallen@v%pr_pl,uSu S u Su Sx u Sx
Troilus and Criseyde; Book IV 1008,That they in certain ben purveyed alle.,that@conj thei@pron%pl_nom in@prep certain@n ben@v%pr_pl purveien@v%ppl al@gram_adj,u S u Su S uSu Sx
