LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book I 549,"Com ones in unwar, and herde him grone",comen@v%pt_3 ones@adv in@adv unwar@adv and@conj heren@v%pt_3 him@pron%obj gronen@v%inf,u Su S uS u Sx u Sx
Troilus and Criseyde; Book I 550,And sey his freend in swich distresse and care:,and@conj sen@v1%pt_3 his@pron1%gen frend@n in@prep swich@gram_adj distresse@n and@conj care@n1,u S u S u S uSx u Sx
Troilus and Criseyde; Book I 551,"“Allas!” quod he, “who causeth al this fare?",alas@interj quethen@v%pt_3 he@pron1%nom who@pron%nom causen@v1%pr_3 al@gram_adj this@gram_adj fare@n1,uS u S u Su S u Sx
Troilus and Criseyde; Book I 552,"O mercy, God! what unhap may this mene?",o@interj merci@n1 god@n1#propn what@gram_adj unhap@n mouen@v3%pr_3 this@pron menen@v1%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book I 553,Han now thus sone Grekes maad yow lene?,haven@v%pr_pl nou@adv thus@adv sone@adv grek@n%pl maken@v1%ppl you@pron%pl_obj lene@adj1,u S u Su Su S u Sx
Troilus and Criseyde; Book I 554,“Or hastow som remors of conscience,or@conj haven@v%pr_2_pron som@gram_adj remorse@n of@prep conscience@n,u Su S uS u SuSx
Troilus and Criseyde; Book I 555,And art now falle in som devocioun,and@conj ben@v%pr_2 nou@adv fallen@v%ppl in@prep som@gram_adj devocioun@n,u S u Sx u S uSuS
Troilus and Criseyde; Book I 556,And wailest for thy sinne and thin offence,and@conj weilen@v%pr_2 for@prep thin@pron%gen sinne@n and@conj thin@pron%gen offense@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book I 557,And hast for ferde caught attricioun?,and@conj haven@v%pr_2 for@prep ferde@n1 cacchen@v%ppl attricioun@n,u S u Su S uSuS
Troilus and Criseyde; Book I 558,God save hem that biseged han our toun,god@n1#propn saven@v%pr_3 hem@pron%pl_obj that@pron bisegen@v%ppl haven@v%pr_pl oure@pron%pl_gen toun@n,u Sx u S uSu S u S
Troilus and Criseyde; Book I 559,And so can leie our jolite on presse,and@conj so@adv connen@v%pr_3 leien@v1%inf oure@pron%pl_gen jolite@n on@prep presse@n,S u S u S uSx u Sx
Troilus and Criseyde; Book I 560,And bring our lusty folk to holinesse!”,and@conj bringen@v%inf oure@pron%pl_gen lusti@adj folk@n to@prep holinesse@n2,u S u Su S u SuSx
Troilus and Criseyde; Book I 561,These wordes seide he for the nones alle,these@gram_adj%pl word@n%pl seien@v1%pt_3 he@pron1%nom for@prep the@def_art nones@n1 al@gram_adj,ux Su Sx u S u Su Sx
Troilus and Criseyde; Book I 562,That with swich thing he mighte him angry maken,that@conj with@prep swich@gram_adj thing@n he@pron1%nom mouen@v3%pt_3 him@pron%obj angri@adj maken@v1%inf,u S u S u Sx u Su Su
Troilus and Criseyde; Book I 563,And with an angre don his sorwe falle,and@conj with@prep a@indef_art anger@n don@v1%inf his@pron1%gen sorwe@n fallen@v%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book I 564,"As for the time, and his corage awaken;",as@conj for@prep the@def_art time@n and@conj his@pron1%gen corage@n awaken@v%inf,u S u Sx u S uSx uSu
Troilus and Criseyde; Book I 565,"But wel he wiste, as fer as tonges spaken",but@conj wel@adv he@pron1%nom witen@v1%pt_3 as@conj fer@adv as@conj tonge@n2%pl speken@v%pt_pl,u S u Sx u S u Su Su
Troilus and Criseyde; Book I 566,Ther nas a man of gretter hardinesse,ther@adv ben@v%pt_3_neg a@indef_art man@n of@prep gret@adj%comp hardinesse@n,u S u S u Su SuSx
Troilus and Criseyde; Book I 567,"Than he, ne more desired worthinesse.",than@conj he@pron1%nom ne@conj1 more@adv%comp desiren@v%pt_3 worthinesse@n,u S u Sx uSu SuSx
Troilus and Criseyde; Book I 568,"“What cas,” quod Troilus, “or what aventure",what@gram_adj cas@n quethen@v%pt_3 troilus@n#propn or@conj what@gram_adj aventure@n,u S u Su S u SuSx
Troilus and Criseyde; Book I 569,Hath gided thee to see my languisshinge,haven@v%pr_3 giden@v%ppl the@pron2%obj to@part sen@v1%inf me@pron2%obj languishen@v%prp_abs,u Su S u S u SuSx
Troilus and Criseyde; Book I 570,That am refus of euery creature?,that@pron ben@v%pr_1 refuse@adj of@prep everi@pron_gram_adj creature@n,u S uS u Su SuSx
Troilus and Criseyde; Book I 571,"But for the love of God, at my preyinge",but@conj for@prep the@def_art love@n1 of@prep god@n1#propn at@prep min@pron%gen preiinge@ger,u S u Sx u S u S uSx
Troilus and Criseyde; Book I 572,"Go henne away, for certes, my deyinge",gon@v%imp henne@adv awei@adv for@conj certes@adv min@pron%gen diinge@ger,u Sx uS u Su S uSx
Troilus and Criseyde; Book I 573,"Wol thee disese, and I mot nedes deie;",willen@v%pr_3 the@pron2%obj disese@n and@conj ich@pron%nom moten@v2%pr_2 nedes@adv dien@v%inf,u S uSx u S u Su S
Troilus and Criseyde; Book I 574,"Therfor go wey, ther is no more to seye.",ther-fore@adv gon@v%imp wei@adv ther@adv ben@v%pr_3 no@gram_adj more@n3 to@part seien@v1%inf,uS u S u S u Sx u S
Troilus and Criseyde; Book I 575,“But if thou wene I be thus sik for drede,but@conj if@conj thou@pron%nom wenen@v2%pr_2 ich@pron%nom ben@v%pr_1 thus@adv sik@adj for@prep drede@n,u S u Sx u S u S u Sx
Troilus and Criseyde; Book I 576,"It is not so, and therfor scorne nought;",hit@pron ben@v%pr_3 not@adv ben@v%pr_3 and@conj ther-fore@adv scornen@v%imp nought@adv,u S u S u Su Su S
Troilus and Criseyde; Book I 577,Ther is another thing I take of hede,ther@adv ben@v%pr_3 another@gram_adj thing@n ich@pron%nom taken@v%pr_1 of@prep hed@n2,u S uSu S u Sx u Sx
Troilus and Criseyde; Book I 578,Wel more than ought the Grekes han ywrought,wel@adv more@adv%comp than@conj ought@pron the@def_art grek@n%pl haven@v%pr_pl werken@v%ppl,u Sx u S u Su S uS
Troilus and Criseyde; Book I 579,"Which cause is of my deeth, for sorwe and thought.",which@pron cause@n ben@v%pr_3 of@prep min@pron%gen deth@n for@prep sorwe@n and@conj thought@n,u Sx u S u S u Sx u S
Troilus and Criseyde; Book I 580,But though that I now tell thee it ne leste,but@conj though@conj that@part ich@pron%nom nou@adv tellen@v%inf the@pron2%obj hit@pron nou@adv listen@v1%pr_1,u S u S u S u S u Sx
Troilus and Criseyde; Book I 581,"Be thou nought wrooth, I hide it for the beste.”",ben@v%pr_2 thou@pron%nom nought@adv wroth@adj ich@pron%nom hiden@v%pr_1 hit@pron for@prep the@def_art best@adjas_n%sup,u S u S u Sx u S u Sx
Troilus and Criseyde; Book I 582,"This Pandare, that neigh malt for wo and routhe",this@gram_adj pandare@n#propn that@pron neigh@adv melten@v%pt_3 for@prep wo@n and@conj reuthe@n,u Sux S u S u S u Sx
Troilus and Criseyde; Book I 583,"Ful often seide, “Allas! what may this be?",ful@adv often@adv seien@v1%pt_3 alas@interj what@pron mouen@v3%pr_3 this@pron ben@v%inf,u Su Sx uS u S u S
Troilus and Criseyde; Book I 584,"Now freend,” quod he, “if ever love or trouthe",nou@adv frend@n quethen@v%pt_3 he@pron1%nom if@conj ever@adv love@n1 or@conj treuth@n,u S u S u Su Sx u Sx
Troilus and Criseyde; Book I 585,"Hath been, or is, bitwixen thee and me",haven@v%pr_3 ben@v%ppl or@conj ben@v%pr_3 bitwixe@prep the@pron2%obj and@conj me@pron2%obj,u S u S uSu S u S
Troilus and Criseyde; Book I 586,Ne do thou never swiche a crueltee,ne@adv don@v1%pr_2 thou@pron%nom never@adv swich@gram_adj a@indef_art cruelte@n,u S u Su Sx u SuS
Troilus and Criseyde; Book I 587,To hide fro thy freend so greet a care;,to@part hiden@v%inf from@prep thin@pron%gen frend@n so@adv gret@adj a@indef_art care@n1,u Su S u S u S u Sx
Troilus and Criseyde; Book I 588,"Wostow nought wel that it am I, Pandare?",witen@v1%pr_2_pron nought@adv wel@adv that@conj hit@pron ben@v%pr_1 ich@pron%nom pandare@n#propn,uS u S u S u S uSx
Troilus and Criseyde; Book I 589,“I wole parten with thee al thy peine,ich@pron%nom willen@v%pr_1 parten@v%inf with@prep the@pron2%obj al@gram_adj thin@pron%gen peine@n,u Su Su S u S u Sx
Troilus and Criseyde; Book I 590,If it be so I do thee no comfort,if@conj hit@pron ben@v%pr_3 so@adv ich@pron%nom don@v1%pr_3 the@pron2%obj no@gram_adj comfort@n,u S u S u S u S uS
Troilus and Criseyde; Book I 591,"As it is freendes right, sooth for to seyne",as@conj hit@pron ben@v%pr_3 frend@n%gen right@n soth@n for@prep#adv to@part seien@v1%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book I 592,"To entreparten wo, as glad desport.",to@part enterparten@v%inf wo@n as@conj glad@adj disport@n,u SuSu S u S uS
Troilus and Criseyde; Book I 593,"I have, and shal, for trewe or fals report",ich@pron%nom haven@v%pr_1 and@conj shulen@v1%pr_1 for@prep treu@adj or@conj fals@adj reporte@n,u Sx u S u Sx u S uS
Troilus and Criseyde; Book I 594,In wrong and right yloved thee al my live;,in@prep wrong@n2 and@conj right@n loven@v1%ppl the@pron2%obj al@gram_adj min@pron%gen lif@n,u S u S uSx u S u Sx
Troilus and Criseyde; Book I 595,"Hid not thy wo fro me, but telle it blive.”",hiden@v%imp not@adv thin@pron%gen wo@n from@prep me@pron2%obj but@conj tellen@v%imp hit@pron blive@adv,u S u S u S u Sx u Sx
Troilus and Criseyde; Book I 596,Than gan this sorwful Troilus to sike,thanne@adv ginnen@v%pt_3 this@gram_adj sorweful@adj troilus@n#propn to@part siken@v2%inf,u S u Su SuS u Sx
Troilus and Criseyde; Book I 597,"And seide him thus, “God leve it be my beste",and@conj seien@v1%pt_3 him@pron%obj thus@adv god@n1#propn leven@v3%pr_3 hit@pron ben@v%pr_3 min@pron%gen best@adjas_n%sup,u Sx u S u Sx u S u Sx
Troilus and Criseyde; Book I 598,"To telle it thee; for, sith it may thee like",to@part tellen@v%inf hit@pron the@pron2%obj for@conj sitthe@conj hit@pron mouen@v3%pr_3 the@pron2%obj liken@v1%inf,u Sx u S u S u S u Sx
Troilus and Criseyde; Book I 599,"Yet wole I telle it, though min herte breste;",yet@adv willen@v%pr_1 ich@pron%nom tellen@v%inf hit@pron though@conj min@pron%gen herte@n bresten@v%pr_3,u Sx u Sx u S u Su Sx
Troilus and Criseyde; Book I 600,And wel wot I thou mayst do me no reste.,and@conj wel@adv witen@v1%pr_1 ich@pron%nom thou@pron%nom mouen@v3%pr_2 don@v1%inf me@pron2%obj no@gram_adj reste@n1,u S u S u S u S u Sx
Troilus and Criseyde; Book I 601,But lest thow deme I truste not to thee,but@conj leste@conj thou@pron%nom demen@v%pr_1 ich@pron%nom trusten@v%pr_1 not@adv to@prep the@pron2%obj,u S u Sx u Su S u S
Troilus and Criseyde; Book I 602,"Now herkne, freend, for thus it stant with me.",nou@adv herkenen@v%imp frend@n for@conj thus@adv hit@pron stonden@v1%pr_3 with@prep me@pron2%obj,u Su S u S u S u S
Troilus and Criseyde; Book I 603,"“Love, ayeins the which whoso defendeth",love@n1 ayenes@prep the@def_art which@pron who-so@pron%nom defenden@v%pr_3,ux Su S u Su SuS
Troilus and Criseyde; Book I 604,"Himselven most, him alderlest availeth",him-self@pron most@adv%sup him@pron%obj alderlest@adv%sup availen@v%pr_3,uSu S u SuS uSx
Troilus and Criseyde; Book I 605,With desespeir so sorwfully me offendeth,with@prep despeir@n so@adv sorwefulli@adv me@pron2%obj offenden@v%pr_3,u SuS u SuS x uSx
Troilus and Criseyde; Book I 606,That streight unto the deeth min herte saileth.,that@conj streight@adv unto@prep the@def_art deth@n min@pron%gen herte@n seilen@v%pr_3,u S uS u S u Sx uS
Troilus and Criseyde; Book I 607,Therto desir so brenningly me assailleth,ther-to@adv desir@n so@adv brenningli@adv me@pron2%obj assaillen@v%pr_3,uS uS u SuS x uSx
Troilus and Criseyde; Book I 608,That to ben slain it were a gretter joye,that@conj to@part ben@v%inf slen@v%ppl hit@pron ben@v%pt_3 a@indef_art gret@adj%comp joie@n,u S u S u Sx u Sx uS
Troilus and Criseyde; Book I 609,To me than king of Grece been and Troye!,to@prep me@pron2%obj than@conj king@n of@prep grece@n#propn ben@v%inf and@conj troie@n1#propn,u S u S u Sx u S uS
Troilus and Criseyde; Book I 610,"“Suffiseth this, my fulle freend Pandare",suffisen@v%pr_3 this@pron min@pron%gen ful@adj frend@n pandare@n#propn,uSu S u Su S uSx
Troilus and Criseyde; Book I 611,"That I have seid, for now wostow my wo;",that@pron ich@pron%nom haven@v%pr_1 seien@v1%ppl for@conj nou@adv witen@v1%pr_2_pron min@pron%gen wo@n,u S ux S u S uS u S
Troilus and Criseyde; Book I 612,"And for the love of God, my colde care",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn min@pron%gen cold@adj care@n1,u S u Sx u S u Su Sx
Troilus and Criseyde; Book I 613,"So hid it wel, I telle it nevere to mo;",so@adv hiden@v%imp hit@pron wel@adv ich@pron%nom tellen@v%pr_1 hit@pron never@adv to@prep mo@n,u S u S u Sx u Sxx u S
Troilus and Criseyde; Book I 614,"For harmes mighte folwen, mo than two",for@conj harm@n%pl mouen@v3%pt_pl folwen@v%inf mo@adj%comp than@conj two@num_adj,u Su Su Su S u S
Troilus and Criseyde; Book I 615,If it were wist; but be thou in gladnesse,if@conj hit@pron ben@v%pt_3 witen@v1%ppl --@dash but@conj ben@v%pr_2 thou@pron%nom in@prep gladnesse@n,u S ux S u S u S uSx
Troilus and Criseyde; Book I 616,"And lat me sterve, unknowe, of my distresse.”",and@conj leten@v%imp me@pron2%obj sterven@v%inf unknouen@v#adj%ppl of@prep min@pron%gen distresse@n,u S u Sx uSx u S uSx
Troilus and Criseyde; Book I 617,“How hastow thus unkindely and longe,hou@adv&conj haven@v%pr_2_pron thus@adv unkindeli@adv and@conj longe@adv,u Su S uSuS u Sx
Troilus and Criseyde; Book I 618,"Hid this fro me, thou fool?” quod Pandarus;",hiden@v%ppl this@pron from@prep me@pron2%obj thou@pron%nom fol@n quethen@v%pt_3 pandare@n#propn,u S u S u S u SuS
Troilus and Criseyde; Book I 619,“Paraunter thou might after swich oon longe,paraventure@adv thou@pron%nom mouen@v3%pt_3 after@prep swich@gram_adj on@pron longen@v1%inf,uSu S u Su S u Sx
Troilus and Criseyde; Book I 620,That min avis anoon may helpen us.”,that@conj min@pron%gen avis@n an-on@adv mouen@v3%pr_3 helpen@v%inf us@pron%pl_obj,u S uS uS u Su S
Troilus and Criseyde; Book I 621,"“This were a wonder thing,” quod Troilus",this@pron ben@v%pt_3 a@indef_art wonder@adj thing@n quethen@v%pt_3 troilus@n#propn,u Sx u Su S u SuS
Troilus and Criseyde; Book I 622,“Thou coudest nevere in love thyselven wisse;,thou@pron%nom connen@v%pt_2 never@adv in@prep love@n1 thi-self@pron wissen@v%inf,u Su Sux S ux Sux Sx
Troilus and Criseyde; Book I 623,How devel maystow bringen me to blisse?”,hou@adv&conj devel@n mouen@v3%pr_2_pron bringen@v%inf me@pron2%obj to@prep blisse@n,u Su Su Su S u Sx
Troilus and Criseyde; Book I 624,"“Ye, Troilus, now herke,” quod Pandare",ye@adv troilus@n#propn nou@adv herken@v%imp quethen@v%pt_3 pandare@n#propn,u SuS u Su S uSx
Troilus and Criseyde; Book I 625,“Though I be nice; it happeth ofte so,though@conj ich@pron%nom ben@v%pr_1 nice@adj hit@pron happen@v1%pr_3 ofte@adv so@adv,u S u Sx u Su Su S
Troilus and Criseyde; Book I 626,That oon that exces doth ful ivele fare,that@conj on@pron that@pron excess@n don@v1%pr_3 ful@adv ivele@adv faren@v%inf,u S u Su S u Sux Sx
Troilus and Criseyde; Book I 627,By good counseil can kepe his freend therfro.,bi@prep god@adj counseil@n connen@v%pr_3 kepen@v%inf his@pron1%gen frend@n ther-from@adv,u S uS u Sx u S uS
Troilus and Criseyde; Book I 628,I have myself eek seyn a blind man go,ich@pron%nom haven@v%pr_1 mi-self@pron ek@adv sen@v1%ppl a@indef_art blind@adj man@n gon@v%inf,u Sx uS u S u S u S
Troilus and Criseyde; Book I 629,Theras he fel that coude loke wide;,ther-as@adv he@pron1%nom fallen@v%pt_3 that@pron connen@v%pt_3 loken@v2%inf wide@adv,uS u S u Su Su Sx
Troilus and Criseyde; Book I 630,A fool may eek a wis man ofte gide.,a@indef_art fol@n mouen@v3%pr_3 ek@adv a@indef_art wise@adj man@n ofte@adv giden@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book I 631,“A whetston is no kerving instrument,a@indef_art whet-ston@n ben@v%pr_3 no@gram_adj kervinge@ger#adj instrument@n,u Su S u Su SuS
Troilus and Criseyde; Book I 632,And yet it maketh sharpe kerving tolis.,and@conj yet@adv hit@pron maken@v1%pr_3 sharp@adj kervinge@ger#adj tol@n3%pl,u S u Su Sx uS uS
Troilus and Criseyde; Book I 633,And ther thow woost that I have ought miswent,and@conj ther@adv thou@pron%nom witen@v1%pr_2 that@conj ich@pron%nom haven@v%pr_1 ought@adv miswenden@v%ppl,u S u S u S ux S uS
Troilus and Criseyde; Book I 634,"Eschew thou that, for swich thing to thee scole is;",escheuen@v%pr_2 thou@pron%nom that@pron for@conj swich@gram_adj thing@n to@prep the@pron2%obj scole@n2 ben@v%pr_3,         
Troilus and Criseyde; Book I 635,Thus often wise men ben war by folis.,thus@adv often@adv wise@adj man@n%pl ben@v%pr_pl ware@adj bi@prep fol@n%pl,u Su Sx u S u S uS
Troilus and Criseyde; Book I 636,"If thou do so, thy wit is wel biwared;",if@conj thou@pron%nom don@v1%pr_2 so@adv thin@pron%gen wit@n ben@v%pr_3 wel@adv biwaren@v%ppl,u S u S u S u S uSx
Troilus and Criseyde; Book I 637,By his contrarie is every thing declared.,bi@prep his@pron1%gen contrarie@n ben@v%pr_3 everi@pron_gram_adj thing@n declaren@v%ppl,x u SuS u Sxu S uSx
Troilus and Criseyde; Book I 638,“For how might ever sweetnesse have be knowe,for@conj hou@adv&conj mouen@v3%pt_3 ever@adv swetenesse@n haven@v%inf ben@v%ppl knouen@v%ppl,u S u Su Sux Sx u Sx
Troilus and Criseyde; Book I 639,To him that never tasted bitternesse?,to@prep him@pron%obj that@pron never@adv tasten@v%pt_3 bitternesse@n,u S u Su Su SuSx
Troilus and Criseyde; Book I 640,"Ne no man may ben inly glad, I trowe",ne@conj1 no@gram_adj man@n mouen@v3%pr_3 ben@v%inf inli@adv glad@adj ich@pron%nom trouen@v%pr_1,u S u S u Su S u Sx
Troilus and Criseyde; Book I 641,That never was in sorwe or som distresse;,that@pron never@adv ben@v%pt_3 in@prep sorwe@n or@conj som@gram_adj distresse@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book I 642,"Eek whit by blak, by shame eek worthinesse",ek@adv whit@adj#n bi@prep blak@n bi@prep shame@n ek@adv worthinesse@n,u S u S u Sx u SuSx
Troilus and Criseyde; Book I 643,"Ech set by other, more for other semeth;",ech@pron setten@v%ppl_abs bi@prep other@pron more@adj%comp for@prep other@pron semen@v2%pr_3,u S u Su Sx u Su Sx
Troilus and Criseyde; Book I 644,As men may see; and so the wise it demeth.,as@conj man@n%pl mouen@v3%pr_pl sen@v1%inf and@conj so@adv the@def_art wise@adj#n hit@pron demen@v%pr_3,u S u S u S u Sx u Sx
Troilus and Criseyde; Book I 645,“Sith thus of two contraries is a lore,sitthe@conj thus@adv of@prep two@num_adj contrarie@n%pl ben@v%pr_3 o@num_adj lore@n2,       
Troilus and Criseyde; Book I 646,"I, that have in love so ofte assaied",ich@pron%nom that@pron haven@v%pr_1 in@prep love@n1 so@adv ofte@adv assaien@v%ppl,u S ux S ux S ux SuS
Troilus and Criseyde; Book I 647,"Grevaunces, oughte conne, and wel the more",grevaunce@n%pl ouen@v%pt_1 connen@v%inf and@conj wel@adv the@adv more@adv%comp,uSu Su Sx u S u Sx
Troilus and Criseyde; Book I 648,Counsaillen thee of that thou art amaied.,counseilen@v%inf the@pron2%obj of@prep that@pron thou@pron%nom ben@v%pr_2 amaien@v%ppl,uSx u S u S u SuS
Troilus and Criseyde; Book I 649,Eek thee ne oughte nat ben ivel apaied,ek@adv the@pron2%obj ne@adv ouen@v%pt_3 not@adv ben@v%inf ivele@adv apaien@v%ppl,       
Troilus and Criseyde; Book I 650,Though I desire with thee for to bere,though@conj ich@pron%nom desiren@v%pr_1 with@prep the@pron2%obj for@prep#adv to@part beren@v1%inf,u S uSu S u S u Sx
Troilus and Criseyde; Book I 651,Thin hevy charge; it shal the lasse dere.,thin@pron%gen hevi@adj charge@n hit@pron shulen@v1%pr_3 the@adv lesse@adv%comp deren@v%inf,u Su Sx u S u Su Sx
Troilus and Criseyde; Book I 652,“I woot wel that it fareth thus by me,ich@pron%nom witen@v1%pr_1 wel@adv that@conj hit@pron faren@v%pr_3 thus@adv bi@prep me@pron2%obj,u S u S u Su S u S
Troilus and Criseyde; Book I 653,As to thy brother Paris an herdesse,as@conj to@prep thin@pron%gen brother@n paris@n3#propn a@indef_art herdesse@n,u S u Su Su S uSx
Troilus and Criseyde; Book I 654,Which that ycleped was Oenone,which@pron that@pron clepen@v%ppl ben@v%pt_3 oenone@n#propn,S u SuS u SuSx
Troilus and Criseyde; Book I 655,Wrot in a compleint of hir hevinesse:,writen@v%pt_3 in@prep a@indef_art compleinte@n of@prep hire@pron1%fem_gen hevinesse@n,u S u Su S u SuSx
Troilus and Criseyde; Book I 656,"Ye say the lettre that she wroot, I gesse?”",ye@pron%pl_nom sen@v1%pt_pl the@def_art lettre@n that@pron she@pron%nom writen@v%pt_3 ich@pron%nom gessen@v%pr_1,u S u Su S u S u Sx
Troilus and Criseyde; Book I 657,"“Nay, nevere yet, ywis,” quod Troilus.",nai@interj never@adv yet@adv iwis@adv quethen@v%pt_3 troilus@n#propn,u Sux S uS u SuS
Troilus and Criseyde; Book I 658,"“Now,” quod Pandare, “herkne; it was thus.—",nou@adv quethen@v%pt_3 pandare@n#propn herkenen@v%imp hit@pron ben@v%pt_3 thus@adv,u S uSu Su S u S
Troilus and Criseyde; Book I 659,"“ ‘Phebus, that first fond art of medicine,’",phebus@n#propn that@pron first@adv finden@v%pt_3 ben@v%pr_2 of@prep medicine@n,uS u S u S u SuSx
Troilus and Criseyde; Book I 660,"Quod she, ‘and coude in every wightes care",quethen@v%pt_3 she@pron%nom and@conj connen@v%pt_3 in@prep everi@pron_gram_adj wight@n%gen care@n1,u x S ux S uSu Su Sx
Troilus and Criseyde; Book I 661,"Remede and reed, by herbes he knew fine",remedie@n and@conj red@n1 bi@prep herbe@n%pl he@pron1%nom knouen@v%pt_3 fine@adv1,uSx u S u Su S u Sx
Troilus and Criseyde; Book I 662,Yet to himself his conning was ful bare;,yet@adv to@prep him-self@pron his@pron1%gen conninge@ger ben@v%pt_3 ful@adv bar@adj,u S uS u Su S u Sx
Troilus and Criseyde; Book I 663,For love hadde him so bounden in a snare,for@conj love@n1 haven@v%pt_3 him@pron%obj so@adv binden@v%ppl in@prep a@indef_art snare@n,u Sx ux S u Su S u Sx
Troilus and Criseyde; Book I 664,Al for the doughter of the kinge Admete,al@adv for@prep the@def_art doughter@n of@prep the@def_art king@n amete@n#propn,u S u Su S u Sx uSx
Troilus and Criseyde; Book I 665,That al his craft ne coude his sorwe bete.’—,that@pron al@gram_adj his@pron1%gen craft@n1 ne@adv connen@v%pt_3 his@pron1%gen sorwe@n beten@v2%inf,u S u S u Sx u Su Sx
Troilus and Criseyde; Book I 666,"“Right so fare I, unhappily for me;",righte@adv so@adv faren@v%pr_1 ich@pron%nom unhappili@adv for@prep me@pron2%obj,u S ux S uSuS u S
Troilus and Criseyde; Book I 667,"I love oon best, and that me smerteth sore;",ich@pron%nom loven@v1%pr_1 on@pron best@adv%sup and@conj that@pron me@pron2%obj smerten@v%pr_3 sore@adv,u Sx u S u S u Su Sx
Troilus and Criseyde; Book I 668,"And yet, paraunter, can I rede thee",and@conj yet@adv paraventure@adv connen@v%pr_1 ich@pron%nom reden@v1%inf the@pron2%obj,u S uSu S u Su S
Troilus and Criseyde; Book I 669,And not myself; repreve me no more.,and@conj not@adv mi-self@pron repreven@v%imp me@pron2%obj no@adv more@adv%comp,u S uS uSu S u Sx
Troilus and Criseyde; Book I 670,"I have no cause, I woot wel, for to sore",ich@pron%nom haven@v%pr_1 no@gram_adj cause@n ich@pron%nom witen@v1%pr_1 wel@adv for@prep#adv to@part soren@v1%inf,u Sx u Sx u S u S u Sx
Troilus and Criseyde; Book I 671,As doth an hauk that listeth for to pleie,as@conj don@v1%pr_3 a@indef_art hauk@n1 that@pron listen@v1%pr_3 for@prep#adv to@part pleien@v1%inf,u S u S u Su S u S
Troilus and Criseyde; Book I 672,But to thin help yet somwhat can I seye.,but@conj to@prep thin@pron%gen help@n yet@adv som-what@pron connen@v%pr_1 ich@pron%nom seien@v1%inf,u S u S u Su S u S
Troilus and Criseyde; Book I 673,“And of o thing right siker maystow be,and@conj of@prep o@num_adj thing@n righte@adv siker@adj mouen@v3%pr_2_pron ben@v%inf,u S u S u Su Su S
Troilus and Criseyde; Book I 674,"That certain, for to deyen in the peine",that@conj certain@adv for@prep#adv to@part dien@v%inf in@prep the@def_art peine@n,u Su S u Su S u Sx
Troilus and Criseyde; Book I 675,That I shal never mo discoveren thee;,that@conj ich@pron%nom shulen@v1%pr_1 never@adv mo@adv%comp discoveren@v%inf the@pron2%obj,u S u Su S uSux S
Troilus and Criseyde; Book I 676,"Ne, by my trouthe, I kepe nat restreine",ne@conj1 bi@prep min@pron%gen treuth@n ich@pron%nom kepen@v%pr_1 not@adv restreinen@v%inf,u S u Sx u Su S uSx
Troilus and Criseyde; Book I 677,"Thee fro thy love, thogh that it were Eleine",the@pron2%obj from@prep thin@pron%gen love@n1 though@conj that@part hit@pron ben@v%pt_3 eleine@n1#propn,u S u Sx u S u Sx uSx
Troilus and Criseyde; Book I 678,"That is thy brotheres wif, if ich it wiste;",that@pron ben@v%pr_3 thin@pron%gen brother@n%gen wif@n if@conj ich@pron%nom hit@pron witen@v1%pt_3,u S u Sux S u S u Sx
Troilus and Criseyde; Book I 679,"Be what she be, and love hir as thee liste.",ben@v%pr_3 what@gram_adj she@pron%nom ben@v%pr_3 and@conj loven@v1%imp hire@pron2%fem_obj as@conj the@pron2%obj listen@v1%pr_3,u S u S u Sx u S u Sx
Troilus and Criseyde; Book I 680,"“Therfore, as freend fullich in me assure",ther-fore@adv as@conj frend@n fulli@adv in@prep me@pron2%obj assuren@v%imp,uSx u S uS u S uSx
Troilus and Criseyde; Book I 681,And tel me plat what is thin enchesoun,and@conj tellen@v%imp me@pron2%obj plat@adv what@pron ben@v%pr_3 thin@pron%gen enchesoun@n,u S u S u S u SuS
Troilus and Criseyde; Book I 682,And final cause of wo that ye endure;,and@conj final@adj cause@n of@prep wo@n that@pron ye@pron%pl_nom enduren@v%pr_pl,u Su Sx u S u S uSx
Troilus and Criseyde; Book I 683,"For douteth nothing, min entencioun",for@conj douten@v%imp no-thing@adv min@pron%gen entencioun@n,u Su Su S uSuS
Troilus and Criseyde; Book I 684,Nis nought to yow of reprehencioun,ben@v%pr_3_neg nought@adv to@prep you@pron%pl_obj of@prep reprehensioun@n,u S u S u SuSuS
Troilus and Criseyde; Book I 685,"To speke as now, for no wight may bireve",to@part speken@v%inf as@conj nou@adv for@conj no@gram_adj wight@n mouen@v3%pr_3 bireven@v%inf,u Sx u S u S u S uSx
Troilus and Criseyde; Book I 686,"A man to love, til that him list to leve.",a@indef_art man@n to@part love@n1 til@conj that@part him@pron%obj listen@v1%pr_3 to@part leven@v1%inf,u S u Sx u S u S u Sx
