LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book V 867,"Answerde him tho; but, as of his entente",answeren@v%pt_3 him@pron%obj tho@adv but@conj as@conj of@prep his@pron1%gen entente@n,uSx u S u S u S uSx
Troilus and Criseyde; Book V 868,It semed not she wiste what he mente.,hit@pron semen@v2%pt_3 not@adv she@pron%nom witen@v1%pt_3 what@pron he@pron1%nom menen@v1%pt_3,u Su S u Su S u Sx
Troilus and Criseyde; Book V 869,"But natheles, this ilke Diomede",but@conj no-the-lesse@adv this@gram_adj ilke@pron_gram_adj diomede@n#propn,u SuS u Su SuSx
Troilus and Criseyde; Book V 870,"Gan in himself assure, and thus he seide",ginnen@v%pt_3 in@prep him-self@pron assuren@v%inf and@conj thus@adv he@pron1%nom seien@v1%pt_3,u S uS uSx u S u Sx
Troilus and Criseyde; Book V 871,“If ich aright have taken of yow hede,if@conj ich@pron%nom a-right@adv haven@v%pr_1 taken@v%ppl of@prep you@pron%pl_obj hed@n2,u S uS ux Su S u Sx
Troilus and Criseyde; Book V 872,"Me thinketh thus, O lady min, Criseyde",me@pron2%obj thinken@v1%pr_3 thus@adv o@interj ladie@n min@pron%gen criseyde@n#propn,u Su S u Su S uSx
Troilus and Criseyde; Book V 873,That sin I first hond on your bridel leide,that@conj sin@conj ich@pron%nom first@adv honde@n on@prep your@pron%pl_gen bridel@n leien@v1%pt_1,u S u S u S u Su Sx
Troilus and Criseyde; Book V 874,Whan ye out come of Troye by the morwe,whan@adv&conj ye@pron%pl_nom oute@adv comen@v%pr_pl of@prep troie@n1#propn bi@prep the@def_art morwe@n,u S u Sx u Su S u Sx
Troilus and Criseyde; Book V 875,Ne coude I never seen yow but in sorwe.,ne@adv connen@v%pt_1 ich@pron%nom never@adv sen@v1%inf you@pron%pl_obj but@conj in@prep sorwe@n,u Sx u Su S u S u Sx
Troilus and Criseyde; Book V 876,“Can I not seyn what may the cause be,connen@v%pr_1 ich@pron%nom not@adv seien@v1%inf what@pron mouen@v3%pr_3 the@def_art cause@n ben@v%inf,u S u S u S u Su S
Troilus and Criseyde; Book V 877,But if for love of som Troyan it were,but@conj if@conj for@prep love@n1 of@prep som@gram_adj troian@n hit@pron ben@v%pt_3,u S u Sx u S uS u Sx
Troilus and Criseyde; Book V 878,The which right sore wolde athinken me,the@def_art which@pron righte@adv sore@adv willen@v%pt_3 athinken@v%inf me@pron2%obj,u S u Su Sx uSu S
Troilus and Criseyde; Book V 879,"That ye, for any wight that dwelleth there",that@conj ye@pron%pl_nom for@prep ani@gram_adj wight@n that@pron dwellen@v%pr_3 ther@adv,u S u Su S u Su Sx
Troilus and Criseyde; Book V 880,Sholden spille a quarter of a tere,shulen@v1%pt_pl spillen@v%inf a@indef_art quartere@n of@prep a@indef_art tere@n,Su Sx u Su S u Sx
Troilus and Criseyde; Book V 881,Or pitously yourselven so bigile;,or@conj pitousli@adv yourself@pron so@adv bigilen@v%inf --@dash,u SuS uSu S uSx
Troilus and Criseyde; Book V 882,"For dredelees, it is nought worth the while.",for@conj dredeles@adv hit@pron ben@v%pr_3 nought@adv worth@adj the@def_art whil@n,u SuS u S u S u Sx
Troilus and Criseyde; Book V 883,"“The folk of Troye, as who seith, alle and some",the@def_art folk@n of@prep troie@n1#propn as@conj who@pron%nom seien@v1%pr_3 al@gram_adj and@conj som@pron,u S u S u S u Sx u Sx
Troilus and Criseyde; Book V 884,"In preson been, as ye yourselven see;",in@prep prisoun@n ben@v%pr_pl as@conj ye@pron%pl_nom yourself@pron sen@v1%pr_pl,u Su S u S uSu S
Troilus and Criseyde; Book V 885,For thennes shal not oon on live come, thennes@adv shulen@v1%pr_3 not@adv on@pron on@prep lif@n comen@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book V 886,For al the gold bitwixen sonne and see.,for@prep al@gram_adj the@def_art gold@n bitwixe@prep sonne@n and@conj se@n1,u S u S uSu Sx u S
Troilus and Criseyde; Book V 887,"Trusteth wel, and understondeth me",trusten@v%imp wel@adv and@conj understonden@v%imp me@pron2%obj,Su S u SuSu S
Troilus and Criseyde; Book V 888,Ther shal not oon to mercy goon on live,ther@adv shulen@v1%pr_3 not@adv on@pron to@prep merci@n1 gon@v%inf on@prep lif@n,u S u S u Su S u Sx
Troilus and Criseyde; Book V 889,Al were he lord of worldes twyës five!,al@conj ben@v%pt_3 he@pron1%nom lord@n of@prep world@n%pl twies@adv five@num_n,u Su S u S uS u Sx
Troilus and Criseyde; Book V 890,"“Swich wreche on hem, for fecching of Eleyne",swich@gram_adj wrech@n on@prep hem@pron%pl_obj for@prep fecching@ger of@prep eleine@n1#propn,u Sx u S u Su S uSx
Troilus and Criseyde; Book V 891,"Ther shal be take, er that we hennes wende",ther@adv shulen@v1%pr_3 ben@v%inf taken@v%ppl er@conj1 that@part we@pron%pl_nom hennes@adv wenden@v%pr_pl,u S u Sx u S u Su Sx
Troilus and Criseyde; Book V 892,"That Manes, which that goddes ben of peine",that@conj manes@n which@pron that@pron god@n1%pl ben@v%pr_pl of@prep peine@n,u Su S u Su S u Sx
Troilus and Criseyde; Book V 893,Shal been agast that Grekes wol hem shende.,shulen@v1%pr_pl ben@v%inf agasten@v%ppl that@conj grek@n%pl willen@v%pr_pl hem@pron%pl_obj shenden@v%inf,u S uS u Su S u Sx
Troilus and Criseyde; Book V 894,"And men shul drede, unto the worldes ende",and@conj man@n%pl shulen@v1%pr_pl dreden@v%inf unto@prep the@def_art world@n%gen ende@n1,u S u Sx uS u Su Sx
Troilus and Criseyde; Book V 895,From hennes forth to ravisshe any quene,from@prep hennes@adv forth@adv to@part ravishen@v%inf ani@gram_adj quene@n2,u Su S u Sux Su Sx
Troilus and Criseyde; Book V 896,So cruel shal our wreche on hem be sene.,so@adv cruel@adj shulen@v1%pr_3 oure@pron%pl_gen wrech@n on@prep hem@pron%pl_obj ben@v%inf sen@v1%ppl,u Su S u Sx u S u Sx
Troilus and Criseyde; Book V 897,“And but if Calkas lede us with ambages,and@conj but@conj if@conj calkas@n#propn leden@v1%pr_3 us@pron%pl_obj with@prep ambages@n --@dash,u S u Su Sx u S uSx
Troilus and Criseyde; Book V 898,"That is to seyn, with double wordes slie",that@pron ben@v%pr_3 to@part seien@v1%inf with@prep double@adj word@n%pl sleigh@adj,u S u S u Su Su S
Troilus and Criseyde; Book V 899,Swich as men clepe a word with two visages,swich@gram_adj as@conj man@n%pl clepen@v%inf a@indef_art word@n with@prep two@num_adj visage@n%pl,u S u Sx u S u S uSx
Troilus and Criseyde; Book V 900,Ye shul wel knowen that I nought ne lie,ye@pron%pl_nom shulen@v1%pr_pl wel@adv knouen@v%inf that@conj ich@pron%nom nought@adv ne@adv lien@v2%pr_1,u S u Su S u S u S
Troilus and Criseyde; Book V 901,And al this thing right seen it with your yë,and@conj al@gram_adj this@gram_adj thing@n righte@adv sen@v1%inf hit@pron with@prep your@pron%pl_gen eie@n1,u S u S u S u S u S
Troilus and Criseyde; Book V 902,And that anoon; ye nil not trow how sone;,and@conj that@pron an-on@adv ye@pron%pl_nom willen@v%pr_pl_neg not@adv trouen@v%inf hou@adv&conj sone@adv,u S uS u S u S u Sx
Troilus and Criseyde; Book V 903,"Now taketh heed, for it is for to done.",nou@adv taken@v%imp hed@n2 for@conj hit@pron ben@v%pr_3 for@prep#adv to@part don@v1%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book V 904,“What wene ye your wise fader wolde,what@interj wenen@v2%pr_pl ye@pron%pl_nom your@pron%pl_gen wise@adj fader@n willen@v%pt_3,u Su S u Su Su Sx
Troilus and Criseyde; Book V 905,Han yeven Antenor for yow anoon,haven@v%inf yeven@v%ppl antenor@n#propn for@prep you@pron%pl_obj an-on@adv,u Su SuS u S uS
Troilus and Criseyde; Book V 906,If he ne wiste that the citee sholde,if@conj he@pron1%nom ne@adv witen@v1%pt_3 that@conj the@def_art cite@n shulen@v1%pt_3,u S u Su S u Su Sx
Troilus and Criseyde; Book V 907,"Destroyed been? Why, nay, so mote I goon!",destroien@v%ppl ben@v%inf whi@interj nai@interj so@adv moten@v2%pr_1 ich@pron%nom gon@v%inf,uSu S u S u Sx u S
Troilus and Criseyde; Book V 908,He knew ful wel ther shal not scapen oon,he@pron1%nom knouen@v%pt_3 ful@adv wel@adv ther@adv shulen@v1%pr_3 not@adv scapen@v1%inf on@pron,u S u S u S u Su S
Troilus and Criseyde; Book V 909,That Troyan is; and for the grete fere,that@pron troian@adj ben@v%pr_3 and@conj for@prep the@def_art gret@adj fer@n1,u Su S u S u Su Sx
Troilus and Criseyde; Book V 910,"He dorste not, ye dwelte lenger there.",he@pron1%nom durren@v%pt_3 not@adv ye@pron%pl_nom dwellen@v%pt_pl lengere@adv%comp ther@adv,u Su S u Su Su Sx
Troilus and Criseyde; Book V 911,"“What wol ye more, lufsom lady dere?",what@pron willen@v%pr_pl ye@pron%pl_nom more@n3 lofsom@adj ladie@n dere@adj1,u S u Su Su Su Sx
Troilus and Criseyde; Book V 912,Lat Troye and Troyan fro your herte pace!,leten@v%imp troie@n1#propn and@conj troian@n from@prep your@pron%pl_gen herte@n passen@v%inf,u Su S uS u S ux Sx
Troilus and Criseyde; Book V 913,"Drif out that bittre hope, and make good chere",driven@v%imp oute@adv that@art&gram_adj bitter@adj hope@n1 and@conj maken@v1%imp god@adj chere@n1,u S u Su Sx u Sx u Sx
Troilus and Criseyde; Book V 914,And clepe ayein the beautee of your face,and@conj clepen@v%imp ayen@adv the@def_art beaute@n of@prep your@pron%pl_gen face@n,u Sx uS u Su S u Sx
Troilus and Criseyde; Book V 915,That ye with salte teres so deface.,that@pron ye@pron%pl_nom with@prep salt@adj tere@n%pl so@adv defacen@v%pr_pl,u S u Su Su S uSx
Troilus and Criseyde; Book V 916,For Troye is brought in swich a jupartie,for@conj troie@n1#propn ben@v%pr_3 bringen@v%ppl in@prep swich@gram_adj a@indef_art jupartie@n,u S u S u S u SuS
Troilus and Criseyde; Book V 917,"That, it to save, is now no remedie.",that@conj hit@pron to@part saven@v%inf ben@v%pr_3 nou@adv no@gram_adj remedie@n,u S u Sx u S u SuS
Troilus and Criseyde; Book V 918,"“And thenketh wel, ye shal in Grekes finde",and@conj thinken@v2%imp wel@adv ye@pron%pl_nom shulen@v1%pr_pl in@prep grek@n%pl finden@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book V 919,"A more parfit love, er it be night",a@indef_art more@adv%comp parfit@adj love@n1 er@conj1 hit@pron ben@v%pr_3 night@n,u Su Su Sx u S u S
Troilus and Criseyde; Book V 920,"Than any Troyan is, and more kinde",than@conj ani@gram_adj troian@n ben@v%pr_3 and@conj more@adj%comp kinde@adj,u Su Su S u Su Sx
Troilus and Criseyde; Book V 921,And bet to serven yow wol doon his might.,and@conj bet@adv%comp to@part serven@v1%inf you@pron%pl_obj willen@v%pr_3 don@v1%inf his@pron1%gen might@n,u S u Su S u S u S
Troilus and Criseyde; Book V 922,"And if ye vouche sauf, my lady bright",and@conj if@conj ye@pron%pl_nom vouchen@v%pr_1 sauf@adv min@pron%gen ladie@n bright@adj,u S u Su S u Su S
Troilus and Criseyde; Book V 923,I wol ben he to serven yow myselve,ich@pron%nom willen@v%pr_1 ben@v%inf he@pron1%nom to@part serven@v1%inf you@pron%pl_obj mi-self@pron,u S u S u Su S uSx
Troilus and Criseyde; Book V 924,"Ye, lever than be lord of Greces twelve!”",ye@adv lef@adj%comp than@conj ben@v%inf lord@n of@prep grece@n#propn%pl twelve@num_adj,u Su S u S u Su Sx
Troilus and Criseyde; Book V 925,And with that word he gan to waxen reed,and@conj with@prep that@art&gram_adj word@n he@pron1%nom ginnen@v%pt_3 to@part waxen@v1%inf red@adj,u S u S u S u Su S
Troilus and Criseyde; Book V 926,And in his speche a litel wight he quook,and@conj in@prep his@pron1%gen speche@n a@indef_art litel@adj wight@n he@pron1%nom quaken@v%pt_3,u S u Sx u Su S u S
Troilus and Criseyde; Book V 927,And caste aside a litel wight his heed,and@conj casten@v%pt_3 aside@adv a@indef_art litel@adj wight@n his@pron1%gen hed@n1,u Sx uSx u Su S u S
Troilus and Criseyde; Book V 928,And stinte a while; and afterward awook,and@conj stinten@v%pt_3 a@indef_art whil@n and@conj after-ward@adv waken@v%pt_3,u Sx u Sx u SuS uS
Troilus and Criseyde; Book V 929,And sobreliche on hir he threw his look,and@conj sobreli@adv on@prep hire@pron2%fem_obj he@pron1%nom throuen@v1%pt_3 his@pron1%gen lok@n4,u SuSx u S u S u S
Troilus and Criseyde; Book V 930,"And seide, “I am, al be it yow no joye",and@conj seien@v1%pt_3 ich@pron%nom ben@v%pr_1 al@conj ben@v%pr_3 hit@pron you@pron%pl_obj no@gram_adj joie@n,u Sx x u S u S u S uS
Troilus and Criseyde; Book V 931,As gentil man as any wight in Troye.,as@conj gentil@adj man@n as@conj ani@gram_adj wight@n in@prep troie@n1#propn,       
Troilus and Criseyde; Book V 932,"“For if my fader Tideus,” he seide",for@conj if@conj min@pron%gen fader@n tideus@n#propn he@pron1%nom seien@v1%pt_3,u S u Su SuS u Sx
Troilus and Criseyde; Book V 933,"“Ylived hadde, I hadde been, er this",liven@v1%ppl haven@v%pt_3 ich@pron%nom haven@v%pt_1 ben@v%ppl er@prep this@pron,uSu Sx u Su S u S
Troilus and Criseyde; Book V 934,"Of Calidoine and Arge a king, Criseyde!",of@prep calidoigne@n#propn and@conj arge@n#propn a@indef_art king@n criseyde@n#propn,u SuSx u Sx u S uSx
Troilus and Criseyde; Book V 935,"And so hope I that I shal yet, ywis.",and@conj so@adv hopen@v1%pr_1 ich@pron%nom that@conj ich@pron%nom shulen@v1%pr_1 yet@adv iwis@adv,u S ux S u S u S uS
Troilus and Criseyde; Book V 936,"But he was slain, allas! the more harm is",but@conj he@pron1%nom ben@v%pt_3 slen@v%ppl --@dash alas@interj the@adv more@adj%comp harm@n ben@v%pr_3 --@dash,u S u S uS u Sx u S
Troilus and Criseyde; Book V 937,Unhappily at Thebes al to rathe,unhappili@adv at@prep thebes@n#propn al@adv to@adv2 rathe@adv,uSuS u Su S u Sx
Troilus and Criseyde; Book V 938,Polimites and many a man to scathe.,polimyte@n#propn and@conj mani@gram_adj a@indef_art man@n to@prep scathe@n,uSuS u Sx u S u Sx
Troilus and Criseyde; Book V 939,"“But herte min, sin that I am your man",but@conj herte@n min@pron%gen sin@conj that@part ich@pron%nom ben@v%pr_1 your@pron%pl_gen man@n --@dash,u Su S u S u S u S
Troilus and Criseyde; Book V 940,And been the ferste of whom I seche grace,and@conj ben@v%pr_pl the@def_art first@num_n of@prep whom@pron%obj ich@pron%nom sechen@v%pr_1 grace@n --@dash,u S u Sx u S u Su Sx
Troilus and Criseyde; Book V 941,To serven you as hertely as I can,to@part serven@v1%inf you@pron%pl_obj as@conj hertelie@adv as@conj ich@pron%nom connen@v%pr_1,u Su S u Sux S u S
Troilus and Criseyde; Book V 942,"And ever shal, whil I to live have space",and@conj ever@adv shulen@v1%pr_1 whil@conj ich@pron%nom to@part liven@v1%inf haven@v%pr_1 space@n,u Su S u S u Sx ux Sx
Troilus and Criseyde; Book V 943,"So, er that I departe out of this place",so@adv er@conj1 that@part ich@pron%nom departen@v%pr_1 oute@adv#prep of@prep this@gram_adj place@n,u S u S uSx u S u Sx
Troilus and Criseyde; Book V 944,"Ye wol me graunte, that I may tomorwe",ye@pron%pl_nom willen@v%pr_pl me@pron2%obj graunten@v%inf that@conj ich@pron%nom mouen@v3%pr_1 to-morwe@adv,u S u Su S u S uSx
Troilus and Criseyde; Book V 945,"At bettre leiser, telle yow my sorwe.”",at@prep bettre@adj%comp leiser@n tellen@v%inf you@pron%pl_obj min@pron%gen sorwe@n,u Su Su Su S u Sx
Troilus and Criseyde; Book V 946,What shold I telle his wordes that he seide?,what@adv shulen@v1%pt_1 ich@pron%nom tellen@v%inf his@pron1%gen word@n%pl that@pron he@pron1%nom seien@v1%pt_3,u S u Sx u Su S u Sx
Troilus and Criseyde; Book V 947,"He spak ynow, for o day at the meste;",he@pron1%nom speken@v%pt_3 inough@n for@prep o@num_adj dai@n at@prep the@def_art most@n,u S uS u S u S u Sx
Troilus and Criseyde; Book V 948,"It preveth wel, he spak so that Criseyde",hit@pron preven@v%pr_3 wel@adv he@pron1%nom speken@v%pt_3 so@adv that@conj criseyde@n#propn,u Su S u S u S uSx
Troilus and Criseyde; Book V 949,"Graunted, on the morwe, at his requeste",graunten@v%pt_3 on@prep the@def_art morwe@n at@prep his@pron1%gen requeste@n,Su S u Sx u S uSx
Troilus and Criseyde; Book V 950,For to speken with him at the leste,for@prep#adv to@part speken@v%inf with@prep him@pron%obj at@prep the@def_art leste@adj1#n%sup --@dash,S u Su S u S u Sx
Troilus and Criseyde; Book V 951,So that he nolde speke of swich matere;,so@adv that@conj he@pron1%nom willen@v%pt_3_neg speken@v%inf of@prep swich@gram_adj matere@n,u S u Su Sx u S uSx
Troilus and Criseyde; Book V 952,"And thus to him she seide, as ye may here:",and@conj thus@adv to@prep him@pron%obj she@pron%nom seien@v1%pt_3 as@conj ye@pron%pl_nom mouen@v3%pr_pl heren@v%inf,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 953,As she that hadde hir herte on Troilus,as@conj she@pron%nom that@pron haven@v%pt_3 hire@pron1%fem_gen herte@n on@prep troilus@n#propn,u S u Sx u Sx u SuS
Troilus and Criseyde; Book V 954,"So faste, that ther may it noon arace;",so@adv faste@adv that@conj ther@adv mouen@v3%pr_3 hit@pron non@pron aracen@v%inf,u Su S u S u S uSx
Troilus and Criseyde; Book V 955,"And straungely she spak, and seide thus:",and@conj straungeli@adv she@pron%nom speken@v%pt_3 and@conj seien@v1%pt_3 thus@adv,u SuS u S u Su S
Troilus and Criseyde; Book V 956,"“O Diomede, I love that ilke place",o@interj diomede@n#propn ich@pron%nom loven@v1%pr_1 that@art&gram_adj ilke@pron_gram_adj place@n,u SuSx u Sx u Su Sx
Troilus and Criseyde; Book V 957,"Ther I was born; and Joves, for his grace",ther@adv ich@pron%nom ben@v%pt_1 beren@v1%ppl and@conj jove@n#propn for@prep his@pron1%gen grace@n,u S u S u Su S u Sx
Troilus and Criseyde; Book V 958,Delivere it soone of al that doth it care!,deliveren@v%pr_3 hit@pron sone@adv of@prep al@gram_adjas_n that@pron don@v1%pr_3 hit@pron care@n1,uSxx u Sx u S u S u Sx
Troilus and Criseyde; Book V 959,"God, for thy might, so leve it wel to fare!",god@n1#propn for@prep thin@pron%gen might@n so@adv leven@v3%pr_2 hit@pron wel@adv to@part faren@v%inf,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 960,“That Grekes wolde hir wraththe on Troye wreke,that@conj grek@n%pl willen@v%pt_pl here@pron%pl_gen wrath@n on@prep troie@n1#propn wreken@v%inf,u Su Sx u Sx u Su Sx
Troilus and Criseyde; Book V 961,"If that they mighte, I knowe it wel, ywis.",if@conj that@part thei@pron%pl_nom mouen@v3%pt_pl ich@pron%nom knouen@v%pr_1 hit@pron wel@adv iwis@adv,u S u Sx u Sx u S uS
Troilus and Criseyde; Book V 962,But it shal not bifallen as ye speke;,but@conj hit@pron shulen@v1%pr_3 not@adv bifallen@v%inf as@conj ye@pron%pl_nom speken@v%pr_pl,u S u S uSu S u Sx
Troilus and Criseyde; Book V 963,"And God toforn, and ferther over this",and@conj god@n1#propn toforen@prep and@conj further@adv%comp over@prep this@pron,u S uS u Su Su S
Troilus and Criseyde; Book V 964,I wot my fader wis and redy is;,ich@pron%nom witen@v1%pr_1 min@pron%gen fader@n wise@adj and@conj redi@adj1 ben@v%pr_3,u S u Su S u Su S
Troilus and Criseyde; Book V 965,"And that he me hath bought, as ye me tolde",and@conj that@conj he@pron1%nom me@pron2%obj haven@v%pr_3 bien@v%ppl as@conj ye@pron%pl_nom me@pron2%obj tellen@v%pt_pl,u S u S u S u S u Sx
Troilus and Criseyde; Book V 966,"So dere, I am the more unto him holde.",so@adv dere@adv ich@pron%nom ben@v%pr_1 the@adv more@adv%comp unto@prep him@pron%obj holden@v1%ppl,u Sx u S u Sx uS u Sx
Troilus and Criseyde; Book V 967,“That Grekes been of heigh condicioun,that@conj grek@n%pl ben@v%pr_pl of@prep heigh@adj condicioun@n,u Su S u S uSuS
Troilus and Criseyde; Book V 968,"I woot eek wel; but certein, men shal finde",ich@pron%nom witen@v1%pr_1 ek@adv wel@adv but@conj certain@adv men@pron_impers shulen@v1%pr_3 finden@v%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book V 969,As worthy folk withinne Troye toun,as@conj worthi@adj folk@n with-inne@prep troie@n1#propn_adj toun@n,u Su S uSu Su S
Troilus and Criseyde; Book V 970,"As conning, and as parfit and as kinde",as@conj conning@prp#adj and@conj as@conj parfit@adj and@conj as@conj kinde@adj,u Su S u Su S u Sx
Troilus and Criseyde; Book V 971,As been bitwixen Orcades and Inde.,as@conj ben@v%pr_pl bitwixe@prep orkades@n#propn and@conj inde@n1#propn,u S uSu SuS u Sx
Troilus and Criseyde; Book V 972,And that ye coude wel your lady serve,and@conj that@conj ye@pron%pl_nom connen@v%pt_pl wel@adv your@pron%pl_gen ladie@n serven@v1%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book V 973,"I trowe eek wel, hir thank for to deserve.",ich@pron%nom trouen@v%pr_1 ek@adv wel@adv hire@pron1%fem_gen thank@n for@prep#adv to@part deserven@v%inf,u Sx u S u S u S uSx
Troilus and Criseyde; Book V 974,"“But as to speke of love, ywis,” she seide",but@conj as@conj to@part speken@v%inf of@prep love@n1 iwis@adv she@pron%nom seien@v1%pt_3,u S u Sx u Sx uS u Sx
Troilus and Criseyde; Book V 975,"“I hadde a lord, to whom I wedded was",ich@pron%nom haven@v%pt_1 a@indef_art lord@n to@prep whom@pron%obj ich@pron%nom wedden@v%ppl ben@v%pt_2,u Sx u S u S u Su S
Troilus and Criseyde; Book V 976,"The whos min herte al was, til that he deide;",the@def_art whos@pron%gen min@pron%gen herte@n al@adv ben@v%pt_2 til@conj that@part he@pron1%nom dien@v%pt_3,u S u Sx u S u S u Sx
Troilus and Criseyde; Book V 977,"And other love, as help me now Pallas",and@conj other@gram_adj love@n1 as@conj helpen@v%pr_3 me@pron2%obj nou@adv pallas@n#propn,u Su Sx u S u S uS
Troilus and Criseyde; Book V 978,"Ther in min herte nis, ne never was.",ther@adv in@prep min@pron%gen herte@n ben@v%pr_3_neg ne@conj1 never@adv ben@v%pt_2,u S u Su S u Su S
Troilus and Criseyde; Book V 979,And that ye been of noble and heigh kinrede,and@conj that@conj ye@pron%pl_nom ben@v%pr_pl of@prep noble@adj and@conj heigh@adj kinrede@n,u S u S u Su S u Sxx
Troilus and Criseyde; Book V 980,"I have wel herd it tellen, out of drede.",ich@pron%nom haven@v%pr_1 wel@adv heren@v%ppl hit@pron tellen@v%inf oute@adv#prep of@prep drede@n,u Sx u S u Su S u Sx
Troilus and Criseyde; Book V 981,“And that doth me to han so gret a wonder,and@conj that@pron don@v1%pr_3 me@pron2%obj to@part haven@v%inf so@adv gret@adj a@indef_art wonder@n,u S u x S u S u S uS
Troilus and Criseyde; Book V 982,That ye wol scornen any womman so.,that@conj ye@pron%pl_nom willen@v%pr_pl scornen@v%inf ani@gram_adj womman@n so@adv,u S u Su Su Su S
Troilus and Criseyde; Book V 983,"Eek, God wot, love and I be fer asonder;",ek@adv god@n1#propn witen@v1%pr_3 love@n1 and@conj ich@pron%nom ben@v%pr_pl fer@adv insonder@adv,u S u Sx u S u S uSx
Troilus and Criseyde; Book V 984,"I am disposed bet, so mote I go",ich@pron%nom ben@v%pr_1 disposen@v%ppl bet@adv%comp so@adv moten@v2%pr_1 ich@pron%nom gon@v%inf,u S uSu S u Sx u S
Troilus and Criseyde; Book V 985,"Unto my deeth, to pleine and maken wo.",unto@prep min@pron%gen deth@n to@part pleinen@v%inf and@conj maken@v1%inf wo@n,uS u S u Sx u Su S
Troilus and Criseyde; Book V 986,"What I shal after doon, I can not seye;",what@pron ich@pron%nom shulen@v1%pr_1 after@adv don@v1%inf ich@pron%nom connen@v%pr_1 not@adv seien@v1%inf,u S u Su S u S u S
Troilus and Criseyde; Book V 987,"But trewely, as yet me list not pleye.",but@conj treuli@adv as@conj yet@adv me@pron2%obj listen@v1%pr_3 not@adv pleien@v1%inf,u SuS u S u S u S
Troilus and Criseyde; Book V 988,“Min herte is now in tribulacioun,min@pron%gen herte@n ben@v%pr_3 nou@adv in@prep tribulacioun@n,u Sx u S u SuSuS
Troilus and Criseyde; Book V 989,"And ye in armes bisy, day by day.",and@conj ye@pron%pl_nom in@prep armes@n%pl bisi@adj dai@n bi@prep dai@n,u S u Su Su S u S
Troilus and Criseyde; Book V 990,"Hereafter, whan ye wonnen han the toun",her-after@adv whan@adv&conj ye@pron%pl_nom winnen@v%ppl haven@v%pr_pl the@def_art toun@n,uSuS u S ux S u S
Troilus and Criseyde; Book V 991,"Paraunter, thanne so it happen may",paraventure@adv thanne@adv so@adv hit@pron happen@v1%inf mouen@v3%pr_3,uSu Su S u Su S
Troilus and Criseyde; Book V 992,That whan I see that I never er say,that@conj whan@adv&conj ich@pron%nom sen@v1%pr_1 that@conj ich@pron%nom never@adv er@adv sen@v1%pt_1,u S u S u S uS u S
Troilus and Criseyde; Book V 993,Than wole I werke that I never wroughte!,thanne@adv willen@v%pr_1 ich@pron%nom werken@v%inf that@conj ich@pron%nom never@adv werken@v%pt_1,u Sx u Su S u Su Sx
Troilus and Criseyde; Book V 994,This word to yow ynough suffisen oughte.,this@gram_adj word@n to@prep you@pron%pl_obj inough@adv suffisen@v%inf ouen@v%pt_3,u S u S uS uSu Sx
Troilus and Criseyde; Book V 995,“Tomorwe eek wol I speken with yow fain,to-morwe@adv ek@adv willen@v%pr_1 ich@pron%nom speken@v%inf with@prep you@pron%pl_obj fain@adv,uSx u S u Su S u S
Troilus and Criseyde; Book V 996,So that ye touchen nought of this matere.,so@adv that@conj ye@pron%pl_nom touchen@v%pr_pl nought@pron of@prep this@gram_adj matere@n,u S u Su S u S uSx
Troilus and Criseyde; Book V 997,"And whan yow list, ye may come here ayein;",and@conj whan@adv&conj you@pron%pl_obj listen@v1%pr_3 ye@pron%pl_nom mouen@v3%pr_pl comen@v%inf her@adv ayen@adv,u S u S u S ux Sx uS
Troilus and Criseyde; Book V 998,"And, er ye gon, thus muche I sey yow here:",and@conj er@conj1 ye@pron%pl_nom gon@v%pr_pl thus@adv muche@n ich@pron%nom seien@v1%pr_1 you@pron%pl_obj her@adv,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 999,As help me Pallas with hir heres clere,as@conj helpen@v%pr_3 me@pron2%obj pallas@n#propn with@prep hire@pron1%fem_gen her@n%pl cler@adj,u S u Su S u Su Sx
Troilus and Criseyde; Book V 1000,If that I sholde of any Greek han routhe,if@conj that@part ich@pron%nom shulen@v1%pt_1 of@prep ani@gram_adj grek@n haven@v%inf reuthe@n,u S u Sx u Su S u Sx
Troilus and Criseyde; Book V 1001,"It sholde be yourselven, by my trouthe!",hit@pron shulen@v1%pt_3 ben@v%inf yourself@pron bi@prep min@pron%gen treuth@n,u Su S uSu S u Sx
Troilus and Criseyde; Book V 1002,“I sey not therfore that I wol yow love,ich@pron%nom seien@v1%pr_1 not@adv ther-fore@adv that@conj ich@pron%nom willen@v%pr_1 you@pron%pl_obj loven@v1%inf,u S u Sux S u S u Sx
Troilus and Criseyde; Book V 1003,"Ny sey not nay, but in conclusioun",ne@conj1 seien@v1%pr_1 not@adv nai@interj#n but@conj in@prep conclusioun@n,u S u S u S uSuS
Troilus and Criseyde; Book V 1004,"I mene wel, by God that sit above”:—",ich@pron%nom menen@v1%pr_1 wel@adv bi@prep god@n1#propn that@pron sitten@v%pr_3 aboven@adv,u Su S u S u S uSx
