LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book III 848,"“So shal I do tomorwe, ywis,” quod she",so@adv shulen@v1%pr_1 ich@pron%nom don@v1%inf to-morwe@adv iwis@adv quethen@v%pt_3 she@pron%nom,u S u S uSx uS u S
Troilus and Criseyde; Book III 849,"“And God toforn, so that it shal suffise.”",and@conj god@n1#propn toforen@prep so@adv that@conj hit@pron shulen@v1%pr_3 suffisen@v%inf,u S uS u S u S uSx
Troilus and Criseyde; Book III 850,"“To-morwe? allas, that were a fair,” quod he",to-morwe@adv alas@interj that@pron ben@v%pt_3 a@indef_art faire@n quethen@v%pt_3 he@pron1%nom,uSx uS u Sx u S u S
Troilus and Criseyde; Book III 851,"“Nay, nay, it may not stonden in this wise;",nai@interj nai@interj hit@pron mouen@v3%pr_3 not@adv stonden@v1%inf in@prep this@gram_adj wise@n2,u S u S u Su S u Sx
Troilus and Criseyde; Book III 852,"For, nece min, thus writen clerkes wise",for@conj nece@n min@pron%gen thus@adv writen@v%pr_pl clerk@n%pl wise@adj,u Su S u Su Su Sx
Troilus and Criseyde; Book III 853,That peril is with drecching in ydrawe;,that@conj peril@n ben@v%pr_3 with@prep drecchinge@ger in@adv drauen@v%ppl,u Su S u Su S uSx
Troilus and Criseyde; Book III 854,"Nay, swich abodes been nought worth an hawe.",nai@interj swich@gram_adj abod@n%pl ben@v%pr_pl nought@adv worth@adj a@indef_art haue@n2,u S uSu S u S u Sx
Troilus and Criseyde; Book III 855,"“Nece, alle thing hath time, I dar avowe;",nece@n al@gram_adj thing@n haven@v%pr_3 time@n ich@pron%nom durren@v%pr_1 avouen@v2%inf,ux Su S u Sx u S uSx
Troilus and Criseyde; Book III 856,"For whan a chaumbre afir is, or an halle",for@conj whan@adv&conj a@indef_art chaumbre@n afire@adv&adj ben@v%pr_3 or@conj a@indef_art halle@n,u S u Sx uS u S u Sx
Troilus and Criseyde; Book III 857,"Wel more nede is, it sodeinly rescowe",wel@adv more@adj%comp nede@n1 ben@v%pr_3 hit@pron sodeinli@adv rescouen@v%inf,u Sx ux S u SuS uSx
Troilus and Criseyde; Book III 858,"Than to dispute, and axe amonges alle",than@conj to@part disputen@v%inf and@conj asken@v%inf amonges@prep al@gram_adjas_n,u S uSx u Sx uSu Sx
Troilus and Criseyde; Book III 859,How is this candele in the straw yfalle?,hou@adv&conj ben@v%pr_3 this@gram_adj candel@n in@prep the@def_art strau@n fallen@v%ppl,u S u Sux S u S uSx
Troilus and Criseyde; Book III 860,A! benedicite! for al among that fare,a@interj benedicite@interj for@conj al@adv amonges@prep that@art&gram_adj fare@n1,u SxuSx u S uS u Sx
Troilus and Criseyde; Book III 861,"The harm is doon, and farewel feldefare!",the@def_art harm@n ben@v%pr_3 don@v1%ppl and@conj farewel@interj felde-fare@n,      
Troilus and Criseyde; Book III 862,"“And, nece min, ne take it not agreef",and@conj nece@n min@pron%gen --@dash ne@adv taken@v%imp not@adv nought@adv,u Su S u Sx u S uS
Troilus and Criseyde; Book III 863,If that ye suffre him al night in this wo,if@conj that@part ye@pron%pl_nom sufferen@v%pr_pl him@pron%obj al@gram_adj night@n in@prep this@gram_adj wo@n,u S u Sx u S u S u S
Troilus and Criseyde; Book III 864,"God help me so, ye hadde him never leef",god@n1#propn helpen@v%pr_3 me@pron2%obj so@adv ye@pron%pl_nom haven@v%pt_pl him@pron%obj never@adv lef@adj,u S u S u Sx u Su S
Troilus and Criseyde; Book III 865,"That dar I seyn, now there is but we two;",that@pron durren@v%pr_1 ich@pron%nom seien@v1%inf nou@adv ther@adv ben@v%pr_3 but@conj we@pron%pl_nom two@num_adj,u S u S u Sx u S u S
Troilus and Criseyde; Book III 866,"But wel I woot, that ye wol not do so;",but@conj wel@adv ich@pron%nom witen@v1%pr_1 that@conj ye@pron%pl_nom willen@v%pr_pl not@adv don@v1%inf so@adv,u S u S u S u S u S
Troilus and Criseyde; Book III 867,Ye been to wis to do so gret folie,ye@pron%pl_nom ben@v%pr_pl to@adv2 wise@adj to@part don@v1%inf so@adv gret@adj folie@n,u S u S u S u S uS
Troilus and Criseyde; Book III 868,To putte his lif al night in jupartie.”,to@part putten@v%inf his@pron1%gen lif@n al@gram_adj night@n in@prep jupartie@n,u Sx u S u S u SuS
Troilus and Criseyde; Book III 869,"“Hadde I him never leef? By God, I wene",haven@v%pt_1 ich@pron%nom him@pron%obj never@adv lef@adj bi@prep god@n1#propn ich@pron%nom wenen@v2%pr_1,ux S u Su S u S u Sx
Troilus and Criseyde; Book III 870,"Ne hadde I never thing so leef,” quod she.",ne@adv haven@v%pt_pl ye@pron%pl_nom never@adv thing@n so@adv lef@adj quethen@v%pt_3 she@pron%nom,u Sx u Su S u S u S
Troilus and Criseyde; Book III 871,"“Now by my thrift,” quod he, “that shal be sene;",nou@adv bi@prep min@pron%gen thrift@n quethen@v%pt_3 he@pron1%nom that@pron shulen@v1%pr_3 ben@v%inf sen@v1%ppl,u S u S u S u S u Sx
Troilus and Criseyde; Book III 872,"For, sin ye make this ensample of me",for@conj sin@conj ye@pron%pl_nom maken@v1%pr_pl this@gram_adj ensaumple@n of@prep me@pron2%obj,u S u Su S uSx u S
Troilus and Criseyde; Book III 873,If I al night wolde him in sorwe see,if@conj ich@pron%nom al@gram_adj night@n willen@v%pt_1 him@pron%obj in@prep sorwe@n sen@v1%inf,u S u S ux S u Su S
Troilus and Criseyde; Book III 874,For al the tresour in the toun of Troye,for@prep al@gram_adj the@def_art tresour@n in@prep the@def_art toun@n of@prep troie@n1#propn,u S u xS u S u S uS
Troilus and Criseyde; Book III 875,"I bidde God, I nevere mote have joye!",ich@pron%nom bidden@v%inf god@n1#propn ich@pron%nom never@adv moten@v2%pr_1 haven@v%inf joie@n,u Sx u S uSx ux Sx uS
Troilus and Criseyde; Book III 876,"Now loke thanne, if ye, that been his love",nou@adv loken@v2%imp thanne@adv if@conj ye@pron%pl_nom that@pron ben@v%pr_pl his@pron1%gen love@n1,u Su Sx u S u S u Sx
Troilus and Criseyde; Book III 877,Shul putte al night his lif in jupartie,shulen@v1%pr_pl putten@v%inf al@gram_adj night@n his@pron1%gen lif@n in@prep jupartie@n,u Sx u S u S u SuS
Troilus and Criseyde; Book III 878,"For thing of nought! Now, by that God above",for@prep thing@n of@prep nought@pron nou@adv bi@prep that@art&gram_adj god@n1#propn aboven@advas_adj,u S u S u S u S uSx
Troilus and Criseyde; Book III 879,Nought only this delay comth of folie,nought@adv onli@adv this@gram_adj delaie@n comen@v%pr_3 of@prep folie@n,u Su S uS u S uS
Troilus and Criseyde; Book III 880,"But of malice, if that I shal nought lie.",but@conj of@prep malice@n if@conj that@part ich@pron%nom shulen@v1%pr_1 nought@adv lien@v2%inf,u S uSx u S u S u S
Troilus and Criseyde; Book III 881,"What, platly, and ye suffre him in distresse",what@interj platlie@adv and@conj ye@pron%pl_nom sufferen@v%pr_pl him@pron%obj in@prep distresse@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book III 882,Ye neither bountee doon ne gentilesse!”,ye@pron%pl_nom neither@conj bounte@n don@v1%pr_pl ne@conj1 gentilesse@n,u Su Su S u SuSx
Troilus and Criseyde; Book III 883,"Quod tho Criseyde, “Wole ye doon o thing",quethen@v%pt_3 tho@adv criseyde@n#propn willen@v%pr_pl ye@pron%pl_nom don@v1%inf o@num_adj thing@n,u S uSu Sx u S u S
Troilus and Criseyde; Book III 884,And ye therwith shal stinte al his disese;,and@conj ye@pron%pl_nom ther-with@adv shulen@v1%pr_pl stinten@v%inf al@gram_adj his@pron1%gen disese@n,u S uS u Sx u S uSx
Troilus and Criseyde; Book III 885,"Have here, and bereth him this blewe ringe",haven@v%imp her@adv and@conj beren@v1%imp him@pron%obj this@gram_adj bleu@adj ring@n,ux Sx u Su S u Su Sx
Troilus and Criseyde; Book III 886,For ther is nothing mighte him bettre plese,for@conj ther@adv ben@v%pr_3 no-thing@pron mouen@v3%pt_3 him@pron%obj bettre@adv%comp plesen@v%inf,u S u Su Sx u Su Sx
Troilus and Criseyde; Book III 887,"Save I myself, ne more his herte apese;",sauf@prep ich@pron%nom mi-self@pron ne@conj1 more@adv%comp his@pron1%gen herte@n appesen@v%inf,ux S uS u Sx u Sx uSx
Troilus and Criseyde; Book III 888,"And sey my dere herte, that his sorwe",and@conj seien@v1%imp min@pron%gen dere@adj1 herte@n that@conj his@pron1%gen sorwe@n,u S u Su Su S u Sx
Troilus and Criseyde; Book III 889,"Is causeles, that shal be seen tomorwe.”",ben@v%pr_3 causeles@adj that@pron shulen@v1%pr_3 ben@v%inf sen@v1%ppl to-morwe@adv,u SuS u S u S uSx
Troilus and Criseyde; Book III 890,"“A ring?” quod he, “ye, hasel—wodes shaken!",a@indef_art ring@n quethen@v%pt_3 he@pron1%nom ye@pron%pl_nom haselwode@n%pl shaken@v%pr_pl,u S u S u SuSu Su
Troilus and Criseyde; Book III 891,"Ye, nece min, that ring moste han a stoon",ye@adv nece@n min@pron%gen that@art&gram_adj ring@n moten@v2%pt_3 haven@v%inf a@indef_art ston@n,u Sx u S u Su S u S
Troilus and Criseyde; Book III 892,That mighte dede men alive maken;,that@pron mouen@v3%pt_3 ded@adj man@n%pl alive@adj maken@v1%inf,u Su Su S uSx uS
Troilus and Criseyde; Book III 893,"And swich a ring, trowe I that ye have noon.",and@conj swich@gram_adj a@indef_art ring@n trouen@v%pr_1 ich@pron%nom that@conj ye@pron%pl_nom haven@v%pr_pl non@pron,u S u S ux S u S ux S
Troilus and Criseyde; Book III 894,Discrecioun out of your heed is goon;,discrecioun@n oute@adv#prep of@prep your@pron%pl_gen hed@n1 ben@v%pr_3 gon@v%ppl,uSuS u S u S u S
Troilus and Criseyde; Book III 895,"That fele I now,” quod he, “and that is routhe;",that@pron felen@v1%pr_1 ich@pron%nom nou@adv quethen@v%pt_3 he@pron1%nom and@conj that@pron ben@v%pr_3 reuthe@n,u Sx u S u S u S u Sx
Troilus and Criseyde; Book III 896,"O time ylost, wel maystow cursen slouthe!",o@interj time@n losen@v2#adj%ppl wel@adv mouen@v3%pr_2_pron cursen@v%inf slouthe@n,u Sx uS u Su Su Sx
Troilus and Criseyde; Book III 897,“Wot ye not wel that noble and heigh corage,witen@v1%pr_pl ye@pron%pl_nom not@adv wel@adv that@conj noble@adj and@conj heigh@adj corage@n,        
Troilus and Criseyde; Book III 898,"Ne sorweth not, ne stinteth eek for lite?",ne@adv sorwen@v%pr_3 not@adv ne@conj1 stinten@v%pr_3 ek@adv for@prep lite@n3,u Su S u Su S u Sx
Troilus and Criseyde; Book III 899,But if a fool were in a jalous rage,but@conj if@conj a@indef_art fol@n ben@v%pt_3 in@prep a@indef_art jelous@adj rage@n,u S u S ux S u Su Sx
Troilus and Criseyde; Book III 900,I nolde setten at his sorwe a mite,ich@pron%nom willen@v%pt_1_neg setten@v%inf at@prep his@pron1%gen sorwe@n a@indef_art mite@n2,u Su Su S u Sx u Sx
Troilus and Criseyde; Book III 901,But feffe him with a fewe wordes white,but@conj feffen@v%imp him@pron%obj with@prep a@indef_art feue@pron_gram_adj word@n%pl whit@adj,u Sx u S u Su Su Sx
Troilus and Criseyde; Book III 902,"Another day, whan that I mighte him finde.",another@gram_adj dai@n whan@adv&conj that@part ich@pron%nom mouen@v3%pt_3 him@pron%obj finden@v%inf,uSu S u S u Sx u Sx
Troilus and Criseyde; Book III 903,But this thing stont al in another kinde.,but@conj this@gram_adj thing@n stonden@v1%pr_3 al@adv in@prep another@gram_adj kinde@n,u S u S u S uSu Sx
Troilus and Criseyde; Book III 904,“This is so gentil and so tendre of herte,this@pron ben@v%pr_3 so@adv gentil@adj and@conj so@adv tender@adj of@prep herte@n,u S u Su S u Sx u Sx
Troilus and Criseyde; Book III 905,That with his deeth he wol his sorwes wreke;,that@conj with@prep his@pron1%gen deth@n he@pron1%nom willen@v%pr_3 his@pron1%gen sorwe@n%pl wreken@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book III 906,"For trusteth wel, how sore that him smerte",for@conj trusten@v%imp wel@adv hou@adv&conj sore@adv that@conj him@pron%obj smerten@v%pr_3,u Su S u Su S u Sx
Troilus and Criseyde; Book III 907,He wol to yow no jalous wordes speke.,he@pron1%nom willen@v%pr_3 to@prep you@pron%pl_obj no@gram_adj jelous@adj word@n%pl speken@v%inf,u S u S u Su Su Sx
Troilus and Criseyde; Book III 908,"And forthy, nece, er that his herte breke",and@conj for-thi@adv&conj nece@n er@conj1 that@part his@pron1%gen herte@n breken@v%pr_3,u Su Sx u S u Su Sx
Troilus and Criseyde; Book III 909,So spek yourself to him of this matere;,so@adv speken@v%imp yourself@pron to@prep him@pron%obj of@prep this@gram_adj matere@n,u S uS u S u S uSx
Troilus and Criseyde; Book III 910,For with o word ye may his herte stere.,for@conj with@prep o@num_adj word@n ye@pron%pl_nom mouen@v3%pr_pl his@pron1%gen herte@n stiren@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book III 911,“Now have I told what peril he is inne,nou@adv haven@v%pr_1 ich@pron%nom tellen@v%ppl what@gram_adj peril@n he@pron1%nom ben@v%pr_3 inne@prep,u Sx u S u Su S u Sx
Troilus and Criseyde; Book III 912,And his coming unwist of every wight;,and@conj his@pron1%gen cominge@ger unwist@adj of@prep everi@pron_gram_adj wight@n,u S uS uS u Sxu S
Troilus and Criseyde; Book III 913,"Ne, pardee, harm may ther be noon ne sinne;",ne@conj1 parde@interj harm@n mouen@v3%pr_3 ther@adv ben@v%inf non@gram_adj ne@conj1 sinne@n,u Su S u S u S u Sx
Troilus and Criseyde; Book III 914,I wol myself be with yow al this night.,ich@pron%nom willen@v%pr_1 mi-self@pron ben@v%inf with@prep you@pron%pl_obj al@gram_adj this@gram_adj night@n,u S uS u S u S u S
Troilus and Criseyde; Book III 915,Ye knowe eek how it is your owne knight,ye@pron%pl_nom knouen@v%pr_pl ek@adv hou@adv&conj hit@pron ben@v%pr_3 your@pron%pl_gen ouen@adj knight@n,u Sx u S u S u Su S
Troilus and Criseyde; Book III 916,"And that, by right, ye moste upon him triste",and@conj that@conj bi@prep right@n ye@pron%pl_nom moten@v2%pt_pl upon@prep him@pron%obj trusten@v%inf,u S u S u Sx uS u Sx
Troilus and Criseyde; Book III 917,And I al prest to fecche him whan yow liste.”,and@conj ich@pron%nom al@adv prest@adj to@part fecchen@v%inf him@pron%obj whan@adv&conj you@pron%pl_obj listen@v1%pr_3,u S u S u Sx u S u Sx
Troilus and Criseyde; Book III 918,This accident so pitous was to here,this@gram_adj accident@n so@adv pitous@adj ben@v%pt_3 to@part heren@v%inf,u SuS u Su S u Sx
Troilus and Criseyde; Book III 919,"And eek so lik a sooth, at prime face",and@conj ek@adv so@adv like@prep a@indef_art soth@n at@prep prime@adj face@n,u S u S u S u Su Sx
Troilus and Criseyde; Book III 920,And Troilus hir knight to hir so dere,and@conj troilus@n#propn hire@pron1%fem_gen knight@n to@prep hire@pron2%fem_obj so@adv dere@adj1,u SuS u S u S u Sx
Troilus and Criseyde; Book III 921,"His privé coming, and the siker place",his@pron1%gen prive@adj1 cominge@ger and@conj the@def_art siker@adj place@n,S u Su S u Su Sx
Troilus and Criseyde; Book III 922,"That, though that she dide him as thanne a grace",that@conj though@conj that@part she@pron%nom don@v1%pt_3 him@pron%obj as@conj thanne@adv a@indef_art grace@n,u S u x Su S u Sx u Sx
Troilus and Criseyde; Book III 923,Considered alle thinges as they stode,consideren@v%ppl_abs al@gram_adj thing@n%pl as@conj thei@pron%pl_nom stonden@v1%pt_pl,uSuS ux Su S u Sx
Troilus and Criseyde; Book III 924,"No wonder is, sin she dide al for gode.",no@gram_adj wonder@n ben@v%pr_3 sin@conj she@pron%nom don@v1%pt_3 al@gram_adjas_n for@prep god@n2,u Su S u x Su S u Sx
Troilus and Criseyde; Book III 925,"Criseyde answerde, “As wisly God at reste",criseyde@n#propn answeren@v%pt_3 as@conj wisli@adv god@n1#propn at@prep reste@n1,uSx uSx u Su S u Sx
Troilus and Criseyde; Book III 926,"My sowle bringe, as me is for him wo!",min@pron%gen soule@n bringen@v%pr_3 as@conj me@pron2%obj ben@v%pr_3 for@prep him@pron%obj wo@n,u Su Sx u S u S u S
Troilus and Criseyde; Book III 927,"And em, ywis, fain wolde I doon the beste",and@conj em@n1 iwis@adv fain@adv willen@v%pt_1 ich@pron%nom don@v1%inf the@def_art best@adjas_n%sup,u S uS u Sx u S u Sx
Troilus and Criseyde; Book III 928,If that I hadde a grace to do so.,if@conj that@part ich@pron%nom haven@v%pt_1 a@indef_art grace@n to@part don@v1%inf so@adv,u S u Sx u Su S u S
Troilus and Criseyde; Book III 929,But whether that ye dwelle or for him go,but@conj whether@conj that@part ye@pron%pl_nom dwellen@v%pr_pl or@conj for@prep him@pron%obj gon@v%pr_pl,u Su S u Sx u S u S
Troilus and Criseyde; Book III 930,"I am, til God me bettre minde sende",ich@pron%nom ben@v%pr_1 til@conj god@n1#propn me@pron2%obj bettre@adj%comp minde@n1 senden@v2%pr_3,u S u S u Su Su Sx
Troilus and Criseyde; Book III 931,"At dulcarnon, right at my wittes ende.”",at@prep dulcarnoun@n righte@adv at@prep min@pron%gen wit@n%gen ende@n1,u SuS u S u Su Sx
Troilus and Criseyde; Book III 932,"Quod Pandarus, “Ye, nece, wol ye here?",quethen@v%pt_3 pandare@n#propn ye@adv nece@n willen@v%pr_pl ye@pron%pl_nom heren@v%inf,u SuS u Su S u Sx
Troilus and Criseyde; Book III 933,Dulcarnon called is ‘fleminge of wrecches’;,dulcarnoun@n callen@v%ppl ben@v%pr_3 fleming@ger of@prep wrecche@n%pl,uSu Su S uSx u Sx
Troilus and Criseyde; Book III 934,"It semeth hard, for wrecches wol not lere",hit@pron semen@v2%pr_3 hard@adj for@conj wrecche@n%pl willen@v%pr_pl not@adv leren@v%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book III 935,For verray slouthe or othere wilful tecches;,for@conj verrei@adj slouthe@n or@conj other@gram_adj wilful@adj tache@n3%pl,u Su Sx u Sux Su Sx
Troilus and Criseyde; Book III 936,This seid by hem that be not worth two fecches.,this@pron%contr seien@v1%ppl bi@prep hem@pron%pl_obj that@pron ben@v%pr_pl not@adv worth@adj two@num_adj fecche@n%pl,u S u S u S u S u Sx
Troilus and Criseyde; Book III 937,"But ye ben wis, and that we han on honde",but@conj ye@pron%pl_nom ben@v%pr_pl wise@adj and@conj that@pron we@pron%pl_nom haven@v%pr_pl on@prep honde@n,u S u S u S u S u Sx
Troilus and Criseyde; Book III 938,"Nis neither hard, ne skilful to withstonde.”",ben@v%pr_3_neg neither@conj hard@adj ne@conj1 skilful@adj to@part withstonden@v%inf,u Su S u Su S uSx
Troilus and Criseyde; Book III 939,"“Thanne, em,” quod she, “doth herof as yow list;",thanne@adv em@n1 quethen@v%pt_3 she@pron%nom don@v1%imp her-of@adv as@conj you@pron%pl_obj listen@v1%pr_3,ux S u S u Su S u S
Troilus and Criseyde; Book III 940,But er he come I wil up first arise;,but@conj er@conj1 he@pron1%nom comen@v%pr_3 ich@pron%nom willen@v%pr_1 up@adv first@adv arisen@v%inf,u S u Sx u S u S uSx
Troilus and Criseyde; Book III 941,"And, for the love of God, sin al my trist",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn sin@conj al@gram_adj min@pron%gen trust@n,u S u Sx u S u S u S
Troilus and Criseyde; Book III 942,"Is on yow two, and ye ben bothe wise",ben@v%pr_3 on@prep you@pron%pl_obj two@num_adj and@conj ye@pron%pl_nom ben@v%pr_pl bothe@num_adj wise@adj,u S u S u S u Su Sx
Troilus and Criseyde; Book III 943,So wircheth now in so discreet a wise,so@adv werken@v%imp nou@adv in@prep so@adv discrete@adj a@indef_art wise@n2,u Su S u S uS u Sx
Troilus and Criseyde; Book III 944,"That I honour may have, and he plesaunce;",that@conj ich@pron%nom honour@n mouen@v3%pr_1 haven@v%inf and@conj he@pron1%nom plesaunce@n1,u S uS u Sx u S uSx
Troilus and Criseyde; Book III 945,For I am here al in your governaunce.”,for@conj ich@pron%nom ben@v%pr_1 her@adv al@adv in@prep your@pron%pl_gen governaunce@n,u S u Sx u S u SuSx
Troilus and Criseyde; Book III 946,"“That is wel seid,” quod he, “my nece dere",that@pron ben@v%pr_3 wel@adv seien@v1%ppl quethen@v%pt_3 he@pron1%nom min@pron%gen nece@n dere@adj1,u S u S u S u Su Sx
Troilus and Criseyde; Book III 947,Ther good thrift on that wise gentil herte!,ther@adv god@adj thrift@n on@prep that@art&gram_adj wise@adj gentil@adj herte@n,u S u S u Su Su Sx
Troilus and Criseyde; Book III 948,"But liggeth stille, and taketh him right here",but@conj lien@v1%imp stille@adv and@conj taken@v%imp him@pron%obj righte@adv her@adv --@dash,u Su Sx u Su S u Sx
Troilus and Criseyde; Book III 949,It nedeth not no ferther for him sterte;,hit@pron neden@v2%pr_3 not@adv no@adv ferther@adv%comp for@prep him@pron%obj sterten@v%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book III 950,And ech of yow ese otheres sorwes smerte,and@conj ech@pron of@prep you@pron%pl_obj esen@v%pr_3 other@pron sorwe@n%pl smert@adj,u S u S ux SuS ux Sx
Troilus and Criseyde; Book III 951,"For love of God; and, Venus, I thee herie;",for@prep love@n1 of@prep god@n1#propn and@conj venus@n#propn ich@pron%nom the@pron2%obj herien@v1%pr_1,u Sx u S u Su S u xS
Troilus and Criseyde; Book III 952,For sone hope I we shulle ben alle merie.”,for@conj sone@adv hopen@v1%pr_1 ich@pron%nom we@pron%pl_nom shulen@v1%pr_pl ben@v%inf al@gram_adj mirie@adj,u Sx ux S u Sx u Sx uS
Troilus and Criseyde; Book III 953,This Troilus ful sone on knees him sette,this@gram_adj troilus@n#propn ful@adv sone@adv on@prep kne@n%pl him@pron%obj setten@v%pt_3,u SuS u Sx u S u Sx
Troilus and Criseyde; Book III 954,"Ful sobrely, right by hir beddes heed",ful@adv sobreli@adv righte@adv bi@prep hire@pron1%fem_gen bed@n1%gen hed@n1,u SuS u S u Su S
Troilus and Criseyde; Book III 955,And in his beste wise his lady grette;,and@conj in@prep his@pron1%gen best@adj%sup wise@n2 his@pron1%gen ladie@n greten@v2%pt_3,u S u Su Sx u Su Sx
Troilus and Criseyde; Book III 956,"But Lord, so she wex sodeinliche reed!",but@conj lord@n so@adv she@pron%nom waxen@v1%pt_3 sodeinli@adv red@adj,u S u S u SuSu S
Troilus and Criseyde; Book III 957,"Ne, though men sholden smiten of hir heed",ne@conj1 though@conj man@n%pl shulen@v1%pt_pl smiten@v%inf of@adv hire@pron1%fem_gen hed@n1,u S u Su Su S u S
Troilus and Criseyde; Book III 958,She coude nought a word aright out bringe,she@pron%nom connen@v%pt_3 nought@adv a@indef_art word@n a-right@adv oute@adv bringen@v%inf,u Su S u S uS u Sx
Troilus and Criseyde; Book III 959,"So sodeinly, for his sodein cominge.",so@adv sodeinli@adv for@prep his@pron1%gen sodein@adj cominge@ger,u SuS u S uS uSx
Troilus and Criseyde; Book III 960,"But Pandarus, that so wel coude fele",but@conj pandare@n#propn that@pron so@adv wel@adv connen@v%pt_3 felen@v1%inf,u SuS u S u Su Sx
Troilus and Criseyde; Book III 961,"In every thing, to pleye anoon bigan",in@prep everi@pron_gram_adj thing@n to@part pleien@v1%inf an-on@adv biginnen@v%pt_3,u Sxu S u S uS uS
Troilus and Criseyde; Book III 962,"And seide, “Nece, see how this lord can knele!",and@conj seien@v1%pt_3 nece@n sen@v1%imp hou@adv&conj this@gram_adj lord@n connen@v%pr_3 knelen@v%inf,u Su Sx u S u S u Sx
Troilus and Criseyde; Book III 963,"Now, for your trouthe, seeth this gentil man!”",nou@adv for@prep your@pron%pl_gen treuth@n sen@v1%imp this@gram_adj gentil@adj man@n,u S u Su S u Su S
Troilus and Criseyde; Book III 964,And with that word he for a quisshen ran,and@conj with@prep that@art&gram_adj word@n he@pron1%nom for@prep a@indef_art quishin@n rennen@v1%pt_3,u S u S u S u Su S
Troilus and Criseyde; Book III 965,"And seide, “Kneleth now, whil that yow leste",and@conj seien@v1%pt_3 knelen@v%imp nou@adv whil@conj that@part you@pron%pl_obj listen@v1%pr_3,u Su Su S u S u Sx
Troilus and Criseyde; Book III 966,Ther God your hertes bringe sone at reste!”,ther@adv god@n1#propn your@pron%pl_gen herte@n%pl bringen@v%pr_3 sone@adv at@prep reste@n1,u S u Su Su Sx u Sx
Troilus and Criseyde; Book III 967,"Can I not seyn, for she bad him not rise",connen@v%pr_1 ich@pron%nom not@adv seien@v1%inf for@conj she@pron%nom bidden@v%pt_3 him@pron%obj not@adv risen@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book III 968,If sorwe it putte out of hir remembraunce,if@conj sorwe@n hit@pron putten@v%pr_3 oute@adv#prep of@prep hire@pron1%fem_gen remembraunce@n,u Sx u Sx u S u SuSx
Troilus and Criseyde; Book III 969,Or elles if she toke it in the wise,or@conj elles@adv if@conj she@pron%nom taken@v%pt_3 hit@pron in@prep the@def_art wise@n2,u Su S u Sx u S u Sx
Troilus and Criseyde; Book III 970,"Of duëtee, as for his observaunce;",of@prep duete@n as@conj for@prep his@pron1%gen observaunce@n,S uS u S u SuSx
Troilus and Criseyde; Book III 971,But wel finde I she dide him this plesaunce,but@conj wel@adv finden@v%pr_1 ich@pron%nom she@pron%nom don@v1%pt_3 him@pron%obj this@gram_adj plesaunce@n1,u S ux S u Sx u S uSx
Troilus and Criseyde; Book III 972,"That she him kiste, although she siked sore;",that@conj she@pron%nom him@pron%obj kissen@v%pt_3 al-thogh@conj she@pron%nom siken@v2%pt_3 sore@adv,u S u Sx uS u Su Sx
Troilus and Criseyde; Book III 973,And bad him sitte adoun withouten more.,and@conj bidden@v%pt_3 him@pron%obj sitten@v%inf adoun@adv withouten@prep more@n3,u S u Sx uS uSu Sx
Troilus and Criseyde; Book III 974,"Quod Pandarus, “Now wol ye wel biginne;",quethen@v%pt_3 pandare@n#propn nou@adv willen@v%pr_pl ye@pron%pl_nom wel@adv biginnen@v%inf,u SuS u S u S uSx
Troilus and Criseyde; Book III 975,"Now doth him sitte, gode nece dere",nou@adv don@v1%imp him@pron%obj sitten@v%inf god@adj nece@n dere@adj1,u S u Su Su Su Sx
Troilus and Criseyde; Book III 976,Upon your beddes side al there withinne,upon@prep your@pron%pl_gen bed@n1%gen side@n al@adv ther@adv with-inne@adv,uS u Su Sx u Sx uSx
Troilus and Criseyde; Book III 977,That ech of yow the bet may other here.”,that@conj ech@pron of@prep you@pron%pl_obj the@adv bet@adv%comp mouen@v3%pr_3 other@pron heren@v%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book III 978,And with that word he drow him to the fere,and@conj with@prep that@art&gram_adj word@n he@pron1%nom drauen@v%pt_3 him@pron%obj to@prep the@def_art fir@n,u S u S u S u S u Sx
Troilus and Criseyde; Book III 979,"And took a light, and fond his contenaunce",and@conj taken@v%pt_3 a@indef_art light@n and@conj finden@v%pt_3 his@pron1%gen contenaunce@n,u S u S u S u SuSx
Troilus and Criseyde; Book III 980,As for to loke upon an old romaunce.,as@conj for@prep#adv to@part loken@v2%inf upon@prep a@indef_art olde@adj romaunce@n,u S u Sx uS u S uSx
Troilus and Criseyde; Book III 981,"Criseyde, that was Troilus lady right",criseyde@n#propn that@pron ben@v%pt_3 troilus@n#propn%gen ladie@n right@adj,uSx u S uSu Su S
Troilus and Criseyde; Book III 982,And cleer stood on a ground of sikernesse,and@conj cler@adv stonden@v1%pt_3 on@prep a@indef_art ground@n of@prep sikernesse@n,u S u S u S u SuSx
Troilus and Criseyde; Book III 983,"Al thoughte she, hir servaunt and hir knight",al@conj thinken@v2%pt_3 she@pron%nom hire@pron1%fem_gen servaunt@n and@conj hire@pron1%fem_gen knight@n,u Su S u Su S u S
