TYPE,headword,word,tag,oxford_count,riverside_count,oxford_files,riverside_files,oxford_contexts,riverside_contexts
BOTH,haven,herd,v%pr_pl,1,1,data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book IV 807: Was to Criseyde, as ye han herd devise",Troilus and Criseyde; Book IV 807: Was to Criseyde as ye han herd devyse
OXFORD,haven,is,v%inf,1,0,data/oxford_txts/TC2_oxford.txt,,Troilus and Criseyde; Book II 736: “Ek wot I wel he worthy is to have,
BOTH,haven,yhad,v%inf,1,1,data/oxford_txts/WBPro_oxford.txt,data/riverside_cats/WBPro_riv.cat,"The Wife of Bath's Prologue 17: ‘Thou hast yhad five housbonds,’ seide he",The Wife of Bath's Prologue 17: Thou hast yhad fyve housbondes quod he
BOTH,helden,helde,v%pr_pl,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,House of Fame 1686: As men a pot ful of bawme° helde,House of Fame 1686: As men a pot of bawme helde
BOTH,helen,heel,v%inf,3,1,data/oxford_txts/BD_oxford.txt,data/riverside_cats/SqT_riv.cat,"Book of the Duchess 40: That may me heel; but that is done.° | Book of the Duchess 571: Ne° heel me may no phisicien | Book of the Duchess 928: Ne bet coud heel that, by the masse",The Squire's Tale 471: To heel with youre hurtes hastily
RIVERSIDE,helpen,helpe,v%imp,0,1,,data/riverside_cats/BD_riv.cat,,Book of the Duchess 110: Helpe me out of thys distresse
BOTH,helpen,helpe,v%pr_3,8,27,data/oxford_txts/TC5_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/FriT_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/ShipT_riv.cat,"100-ch 1956: And now, if any woman helpe thee | Troilus and Criseyde; Book II 364: God helpe me so, I never other mente. | The Friar's Tale 1591: So wisly° helpe me, as I ne may.°",The Shipman's Tale 170: As helpe me God he is noght worth at al | The Shipman's Tale 274: God helpe me so I wolde it were youres | 100-ch 1956: And if now any woman helpe the
BOTH,henten,hente,v%inf,6,6,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/KnT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FriT_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/PardT_riv.cat,"100-ch 2715: Her cruel fader dide her for to hente.° | The Friar's Tale 1500: He shold be sauf,° but that we wolde him hente.° | Troilus and Criseyde; Book IV 1371: Withoute net, wherwith I shal him hente;",100-ch 2715: Hire crewel fader dide hire for to hente | The Friar's Tale 1500: He sholde be sauf but that we wolde hym hente | Troilus and Criseyde; Book IV 1371: Withouten net wherwith I shal hym hente
BOTH,henten,hente,v%pr_3,2,2,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/FriT_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/TC3_riv.cat,"The Friar's Tale 1664: Of hir misdedes, er that the feend hem hente.” | Troilus and Criseyde; Book III 21: For love in erthe, and whom yow liste, he hente.",The Friar's Tale 1664: Of hir mysdedes er that the feend hem hente | Troilus and Criseyde; Book III 21: For love in erthe and whom yow liste he hente
BOTH,herauden,heraude,v%inf,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,House of Fame 1576: With which he wont is to heraude°,House of Fame 1576: With which he wont is to heraude
OXFORD,heren,heer,v%inf,1,0,data/oxford_txts/HF_oxford.txt,,House of Fame 2026: Shaltow° anoon heer many lere.”°,
OXFORD,heren,heer,v%pr_pl,1,0,data/oxford_txts/FranT_oxford.txt,,The Franklin's Tale 953: In other maner than ye heer me seye,
RIVERSIDE,heren,heere,v%pr_2,0,1,,data/riverside_cats/MancT_riv.cat,,The Manciple's Tale 347: Dissimule as thou were deef if that thou heere
RIVERSIDE,heren,heere,v%pr_3,0,1,,data/riverside_cats/MilT_riv.cat,,The Miller's Tale 3642: Awaitynge on the reyn if he it heere
OXFORD,heren,herd,v%pt_pl,1,0,data/oxford_txts/SqT_oxford.txt,,"The Squire's Tale 249: Of craft of ringes° herd they never non,°",
BOTH,heren,herde,v%pt_pl,4,5,data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book II 1428: I roughte nought though alle hir foos it herde | The Canon's Yeoman's Tale 1318: Herde me telle) he hadde a silver teine.° | Troilus and Criseyde; Book IV 176: Ector, which that wel the Grekes herde",Troilus and Criseyde; Book II 1428: I roughte nought though alle hire foos it herde | The Canon's Yeoman's Tale 1318: Herde me telle he hadde a silver teyne | The Squire's Tale 249: Of craft of rynges herde they nevere noon
BOTH,heren,here,v%imp,1,1,data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book IV 1617: Or here my trouthe, I wol not live til morwe.",Troilus and Criseyde; Book IV 1617: Or here my trouthe I wol naught lyve tyl morwe
OXFORD,heren,here,v%pr_2,1,0,data/oxford_txts/MancT_oxford.txt,,"The Manciple's Tale 347: Dissimule° as thou were deef, if that thou here",
BOTH,heren,here,v%pr_3,2,1,data/oxford_txts/HF_oxford.txt; data/oxford_txts/MilT_oxford.txt,data/riverside_cats/HF_riv.cat,"The Miller's Tale 3642: Awaitinge on the rein, if he it here. | House of Fame 83: So yive° hem joye that it here°",House of Fame 83: So yive hem joye that hyt here
OXFORD,herien,heried,v%pt_pl,1,0,data/oxford_txts/LGW_oxford.txt,,100-ch 786: For olde payens° that idoles heried°,
RIVERSIDE,herien,heryed,v%pt_pl,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 786: For olde payens that idoles heryed
BOTH,herken,herke,v%imp,7,10,data/oxford_txts/TC1_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC1_riv.cat,"The Merchant's Tale 1310: Deffye Theofraste and herke° me. | The Merchant's Tale 1323: And herke why, I sey nat this for noght | The Man of Law's Tale 425: Herke this conseil for thy sikernesse,°",The Merchant's Tale 1310: Deffie Theofraste and herke me | The Merchant's Tale 1323: And herke why I sey nat this for noght | The Man of Law's Tale 425: Herke this conseil for thy sikernesse
RIVERSIDE,herkenen,herkene,v%imp,0,1,,data/riverside_cats/HF_riv.cat,,House of Fame 725: Now herkene wel forwhy I wille
BOTH,herkenen,herkne,v%imp,9,5,data/oxford_txts/TC1_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/FriT_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/SumT_riv.cat,"The Canon's Yeoman's Tale 927: “Nay!” quod the fourthe, “stint,° and herkne me;° | The Friar's Tale 1551: ‘Herkne,° my brother, herkne, by thy feith; | The Friar's Tale 1551: ‘Herkne,° my brother, herkne, by thy feith;",The Canon's Yeoman's Tale 927: Nay quod the fourthe stynt and herkne me | The Friar's Tale 1551: Herkne my brother herkne by thy feith | The Friar's Tale 1551: Herkne my brother herkne by thy feith
BOTH,hiden,hide,v%imp,2,1,data/oxford_txts/TC1_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt,data/riverside_cats/TC1_riv.cat,"The Legend of Good Women; Prologue F 251: Hide, Jonathas, al thy frendly manere; | Troilus and Criseyde; Book I 957: Be diligent, and trewe, and ay wel hide.",Troilus and Criseyde; Book I 957: Be diligent and trewe and ay wel hide
BOTH,hiden,hide,v%inf,19,8,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/ABC_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/ABC_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat,"The Shipman's Tale 159: Ful lief wer me° this conseil for to hide | The Wife of Bath's Tale 966: That she so longe sholde a conseil° hide; | The Wife of Bath's Tale 980: Yet out it moot,° we can no conseil° hide;",The Canon's Yeoman's Tale 1231: And in his sleve agayn he gan it hide | ABC 42: Me for to hide from tempeste ful of dreede | The Wife of Bath's Prologue 282: Thow seyst we wyves wol oure vices hide
OXFORD,hiden,hide,v%pr_pl,2,0,data/oxford_txts/LGW_FPro_oxford.txt,,"The Legend of Good Women; Prologue F 254: Hide ye your beautes,° Isoude and Eleine | The Legend of Good Women; Prologue F 260: Hide ye your trouthe° of love and your renoun;",
RIVERSIDE,hiden,hyde,v%inf,0,10,,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/ShipT_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,,The Shipman's Tale 159: Ful lief were me this conseil for to hyde | The Wife of Bath's Tale 966: That she so longe sholde a conseil hyde | The Wife of Bath's Tale 980: Yet out it moot we kan no conseil hyde
RIVERSIDE,hiden,hyde,v%pr_pl,0,2,,data/riverside_cats/LGW_FPro_riv.cat,,The Legend of Good Women; Prologue F 254: Hyde ye youre beautes Ysoude and Eleyne | The Legend of Good Women; Prologue F 260: Hyde ye your trouthe of love and your renoun
OXFORD,hien,hie,v%imp,1,0,data/oxford_txts/HF_oxford.txt,,"House of Fame 1592: “Ris up,” quod he, “and faste hie,°",
OXFORD,hien,hied,v%pt_pl,1,0,data/oxford_txts/BD_oxford.txt,,Book of the Duchess 363: And hied hem° to the forest faste,
RIVERSIDE,hien,hye,v%imp,0,2,,data/riverside_cats/BD_riv.cat; data/riverside_cats/HF_riv.cat,,Book of the Duchess 152: Goo now faste and hye the blyve | House of Fame 1592: Rys up quod he and faste hye
RIVERSIDE,hien,hyed,v%pt_pl,0,1,,data/riverside_cats/BD_riv.cat,,Book of the Duchess 363: And hyed hem to the forest faste
OXFORD,holden,halte,v%pr_3,1,0,data/oxford_txts/BD_oxford.txt,,"Book of the Duchess 621: That al behoteth° and nothing halte,°",
RIVERSIDE,holden,held,v%pt_pl,0,1,,data/riverside_cats/MkT_riverside_reordered.cat,,The Monk's Tale 2316: Of Rome and with strong hond held hem ful faste
BOTH,holden,helde,v%inf,1,1,data/oxford_txts/WBPro_oxford.txt,data/riverside_cats/WBPro_riv.cat,"The Wife of Bath's Prologue 272: A thing° that no man wol, his thankes,° helde.°",The Wife of Bath's Prologue 272: A thyng that no man wole his thankes helde
BOTH,holden,helde,v%pt_pl,1,1,data/oxford_txts/MkT_oxford.txt,data/riverside_cats/ShipT_riv.cat,"The Monk's Tale 2316: Of Rome, and with strong hond helde hem ful faste;",The Shipman's Tale 2: That riche was for which men helde hym wys
OXFORD,holden,hold,v%inf,5,0,data/oxford_txts/BD_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MerT_oxford.txt,,"The Merchant's Tale 1976: He deme° of al, for I wol hold my pees. | Book of the Duchess 754: ¶“Gladly.” “Do than hold herto!” | Book of the Duchess 1019: Hir lust° to hold no wight in honde;°",
OXFORD,holden,hold,v%ppl,2,0,data/oxford_txts/PF_oxford.txt; data/oxford_txts/LGW_oxford.txt,,"100-ch 1447: Than were I hold° to quite° thy labour. | Parliament of Fowls 572: Have hold thy pees, than shewen thy nicete!°",
OXFORD,holden,hold,v%pr_1,1,0,data/oxford_txts/BD_oxford.txt,,Book of the Duchess 671: I hold that wish nat worthe a stre!°,
OXFORD,holden,hold,v%pr_pl,1,0,data/oxford_txts/SumT_oxford.txt,,"The Summoner's Tale 1959: Hold ye° than me, or elles our covent",
BOTH,holden,holde,v%imp,2,4,data/oxford_txts/TC2_oxford.txt; data/oxford_txts/MLT_oxford.txt,data/riverside_cats/Thop_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book II 1534: “Lo, holde thee at thy triste cloos, and I | The Man of Law's Tale 228: I prey yow holde your arguments in pees;",Troilus and Criseyde; Book III 1469: What holde youre bed ther thow and ek thi Morwe | Sir Thopas 891: Now holde youre mouth par charitee | Troilus and Criseyde; Book V 84: Now holde youre day and do me nat to deye
BOTH,holden,holde,v%inf,29,36,data/oxford_txts/TC5_oxford.txt; data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/SNT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/MLPro_oxford.txt,data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/MLPro_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/FriT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/SNT_riv.cat,"The Wife of Bath's Tale 1144: His office naturel° ay wol it holde | Troilus and Criseyde; Book II 965: What sholde I lenger sermon of it holde? | Troilus and Criseyde; Book II 1084: And seide, he wolde in trouthe alwey him holde; —",The Wife of Bath's Tale 1144: His office natureel ay wol it holde | 100-ch 857: He may me holde fals and ek unkynde | Troilus and Criseyde; Book II 965: What sholde I lenger sermoun of it holde
BOTH,holden,holde,v%ppl,12,16,data/oxford_txts/BD_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/MancPro_riv.cat; data/riverside_cats/BD_riv.cat,"100-ch 763: But natheles,° yit be we to thee holde° | The Wife of Bath's Prologue 135: ¶“But I sey noght that every wight° is holde,° | The Squire's Tale 70: Ther is som mete° that is ful deintee° holde,°",100-ch 763: But natheles yit be we to thee holde | 100-ch 1447: Thanne were I holde to quyte thy labour | The Wife of Bath's Prologue 135: But I seye noght that every wight is holde
BOTH,holden,holde,v%pr_1,3,10,data/oxford_txts/BD_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/ClT_oxford.txt,data/riverside_cats/ClT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/BD_riv.cat,"The Clerk's Tale 663: Al your plesaunce ferme and stable I holde; | Book of the Duchess 540: I holde° that this hert be goon; | Troilus and Criseyde; Book V 1407: Your beautee, that my lif unnethe I holde.",The Wife of Bath's Tale 1186: I holde hym riche al hadde he nat a sherte | The Merchant's Tale 1320: He which that hath no wyf I holde hym shent | The Clerk's Tale 663: Al youre plesance ferme and stable I holde
BOTH,holden,holde,v%pr_2,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,"Troilus and Criseyde; Book II 1525: I hope, and thou this purpos holde ferme",Troilus and Criseyde; Book II 1525: I hope and thow this purpos holde ferme
BOTH,holden,holde,v%pr_3,1,2,data/oxford_txts/ClT_oxford.txt,data/riverside_cats/MerT_riv.cat; data/riverside_cats/ClT_riv.cat,The Clerk's Tale 287: If she this wey unto the castel holde.”,The Merchant's Tale 1490: I holde youre owene conseil is the beste | The Clerk's Tale 287: If she this wey unto the castel holde
BOTH,holden,holde,v%pr_pl,4,7,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/SumT_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book II 932: Now lat hir slepe, and we our tales holde | Troilus and Criseyde; Book III 1393: And love is vertu thogh men holde hem nice! | The Summoner's Tale 2197: For Goddes love your pacience ye holde;",The Wife of Bath's Tale 1190: Is riche although ye holde hym but a knave | 100-ch 2500: That ye ne holde forward as ye seyde | Troilus and Criseyde; Book II 932: Now lat hire slepe and we oure tales holde
OXFORD,hongen,hang,v%inf,1,0,data/oxford_txts/CYT_oxford.txt,,The Canon's Yeoman's Tale 1029: Another day do hang me by the hals!”°,
BOTH,hongen,hanged,v%pt_pl,1,1,data/oxford_txts/WBPro_oxford.txt,data/riverside_cats/WBPro_riv.cat,The Wife of Bath's Prologue 761: Hanged hemself for° herte despitous.°,The Wife of Bath's Prologue 761: Hanged hemself for herte despitus
BOTH,honouren,honoured,v%pt_pl,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,"The Man of Law's Tale 549: Honoured Crist, and hethen folk bigiled;°",The Man of Law's Tale 549: Honoured Crist and hethen folk bigiled
RIVERSIDE,hoten,heete,v%pr_1,0,1,,data/riverside_cats/MLT_riv.cat,,The Man of Law's Tale 334: But oon avow to grete God I heete
RIVERSIDE,hoten,heete,v%pr_3,0,1,,data/riverside_cats/KnT_riv.cat,,The Knight's Tale 2398: And wel I woot er she me mercy heete
BOTH,hoten,hete,v%inf,1,1,data/oxford_txts/BD_oxford.txt,data/riverside_cats/BD_riv.cat,"Book of the Duchess 1226: And swore, and gan hir hertly hete°",Book of the Duchess 1226: And swor and gan hir hertely hete
OXFORD,hoten,hete,v%pr_1,1,0,data/oxford_txts/MLT_oxford.txt,,"The Man of Law's Tale 334: But oon avow° to grete God I hete,°",
OXFORD,hoten,hete,v%pr_3,1,0,data/oxford_txts/KnT_oxford.txt,,"The Knight's Tale 2398: And wel I woot, er° she me mercy hete,°",
BOTH,hoten,highte,v%pt_pl,3,2,data/oxford_txts/TC1_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/HF_oxford.txt,data/riverside_cats/KnT_riv.cat; data/riverside_cats/HF_riv.cat,"The Knight's Tale 2920: And eek the names how the treës highte,° | House of Fame 1519: That they of write, and how they highte.° | Troilus and Criseyde; Book I 788: That highte volturis, as bokes telle.",The Knight's Tale 2920: Ne eek the names that the trees highte | House of Fame 1519: That they of write or how they highte
RIVERSIDE,hoten,hightyn,v%pt_pl,0,1,,data/riverside_cats/TC1_riv.cat,,Troilus and Criseyde; Book I 788: That hightyn volturis as bokes telle
OXFORD,hoten,hir,v%pt_pl,1,0,data/oxford_txts/TC2_oxford.txt,,"Troilus and Criseyde; Book II 1623: Pleinly, alle at ones, they hir highten",
BOTH,hoten,hote,v%pr_1,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,"House of Fame 1719: Quod she, “thou Eolus, I hote,°",House of Fame 1719: Quod she thou Eolus y hote
OXFORD,houpen,houped,v%pt_pl,1,0,data/oxford_txts/NPT_oxford.txt,,The Nun's Priest's Tale 3400: And therwithal thay skriked° and they houped;°,
RIVERSIDE,houpen,howped,v%pt_pl,0,1,,data/riverside_cats/NPT_riv.cat,,The Nun's Priest's Tale 3400: And therwithal they skriked and they howped
RIVERSIDE,hunten,honte,v%inf,0,1,,data/riverside_cats/TC3_riv.cat,,Troilus and Criseyde; Book III 1780: Or elles honte boor beer or lyoun
RIVERSIDE,hunten,hunte,v%inf,0,1,,data/riverside_cats/BD_riv.cat,,Book of the Duchess 366: Say felowe who shal hunte here
BOTH,hunten,hunte,v%pr_pl,1,1,data/oxford_txts/TC1_oxford.txt,data/riverside_cats/TC1_riv.cat,Troilus and Criseyde; Book I 748: Fro thing which in effect men hunte faste;,Troilus and Criseyde; Book I 748: Fro thyng whych in effect men hunte faste
BOTH,hurten,hurte,v%inf,1,1,data/oxford_txts/MerT_oxford.txt,data/riverside_cats/MerT_riv.cat,The Merchant's Tale 1840: Ne hurte himselven with his owene knif;,The Merchant's Tale 1840: Ne hurte hymselven with his owene knyf
OXFORD,iberen,born,v%ppl,1,0,data/oxford_txts/LGW_oxford.txt,,100-ch 2577: To° alle gode thewes° born was she,
RIVERSIDE,iberen,iborn,v%ppl,0,1,,data/riverside_cats/TC5_riv.cat,,Troilus and Criseyde; Book V 1650: As was the gise iborn was up and down
BOTH,iberen,yborn,v%ppl,3,4,data/oxford_txts/SqT_oxford.txt; data/oxford_txts/Thop_oxford.txt; data/oxford_txts/KnT_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/Thop_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/SqT_riv.cat,"The Squire's Tale 340: The bridel is unto the tour yborn,° | Sir Thopas 718: Yborn he was in fer° contree | The Knight's Tale 1019: Of Thebes, and of sustren° two yborn.",100-ch 2577: To alle thewes goode yborn was she | The Squire's Tale 340: The brydel is unto the tour yborn | Sir Thopas 718: Yborn he was in fer contree
BOTH,iberen,yborn,v%ppl_abs,1,1,data/oxford_txts/MilT_oxford.txt,data/riverside_cats/MilT_riv.cat,The Miller's Tale 3429: I saugh today a cors° yborn to chirche,The Miller's Tale 3429: I saugh today a cors yborn to chirche
RIVERSIDE,ifinden,ifounde,v%ppl,0,1,,data/riverside_cats/TC4_riv.cat,,Troilus and Criseyde; Book IV 594: And rather be in blame a lite ifounde
OXFORD,ifinden,yfinde,v%inf,3,0,data/oxford_txts/SqT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/LGW_oxford.txt,,"100-ch 856: Be comen hider,° and may me nat yfinde | The Squire's Tale 470: And herbes shal I right ynowe yfinde° | The Franklin's Tale 1153: At Orliens som old felawe° yfinde",
BOTH,ifinden,yfounde,v%ppl,7,7,data/oxford_txts/MLT_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/BD_riv.cat,"100-ch 1668: That, in his dayes, nas ther° noon yfounde° | The Franklin's Tale 1270: So atte laste he hath his time yfounde | Troilus and Criseyde; Book IV 594: And rather be in blame a lite yfounde",100-ch 1668: That in his dayes nas ther non yfounde | The Franklin's Tale 1270: So atte laste he hath his tyme yfounde | The Knight's Tale 1211: That if so were that Arcite were yfounde
RIVERSIDE,ifinden,yfynde,v%inf,0,3,,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat,,100-ch 856: Be comen hider and may me not yfynde | The Squire's Tale 470: And herbes shal I right ynowe yfynde | The Franklin's Tale 1153: At Orliens som oold felawe yfynde
BOTH,iholden,yholde,v%ppl,5,5,data/oxford_txts/KnT_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/PardT_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/MerT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/KnT_riv.cat,"100-ch 1954: Me thinketh this,° that thou were depe° yholde° | The Merchant's Tale 1932: ¶This fresshe May hath streight hir wey yholde,° | The Knight's Tale 2374: Of Trace honoured art, and lord yholde,°",100-ch 1954: Me thynketh this that thow were depe yholde | The Merchant's Tale 1932: This fresshe May hath streight hir wey yholde | The Knight's Tale 2374: Of Trace honoured art and lord yholde
BOTH,iholden,yholde,v%ppl_abs,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,"House of Fame 1286: And fond me lous, and noght yholde,°",House of Fame 1286: And fond me lous and nought yholde
OXFORD,imaginen,imagining,v%inf,1,0,data/oxford_txts/TC1_oxford.txt,,Troilus and Criseyde; Book I 372: Imagining that travaille nor grame,
BOTH,imeten,ymette,v%ppl,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,"The Man of Law's Tale 1115: Bitwix hem° three, sin° they ben thus ymette?",The Man of Law's Tale 1115: Bitwixe hem thre syn they been thus ymette
BOTH,infecten,infecte,v%inf,1,2,data/oxford_txts/MancPro_oxford.txt,data/riverside_cats/CYT_riv.cat; data/riverside_cats/MancPro_riv.cat,Prologue to the Manciple's Tale 39: Thy cursed breeth infecte wol us alle;,The Canon's Yeoman's Tale 889: The savour wole infecte hym trusteth me | Prologue to the Manciple's Tale 39: Thy cursed breeth infecte wole us alle
