headword,word,tag,line_number,filename,context,text_type,source_file
willen,wol,v%pr_pl,The Clerk's Tale 129,data/oxford_txts/ClT_oxford.txt,"And we wol, lord, if that ye wol assente",OXFORD,ClT_gui_complete.csv
connen,can,v%pr_pl,The Clerk's Tale 133,data/oxford_txts/ClT_oxford.txt,"Honour to God and yow, as we can deme.°",OXFORD,ClT_gui_complete.csv
preien,pray,v%pr_pl,The Clerk's Tale 140,data/oxford_txts/ClT_oxford.txt,Wherfor we pray you hastily to wive.”,OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 142,data/oxford_txts/ClT_oxford.txt,Made the markis herte han pitee.,OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 143,data/oxford_txts/ClT_oxford.txt,"“Ye wol,” quod he, “min owene peple dere",OXFORD,ClT_gui_complete.csv
moten,moot,v%pr_1,The Clerk's Tale 147,data/oxford_txts/ClT_oxford.txt,"Ther° I was free, I moot been in servage.",OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 152,data/oxford_txts/ClT_oxford.txt,But theras ye han profred me today,OXFORD,ClT_gui_complete.csv
preien,prey,v%pr_1,The Clerk's Tale 154,data/oxford_txts/ClT_oxford.txt,"That chois, and prey yow of that profre cesse.",OXFORD,ClT_gui_complete.csv
shulen,shal,v%pr_pl,The Clerk's Tale 169,data/oxford_txts/ClT_oxford.txt,"And forthermore, this shal ye swere, that ye",OXFORD,ClT_gui_complete.csv
shulen,shul,v%pr_pl,The Clerk's Tale 170,data/oxford_txts/ClT_oxford.txt,Again my chois shul neither grucche° ne strive;°,OXFORD,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 171,data/oxford_txts/ClT_oxford.txt,For sith I shal forgoon° my libertee,OXFORD,ClT_gui_complete.csv
forgon,forgoon,v%inf,The Clerk's Tale 171,data/oxford_txts/ClT_oxford.txt,For sith I shal forgoon° my libertee,OXFORD,ClT_gui_complete.csv
preien,prey,v%pr_1,The Clerk's Tale 175,data/oxford_txts/ClT_oxford.txt,"I prey yow, speketh namore of this matere.”",OXFORD,ClT_gui_complete.csv
seien,no,v%pt_3,The Clerk's Tale 177,data/oxford_txts/ClT_oxford.txt,"To al this thing, ther seide no wight nay;",OXFORD,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 231,data/oxford_txts/ClT_oxford.txt,That child may doon to fadres reverence.,OXFORD,ClT_gui_complete.csv
wondren,wondred,v%pt_pl,The Clerk's Tale 248,data/oxford_txts/ClT_oxford.txt,For which merveille wondred many a man,OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 273,data/oxford_txts/ClT_oxford.txt,In this array the righte wey han holde.,OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 280,data/oxford_txts/ClT_oxford.txt,She wolde fain han sein som of that sighte.,OXFORD,ClT_gui_complete.csv
sen,sein,v%ppl,The Clerk's Tale 280,data/oxford_txts/ClT_oxford.txt,She wolde fain han sein som of that sighte.,OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 281,data/oxford_txts/ClT_oxford.txt,"She thoghte, “I wol with othere maidens stonde",OXFORD,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 304,data/oxford_txts/ClT_oxford.txt,"“Janicula, I neither may ne can",OXFORD,ClT_gui_complete.csv
durren,dar,v%pr_1,The Clerk's Tale 311,data/oxford_txts/ClT_oxford.txt,"And al that liketh me, I dar wel seyn",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 321,data/oxford_txts/ClT_oxford.txt,I wol no thing; ye be my lord so dere;,OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 329,data/oxford_txts/ClT_oxford.txt,I wol noght speke out of thin audience.”°,OXFORD,ClT_gui_complete.csv
ben,arn,v%pr_pl,The Clerk's Tale 342,data/oxford_txts/ClT_oxford.txt,Thise arn the wordes that the markis sayde,OXFORD,ClT_gui_complete.csv
shulen,shul,v%pr_pl,The Clerk's Tale 344,data/oxford_txts/ClT_oxford.txt,"“Grisilde,” he seide, “ye shul wel understonde",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 347,data/oxford_txts/ClT_oxford.txt,"As I suppose, ye wol° that it so be.",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 350,data/oxford_txts/ClT_oxford.txt,"Wol ye assente, or elles yow avise?°",OXFORD,ClT_gui_complete.csv
seien,sey,v%pr_1,The Clerk's Tale 351,data/oxford_txts/ClT_oxford.txt,"I sey this, be ye redy° with good herte",OXFORD,ClT_gui_complete.csv
seien,sey,v%pr_1,The Clerk's Tale 355,data/oxford_txts/ClT_oxford.txt,"And eek whan I sey ‘ye,’ ne sey nat ‘nay,’",OXFORD,ClT_gui_complete.csv
seien,sey,v%inf,The Clerk's Tale 355,data/oxford_txts/ClT_oxford.txt,"And eek whan I sey ‘ye,’ ne sey nat ‘nay,’",OXFORD,ClT_gui_complete.csv
quaken,quaking,v%prp_abs,The Clerk's Tale 358,data/oxford_txts/ClT_oxford.txt,"Wondring upon this word, quaking for drede,°",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 361,data/oxford_txts/ClT_oxford.txt,"But as ye wol yourself, right so wol° I.",OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 379,data/oxford_txts/ClT_oxford.txt,"Hir heres° han they kembd, that lay untressed°",OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 381,data/oxford_txts/ClT_oxford.txt,"A corone° on hir heed they han ydressed,°",OXFORD,ClT_gui_complete.csv
seien,say,v%pr_1,The Clerk's Tale 394,data/oxford_txts/ClT_oxford.txt,I say that to this newe markisesse°,OXFORD,ClT_gui_complete.csv
trouen,trowed,v%pt_pl,The Clerk's Tale 403,data/oxford_txts/ClT_oxford.txt,"Unnethe trowed they,° but dorste han swore",OXFORD,ClT_gui_complete.csv
durren,han,v%pt_pl,The Clerk's Tale 403,data/oxford_txts/ClT_oxford.txt,"Unnethe trowed they,° but dorste han swore",OXFORD,ClT_gui_complete.csv
gon,gon,v%pr_pl,The Clerk's Tale 420,data/oxford_txts/ClT_oxford.txt,"Gon to Saluce, upon hir to biholde.°",OXFORD,ClT_gui_complete.csv
sen,seyn,v%ppl,The Clerk's Tale 427,data/oxford_txts/ClT_oxford.txt,"A prudent man, and that is seyn° ful selde.°",OXFORD,ClT_gui_complete.csv
souken,souked,v%ppl,The Clerk's Tale 450,data/oxford_txts/ClT_oxford.txt,"Whan that this child had souked° but a throwe,°",OXFORD,ClT_gui_complete.csv
moten,moot,v%pr_pl,The Clerk's Tale 474,data/oxford_txts/ClT_oxford.txt,For° any wele ye moot yourselven knowe.,OXFORD,ClT_gui_complete.csv
witen,woot,v%pr_pl,The Clerk's Tale 477,data/oxford_txts/ClT_oxford.txt,"Ye woot yourself wel, how that ye cam here",OXFORD,ClT_gui_complete.csv
comen,cam,v%pt_pl,The Clerk's Tale 477,data/oxford_txts/ClT_oxford.txt,"Ye woot yourself wel, how that ye cam here",OXFORD,ClT_gui_complete.csv
seien,seyn,v%pr_pl,The Clerk's Tale 481,data/oxford_txts/ClT_oxford.txt,"They seyn, to hem it is greet shame and wo",OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 485,data/oxford_txts/ClT_oxford.txt,Thise wordes han they spoken doutelees;,OXFORD,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 488,data/oxford_txts/ClT_oxford.txt,I may nat in this caas be recchelees.°,OXFORD,ClT_gui_complete.csv
moten,moot,v%pr_1,The Clerk's Tale 489,data/oxford_txts/ClT_oxford.txt,I moot° don with thy doghter for the beste,OXFORD,ClT_gui_complete.csv
don,don,v%inf,The Clerk's Tale 489,data/oxford_txts/ClT_oxford.txt,I moot° don with thy doghter for the beste,OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 493,data/oxford_txts/ClT_oxford.txt,"I wol nat doon, but this° wol I,” quod he",OXFORD,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 493,data/oxford_txts/ClT_oxford.txt,"I wol nat doon, but this° wol I,” quod he",OXFORD,ClT_gui_complete.csv
moten,mot,v%pr_pl,The Clerk's Tale 526,data/oxford_txts/ClT_oxford.txt,"“Madame,” he seide, “ye mot foryeve it me",OXFORD,ClT_gui_complete.csv
don,do,v%pr_1,The Clerk's Tale 527,data/oxford_txts/ClT_oxford.txt,Thogh I do thing to which I am constreined;,OXFORD,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 527,data/oxford_txts/ClT_oxford.txt,Thogh I do thing to which I am constreined;,OXFORD,ClT_gui_complete.csv
mouen,mow,v%pr_pl,The Clerk's Tale 530,data/oxford_txts/ClT_oxford.txt,They mow wel been biwailled° or compleined,OXFORD,ClT_gui_complete.csv
moten,mot,v%pr_pl,The Clerk's Tale 531,data/oxford_txts/ClT_oxford.txt,But men mot nede unto her lust° obeye,OXFORD,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 533,data/oxford_txts/ClT_oxford.txt,This child I am comanded for to take”—,OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 536,data/oxford_txts/ClT_oxford.txt,As though he wolde han slain it er° he wente.,OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 544,data/oxford_txts/ClT_oxford.txt,She wende° he wolde han slawen it right tho.°,OXFORD,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 555,data/oxford_txts/ClT_oxford.txt,"“Far weel, my child; I shal thee never see.",OXFORD,ClT_gui_complete.csv
blessen,mote,v%ppl,The Clerk's Tale 557,data/oxford_txts/ClT_oxford.txt,Of thilke fader blessed mote he be,OXFORD,ClT_gui_complete.csv
trouen,trow,v%pr_1,The Clerk's Tale 561,data/oxford_txts/ClT_oxford.txt,I trow that to° a norice° in this cas,OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 563,data/oxford_txts/ClT_oxford.txt,Wel mighte a mooder than han cried “Allas!”,OXFORD,ClT_gui_complete.csv
haven,have,v%imp,The Clerk's Tale 567,data/oxford_txts/ClT_oxford.txt,“Have heer again your litel yonge maide.°,OXFORD,ClT_gui_complete.csv
preien,pray,v%pr_1,The Clerk's Tale 569,data/oxford_txts/ClT_oxford.txt,But o thing wol I pray yow of your grace,OXFORD,ClT_gui_complete.csv
don,doon,v%pr_pl,The Clerk's Tale 581,data/oxford_txts/ClT_oxford.txt,"As lordes doon, whan they wol han hir wille;",OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 624,data/oxford_txts/ClT_oxford.txt,"“Wif,” quod this markis, “ye han herd er this",OXFORD,ClT_gui_complete.csv
seien,sey,v%pr_pl,The Clerk's Tale 631,data/oxford_txts/ClT_oxford.txt,"Now sey they thus, ‘Whan Walter is agoon",OXFORD,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 639,data/oxford_txts/ClT_oxford.txt,"Wherfor I am disposed outerly,°",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 646,data/oxford_txts/ClT_oxford.txt,"I wol no thing, ne nil no thing, certain",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 658,data/oxford_txts/ClT_oxford.txt,"Doth your plesaunce,° I wol your lust° obeye.",OXFORD,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 661,data/oxford_txts/ClT_oxford.txt,I wolde it doon withouten necligence;,OXFORD,ClT_gui_complete.csv
witen,woot,v%pr_1,The Clerk's Tale 662,data/oxford_txts/ClT_oxford.txt,But now I woot your lust and what ye wolde,OXFORD,ClT_gui_complete.csv
connen,can,v%pr_pl,The Clerk's Tale 703,data/oxford_txts/ClT_oxford.txt,They can nat stinte° of hir entencioun,OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 705,data/oxford_txts/ClT_oxford.txt,They wol nat of that firste purpos slake.°,OXFORD,ClT_gui_complete.csv
commaunden,comaunding,v%prp_abs,The Clerk's Tale 739,data/oxford_txts/ClT_oxford.txt,Comaunding hem swich bulles° to devise,OXFORD,ClT_gui_complete.csv
maken,making,v%prp_abs,The Clerk's Tale 744,data/oxford_txts/ClT_oxford.txt,"The Popes bulles, making mencioun",OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 749,data/oxford_txts/ClT_oxford.txt,The which they han publiced° atte fulle.,OXFORD,ClT_gui_complete.csv
comen,cam,v%pt_pl,The Clerk's Tale 752,data/oxford_txts/ClT_oxford.txt,But whan thise tidinges° cam to Grisildis,OXFORD,ClT_gui_complete.csv
seien,sey,v%inf,The Clerk's Tale 771,data/oxford_txts/ClT_oxford.txt,But sey the maiden sholde ywedded be,OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 793,data/oxford_txts/ClT_oxford.txt,To han yow to my wif for your goodnesse,OXFORD,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 799,data/oxford_txts/ClT_oxford.txt,I may nat don as every plowman may;,OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 804,data/oxford_txts/ClT_oxford.txt,And treweliche thus muche I wol yow seye,OXFORD,ClT_gui_complete.csv
comen,coming,v%prp,The Clerk's Tale 805,data/oxford_txts/ClT_oxford.txt,My newe wif is coming by the weye.,OXFORD,ClT_gui_complete.csv
ben,be,v%imp,The Clerk's Tale 806,data/oxford_txts/ClT_oxford.txt,"Be strong of herte, and voide° anon hir place",OXFORD,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 810,data/oxford_txts/ClT_oxford.txt,“No man may alwey han prosperitee;,OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 828,data/oxford_txts/ClT_oxford.txt,"Han holden me in honour and nobleie,°",OXFORD,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 838,data/oxford_txts/ClT_oxford.txt,"And am your trewe wif, it is no drede",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 843,data/oxford_txts/ClT_oxford.txt,For I wol gladly yelden hir my place,OXFORD,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 847,data/oxford_txts/ClT_oxford.txt,"That I shal goon, I wol gon whan yow leste.",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 847,data/oxford_txts/ClT_oxford.txt,"That I shal goon, I wol gon whan yow leste.",OXFORD,ClT_gui_complete.csv
gon,gon,v%inf,The Clerk's Tale 847,data/oxford_txts/ClT_oxford.txt,"That I shal goon, I wol gon whan yow leste.",OXFORD,ClT_gui_complete.csv
semen,semed,v%pt_pl,The Clerk's Tale 853,data/oxford_txts/ClT_oxford.txt,Ye semed by your speche and your visage,OXFORD,ClT_gui_complete.csv
finden,it,v%pr_1,The Clerk's Tale 855,data/oxford_txts/ClT_oxford.txt,"But sooth is seid, algate I finde it trewe—",OXFORD,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 860,data/oxford_txts/ClT_oxford.txt,That ever in word or werk I shal repente,OXFORD,ClT_gui_complete.csv
witen,woot,v%pr_pl,The Clerk's Tale 862,data/oxford_txts/ClT_oxford.txt,"My lord, ye woot that, in my fadres place",OXFORD,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 876,data/oxford_txts/ClT_oxford.txt,Ye coude nat doon so dishoneste° a thing,OXFORD,ClT_gui_complete.csv
remembren,remembre,v%imp,The Clerk's Tale 881,data/oxford_txts/ClT_oxford.txt,"Remembre yow, min owne lord so dere",OXFORD,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 887,data/oxford_txts/ClT_oxford.txt,That I therwith may wrie° the wombe of here,OXFORD,ClT_gui_complete.csv
connen,can,v%pr_pl,The Clerk's Tale 933,data/oxford_txts/ClT_oxford.txt,"As clerkes, whan hem list, can wel endite",OXFORD,ClT_gui_complete.csv
sen,seyn,v%ppl,The Clerk's Tale 944,data/oxford_txts/ClT_oxford.txt,That never was ther seyn with mannes eye,OXFORD,ClT_gui_complete.csv
connen,can,v%pr_1,The Clerk's Tale 959,data/oxford_txts/ClT_oxford.txt,"And heigh° plesaunce, as I can best devise.°",OXFORD,ClT_gui_complete.csv
ben,am,v%pr_1,The Clerk's Tale 967,data/oxford_txts/ClT_oxford.txt,"“Nat only, lord, that I am glad,” quod she",OXFORD,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 968,data/oxford_txts/ClT_oxford.txt,"“To doon your lust, but I desire also",OXFORD,ClT_gui_complete.csv
preien,preying,v%prp_abs,The Clerk's Tale 977,data/oxford_txts/ClT_oxford.txt,"Preying the chambereres,° for Goddes sake",OXFORD,ClT_gui_complete.csv
commenden,commending,v%prp_abs,The Clerk's Tale 994,data/oxford_txts/ClT_oxford.txt,Commending now the markis gouernaunce.,OXFORD,ClT_gui_complete.csv
greten,gret,v%inf,The Clerk's Tale 1014,data/oxford_txts/ClT_oxford.txt,"With other folk, to gret the markisesse",OXFORD,ClT_gui_complete.csv
preien,prey,v%pr_1,The Clerk's Tale 1034,data/oxford_txts/ClT_oxford.txt,I prey to God yeve° hir prosperitee;°,OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 1039,data/oxford_txts/ClT_oxford.txt,"This tendre maiden, as ye han don mo;°",OXFORD,ClT_gui_complete.csv
ben,be,v%imp,The Clerk's Tale 1052,data/oxford_txts/ClT_oxford.txt,“Be now namore agast ne ivel apaied;°,OXFORD,ClT_gui_complete.csv
lesen,lorn,v%ppl,The Clerk's Tale 1071,data/oxford_txts/ClT_oxford.txt,That thou hast lorn° non of thy children tweie.°,OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 1072,data/oxford_txts/ClT_oxford.txt,And folk that otherweyes han seid° of me,OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 1089,data/oxford_txts/ClT_oxford.txt,“That ye han saved me my children dere!,OXFORD,ClT_gui_complete.csv
mouen,might,v%pt_pl,The Clerk's Tale 1106,data/oxford_txts/ClT_oxford.txt,Unnethe° abouten hir might they abide.,OXFORD,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 1115,data/oxford_txts/ClT_oxford.txt,"Han taken hir, and into chambre goon",OXFORD,ClT_gui_complete.csv
beren,born,v%ppl,The Clerk's Tale 1160,data/oxford_txts/ClT_oxford.txt,"Er we were born, knew al our freletee;°",OXFORD,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 1173,data/oxford_txts/ClT_oxford.txt,I wol with lusty° herte fresshe and grene,OXFORD,ClT_gui_complete.csv
seien,seyn,v%inf,The Clerk's Tale 1174,data/oxford_txts/ClT_oxford.txt,"Seyn° yow a song to glade° yow, I wene,°",OXFORD,ClT_gui_complete.csv
ben,be,v%imp,The Clerk's Tale 1209,data/oxford_txts/ClT_oxford.txt,"If thou be foul,° be free° of thy dispence,°",OXFORD,ClT_gui_complete.csv
hoten,highte,v%pt_3,The Knight's Tale 860,data/oxford_txts/KnT_oxford.txt,Ther was a duk that highte° Theseus;,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 889,data/oxford_txts/KnT_oxford.txt,I wol nat letten° eek noon of this route;°,OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 919,data/oxford_txts/KnT_oxford.txt,Have mercy on our wo and our distresse.,OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 929,data/oxford_txts/KnT_oxford.txt,We han ben waitinge al this fourtenight;,OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 960,data/oxford_txts/KnT_oxford.txt,He wolde doon so ferforthly his might,OXFORD,KnT_gui_complete.csv
lien,ligging,v%prp_abs,The Knight's Tale 1011,data/oxford_txts/KnT_oxford.txt,"Two yonge knightes ligging by and by,°",OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 1020,data/oxford_txts/KnT_oxford.txt,"Out of the tas° the pilours han hem torn,°",OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 1021,data/oxford_txts/KnT_oxford.txt,And han hem caried softe unto the tente,OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 1047,data/oxford_txts/KnT_oxford.txt,"To doon honour to May, and for to rise.",OXFORD,KnT_gui_complete.csv
romen,roming,v%prp_abs,The Knight's Tale 1071,data/oxford_txts/KnT_oxford.txt,"Goth in the chambre, roming to and fro",OXFORD,KnT_gui_complete.csv
beren,born,v%ppl,The Knight's Tale 1073,data/oxford_txts/KnT_oxford.txt,"That he was born, ful ofte he seide, “Alas!”",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 1107,data/oxford_txts/KnT_oxford.txt,Out of this prisoun help that we may scapen.°,OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 1110,data/oxford_txts/KnT_oxford.txt,Of our linage have som compassioun,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 1121,data/oxford_txts/KnT_oxford.txt,"That I may seen hir atte leeste weye,°",OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 1131,data/oxford_txts/KnT_oxford.txt,"To me, that am thy cosin and thy brother",OXFORD,KnT_gui_complete.csv
sweren,ysworn,v%ppl,The Knight's Tale 1132,data/oxford_txts/KnT_oxford.txt,"Ysworn ful depe, and ech of us til° other",OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 1138,data/oxford_txts/KnT_oxford.txt,"In every cas, and I shal forthren thee.",OXFORD,KnT_gui_complete.csv
witen,wot,v%pr_1,The Knight's Tale 1140,data/oxford_txts/KnT_oxford.txt,I wot° right wel thou darst° it nat withseyn.°,OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 1144,data/oxford_txts/KnT_oxford.txt,"And ever shal, til that min herte sterve.°",OXFORD,KnT_gui_complete.csv
durren,dar,v%pr_1,The Knight's Tale 1151,data/oxford_txts/KnT_oxford.txt,"Or elles artow fals, I dar wel seyn.”",OXFORD,KnT_gui_complete.csv
tellen,tell,v%pr_1,The Knight's Tale 1154,data/oxford_txts/KnT_oxford.txt,"But thou art fals, I tell thee utterly;",OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 1156,data/oxford_txts/KnT_oxford.txt,What wiltow° seyn? thou wistest° nat yet now,OXFORD,KnT_gui_complete.csv
hoten,highte,v%pt_3,The Knight's Tale 1191,data/oxford_txts/KnT_oxford.txt,A worthy duk that highte° Perotheus,OXFORD,KnT_gui_complete.csv
gon,goon,v%inf,The Knight's Tale 1207,data/oxford_txts/KnT_oxford.txt,"Freely to goon, wher that him liste overal",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 1232,data/oxford_txts/KnT_oxford.txt,Though that I never hir grace may deserve,OXFORD,KnT_gui_complete.csv
haven,han,v%inf,The Knight's Tale 1233,data/oxford_txts/KnT_oxford.txt,Wolde han suffised° right ynough° for me.,OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 1248,data/oxford_txts/KnT_oxford.txt,That may me heele° or doon confort in this.,OXFORD,KnT_gui_complete.csv
connen,can,v%pr_pl,The Knight's Tale 1254,data/oxford_txts/KnT_oxford.txt,Wel bettre than they can hemself devise?°,OXFORD,KnT_gui_complete.csv
haven,han,v%inf,The Knight's Tale 1255,data/oxford_txts/KnT_oxford.txt,Som man desireth for to han richesse,OXFORD,KnT_gui_complete.csv
gon,goon,v%pr_pl,The Knight's Tale 1267,data/oxford_txts/KnT_oxford.txt,"But we goon wrong ful often, trewely.",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 1268,data/oxford_txts/KnT_oxford.txt,"Thus may we seyen alle, and namely° I",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 1273,data/oxford_txts/KnT_oxford.txt,"Sin° that I may nat seen yow, Emelie",OXFORD,KnT_gui_complete.csv
moten,mot,v%pr_1,The Knight's Tale 1290,data/oxford_txts/KnT_oxford.txt,For whom that I mot nedes° lese my lif.,OXFORD,KnT_gui_complete.csv
moten,mot,v%pr_1,The Knight's Tale 1295,data/oxford_txts/KnT_oxford.txt,"For I mot wepe and waile, whil I live",OXFORD,KnT_gui_complete.csv
witen,woot,v%pr_1,The Knight's Tale 1324,data/oxford_txts/KnT_oxford.txt,"But wel I woot, that in this world gret pine° is.",OXFORD,KnT_gui_complete.csv
moten,mot,v%pr_1,The Knight's Tale 1328,data/oxford_txts/KnT_oxford.txt,But I mot been in prison thurgh Saturne,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1336,data/oxford_txts/KnT_oxford.txt,And of Arcita forth I wol yow telle.,OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 1341,data/oxford_txts/KnT_oxford.txt,"For shortly for to seyn, this Palamoun",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1354,data/oxford_txts/KnT_oxford.txt,For I wol telle forth as I bigan.,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_pl,The Knight's Tale 1416,data/oxford_txts/KnT_oxford.txt,"To drugge and drawe,° what so men wol devise.°",OXFORD,KnT_gui_complete.csv
dwellen,dwelling,v%prp,The Knight's Tale 1419,data/oxford_txts/KnT_oxford.txt,The which that dwelling was with Emelie.,OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 1425,data/oxford_txts/KnT_oxford.txt,To doon that any wight° can him devise.°,OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 1460,data/oxford_txts/KnT_oxford.txt,"His martyrdom?° for sothe,° it am nat I;",OXFORD,KnT_gui_complete.csv
don,doon,v%pr_pl,The Knight's Tale 1531,data/oxford_txts/KnT_oxford.txt,"As doon thise loveres in hir queinte geres,°",OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 1552,data/oxford_txts/KnT_oxford.txt,And now I am so caitif° and so thral,OXFORD,KnT_gui_complete.csv
durren,dar,v%pr_1,The Knight's Tale 1556,data/oxford_txts/KnT_oxford.txt,For I dar noght biknowe° min owen name;,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1587,data/oxford_txts/KnT_oxford.txt,"I wol be deed, or elles thou shalt die.",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1589,data/oxford_txts/KnT_oxford.txt,"But I wol love hir only, and namo;°",OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 1590,data/oxford_txts/KnT_oxford.txt,"For I am Palamoun, thy mortal fo.",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1607,data/oxford_txts/KnT_oxford.txt,"And I wol love hir, maugre° al thy might!",OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 1610,data/oxford_txts/KnT_oxford.txt,"Have heer my trouthe,° tomorwe I wol nat faile",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1610,data/oxford_txts/KnT_oxford.txt,"Have heer my trouthe,° tomorwe I wol nat faile",OXFORD,KnT_gui_complete.csv
