RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,491,,10,10,Of his offryng and eek of his substaunce,Of his offring and eek of his substaunce,u S uS u S u S uS,u S uS u S u S uS,of@prep his@pron1%gen offringe@ger and@conj ek@adv of@prep his@pron1%gen substaunce@n,of@prep his@pron1%gen offringe@ger and@conj ek@adv of@prep his@pron1%gen substaunce@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,492,DIFF,10,10,He koude in litel thyng have suffisaunce,He coude in litel thing han suffisaunce,u S u Su S u SuS,u S u Su S u SuS,he@pron1%nom connen@v%pt_3 in@prep litel@adj thing@n haven@v%inf suffisaunce@n,he@pron1%nom connen@v%pt_3 in@prep litel@adj thing@n haven@v%inf suffisaunce@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,493,,12,12,Wyd was his parisshe and houses fer asonder,Wid was his parisshe and houses fer asonder,u S u Su S uS u SuS,u S u Su S uS u SuS,wid@adj ben@v%pt_3 his@pron1%gen parishe@n and@conj hous@n%pl fer@adv asonder@adv&adj,wid@adj ben@v%pt_3 his@pron1%gen parishe@n and@conj hous@n%pl fer@adv asonder@adv&adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,494,,10,10,But he ne lefte nat for reyn ne thonder,But he ne lafte nat for rein ne thonder,u S u S u S u S uS,u S u S u S u S uS,but@conj he@pron1%nom ne@adv leven@v1%pt_3 not@adv for@prep rein@n1 ne@conj1 thonder@n,but@conj he@pron1%nom ne@adv leven@v1%pt_3 not@adv for@prep rein@n1 ne@conj1 thonder@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,495,,10,10,In siknesse nor in meschief to visite,In sikness nor in meschief to visite,u Su S u Su S uS,u Su S u Su S uS,in@prep siknesse@n nor@conj in@prep mischef@n to@part visiten@v%inf,in@prep siknesse@n nor@conj in@prep mischef@n to@part visiten@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,496,,10,10,The ferreste in his parisshe muche and lite,The ferreste in his parissh muche and lite,u Su S u Su S u S,u Su S u Su S u S,the@def_art fer@adj1#n in@prep his@pron1%gen parishe@n muche@n and@conj lite@adj1,the@def_art fer@adj1#n in@prep his@pron1%gen parishe@n muche@n and@conj lite@adj1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,497,,10,10,Upon his feet and in his hand a staf,Upon his feet and in his hand a staf,uS u S u S u S u S,uS u S u S u S u S,upon@prep his@pron1%gen fot@n%pl and@conj in@prep his@pron1%gen honde@n a@indef_art staf@n,upon@prep his@pron1%gen fot@n%pl and@conj in@prep his@pron1%gen honde@n a@indef_art staf@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,498,,10,10,This noble ensample to his sheep he yaf,This noble ensample to his sheep he yaf,u Su Su S u S u S,u Su Su S u S u S,this@gram_adj noble@adj ensaumple@n to@prep his@pron1%gen shep@n he@pron1%nom yeven@v%pt_3,this@gram_adj noble@adj ensaumple@n to@prep his@pron1%gen shep@n he@pron1%nom yeven@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,499,,10,10,That first he wroghte and afterward he taughte,That first he wroghte and afterward he taughte,u S u S u SuS u S,u S u S u SuS u S,that@pron first@adv he@pron1%nom werken@v%pt_3 and@conj after-ward@adv he@pron1%nom techen@v%pt_3,that@pron first@adv he@pron1%nom werken@v%pt_3 and@conj after-ward@adv he@pron1%nom techen@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,500,,10,10,Out of the gospel he tho wordes caughte,Out of the gospel he tho wordes caughte,u S u Su S u Su S,u S u Su S u Su S,oute@adv#prep of@prep the@def_art gospel@n he@pron1%nom tho@gram_adj%pl word@n%pl cacchen@v%pt_3,oute@adv#prep of@prep the@def_art gospel@n he@pron1%nom tho@gram_adj%pl word@n%pl cacchen@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,501,,10,10,And this figure he added eek therto,And this figure he added eek therto,u S uS u Su S uS,u S uS u Su S uS,and@conj this@gram_adj figure@n he@pron1%nom adden@v%pt_3 ek@adv ther-to@adv,and@conj this@gram_adj figure@n he@pron1%nom adden@v%pt_3 ek@adv ther-to@adv,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,502,,10,10,That if gold ruste what shal iren do,That if gold ruste what shal iren do,u S u Su S u Su S,u S u Su S u Su S,that@conj if@conj gold@n rusten@v%pr_3 what@pron shulen@v1%pr_3 iren@n don@v1%inf,that@conj if@conj gold@n rusten@v%pr_3 what@pron shulen@v1%pr_3 iren@n don@v1%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,503,,10,10,For if a preest be foul on whom we truste,For if a preest be foul in whom we truste,u S u S u S u S u S,u S u S u S u S u S,for@conj if@conj a@indef_art prest@n3 ben@v%pr_3 foul@adj on@prep whom@pron%obj we@pron%pl_nom trusten@v%pt_pl,for@conj if@conj a@indef_art prest@n3 ben@v%pr_3 foul@adj on@prep whom@pron%obj we@pron%pl_nom trusten@v%pt_pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,504,,10,10,No wonder is a lewed man to ruste,No wonder is a lewed man to ruste,u Su S u Su S u S,u Su S u Su S u S,no@gram_adj wonder@n ben@v%pr_3 a@indef_art leued@adj man@n to@part rusten@v%inf,no@gram_adj wonder@n ben@v%pr_3 a@indef_art leued@adj man@n to@part rusten@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,505,DIFF,10,10,And shame it is if a prest take keep,And shame it is if that a preest tak keep,u Su S u S u S u S,u S u S u S u S u S,and@conj shame@n hit@pron ben@v%pr_3 if@conj a@indef_art prest@n3 taken@v%pr_3 kep@n,and@conj shame@n hit@pron ben@v%pr_3 if@conj that@conj a@indef_art prest@n3 taken@v%pr_3 kep@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,506,,10,10,A shiten shepherde and a clene sheep,A shiten shepherde and a clene sheep,u Su SuS u S u S,u Su SuS u S u S,a@indef_art shiten@v#adj%ppl shep-herde@n and@conj a@indef_art clene@adj shep@n,a@indef_art shiten@v#adj%ppl shep-herde@n and@conj a@indef_art clene@adj shep@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,507,,10,10,Wel oghte a preest ensample for to yive,Wel ought a preest ensample for to yive,u Su S u Su S u S,u S u S uSu S u S,wel@adv ouen@v%pt_3 a@indef_art prest@n3 ensaumple@n for@prep#adv to@part yeven@v%inf,wel@adv ouen@v%pt_3 a@indef_art prest@n3 ensaumple@n for@prep#adv to@part yeven@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,508,,10,10,By his clennesse how that his sheep sholde lyve,By his clennesse how that his sheep shold live,u S uS u S u S u S,u S uS u S u S u S,bi@prep his@pron1%gen clennesse@n hou@adv&conj that@part his@pron1%gen shep@n%pl shulen@v1%pt_pl liven@v1%inf,bi@prep his@pron1%gen clennesse@n hou@adv&conj that@part his@pron1%gen shep@n%pl shulen@v1%pt_pl liven@v1%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,509,,10,10,He sette nat his benefice to hyre,He sette nat his benefice to hire,u Su S u SuS u S,u Su S u SuS u S,he@pron1%nom setten@v%pt_3 not@adv his@pron1%gen benefice@n to@prep hire@n,he@pron1%nom setten@v%pt_3 not@adv his@pron1%gen benefice@n to@prep hire@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,510,,10,10,And leet his sheep encombred in the myre,And leet his sheep encombred in the mire,u S u S uSu S u S,u S u S uSu S u S,and@conj leten@v%pt_3 his@pron1%gen shep@n encombren@v%ppl_abs in@prep the@def_art mire@n1,and@conj leten@v%pt_3 his@pron1%gen shep@n encombren@v%ppl_abs in@prep the@def_art mire@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,511,,10,10,And ran to Londoun unto Seinte Poules,And ran to London unto Seinte Poules,u S u Su Su S uS,u S u Su Su S uS,and@conj rennen@v1%pt_3 to@prep london@n#propn unto@prep seinte@adj poule@n#propn%gen,and@conj rennen@v1%pt_3 to@prep london@n#propn unto@prep seinte@adj poule@n#propn%gen,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,512,,11,11,To seken hym a chaunterie for soules,To seken him a chaunterie for soules,u Su S u SuS u Su,u Su S u SuS u Su,to@part sechen@v%inf him@pron%obj a@indef_art chaunterie@n1 for@prep soule@n%pl,to@part sechen@v%inf him@pron%obj a@indef_art chaunterie@n1 for@prep soule@n%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,513,,10,10,Or with a bretherhed to been withholde,Or with a bretherhed to been withholde,u S u SuS u S uS,u S u SuS u S uS,or@conj with@prep a@indef_art brotherhede@n to@part ben@v%inf withholden@v%ppl,or@conj with@prep a@indef_art brotherhede@n to@part ben@v%inf withholden@v%ppl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,514,,10,10,But dwelte at hoom and kepte wel his folde,But dwelte at hoom and kepte wel his folde,u Su S u S u S u S,u Su S u S u S u S,but@conj dwellen@v%pt_3 at@prep hom@n and@conj kepen@v%pt_3 wel@adv his@pron1%gen fold@n1,but@conj dwellen@v%pt_3 at@prep hom@n and@conj kepen@v%pt_3 wel@adv his@pron1%gen fold@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,515,,11,11,So that the wolf ne made it nat myscarie,So that the wolf ne made it nat miscarie,u S u S u S u S uSu,u S u S u S u S uSu,so@adv that@part the@def_art wolf@n ne@adv maken@v1%pt_3 hit@pron not@adv miscarien@v%inf,so@adv that@part the@def_art wolf@n ne@adv maken@v1%pt_3 hit@pron not@adv miscarien@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,516,DIFF,12,11,He was a shepherde and noght a mercenarie,He was a shepherde and no mercenarie,u S u Su S u S uSuS,u S u Su S u SuSu,he@pron1%nom ben@v%pt_3 a@indef_art shep-herde@n and@conj nought@adv a@indef_art mercenarie@n,he@pron1%nom ben@v%pt_3 a@indef_art shep-herde@n and@conj no@gram_adj mercenarie@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,517,,10,10,And though he hooly were and vertuous,And though he holy were and vertuous,u S u Su Su S uS,u S u Su Su S uS,and@conj though@conj he@pron1%nom holi@adj2 ben@v%pt_3 and@conj vertuous@adj,and@conj though@conj he@pron1%nom holi@adj2 ben@v%pt_3 and@conj vertuous@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,518,,10,10,He was to synful men nat despitous,He was to sinful man nat despitous,u S u Su S u SuS,u S u Su S u SuS,he@pron1%nom ben@v%pt_3 to@prep sinful@adj man@n%pl not@adv despitous@adj,he@pron1%nom ben@v%pt_3 to@prep sinful@adj man@n%pl not@adv despitous@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,519,,10,10,Ne of his speche daungerous ne digne,Ne of his spech daungerous ne digne,u S u Su SuS u S,u S u S uSu S uS,ne@conj1 of@prep his@pron1%gen speche@n daungerous@adj ne@conj1 digne@adj,ne@conj1 of@prep his@pron1%gen speche@n daungerous@adj ne@conj1 digne@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,520,,10,10,But in his techyng discreet and benygne,But in his teching discreet and benigne,u S u Su Su S uS,u S u Su Su S uS,but@conj in@prep his@pron1%gen techinge@ger discrete@adj and@conj benigne@adj,but@conj in@prep his@pron1%gen techinge@ger discrete@adj and@conj benigne@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,521,,10,10,To drawen folk to hevene by fairnesse,To drawen folk to heven by fairnesse,u Su S u Su S uS,u Su S u Su S uS,to@part drauen@v%inf folk@n to@prep heven@n bi@prep fairnesse@n,to@part drauen@v%inf folk@n to@prep heven@n bi@prep fairnesse@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,522,DIFF,10,10,By good ensample this was his bisynesse,By good ensample was his bisinesse,u S uS u S u SuS,u S uSu S u SuS,bi@prep god@adj ensaumple@n this@pron ben@v%pt_3 his@pron1%gen bisinesse@n,bi@prep god@adj ensaumple@n ben@v%pt_3 his@pron1%gen bisinesse@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,523,,10,10,But it were any persone obstinat,But it were any persone obstinat,u S u Su Su SuS,u S u Su Su SuS,but@conj hit@pron ben@v%pt_3 ani@gram_adj persoune@n1 obstinate@adj,but@conj hit@pron ben@v%pt_3 ani@gram_adj persoune@n1 obstinate@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,524,DIFF,10,10,What so he were of heigh or lough estat,Whatso he were of heigh or lowe estat,u S u S u S u S uS,uS u S u S u S uS,what@gram_adj so@adv he@pron1%nom ben@v%pt_3 of@prep heigh@adj or@conj loue@adj estat@n,what-so@adj he@pron1%nom ben@v%pt_3 of@prep heigh@adj or@conj loue@adj estat@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,525,,11,11,Hym wolde he snybben sharply for the nonys,Him wolde he snibben sharply for the nones,u S u Su Su S u Su,u S u Su Su S u Su,him@pron%obj willen@v%pt_3 he@pron1%nom snibben@v%inf sharpli@adv for@prep the@def_art nones@n1,him@pron%obj willen@v%pt_3 he@pron1%nom snibben@v%inf sharpli@adv for@prep the@def_art nones@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,526,,10,10,A bettre preest I trowe that nowher noon ys,A bettre preest I trow that nowher noon is,u S u S u S uS u S,u S u S u S uS u S,a@indef_art bettre@adj%comp prest@n3 ich@pron%nom trouen@v%pr_1 that@conj no-wher@adv non@pron ben@v%pr_3,a@indef_art bettre@adj%comp prest@n3 ich@pron%nom trouen@v%pr_1 that@conj no-wher@adv non@pron ben@v%pr_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,527,DIFF,11,11,He waited after no pompe and reverence,He waited after no pompe ne reverence,u Su Su S u S uSu,u Su Su S u S uSu,he@pron1%nom waiten@v%pt_3 after@prep no@gram_adj pompe@n and@conj reverence@n,he@pron1%nom waiten@v%pt_3 after@prep no@gram_adj pompe@n ne@conj1 reverence@n,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,528,,10,10,Ne maked him a spiced conscience,Ne maked him a spiced conscience,u Su S u Su SuS,u Su S u Su SuS,ne@conj1 maken@v1%pt_3 him@pron%obj a@indef_art spicen@v#adj%ppl conscience@n,ne@conj1 maken@v1%pt_3 him@pron%obj a@indef_art spicen@v#adj%ppl conscience@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,529,,10,10,But Cristes loore and his apostles twelve,But Cristes lore and hise apostles twelve,u Su S u S uSu S,u Su S u S uSu S,but@conj crist@n#propn%gen lore@n2 and@conj his@pron1%gen apostle@n%pl twelve@num_adj,but@conj crist@n#propn%gen lore@n2 and@conj his@pron1%gen apostle@n%pl twelve@num_adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,530,,10,10,He taughte but first he folwed it hymselve,He taught but first he folwed it himselve,u S u S u Su S uS,u S u S u Su S uS,he@pron1%nom techen@v%pt_3 but@conj first@adv he@pron1%nom folwen@v%pt_3 hit@pron him-self@pron,he@pron1%nom techen@v%pt_3 but@conj first@adv he@pron1%nom folwen@v%pt_3 hit@pron him-self@pron,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,531,,11,11,With hym ther was a PLOWMAN was his brother,With him ther was a Plowman was his brother,u S u S u Su S u Su,u S u S u Su S u Su,with@prep him@pron%obj ther@adv ben@v%pt_3 a@indef_art plough-man@n ben@v%pt_3 his@pron1%gen brother@n,with@prep him@pron%obj ther@adv ben@v%pt_3 a@indef_art plough-man@n ben@v%pt_3 his@pron1%gen brother@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,532,,12,12,That hadde ylad of dong ful many a fother,That hadde ylad of dong ful many a fother,u S uS u S u Su S uS,u S uS u S u Su S uS,that@pron haven@v%pt_3 ileden@v%ppl of@prep dong@n1 ful@adv mani@gram_adj a@indef_art fother@n,that@pron haven@v%pt_3 ileden@v%ppl of@prep dong@n1 ful@adv mani@gram_adj a@indef_art fother@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,533,,10,10,A trewe swynkere and a good was he,A trewe swinkere and a good was he,u Su Su S u S u S,u Su Su S u S u S,a@indef_art treu@adj swinkere@n and@conj a@indef_art god@adj ben@v%pt_3 he@pron1%nom,a@indef_art treu@adj swinkere@n and@conj a@indef_art god@adj ben@v%pt_3 he@pron1%nom,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,534,,10,10,Lyvynge in pees and parfit charitee,Livinge in pees and parfit charitee,uS u S u Su SuS,uS u S u Su SuS,liven@v1%prp_abs in@prep pes@n and@conj parfit@adj charite@n,liven@v1%prp_abs in@prep pes@n and@conj parfit@adj charite@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,535,,10,10,God loved he best with al his hoole herte,God loved he best with al his hole herte,u Su S u S u S u S,u Su S u S u S u S,god@n1#propn loven@v1%pt_3 he@pron1%nom best@adv%sup with@prep al@gram_adj his@pron1%gen hole@adj2 herte@n,god@n1#propn loven@v1%pt_3 he@pron1%nom best@adv%sup with@prep al@gram_adj his@pron1%gen hole@adj2 herte@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,536,,10,10,At alle tymes thogh him gamed or smerte,At alle times thogh him gamed or smerte,u S uS u S uS u S,u S uS u S uS u S,at@prep al@gram_adj time@n%pl though@conj him@pron%obj gamen@v%pt_3 or@conj smerten@v%pt_3,at@prep al@gram_adj time@n%pl though@conj him@pron%obj gamen@v%pt_3 or@conj smerten@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,537,,10,10,And thanne his neighebor right as hymselve,And thanne his neighebour right as himselve,u S u SuS u S uS,u S u SuS u S uS,and@conj thanne@adv his@pron1%gen neighebor@n righte@adv as@conj him-self@pron,and@conj thanne@adv his@pron1%gen neighebor@n righte@adv as@conj him-self@pron,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,538,,10,10,He wolde thresshe and therto dyke and delve,He wolde thresshe and therto dike and delve,u Su S u Su S u S,u Su S u Su S u S,he@pron1%nom willen@v%pt_3 threshen@v%inf and@conj ther-to@adv dichen@v%inf and@conj delven@v%inf,he@pron1%nom willen@v%pt_3 threshen@v%inf and@conj ther-to@adv dichen@v%inf and@conj delven@v%inf,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,539,,10,10,For Cristes sake for every povre wight,For Cristes sake for every povre wight,u Su Su S uS u S,u Su Su S uS u S,for@prep crist@n#propn%gen sake@n for@prep everi@pron_gram_adj povre@adj wight@n,for@prep crist@n#propn%gen sake@n for@prep everi@pron_gram_adj povre@adj wight@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,540,,10,10,Withouten hire if it lay in his myght,Withouten hire if it lay in his might,uSu S u S u S u S,uSu S u S u S u S,withouten@prep hire@n if@conj hit@pron lien@v1%pt_3 in@prep his@pron1%gen might@n,withouten@prep hire@n if@conj hit@pron lien@v1%pt_3 in@prep his@pron1%gen might@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,541,,10,10,His tithes payde he ful faire and wel,His tithes payed he ful faire and wel,u Su Su S u S u S,u Su S u S uS u S,his@pron1%gen tithe@n1%pl paien@v%pt_3 he@pron1%nom ful@adv faire@adv and@conj wel@adv,his@pron1%gen tithe@n1%pl paien@v%pt_3 he@pron1%nom ful@adv faire@adv and@conj wel@adv,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,542,,10,10,Bothe of his propre swynk and his catel,Bothe of his propre swink and his catel,uS u S u S u S uS,uS u S u S u S uS,bothe@num_conj of@prep his@pron1%gen propre@adj swink@n and@conj his@pron1%gen catel@n,bothe@num_conj of@prep his@pron1%gen propre@adj swink@n and@conj his@pron1%gen catel@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,543,,10,10,In a tabard he rood upon a mere,In a tabard he rood upon a mere,u S uS u S uS u S,u S uS u S uS u S,in@prep a@indef_art tabarde@n1 he@pron1%nom riden@v%pt_3 upon@prep a@indef_art mere@n1,in@prep a@indef_art tabarde@n1 he@pron1%nom riden@v%pt_3 upon@prep a@indef_art mere@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,544,,12,10,Ther was also a REVE and a MILLERE,Ther was also a Reve and a Millere,u S uS u Su S u SuS,u S uS u S u S uS,ther@adv ben@v%pt_3 also@adv a@indef_art reve@n and@conj a@indef_art milnere@n,ther@adv ben@v%pt_3 also@adv a@indef_art reve@n and@conj a@indef_art milnere@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,545,,10,10,A SOMNOUR and a PARDONER also,A Somnour and a Pardoner also,u Su S u SuS uS,u Su S u SuS uS,a@indef_art somnour@n and@conj a@indef_art pardoner@n also@adv,a@indef_art somnour@n and@conj a@indef_art pardoner@n also@adv,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,546,DIFF,11,10,A MAUNCIPLE and myself ther were namo,A Maunciple myself ther were namo,u SuS u Su S u Su,u SuS uS u S uS,a@indef_art maunciple@n and@conj mi-self@pron --@dash ther@adv ben@v%pt_pl no_mo@n,a@indef_art maunciple@n mi-self@pron ther@adv ther@adv ben@v%pt_pl,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,547,,12,11,The MILLERE was a stout carl for the nones,The Miller was a stout carl for the nones,u SuS u S u S u S uS,u Su S u S u S u Su,the@def_art milnere@n ben@v%pt_3 a@indef_art stoute@adj carl@n for@prep the@def_art nones@n1,the@def_art milnere@n ben@v%pt_3 a@indef_art stoute@adj carl@n for@prep the@def_art nones@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,548,,11,11,Ful byg he was of brawn and eek of bones,Ful big he was of brawn and eek of bones,u S u S u S u S u Su,u S u S u S u S u Su,ful@adv big@adj he@pron1%nom ben@v%pt_3 of@prep braun@n and@conj ek@adv of@prep bon@n1%pl,ful@adv big@adj he@pron1%nom ben@v%pt_3 of@prep braun@n and@conj ek@adv of@prep bon@n1%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,549,DIFF,11,11,That proved wel for over al ther he cam,That proved wel for overal ther he cam,u Su S u Su S u S u,u Su S u SuS u S u,that@pron preven@v%pt_3 wel@adv for@conj over@prep al@gram_adjas_n ther@adv he@pron1%nom comen@v%pt_3,that@pron preven@v%pt_3 wel@adv for@conj over-al@adv ther@adv he@pron1%nom comen@v%pt_3,green
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,550,,10,10,At wrastlynge he wolde have alwey the ram,At wrastlinge he wolde have alwey the ram,u Su S u S uS u S,u Su S u S uS u S,at@prep wrestling@ger he@pron1%nom willen@v%pt_3 haven@v%inf al-wei@adv the@def_art ram@n,at@prep wrestling@ger he@pron1%nom willen@v%pt_3 haven@v%inf al-wei@adv the@def_art ram@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,551,,10,10,He was shortsholdred brood a thikke knarre,He was shortsholdred brood a thikke knarre,u S uSu S u Su S,u S uSu S u Su S,he@pron1%nom ben@v%pt_3 short-sholdred@adj brod@adj a@indef_art thikke@adj knarre@n,he@pron1%nom ben@v%pt_3 short-sholdred@adj brod@adj a@indef_art thikke@adj knarre@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,552,,10,10,Ther was no dore that he nolde heve of harre,Ther was no door that he nold heve of harre,u S u S u S u S u S,u S u S u S u S u S,ther@adv ben@v%pt_3 no@gram_adj dore@n1 that@pron he@pron1%nom willen@v%pt_3_neg heven@v%inf of@prep herre@n1,ther@adv ben@v%pt_3 no@gram_adj dore@n1 that@pron he@pron1%nom willen@v%pt_3_neg heven@v%inf of@prep herre@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,553,,10,10,Or breke it at a rennyng with his heed,Or breke it at a renning with his heed,u S u S u Su S u S,u S u S u Su S u S,or@conj breken@v%inf hit@pron at@prep a@indef_art renninge@ger1 with@prep his@pron1%gen hed@n1,or@conj breken@v%inf hit@pron at@prep a@indef_art renninge@ger1 with@prep his@pron1%gen hed@n1,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,554,,10,10,His berd as any sowe or fox was reed,His berd as any sowe or fox was reed,u S u Su S u S u S,u S u Su S u S u S,his@pron1%gen berd@n1 as@conj ani@gram_adj soue@n2 or@conj fox@n ben@v%pt_3 red@adj,his@pron1%gen berd@n1 as@conj ani@gram_adj soue@n2 or@conj fox@n ben@v%pt_3 red@adj,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,555,,10,10,And therto brood as though it were a spade,And therto brood as though it were a spade,u Su S u S u S u S,u Su S u S u S u S,and@conj ther-to@adv brod@adj as@conj though@conj hit@pron ben@v%pt_3 a@indef_art spade@n,and@conj ther-to@adv brod@adj as@conj though@conj hit@pron ben@v%pt_3 a@indef_art spade@n,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,556,,10,10,Upon the cop right of his nose he hade,Upon the cop right of his nose he hade,uS u S u S u S u S,uS u S u S u S u S,upon@prep the@def_art cop@n righte@adv of@prep his@pron1%gen nose@n1 he@pron1%nom haven@v%pt_3,upon@prep the@def_art cop@n righte@adv of@prep his@pron1%gen nose@n1 he@pron1%nom haven@v%pt_3,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,557,,11,11,A werte and theron stood a toft of herys,A werte and theron stood a tuft of heres,u S u Su S u S u Su,u S u Su S u S u Su,a@indef_art wart@n and@conj ther-on@adv stonden@v1%pt_3 a@indef_art tuft@n of@prep her@n%pl,a@indef_art wart@n and@conj ther-on@adv stonden@v1%pt_3 a@indef_art tuft@n of@prep her@n%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,558,,11,11,Reed as the brustles of a sowes erys,Reed as the bristles of a sowes eres,u S u Su S u Su Su,u S u Su S u Su Su,red@adj as@conj the@def_art bristel@n%pl of@prep a@indef_art soue@n2%gen ere@n1%pl,red@adj as@conj the@def_art bristel@n%pl of@prep a@indef_art soue@n2%gen ere@n1%pl,
riverside_cats/01-1-ch.cat,oxford_txts/GP.txt,output/GP,559,,10,10,His nosethirles blake were and wyde,His nosethirles blake were and wide,u SuSu Su S u S,u SuSu Su S u S,his@pron1%gen nose-thirl@n%pl blak@adj ben@v%pt_pl and@conj wid@adj,his@pron1%gen nose-thirl@n%pl blak@adj ben@v%pt_pl and@conj wid@adj,
